Date,Total_LDZ_Demand
2019-11-08,717.357742
2019-11-09,707.444818
2019-11-10,711.229249
2019-11-11,788.72562
2019-11-12,819.670826
2019-11-13,824.484624
2019-11-14,849.682505
2019-11-15,839.534454
2019-11-16,769.571624
2019-11-17,764.061282
2019-11-18,846.459235
2019-11-19,874.617609
2019-11-20,879.460361
2019-11-21,872.889163
2019-11-22,792.626839
2019-11-23,709.889594
2019-11-24,677.302887
2019-11-25,711.743622
2019-11-26,681.249689
2019-11-27,675.335942
2019-11-28,690.499562
2019-11-29,765.92942
2019-11-30,804.432024
2019-12-01,860.628642
2019-12-02,934.860539
2019-12-03,932.348144
2019-12-04,964.072978
2019-12-05,987.124591
2019-12-06,886.114141
2019-12-07,746.480766
2019-12-08,725.754599
2019-12-09,839.091573
2019-12-10,881.104954
2019-12-11,920.350901
2019-12-12,958.937684
2019-12-13,931.845461
2019-12-14,865.56122
2019-12-15,801.270713
2019-12-16,832.264561
2019-12-17,742.573949
2019-12-18,778.478303
2019-12-19,699.934815
2019-12-20,700.215019
2019-12-21,685.212392
2019-12-22,688.089839
2019-12-23,733.051385
2019-12-24,703.640869
2019-12-25,695.22911
2019-12-26,755.153145
2019-12-27,792.068498
2019-12-28,820.647023
2019-12-29,870.787545
2019-12-30,916.0856
2019-12-31,905.317203
2020-01-01,849.130324
2020-01-02,907.899863
2020-01-03,863.627508
2020-01-04,828.919842
2020-01-05,810.77354
2020-01-06,897.258888
2020-01-07,895.642595
2020-01-08,836.30786
2020-01-09,808.622237
2020-01-10,838.154515
2020-01-11,808.435148
2020-01-12,808.809368
2020-01-13,888.099007
2020-01-14,854.707311
2020-01-15,828.582189
2020-01-16,823.796412
2020-01-17,835.254701
2020-01-18,854.299704
2020-01-19,900.160813
2020-01-20,1004.703428
2020-01-21,1033.647837
2020-01-22,1004.946119
2020-01-23,983.734809
2020-01-24,983.516226
2020-01-25,909.091839
2020-01-26,853.736426
2020-01-27,892.314629
2020-01-28,924.971433
2020-01-29,898.587121
2020-01-30,821.836733
2020-01-31,714.54838
2020-02-01,645.111129
2020-02-02,641.698616
2020-02-03,719.477
2020-02-04,828.057166
2020-02-05,872.909399
2020-02-06,912.904262
2020-02-07,893.713926
2020-02-08,796.806187
2020-02-09,741.093828
2020-02-10,831.055167
2020-02-11,866.884566
2020-02-12,870.102202
2020-02-13,868.943153
2020-02-14,806.583948
2020-02-15,698.318091
2020-02-16,655.732691
2020-02-17,749.427202
2020-02-18,774.496639
2020-02-19,808.126468
2020-02-20,808.106735
2020-02-21,810.99992
2020-02-22,714.43212
2020-02-23,679.576362
2020-02-24,736.88581
2020-02-25,769.40222
2020-02-26,867.873512
2020-02-27,912.351491
2020-02-28,877.06016
2020-02-29,756.431608
2020-03-01,750.374143
2020-03-02,831.652783
2020-03-03,846.462323
2020-03-04,844.651044
2020-03-05,851.351316
2020-03-06,828.881455
2020-03-07,733.201332
2020-03-08,700.270595
2020-03-09,770.040719
2020-03-10,707.030146
2020-03-11,628.357767
2020-03-12,671.10467
2020-03-13,685.338512
2020-03-14,646.535609
2020-03-15,628.804185
2020-03-16,648.230406
2020-03-17,608.266431
2020-03-18,578.302827
2020-03-19,578.019134
2020-03-20,603.800115
2020-03-21,617.228672
2020-03-22,659.82698
2020-03-23,756.832931
2020-03-24,735.16316
2020-03-25,735.197101
2020-03-26,726.588434
2020-03-27,659.394119
2020-03-28,581.480352
2020-03-29,670.015774
2020-03-30,747.184099
2020-03-31,753.052252
2020-04-01,740.273412
2020-04-02,677.274145
2020-04-03,627.378534
2020-04-04,526.709496
2020-04-05,433.398817
2020-04-06,414.751249
2020-04-07,383.076964
2020-04-08,338.528442
2020-04-09,330.902367
2020-04-10,315.503254
2020-04-11,281.887983
2020-04-12,269.821475
2020-04-13,365.975263
2020-04-14,466.446188
2020-04-15,437.987092
2020-04-16,368.564879
2020-04-17,354.947981
2020-04-18,345.9627
2020-04-19,315.811264
2020-04-20,353.622526
2020-04-21,347.680852
2020-04-22,332.30982
2020-04-23,305.561661
2020-04-24,284.487241
2020-04-25,283.619462
2020-04-26,288.127519
2020-04-27,303.454068
2020-04-28,364.185226
2020-04-29,370.658274
2020-04-30,373.884253
2020-05-01,356.976395
2020-05-02,337.844148
2020-05-03,334.557957
2020-05-04,343.353641
2020-05-05,365.102061
2020-05-06,350.236758
2020-05-07,313.391828
2020-05-08,264.666251
2020-05-09,222.128189
2020-05-10,245.091725
2020-05-11,368.612907
2020-05-12,405.577848
2020-05-13,428.994282
2020-05-14,416.214394
2020-05-15,372.560579
2020-05-16,324.289685
2020-05-17,281.198842
2020-05-18,277.263873
2020-05-19,254.252435
2020-05-20,229.74886
2020-05-21,200.407148
2020-05-22,198.892132
2020-05-23,203.824451
2020-05-24,220.96719
2020-05-25,241.177836
2020-05-26,244.039528
2020-05-27,238.997752
2020-05-28,235.145788
2020-05-29,224.95662
2020-05-30,195.864698
2020-05-31,196.687008
2020-06-01,196.376533
2020-06-02,198.193003
2020-06-03,206.440624
2020-06-04,239.052929
2020-06-05,262.168632
2020-06-06,253.282729
2020-06-07,246.764269
2020-06-08,284.271116
2020-06-09,279.337513
2020-06-10,280.68418
2020-06-11,262.309397
2020-06-12,234.703764
2020-06-13,190.540711
2020-06-14,185.224704
2020-06-15,213.183477
2020-06-16,215.989536
2020-06-17,219.789718
2020-06-18,227.136564
2020-06-19,220.664159
2020-06-20,180.234018
2020-06-21,173.82444
2020-06-22,204.179135
2020-06-23,199.995657
2020-06-24,191.77069
2020-06-25,186.352702
2020-06-26,179.267147
2020-06-27,150.574167
2020-06-28,158.488039
2020-06-29,206.418187
2020-06-30,215.619772
2020-07-01,211.897028
2020-07-02,215.82419
2020-07-03,209.111949
2020-07-04,178.189226
2020-07-05,169.716921
2020-07-06,218.368332
2020-07-07,228.423608
2020-07-08,240.437337
2020-07-09,232.215317
2020-07-10,217.801944
2020-07-11,193.997007
2020-07-12,178.593185
2020-07-13,206.944184
2020-07-14,211.812064
2020-07-15,225.137046
2020-07-16,223.047527
2020-07-17,206.110218
2020-07-18,175.306209
2020-07-19,165.980035
2020-07-20,200.404173
2020-07-21,206.081941
2020-07-22,206.166826
2020-07-23,202.828947
2020-07-24,193.503792
2020-07-25,165.019587
2020-07-26,157.229438
2020-07-27,189.144161
2020-07-28,199.071922
2020-07-29,200.334646
2020-07-30,190.702232
2020-07-31,169.984018
2020-08-01,149.621801
2020-08-02,151.356964
2020-08-03,186.385191
2020-08-04,193.230639
2020-08-05,189.255744
2020-08-06,179.039969
2020-08-07,165.333126
2020-08-08,142.20408
2020-08-09,138.518676
2020-08-10,161.42245
2020-08-11,163.035049
2020-08-12,159.38514
2020-08-13,161.161767
2020-08-14,160.50707
2020-08-15,143.975936
2020-08-16,148.526345
2020-08-17,179.900719
2020-08-18,182.201178
2020-08-19,180.579007
2020-08-20,169.820928
2020-08-21,164.608361
2020-08-22,149.264683
2020-08-23,155.780935
2020-08-24,197.274336
2020-08-25,203.228441
2020-08-26,212.559746
2020-08-27,220.712908
2020-08-28,204.478368
2020-08-29,205.664608
2020-08-30,208.530595
2020-08-31,238.720689
2020-09-01,245.054246
2020-09-02,247.861726
2020-09-03,237.845128
2020-09-04,224.406883
2020-09-05,204.82762
2020-09-06,212.589238
2020-09-07,249.313072
2020-09-08,234.784642
2020-09-09,231.336857
2020-09-10,243.781803
2020-09-11,233.799474
2020-09-12,204.337515
2020-09-13,190.942585
2020-09-14,213.074878
2020-09-15,212.457833
2020-09-16,215.086368
2020-09-17,221.646553
2020-09-18,228.72442
2020-09-19,205.391149
2020-09-20,204.436334
2020-09-21,235.629978
2020-09-22,237.360858
2020-09-23,251.810794
2020-09-24,280.738557
2020-09-25,323.112774
2020-09-26,336.702017
2020-09-27,337.90342
2020-09-28,385.673701
2020-09-29,353.821869
2020-09-30,346.012573
2020-10-01,363.852854
2020-10-02,378.245423
2020-10-03,350.211052
2020-10-04,363.24667
2020-10-05,412.91901
2020-10-06,409.853694
2020-10-07,416.5765
2020-10-08,411.252349
2020-10-09,421.60887
2020-10-10,426.828945
2020-10-11,446.602804
2020-10-12,523.282038
2020-10-13,560.39728
2020-10-14,564.272509
2020-10-15,588.502756
2020-10-16,576.732882
2020-10-17,530.42493
2020-10-18,524.313891
2020-10-19,558.676381
2020-10-20,511.774671
2020-10-21,449.020442
2020-10-22,441.198081
2020-10-23,446.564622
2020-10-24,423.416485
2020-10-25,438.316715
2020-10-26,528.840184
2020-10-27,568.125245
2020-10-28,562.737954
2020-10-29,530.763858
2020-10-30,478.598506
2020-10-31,440.036415
2020-11-01,422.255623
2020-11-02,455.302197
2020-11-03,559.819789
2020-11-04,617.432884
2020-11-05,646.445134
2020-11-06,637.820699
2020-11-07,580.925392
2020-11-08,539.601878
2020-11-09,560.370325
2020-11-10,572.270154
2020-11-11,580.807092
2020-11-12,595.390325
2020-11-13,591.59178
2020-11-14,513.5277
2020-11-15,515.731204
2020-11-16,602.69339
2020-11-17,592.026512
2020-11-18,594.769592
2020-11-19,683.019642
2020-11-20,745.684219
2020-11-21,702.659979
2020-11-22,712.634189
2020-11-23,799.480963
2020-11-24,789.934923
2020-11-25,800.225252
2020-11-26,828.004679
2020-11-27,843.626103
2020-11-28,787.560238
2020-11-29,828.651021
2020-11-30,935.010884
2020-12-01,920.652163
2020-12-02,944.758058
2020-12-03,961.798544
2020-12-04,956.911093
2020-12-05,885.950983
2020-12-06,893.918494
2020-12-07,976.820166
2020-12-08,971.642227
2020-12-09,996.176905
2020-12-10,986.15691
2020-12-11,926.613436
2020-12-12,829.94791
2020-12-13,819.339998
2020-12-14,834.722021
2020-12-15,818.791135
2020-12-16,821.766474
2020-12-17,801.101844
2020-12-18,774.174
2020-12-19,721.149566
2020-12-20,735.167213
2020-12-21,778.170853
2020-12-22,701.937516
2020-12-23,683.986506
2020-12-24,760.870514
2020-12-25,818.232499
2020-12-26,841.650368
2020-12-27,875.600973
2020-12-28,951.511026
2020-12-29,964.589751
2020-12-30,970.100509
2020-12-31,974.117422
2021-01-01,941.388718
2021-01-02,926.82069
2021-01-03,952.78105
2021-01-04,1048.06477
2021-01-05,1065.899244
2021-01-06,1065.580007
2021-01-07,1110.414757
2021-01-08,1106.396253
2021-01-09,1073.961063
2021-01-10,1054.319727
2021-01-11,1091.216662
2021-01-12,1052.278332
2021-01-13,1036.805711
2021-01-14,1053.079498
2021-01-15,1106.884106
2021-01-16,1054.842837
2021-01-17,1012.059074
2021-01-18,1067.297843
2021-01-19,1002.15229
2021-01-20,929.805612
2021-01-21,925.478857
2021-01-22,919.760587
2021-01-23,929.677024
2021-01-24,991.66825
2021-01-25,1078.992673
2021-01-26,1081.0785
2021-01-27,1011.918493
2021-01-28,917.995702
2021-01-29,872.708138
2021-01-30,901.162377
2021-01-31,939.00184
2021-02-01,995.275229
2021-02-02,906.580071
2021-02-03,848.878512
2021-02-04,834.345096
2021-02-05,805.949003
2021-02-06,831.337714
2021-02-07,979.696478
2021-02-08,1158.323546
2021-02-09,1187.582155
2021-02-10,1213.054919
2021-02-11,1234.348473
2021-02-12,1285.405647
2021-02-13,1254.278982
2021-02-14,1175.525646
2021-02-15,1090.893674
2021-02-16,946.980641
2021-02-17,856.839815
2021-02-18,831.033319
2021-02-19,790.021693
2021-02-20,635.325824
2021-02-21,608.834916
2021-02-22,670.053604
2021-02-23,628.53076
2021-02-24,573.657165
2021-02-25,594.499756
2021-02-26,653.126865
2021-02-27,673.49597
2021-02-28,700.845989
2021-03-01,794.804334
2021-03-02,776.302185
2021-03-03,775.702094
2021-03-04,805.54831
2021-03-05,850.149496
2021-03-06,845.13926
2021-03-07,841.056436
2021-03-08,878.941927
2021-03-09,858.983207
2021-03-10,838.233004
2021-03-11,769.024372
2021-03-12,754.446834
2021-03-13,718.488962
2021-03-14,732.025795
2021-03-15,783.583727
2021-03-16,780.970761
2021-03-17,819.611792
2021-03-18,851.694104
2021-03-19,847.470893
2021-03-20,803.063007
2021-03-21,784.774856
2021-03-22,812.970101
2021-03-23,765.538907
2021-03-24,688.216066
2021-03-25,657.523503
2021-03-26,629.230176
2021-03-27,599.30573
2021-03-28,565.126145
2021-03-29,510.635556
2021-03-30,447.115579
2021-03-31,399.035643
2021-04-01,427.324055
2021-04-02,504.920271
2021-04-03,532.124443
2021-04-04,540.564648
2021-04-05,659.132629
2021-04-06,825.99696
2021-04-07,868.49558
2021-04-08,782.091757
2021-04-09,674.701395
2021-04-10,646.767707
2021-04-11,655.641089
2021-04-12,750.479797
2021-04-13,744.012651
2021-04-14,736.941971
2021-04-15,742.106829
2021-04-16,702.607626
2021-04-17,604.249233
2021-04-18,566.797342
2021-04-19,567.785665
2021-04-20,511.793579
2021-04-21,517.759875
2021-04-22,528.075792
2021-04-23,489.090017
2021-04-24,435.94785
2021-04-25,451.659363
2021-04-26,508.052897
2021-04-27,499.1919
2021-04-28,491.703155
2021-04-29,522.93312
2021-04-30,510.808884
2021-05-01,468.567156
2021-05-02,478.726172
2021-05-03,518.629527
2021-05-04,531.015393
2021-05-05,538.871211
2021-05-06,548.191582
2021-05-07,505.477306
2021-05-08,434.670976
2021-05-09,300.989969
2021-05-10,323.177065
2021-05-11,342.666995
2021-05-12,352.518195
2021-05-13,366.605517
2021-05-14,389.911019
2021-05-15,373.370651
2021-05-16,357.138894
2021-05-17,403.693276
2021-05-18,392.50249
2021-05-19,397.941867
2021-05-20,410.299673
2021-05-21,397.082447
2021-05-22,379.920006
2021-05-23,363.927357
2021-05-24,392.970798
2021-05-25,427.347767
2021-05-26,408.350012
2021-05-27,378.132142
2021-05-28,328.070423
2021-05-29,269.721965
2021-05-30,248.724038
2021-05-31,266.627372
2021-06-01,239.533188
2021-06-02,219.086399
2021-06-03,215.700319
2021-06-04,212.547781
2021-06-05,193.162621
2021-06-06,192.908003
2021-06-07,219.253195
2021-06-08,218.239424
2021-06-09,213.483445
2021-06-10,205.685888
2021-06-11,201.109131
2021-06-12,176.954425
2021-06-13,172.27358
2021-06-14,204.476429
2021-06-15,202.170975
2021-06-16,199.08057
2021-06-17,193.630169
2021-06-18,193.135727
2021-06-19,171.511819
2021-06-20,172.901612
2021-06-21,219.924214
2021-06-22,225.288797
2021-06-23,232.143213
2021-06-24,223.17954
2021-06-25,220.08754
2021-06-26,184.666587
2021-06-27,173.458422
2021-06-28,213.579484
2021-06-29,209.221701
2021-06-30,223.407663
2021-07-01,221.108858
2021-07-02,207.216461
2021-07-03,185.333167
2021-07-04,168.26653
2021-07-05,221.169726
2021-07-06,218.802144
2021-07-07,223.621989
2021-07-08,215.389417
2021-07-09,215.315022
2021-07-10,180.422545
2021-07-11,184.984684
2021-07-12,206.288387
2021-07-13,215.711529
2021-07-14,206.108591
2021-07-15,224.008101
2021-07-16,204.153528
2021-07-17,177.221629
2021-07-18,160.744618
2021-07-19,203.911653
2021-07-20,194.377972
2021-07-21,203.29959
2021-07-22,192.946228
2021-07-23,194.075324
2021-07-24,160.522663
2021-07-25,165.153468
2021-07-26,186.801788
2021-07-27,196.164631
2021-07-28,191.714047
2021-07-29,203.536192
2021-07-30,189.244797
2021-07-31,181.57242
2021-08-01,180.141928
2021-08-02,201.335105
2021-08-03,213.789498
2021-08-04,198.964201
2021-08-05,206.007766
2021-08-06,185.112006
2021-08-07,178.535083
2021-08-08,164.868941
2021-08-09,202.053695
2021-08-10,190.939405
2021-08-11,194.766918
2021-08-12,173.166037
2021-08-13,179.410976
2021-08-14,154.152391
2021-08-15,155.822824
2021-08-16,184.703341
2021-08-17,213.457588
2021-08-18,203.868108
2021-08-19,218.847412
2021-08-20,190.213297
2021-08-21,181.90793
2021-08-22,167.502197
2021-08-23,212.393559
2021-08-24,208.841808
2021-08-25,228.439361
2021-08-26,221.384461
2021-08-27,240.946178
2021-08-28,197.745013
2021-08-29,215.393515
2021-08-30,233.151479
2021-08-31,258.844426
2021-09-01,258.54837
2021-09-02,251.68474
2021-09-03,243.773028
2021-09-04,208.773133
2021-09-05,196.638957
2021-09-06,226.204405
2021-09-07,221.542679
2021-09-08,218.510783
2021-09-09,219.604932
2021-09-10,214.081462
2021-09-11,184.396038
2021-09-12,193.5242
2021-09-13,234.93794
2021-09-14,246.2061
2021-09-15,237.014432
2021-09-16,241.134474
2021-09-17,239.072121
2021-09-18,214.248376
2021-09-19,228.059446
2021-09-20,286.038261
2021-09-21,296.169331
2021-09-22,294.843867
2021-09-23,284.977197
2021-09-24,262.543596
2021-09-25,226.248957
2021-09-26,209.478152
2021-09-27,255.845064
2021-09-28,291.980585
2021-09-29,333.421224
2021-09-30,360.287467
2021-10-01,326.277098
2021-10-02,304.400685
2021-10-03,288.5223
2021-10-04,334.563381
2021-10-05,364.718448
2021-10-06,386.526875
2021-10-07,366.965354
2021-10-08,352.12935
2021-10-09,334.806744
2021-10-10,366.736978
2021-10-11,434.320659
2021-10-12,462.217647
2021-10-13,475.285538
2021-10-14,465.316088
2021-10-15,471.381047
2021-10-16,445.539259
2021-10-17,434.884285
2021-10-18,466.079713
2021-10-19,400.025588
2021-10-20,399.741025
2021-10-21,474.802683
2021-10-22,503.048735
2021-10-23,481.312987
2021-10-24,482.554892
2021-10-25,531.891897
2021-10-26,510.053342
2021-10-27,485.879881
2021-10-28,487.872877
2021-10-29,481.932926
2021-10-30,466.824694
2021-10-31,452.595292
2021-11-01,525.176562
2021-11-02,605.618911
2021-11-03,656.161525
2021-11-04,683.108923
2021-11-05,665.629546
2021-11-06,610.531605
2021-11-07,601.945476
2021-11-08,678.525338
2021-11-09,665.583841
2021-11-10,680.742115
2021-11-11,653.784137
2021-11-12,656.578579
2021-11-13,587.525665
2021-11-14,586.079786
2021-11-15,691.442884
2021-11-16,714.46035
2021-11-17,701.435886
2021-11-18,682.198093
2021-11-19,642.224679
2021-11-20,619.456511
2021-11-21,679.117935
2021-11-22,807.896067
2021-11-23,819.42686
2021-11-24,835.634085
2021-11-25,887.202335
2021-11-26,894.999846
2021-11-27,879.010977
2021-11-28,914.162167
2021-11-29,1008.760364
2021-11-30,903.621931
2021-12-01,877.261955
2021-12-02,970.163193
2021-12-03,948.132195
2021-12-04,855.139808
2021-12-05,881.965413
2021-12-06,992.145086
2021-12-07,990.500717
2021-12-08,970.398302
2021-12-09,981.47119
2021-12-10,990.303814
2021-12-11,909.671788
2021-12-12,807.379863
2021-12-13,855.969602
2021-12-14,838.655032
2021-12-15,817.697149
2021-12-16,823.19158
2021-12-17,841.876878
2021-12-18,812.26568
2021-12-19,835.873288
2021-12-20,957.051606
2021-12-21,1038.555187
2021-12-22,1078.72331
2021-12-23,962.068419
2021-12-24,812.428023
2021-12-25,820.414534
2021-12-26,653.388531
2021-12-27,807.229173
2021-12-28,749.287271
2021-12-29,697.364195
2021-12-30,606.017965
2021-12-31,568.128637
2022-01-01,543.336054
2022-01-02,590.787984
2022-01-03,684.066764
2022-01-04,782.432417
2022-01-05,891.447074
2022-01-06,938.937658
2022-01-07,970.447194
2022-01-08,911.066615
2022-01-09,912.404762
2022-01-10,1006.345769
2022-01-11,1005.450138
2022-01-12,1029.718579
2022-01-13,1032.495784
2022-01-14,1004.861047
2022-01-15,958.519069
2022-01-16,911.485985
2022-01-17,964.061557
2022-01-18,973.355511
2022-01-19,965.891835
2022-01-20,1014.164799
2022-01-21,1019.410902
2022-01-22,919.384331
2022-01-23,906.454676
2022-01-24,1013.987463
2022-01-25,1048.520502
2022-01-26,1016.779687
2022-01-27,978.951865
2022-01-28,927.900555
2022-01-29,810.956975
2022-01-30,812.76207
2022-01-31,934.008437
2022-02-01,881.969529
2022-02-02,818.743609
2022-02-03,819.020544
2022-02-04,834.439502
2022-02-05,794.334027
2022-02-06,799.871617
2022-02-07,861.523388
2022-02-08,804.506079
2022-02-09,788.771339
2022-02-10,829.560726
2022-02-11,871.38366
2022-02-12,845.825647
2022-02-13,799.533357
2022-02-14,833.1145
2022-02-15,840.512569
2022-02-16,750.802793
2022-02-17,750.77422
2022-02-18,783.072637
2022-02-19,761.986488
2022-02-20,704.197405
2022-02-21,806.981827
2022-02-22,773.862073
2022-02-23,754.880346
2022-02-24,798.475242
2022-02-25,810.972676
2022-02-26,776.752482
2022-02-27,779.457947
2022-02-28,846.524669
2022-03-01,855.142282
2022-03-02,834.663145
2022-03-03,799.450203
2022-03-04,816.171718
2022-03-05,808.821891
2022-03-06,836.892753
2022-03-07,912.861181
2022-03-08,872.419761
2022-03-09,796.413664
2022-03-10,708.214893
2022-03-11,701.639436
2022-03-12,636.684433
2022-03-13,622.315007
2022-03-14,665.38084
2022-03-15,651.755013
2022-03-16,637.35031
2022-03-17,643.613455
2022-03-18,611.518546
2022-03-19,570.571413
2022-03-20,612.086653
2022-03-21,622.810892
2022-03-22,563.763245
2022-03-23,535.163716
2022-03-24,513.773438
2022-03-25,485.837388
2022-03-26,414.97646
2022-03-27,430.841042
2022-03-28,476.24179
2022-03-29,502.970474
2022-03-30,593.771738
2022-03-31,713.266363
2022-04-01,780.624434
2022-04-02,752.680274
2022-04-03,743.057932
2022-04-04,755.873024
2022-04-05,640.987514
2022-04-06,595.099864
2022-04-07,591.828954
2022-04-08,602.704456
2022-04-09,585.725853
2022-04-10,561.146285
2022-04-11,541.821909
2022-04-12,474.696152
2022-04-13,414.583923
2022-04-14,368.545005
2022-04-15,351.020837
2022-04-16,323.782978
2022-04-17,336.245329
2022-04-18,359.139075
2022-04-19,409.998213
2022-04-20,401.816495
2022-04-21,390.197955
2022-04-22,376.830807
2022-04-23,331.524858
2022-04-24,339.116484
2022-04-25,414.509762
2022-04-26,429.611273
2022-04-27,419.618829
2022-04-28,415.404618
2022-04-29,386.098798
2022-04-30,341.960371
2022-05-01,337.260089
2022-05-02,352.303721
2022-05-03,355.21916
2022-05-04,340.207712
2022-05-05,324.410264
2022-05-06,304.55408
2022-05-07,262.694326
2022-05-08,249.510814
2022-05-09,259.317941
2022-05-10,242.907665
2022-05-11,245.390064
2022-05-12,246.993983
2022-05-13,245.977324
2022-05-14,204.04192
2022-05-15,193.9458
2022-05-16,229.282091
2022-05-17,220.339909
2022-05-18,207.642245
2022-05-19,208.051019
2022-05-20,210.732347
2022-05-21,190.643119
2022-05-22,185.641965
2022-05-23,232.840106
2022-05-24,242.40177
2022-05-25,235.991519
2022-05-26,218.944
2022-05-27,228.712682
2022-05-28,220.495958
2022-05-29,246.675645
2022-05-30,298.416381
2022-05-31,289.12358
2022-06-01,260.349018
2022-06-02,231.006464
2022-06-03,210.825815
2022-06-04,187.483049
2022-06-05,195.200294
2022-06-06,214.707839
2022-06-07,225.435433
2022-06-08,224.427102
2022-06-09,225.13111
2022-06-10,209.452
2022-06-11,173.822422
2022-06-12,172.588557
2022-06-13,213.952119
2022-06-14,211.980699
2022-06-15,204.054903
2022-06-16,190.245466
2022-06-17,180.078564
2022-06-18,154.677216
2022-06-19,159.192524
2022-06-20,194.704104
2022-06-21,205.672158
2022-06-22,197.656125
2022-06-23,194.569919
2022-06-24,181.580411
2022-06-25,151.386196
2022-06-26,151.782451
2022-06-27,194.092257
2022-06-28,196.170763
2022-06-29,204.440038
2022-06-30,207.495155
2022-07-01,196.541378
2022-07-02,159.705704
2022-07-03,155.299554
2022-07-04,192.30747
2022-07-05,206.991752
2022-07-06,202.053205
2022-07-07,207.585305
2022-07-08,195.991329
2022-07-09,160.718266
2022-07-10,163.662535
2022-07-11,188.654505
2022-07-12,188.220152
2022-07-13,178.065834
2022-07-14,185.747454
2022-07-15,178.080678
2022-07-16,151.54777
2022-07-17,145.383747
2022-07-18,174.741596
2022-07-19,167.507667
2022-07-20,168.574593
2022-07-21,180.123441
2022-07-22,176.203237
2022-07-23,142.151257
2022-07-24,135.39568
2022-07-25,165.876175
2022-07-26,188.161565
2022-07-27,183.293539
2022-07-28,186.063909
2022-07-29,174.258155
2022-07-30,147.557402
2022-07-31,142.802842
2022-08-01,158.295735
2022-08-02,155.367761
2022-08-03,162.136644
2022-08-04,161.420891
2022-08-05,155.135253
2022-08-06,138.74519
2022-08-07,137.350601
2022-08-08,164.774264
2022-08-09,161.588921
2022-08-10,161.901285
2022-08-11,170.517966
2022-08-12,149.918902
2022-08-13,128.876673
2022-08-14,127.363338
2022-08-15,139.650596
2022-08-16,154.392118
2022-08-17,161.154373
2022-08-18,158.427514
2022-08-19,152.88229
2022-08-20,132.490174
2022-08-21,140.419584
2022-08-22,170.23266
2022-08-23,176.336066
2022-08-24,164.545912
2022-08-25,179.083366
2022-08-26,179.59232
2022-08-27,150.871512
2022-08-28,148.207102
2022-08-29,176.322377
2022-08-30,188.310223
2022-08-31,187.916285
2022-09-01,204.76888
2022-09-02,189.649885
2022-09-03,157.785546
2022-09-04,149.543586
2022-09-05,178.528624
2022-09-06,191.936215
2022-09-07,196.188404
2022-09-08,200.80382
2022-09-09,191.622989
2022-09-10,167.865209
2022-09-11,164.430075
2022-09-12,198.205409
2022-09-13,203.013308
2022-09-14,209.761687
2022-09-15,214.207054
2022-09-16,224.849719
2022-09-17,212.202058
2022-09-18,229.551593
2022-09-19,254.837251
2022-09-20,283.055537
2022-09-21,284.602047
2022-09-22,289.973768
2022-09-23,278.634551
2022-09-24,239.857296
2022-09-25,246.055549
2022-09-26,292.176926
2022-09-27,335.400891
2022-09-28,355.522358
2022-09-29,357.037133
2022-09-30,332.045557
2022-10-01,260.267733
2022-10-02,255.069553
2022-10-03,300.028114
2022-10-04,291.775734
2022-10-05,279.030462
2022-10-06,286.37921
2022-10-07,286.618146
2022-10-08,263.924731
2022-10-09,271.597414
2022-10-10,324.228947
2022-10-11,347.821653
2022-10-12,350.064223
2022-10-13,335.224911
2022-10-14,316.380094
2022-10-15,264.5284
2022-10-16,253.94955
2022-10-17,271.285693
2022-10-18,292.465677
2022-10-19,307.145356
2022-10-20,313.901217
2022-10-21,294.370503
2022-10-22,256.191073
2022-10-23,245.924612
2022-10-24,284.915209
2022-10-25,295.927716
2022-10-26,279.703097
2022-10-27,283.862304
2022-10-28,262.551621
2022-10-29,234.525758
2022-10-30,241.267256
2022-10-31,279.112858
2022-11-01,300.763293
2022-11-02,367.247414
2022-11-03,389.331405
2022-11-04,427.044739
2022-11-05,413.981811
2022-11-06,418.9064
2022-11-07,442.165041
2022-11-08,435.715131
2022-11-09,432.580181
2022-11-10,432.142482
2022-11-11,428.145873
2022-11-12,421.725793
2022-11-13,440.252135
2022-11-14,518.479553
2022-11-15,521.209339
2022-11-16,530.240081
2022-11-17,534.235734
2022-11-18,565.283109
2022-11-19,594.497299
2022-11-20,627.741482
2022-11-21,711.280823
2022-11-22,702.686864
2022-11-23,657.139659
2022-11-24,641.669396
2022-11-25,623.386248
2022-11-26,587.226655
2022-11-27,595.420633
2022-11-28,690.161252
2022-11-29,735.256924
2022-11-30,747.605192
2022-12-01,767.68439
2022-12-02,810.284709
2022-12-03,767.851561
2022-12-04,768.036667
2022-12-05,830.395824
2022-12-06,828.353977
2022-12-07,859.396857
2022-12-08,877.971575
2022-12-09,913.667483
2022-12-10,889.071055
2022-12-11,929.125394
2022-12-12,1061.958882
2022-12-13,1088.302584
2022-12-14,1070.187974
2022-12-15,1066.925195
2022-12-16,1044.871017
2022-12-17,992.783563
2022-12-18,945.347921
2022-12-19,816.605099
2022-12-20,739.860741
2022-12-21,710.884897
2022-12-22,661.536031
2022-12-23,596.041089
2022-12-24,544.870228
2022-12-25,511.911937
2022-12-26,580.891956
2022-12-27,653.173926
2022-12-28,622.905475
2022-12-29,614.055175
2022-12-30,584.881053
2022-12-31,482.944456
2023-01-01,470.91184
2023-01-02,568.852053
2023-01-03,615.602678
2023-01-04,578.810004
2023-01-05,569.994505
2023-01-06,568.245097
2023-01-07,546.966647
2023-01-08,589.766345
2023-01-09,706.371868
2023-01-10,706.827793
2023-01-11,683.391524
