date,column,livesheet,code,difference
2016-10-03,Industrial,240.69953573401574,302.92,62.220464265984276
2016-10-04,Industrial,268.2584083736293,310.17,41.911591626370694
2016-10-05,Industrial,275.5159648254894,348.58,73.0640351745106
2016-10-06,Industrial,281.9905026402812,338.78,56.78949735971878
2016-10-07,Industrial,277.6126429247245,320.29,42.677357075275495
2016-10-08,Industrial,249.8820806713767,310.53,60.64791932862326
2016-10-09,Industrial,250.54504803824352,308.66,58.1149519617565
2016-10-10,Industrial,293.91056544507745,279.89,14.020565445077466
2016-10-11,Industrial,300.1311350036335,265.94,34.19113500363352
2016-10-12,Industrial,302.69222269983777,304.72,2.0277773001622563
2016-10-13,Industrial,296.3707670187291,314.48,18.109232981270907
2016-10-14,Industrial,286.7942638676111,315.08,28.285736132388877
2016-10-15,Industrial,254.27586901091155,320.28,66.00413098908842
2016-10-16,Industrial,249.55722205610905,324.05,74.49277794389096
2016-10-17,Industrial,291.57840707146636,295.68,4.101592928533648
2016-10-18,Industrial,296.9641487115595,294.75,2.214148711559517
2016-10-19,Industrial,306.13344093205035,357.49,51.35655906794966
2016-10-20,Industrial,312.5787133771535,363.54,50.9612866228465
2016-10-21,Industrial,301.9745981857929,354.06,52.0854018142071
2016-10-22,Industrial,264.3986334112566,339.15,74.7513665887434
2016-10-23,Industrial,257.7022217930004,342.3,84.59777820699964
2016-10-24,Industrial,300.156634138694,320.48,20.323365861306
2016-10-25,Industrial,309.50980995476505,321.1,11.590190045234976
2016-10-26,Industrial,305.40306515208704,366.65,61.24693484791294
2016-10-27,Industrial,295.5886515185982,365.43,69.84134848140178
2016-10-28,Industrial,289.4899142855346,348.48,58.99008571446541
2016-10-29,Industrial,266.4383117768213,331.36,64.9216882231787
2016-10-30,Industrial,266.43512197779376,322.18,55.74487802220625
2016-10-31,Industrial,288.78780306331475,285.42,3.3678030633147387
2016-11-01,Industrial,284.8784471408449,281.74,3.138447140844903
2016-11-02,Industrial,316.27819509846154,337.41,21.131804901538487
2016-11-03,Industrial,325.56416051339056,345.34,19.775839486609414
2016-11-04,Industrial,316.7339913378768,336.35,19.61600866212325
2016-11-05,Industrial,276.9905839439128,339.49,62.49941605608723
2016-11-06,Industrial,280.27469460134506,344.4,64.12530539865492
2016-11-07,Industrial,339.30380511708483,306.49,32.813805117084826
2016-11-08,Industrial,349.74655055452513,307.25,42.49655055452513
2016-11-09,Industrial,346.1271901694898,341.02,5.107190169489797
2016-11-10,Industrial,343.7149537931524,346.78,3.065046206847569
2016-11-11,Industrial,331.3378940075464,336.73,5.392105992453594
2016-11-12,Industrial,302.92019733379675,322.4,19.479802666203227
2016-11-13,Industrial,310.1739138734315,286.53,23.64391387343153
2016-11-14,Industrial,348.57517565628956,228.52,120.05517565628955
2016-11-15,Industrial,338.7841462048423,213.72,125.06414620484227
