Date,MAB_to_Austria,Norway_to_Europe,Norway_to_Germany_Netherlands,Norway_to_France,Norway_to_GB,Norway_to_Belgium,LNG_to_Belgium,LNG_to_France,LNG_to_Germany,Czech_Poland_to_Germany,Denmark_to_Germany,Slovenia_to_Austria,Austria_Production,Germany_Production,GB_Production,Austria_to_Hungary_Export,Total_Supply
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-19,-12.0,194.31,97.4,35.34,42.46,33.44,2.1,23.86,0.0,55.58,1.54,-4.55,2.29,15.09,96.67,-9.75,573.79
2016-10-20,-11.92,206.67,99.66,31.8,44.0,34.5,8.61,23.8,0.0,58.41,2.48,-4.47,2.29,15.1,94.01,-9.56,595.38
2016-10-21,-11.69,245.11,87.73,36.76,56.61,40.4,6.87,21.35,0.0,52.3,1.02,-5.69,2.27,14.99,85.65,-9.69,623.98
2016-10-22,-11.61,260.65,119.18,43.55,35.66,40.66,9.81,20.69,0.0,50.35,1.24,-5.74,2.27,14.33,97.74,-9.31,669.45
2016-10-23,-11.86,253.32,115.81,45.72,25.23,39.52,2.96,29.15,0.0,44.53,1.17,-6.11,2.32,13.85,99.59,-11.0,644.19
2016-10-24,-12.18,313.22,130.72,51.9,53.9,45.01,2.0,25.32,0.0,43.09,1.32,-6.49,2.34,13.92,93.54,-10.8,746.82
2016-10-25,-11.61,299.87,135.49,44.28,43.87,44.2,2.02,22.43,0.0,40.92,2.81,-6.84,2.33,14.08,99.95,-9.09,724.71
2016-10-26,-11.57,302.78,130.64,46.04,54.32,44.02,4.21,20.99,0.0,42.03,1.68,-6.46,2.31,14.62,99.28,-7.41,737.48
2016-10-27,-11.51,300.24,133.89,46.69,48.05,43.55,2.93,20.16,0.0,46.16,2.35,-6.43,2.32,14.46,99.5,-7.12,735.23
2016-10-28,-11.91,321.95,130.22,53.19,66.23,43.67,2.0,36.24,0.0,47.02,3.6,-7.14,2.36,14.6,102.95,-6.87,798.12
2016-10-29,-11.02,310.49,133.29,55.13,49.82,43.65,1.82,36.28,0.0,56.58,3.0,-7.19,2.36,14.24,104.02,-7.98,784.51
2016-10-30,-10.09,311.77,132.64,53.55,51.83,43.89,1.98,38.8,0.0,53.39,5.78,-7.18,2.18,14.77,104.47,-7.65,790.12
2016-10-31,-9.71,320.55,135.4,52.31,61.27,43.43,7.79,40.31,0.0,56.73,1.93,-7.11,2.42,14.09,98.56,-8.05,809.92
2016-11-01,-10.28,315.16,137.5,41.3,69.72,43.48,2.07,40.02,0.0,54.29,0.26,-6.87,2.38,14.01,94.78,-7.28,790.54
2016-11-02,-12.22,312.59,125.57,54.92,67.31,41.7,9.72,39.8,0.0,55.28,-0.73,-6.3,2.3,14.34,102.06,-8.2,798.14
2016-11-03,-12.27,312.84,133.72,47.51,64.86,41.77,3.39,38.89,0.0,55.87,-0.63,-6.09,2.29,14.36,104.03,-8.14,792.39
2016-11-04,-11.11,321.68,136.09,47.25,69.67,41.73,2.02,41.0,0.0,53.4,2.12,-6.58,2.27,13.86,98.69,-8.17,803.91
2016-11-05,-10.55,320.17,141.62,44.62,66.49,41.57,2.01,43.04,0.0,50.72,0.95,-6.61,2.3,13.87,101.11,-7.34,803.96
2016-11-06,-11.48,309.35,142.08,50.06,64.2,43.54,2.55,39.33,0.0,51.65,0.42,-6.65,2.33,13.86,99.85,-7.25,793.84
2016-11-07,-11.51,327.14,140.66,50.52,66.74,43.66,2.45,41.32,0.0,60.23,1.3,-6.84,2.35,14.19,95.33,-8.69,818.86
2016-11-08,-9.26,322.65,133.75,50.02,71.51,43.62,2.05,38.15,0.0,61.94,0.32,-6.92,2.41,14.33,90.11,-8.5,806.17
2016-11-09,-11.92,319.94,133.77,47.16,69.99,43.47,2.01,33.38,0.0,58.34,2.57,-6.65,2.41,14.46,96.98,-8.64,797.25
2016-11-10,-12.05,327.41,136.22,46.8,70.87,44.06,2.02,32.07,0.0,58.18,2.37,-6.29,2.41,14.49,106.32,-8.73,816.17
2016-11-11,-10.56,322.6,134.73,51.0,65.69,43.82,9.19,23.68,0.0,59.24,0.61,-6.63,2.57,14.45,105.58,-8.52,807.45
2016-11-12,-11.11,327.86,136.06,50.65,65.14,43.84,1.97,30.47,0.0,58.73,-1.41,-6.61,2.52,14.3,107.46,-8.56,811.31
2016-11-13,-11.05,326.28,138.29,50.69,63.98,43.78,2.01,29.48,0.0,60.92,-1.33,-6.53,2.43,14.42,104.59,-8.28,809.68
2016-11-14,-11.13,307.19,124.11,50.39,57.35,43.84,1.99,20.09,0.0,58.59,-1.23,-6.83,2.52,14.41,107.24,-8.5,760.03
2016-11-15,-9.78,312.36,137.81,49.28,50.7,43.74,2.03,20.12,0.0,58.78,-1.19,-6.81,2.76,14.94,107.77,-8.75,773.77
2016-11-16,-11.4,332.74,138.8,47.05,62.52,43.12,2.11,21.01,0.0,58.22,-0.0,-6.04,2.87,15.19,111.69,-9.84,808.04
2016-11-17,-11.63,327.93,140.61,48.45,65.06,43.12,2.06,23.26,0.0,60.22,0.0,-5.91,2.73,14.55,105.83,-9.43,806.84
2016-11-18,-10.99,329.46,140.13,49.96,65.24,43.48,2.04,23.22,0.0,55.73,0.0,-6.04,2.73,13.78,101.57,-8.95,801.37
2016-11-19,-8.82,314.06,118.38,50.73,70.24,43.6,2.03,20.5,0.0,66.09,0.0,-6.43,2.75,12.21,103.79,-9.87,779.25
2016-11-20,-7.28,293.47,109.19,49.92,62.58,43.39,1.97,23.27,0.0,73.85,-0.0,-6.8,2.8,14.19,104.05,-9.88,754.71
2016-11-21,-7.69,311.02,107.0,51.27,69.28,43.73,3.13,19.59,0.0,71.51,0.0,-6.84,2.71,14.17,94.42,-9.86,763.44
2016-11-22,-7.62,298.71,101.93,46.87,69.95,42.88,7.98,33.46,0.0,69.76,-1.06,-7.25,2.77,14.26,101.13,-9.89,763.88
2016-11-23,-8.76,285.76,111.91,48.78,50.16,42.42,2.01,20.84,0.0,70.04,-1.12,-6.54,2.75,14.2,100.85,-9.93,723.35
2016-11-24,-8.8,316.73,119.35,48.09,66.48,42.76,2.03,21.07,0.0,71.28,-1.2,-6.36,2.78,14.17,104.85,-9.92,783.3
2016-11-25,-7.05,324.07,126.13,46.11,70.66,42.64,1.97,34.45,0.0,69.37,-0.01,-7.3,2.69,14.33,93.69,-10.0,801.74
2016-11-26,-7.18,324.82,120.29,50.9,70.36,42.07,2.0,32.26,0.0,68.78,-2.17,-7.62,2.69,14.72,101.26,-9.74,803.44
2016-11-27,-7.14,330.4,119.83,50.19,70.37,42.32,2.01,26.59,0.0,69.12,-1.23,-7.53,2.7,14.73,102.49,-10.27,804.59
2016-11-28,-5.63,326.52,120.18,47.73,71.27,41.94,3.08,23.32,0.0,71.15,-0.82,-7.64,2.49,14.79,103.0,-10.08,801.3
2016-11-29,-6.41,329.06,117.87,48.0,71.11,43.74,1.95,17.38,0.0,72.52,-0.02,-7.78,2.53,14.8,109.06,-10.11,803.69
2016-11-30,-5.04,313.49,127.78,44.61,64.19,43.29,1.96,29.1,0.0,76.19,-2.25,-7.13,2.58,14.71,97.79,-10.07,791.2
2016-12-01,-5.39,322.61,123.05,45.88,71.09,43.04,1.95,30.7,0.0,75.47,-2.23,-7.12,2.53,14.73,106.51,-10.09,812.73
2016-12-02,-4.67,340.54,108.58,53.09,71.28,44.48,2.0,28.19,0.0,74.32,-0.95,-7.97,1.95,14.58,102.98,-10.09,818.32
2016-12-03,-5.77,334.56,120.11,50.06,71.18,43.81,1.97,31.41,0.0,72.69,-0.0,-7.74,2.17,14.6,112.52,-10.16,831.4
2016-12-04,-5.04,325.42,133.03,48.38,70.73,42.46,2.06,27.11,0.0,73.78,-0.64,-7.61,2.23,14.61,114.56,-10.07,831.0
2016-12-05,-10.11,331.54,125.17,46.88,71.24,42.86,1.99,31.9,0.0,75.86,0.0,-7.9,2.46,14.65,115.03,-10.18,831.39
2016-12-06,-5.12,316.76,118.2,51.59,66.33,42.78,2.21,28.35,0.0,81.03,-0.02,-7.14,2.74,14.47,115.29,-10.14,817.33
2016-12-07,-7.56,320.4,117.21,51.81,68.88,42.89,1.99,26.14,0.0,81.52,-1.97,-6.16,2.88,14.82,107.18,-9.34,810.69
2016-12-08,-7.0,327.64,118.9,49.39,71.86,42.84,1.98,22.77,0.0,81.58,-1.17,-6.31,2.87,15.04,112.5,-10.01,822.87
2016-12-09,-5.83,338.52,124.59,48.77,72.14,43.68,1.96,25.89,0.0,80.65,-1.29,-6.93,2.93,14.73,110.43,-9.92,840.33
2016-12-10,-6.91,335.82,0.0,0.0,0.0,0.0,2.01,35.44,0.0,79.9,-2.88,-6.67,2.95,14.51,89.18,-10.03,533.32
2016-12-11,-7.41,333.93,125.44,45.47,72.59,42.36,2.06,28.24,0.0,78.91,-1.62,-6.63,2.98,14.55,86.74,-10.2,807.41
2016-12-12,-9.48,327.39,124.41,42.68,73.07,43.95,1.98,29.7,0.0,80.21,-2.0,-6.77,2.98,14.69,95.87,-10.13,808.54
2016-12-13,-11.85,319.56,131.12,44.35,73.1,42.16,1.98,12.57,0.0,80.57,-0.82,-6.95,2.95,14.93,82.82,-10.12,776.36
2016-12-14,-11.07,317.69,116.43,48.39,73.03,41.97,8.59,7.04,0.0,78.71,0.0,-6.37,2.93,14.86,99.76,-9.72,782.24
2016-12-15,-12.09,315.68,112.39,45.35,72.79,43.65,2.33,7.11,0.0,79.32,0.0,-6.43,2.91,15.07,99.28,-10.06,767.3
2016-12-16,-6.98,327.68,120.25,42.44,73.06,44.07,1.99,12.1,0.0,78.31,0.02,-7.41,2.9,14.76,105.6,-10.13,798.68
2016-12-17,-5.89,296.92,109.42,40.22,71.69,44.19,7.42,23.27,0.0,78.15,-0.79,-7.91,2.69,14.83,103.97,-10.14,768.04
2016-12-18,-8.26,316.9,110.13,52.54,73.87,41.97,6.82,8.84,0.0,78.43,-0.01,-8.13,2.6,14.24,106.4,-9.83,786.51
2016-12-19,-7.23,321.71,107.36,51.61,73.7,44.05,2.77,13.24,0.0,80.4,0.33,-7.95,2.62,14.2,96.59,-12.71,780.69
2016-12-20,-6.08,313.47,93.83,53.83,74.31,44.11,2.28,11.56,0.0,78.03,0.0,-7.79,2.88,14.5,104.14,-12.65,766.43
2016-12-21,-7.65,311.35,108.64,51.31,73.97,42.74,1.93,10.58,0.0,81.47,0.0,-7.25,2.89,14.22,101.8,-12.61,773.41
2016-12-22,-7.71,312.0,113.35,47.55,73.3,43.44,1.93,12.46,0.0,81.95,0.0,-7.42,2.87,14.44,99.95,-12.63,775.48
2016-12-23,-6.26,311.31,105.01,51.34,74.66,43.5,1.93,24.23,0.0,78.16,0.0,-7.9,2.83,14.21,95.15,-12.73,775.43
2016-12-24,-7.21,313.21,100.26,50.68,74.7,43.85,2.0,25.32,0.0,79.07,0.0,-8.03,2.87,14.05,108.32,-12.78,786.31
2016-12-25,-0.9,291.14,86.9,52.45,72.97,43.94,1.99,31.55,0.0,80.61,-0.21,-7.93,2.97,14.14,110.54,-12.85,767.3
2016-12-26,-6.49,303.4,96.42,48.06,73.72,42.85,6.65,24.02,0.0,81.3,-1.29,-8.09,2.97,14.58,104.39,-12.83,769.68
2016-12-27,-5.74,285.76,100.75,48.06,57.9,42.87,4.68,23.67,0.0,77.09,0.0,-8.03,2.6,14.67,106.76,-12.8,738.24
2016-12-28,-7.01,312.74,112.76,48.45,74.11,42.54,2.01,18.98,0.0,86.81,0.0,-7.59,2.19,14.9,104.87,-12.73,793.04
2016-12-29,-7.93,330.1,113.93,48.48,74.29,42.26,1.96,14.38,0.0,81.38,0.0,-7.46,2.19,14.83,103.98,-12.7,799.7
2016-12-30,-5.93,326.36,115.97,48.09,73.74,43.59,1.97,10.61,0.0,84.77,0.0,-7.87,2.43,14.56,106.12,-12.8,801.62
2016-12-31,-4.33,330.09,113.29,48.82,73.76,43.63,2.01,14.3,0.0,84.75,0.0,-7.5,2.5,14.54,118.73,-12.25,822.35
2017-01-01,0.0,338.5,106.09,54.22,73.83,44.06,1.96,10.07,0.0,84.5,-0.3,-7.72,2.55,14.88,97.42,-10.94,809.11
2017-01-02,-0.28,332.43,99.52,54.09,73.76,44.22,1.96,15.68,0.0,83.18,-0.03,-7.94,2.51,14.96,103.6,-12.92,804.75
2017-01-03,-0.74,336.55,106.68,53.15,73.58,42.71,1.97,15.38,0.0,84.03,0.0,-7.89,2.56,14.97,108.03,-12.81,818.18
2017-01-04,-5.45,323.24,113.75,48.24,73.49,43.48,1.97,13.09,0.0,85.15,0.0,-7.38,2.58,14.94,108.47,-12.8,802.77
2017-01-05,-5.93,321.76,112.12,48.57,73.1,43.59,1.96,8.99,0.0,85.17,-0.97,-7.53,2.57,14.62,110.24,-12.77,795.5
2017-01-06,-2.24,328.01,112.08,52.03,74.2,43.79,2.08,11.39,0.0,83.17,0.0,-7.77,2.84,14.58,111.59,-12.84,812.9
2017-01-07,-0.82,332.52,110.6,54.63,74.19,43.51,2.03,8.7,0.0,82.72,0.0,-8.2,2.83,14.68,113.59,-12.63,818.35
2017-01-08,-3.32,331.22,112.62,54.39,74.08,44.16,1.93,8.5,0.0,79.25,0.0,-8.34,2.85,14.74,114.2,-12.72,813.55
2017-01-09,-5.6,329.28,110.88,53.35,74.23,44.33,1.99,9.25,0.0,78.22,0.0,-8.59,2.89,14.63,111.83,-12.75,803.95
2017-01-10,-4.92,331.52,112.28,51.26,74.17,44.36,1.98,7.31,0.0,77.3,0.37,-8.36,2.63,14.98,104.86,-12.83,796.9
2017-01-11,-9.07,327.42,105.23,51.27,74.21,43.97,1.99,7.26,0.0,76.32,0.98,-7.64,2.61,14.98,104.95,-12.83,781.65
2017-01-12,-9.19,312.89,109.93,48.5,61.42,43.92,1.99,7.31,0.0,72.87,0.92,-7.6,2.61,14.87,107.52,-13.04,754.93
2017-01-13,-8.99,282.07,93.44,47.8,68.01,43.79,1.99,10.33,0.0,72.23,1.04,-7.35,2.61,14.86,114.18,-12.96,723.05
2017-01-14,-8.95,323.72,103.25,50.92,73.85,44.08,1.98,11.81,0.0,67.45,0.86,-7.62,2.85,14.88,120.66,-13.02,786.71
2017-01-15,-5.41,322.98,102.12,50.32,74.02,43.88,2.01,9.34,0.0,66.51,-0.48,-7.53,3.0,15.18,112.1,-12.84,775.21
2017-01-16,-6.25,330.75,108.6,53.56,73.92,43.74,0.65,17.99,0.0,67.71,-1.82,-7.45,2.98,15.27,119.3,-12.57,806.38
2017-01-17,-7.16,324.44,95.07,52.83,73.96,43.59,0.46,11.68,0.0,68.37,0.82,-7.38,2.69,15.53,117.68,-12.78,779.8
2017-01-18,-7.25,327.42,102.08,51.92,74.19,44.07,0.54,13.67,0.0,66.94,3.02,-7.37,2.63,15.31,117.58,-12.6,792.16
2017-01-19,-5.71,332.51,102.46,50.34,73.83,44.67,0.52,7.34,0.0,53.25,2.15,-7.76,2.57,16.83,118.97,-10.13,781.83
2017-01-20,-5.82,328.14,101.48,50.59,71.96,44.18,6.73,11.39,0.0,51.57,1.98,-7.84,2.8,16.51,122.07,-10.19,785.54
2017-01-21,-5.46,322.96,96.72,54.79,69.84,43.89,2.45,13.53,0.0,49.39,0.8,-8.26,2.89,16.25,118.24,-10.28,767.76
2017-01-22,-6.81,338.37,106.3,50.17,74.56,44.05,1.99,12.2,0.0,45.57,-1.62,-8.39,2.52,15.86,131.83,-10.31,796.28
2017-01-23,-4.24,329.71,107.24,49.86,74.21,44.32,1.92,9.31,0.0,47.92,-5.13,-8.57,2.87,16.4,141.76,-10.5,797.07
2017-01-24,-4.87,336.96,103.9,53.23,74.19,44.11,1.47,7.32,0.0,49.75,-4.43,-8.85,2.81,16.35,139.38,-10.67,800.65
2017-01-25,-5.13,338.04,105.41,52.51,74.01,44.44,0.45,7.25,0.0,48.42,-2.31,-8.7,3.07,16.2,127.71,-10.65,790.74
2017-01-26,-5.03,334.65,104.18,52.58,74.25,44.4,0.52,7.23,0.0,50.83,-2.35,-8.82,3.16,16.15,119.47,-10.62,780.59
2017-01-27,-4.34,337.02,105.94,50.19,74.69,44.07,1.68,10.64,0.0,48.91,-2.16,-8.36,3.15,16.06,126.02,-10.56,792.94
2017-01-28,-2.84,340.32,104.92,53.8,74.48,44.06,2.04,7.95,0.0,45.08,-1.76,-10.28,3.19,16.23,127.02,-10.32,793.9
2017-01-29,-5.11,341.6,106.72,52.57,74.17,43.98,1.99,7.42,0.0,44.73,-1.94,-9.8,3.15,16.17,114.81,-10.39,780.07
2017-01-30,-7.68,362.21,125.03,54.73,74.2,43.94,1.96,8.89,0.0,45.3,-1.97,-9.21,3.2,16.31,138.68,-10.31,845.29
2017-01-31,-7.36,325.3,102.81,47.57,68.61,42.16,1.75,9.43,0.0,48.49,-2.77,-9.06,3.27,16.31,131.81,-10.25,768.06
2017-02-01,-6.87,351.18,122.42,53.41,69.91,43.64,3.44,10.61,0.0,50.12,-2.3,-8.56,3.05,16.55,116.4,-10.22,812.77
2017-02-02,-6.46,358.34,126.94,52.72,74.31,43.43,6.13,10.56,0.0,49.17,-2.3,-8.56,2.8,16.23,116.61,-10.12,829.8
2017-02-03,0.0,360.96,125.59,53.65,74.29,44.0,2.04,11.13,0.0,48.05,-2.43,-8.89,2.83,15.89,127.65,-10.12,844.63
2017-02-04,-3.84,356.27,122.97,55.3,73.82,44.27,2.01,12.38,0.0,43.92,-2.05,-8.81,2.67,14.94,119.89,-10.27,823.47
2017-02-05,-2.29,360.18,125.04,54.67,74.33,44.03,2.04,19.63,0.0,47.73,-0.27,-8.86,2.77,14.7,137.39,-10.39,860.71
2017-02-06,2.28,367.99,123.19,54.75,74.44,43.88,1.99,13.23,0.0,45.68,-1.7,-9.02,2.72,15.22,119.63,-10.36,843.91
2017-02-07,-5.69,350.44,120.12,54.74,74.18,43.4,1.85,15.21,0.0,41.42,0.0,-8.96,2.71,14.93,120.31,-10.37,814.29
2017-02-08,-4.89,349.48,124.45,50.53,74.2,44.28,1.98,5.4,0.0,38.8,1.59,-8.88,2.68,17.0,124.23,-10.06,810.8
2017-02-09,-4.64,354.97,127.87,49.28,74.41,44.57,1.98,7.46,0.0,39.96,0.86,-8.95,2.51,16.27,130.28,-9.95,826.88
2017-02-10,-2.67,350.15,123.96,50.93,70.0,44.59,1.99,10.98,0.0,41.29,0.0,-9.38,2.37,15.3,137.37,-9.75,827.12
2017-02-11,-2.62,340.94,125.39,54.01,64.4,43.77,1.97,13.83,0.0,42.24,0.0,-9.05,2.56,15.85,134.26,-9.88,817.67
2017-02-12,-3.43,352.42,126.02,53.14,74.05,43.6,1.96,15.38,0.0,40.33,0.0,-9.5,2.71,15.73,133.38,-10.1,835.69
2017-02-13,-2.35,346.55,113.49,54.58,74.53,43.57,2.01,15.01,0.0,42.86,0.0,-9.45,2.69,14.89,134.04,-10.56,821.89
2017-02-14,-5.03,349.95,127.63,50.68,74.54,43.59,1.99,14.27,0.0,44.81,0.0,-9.19,2.7,15.89,134.88,-10.54,836.16
2017-02-15,-6.16,354.04,126.06,52.33,74.74,43.85,1.98,15.32,0.0,41.31,-1.62,-8.69,2.67,16.19,129.61,-10.52,831.12
2017-02-16,-6.02,351.71,127.61,49.49,74.66,43.97,1.97,15.06,0.0,41.4,-1.2,-8.74,2.63,16.15,125.76,-10.42,824.03
2017-02-17,-4.24,356.93,128.64,49.69,74.48,43.55,1.98,12.97,0.0,38.13,-0.82,-9.31,2.6,15.85,124.8,-11.02,824.23
2017-02-18,-4.82,356.22,125.62,50.05,74.56,43.54,1.98,4.54,0.0,39.36,-1.4,-9.02,2.56,15.17,132.55,-11.64,819.26
2017-02-19,-1.55,355.24,126.32,50.27,74.58,43.69,6.74,5.81,0.0,52.62,-0.03,-8.92,2.5,16.22,120.13,-12.96,830.66
2017-02-20,-2.9,350.13,123.33,48.21,74.12,43.66,2.02,7.59,0.0,49.44,1.31,-8.23,2.53,16.44,112.66,-13.55,806.75
2017-02-21,-5.7,335.15,109.02,49.48,74.41,44.31,1.94,7.08,0.0,49.48,2.5,-7.46,2.44,16.25,118.31,-11.22,785.99
2017-02-22,-6.94,348.12,123.14,49.28,74.46,44.3,1.99,7.29,0.0,50.93,2.7,-7.36,2.18,16.2,116.96,-9.02,814.24
2017-02-23,-7.29,350.53,123.06,49.19,74.47,44.28,2.0,7.35,0.0,50.12,2.71,-7.2,2.45,16.26,121.51,-10.7,818.75
2017-02-24,-5.99,351.43,125.4,48.62,74.57,43.7,2.01,10.1,0.0,49.37,2.87,-7.62,2.66,15.61,114.78,-11.14,816.37
2017-02-25,-6.07,351.05,122.54,49.26,74.61,44.06,2.01,10.12,0.0,54.79,0.5,-8.02,2.7,15.52,121.64,-11.24,823.47
2017-02-26,-4.7,352.09,122.0,49.77,74.55,44.27,2.05,10.09,0.0,54.18,0.56,-7.93,2.68,14.64,123.48,-11.24,826.49
2017-02-27,-5.19,347.57,119.55,49.29,74.57,44.47,1.99,10.11,0.0,52.46,0.58,-8.32,2.54,14.54,125.56,-11.21,818.53
2017-02-28,-4.15,343.39,115.97,48.12,74.52,39.69,2.05,10.96,0.0,54.36,0.0,-8.45,2.54,14.65,124.48,-11.22,806.92
2017-03-01,-7.69,338.34,119.7,48.11,74.51,44.2,2.01,26.02,0.0,55.27,1.66,-8.07,2.54,14.5,124.21,-11.1,824.23
2017-03-02,-8.34,329.27,117.18,47.98,74.51,44.11,2.01,27.13,0.0,56.43,2.27,-7.68,2.54,14.53,124.01,-11.11,814.84
2017-03-03,-5.95,328.49,115.66,48.15,74.52,44.12,0.76,27.39,0.0,56.84,2.19,-8.33,2.56,14.23,112.69,-11.1,802.23
2017-03-04,-6.52,332.3,109.03,54.37,72.3,43.85,0.45,25.4,0.0,50.97,3.64,-8.63,2.58,14.35,119.34,-11.21,802.23
2017-03-05,-6.94,316.24,101.99,51.73,70.48,43.88,0.46,23.76,0.0,51.23,2.87,-8.36,2.58,14.57,106.25,-11.36,759.38
2017-03-06,-6.86,297.53,87.82,50.31,73.46,43.07,0.45,23.43,0.0,54.6,3.56,-8.38,2.63,14.65,107.2,-11.47,732.0
2017-03-07,-8.03,314.85,98.19,50.46,72.53,43.93,0.44,23.46,0.0,60.65,3.28,-8.22,2.64,14.78,112.78,-11.71,770.02
2017-03-08,-8.09,326.18,99.0,50.49,73.57,41.59,0.51,24.43,0.0,58.9,5.11,-7.41,2.61,15.19,105.06,-11.17,775.98
2017-03-09,-7.97,315.45,100.37,47.5,70.14,41.84,0.52,24.88,0.0,60.61,5.12,-7.34,2.57,15.09,111.27,-11.18,768.86
2017-03-10,-6.84,324.2,107.92,47.01,71.91,42.07,0.38,24.98,0.0,61.05,5.76,-7.96,2.54,14.7,120.0,-11.25,796.46
2017-03-11,-9.4,338.37,0.0,0.0,0.0,0.0,0.36,26.65,0.0,48.55,3.18,-7.83,2.67,14.15,113.59,-11.17,519.11
2017-03-12,-8.18,336.88,106.33,52.97,74.2,43.76,0.36,25.8,0.0,47.71,2.06,-7.67,2.61,14.16,114.56,-11.53,794.01
2017-03-13,-8.19,331.34,0.0,0.0,0.0,0.0,0.52,26.52,0.0,52.6,3.5,-7.4,2.53,14.64,112.41,-10.82,517.66
2017-03-14,-8.52,319.94,108.88,51.08,64.48,40.63,3.26,30.42,0.0,52.46,2.97,-7.01,2.56,15.04,97.15,-11.29,762.05
2017-03-15,-7.64,311.3,107.36,51.34,53.86,41.45,5.64,27.4,0.0,55.2,4.01,-6.65,2.56,14.8,92.68,-10.46,742.84
2017-03-16,-7.89,318.38,102.31,51.48,70.03,41.47,1.98,27.29,0.0,56.18,3.9,-6.66,2.53,14.79,99.64,-11.1,764.33
2017-03-17,-7.36,335.98,106.25,53.28,74.56,43.67,1.95,36.04,0.0,55.79,3.01,-7.29,2.42,14.76,99.18,-10.51,801.72
2017-03-18,-9.36,337.7,107.91,52.65,74.74,43.67,1.95,37.97,0.0,50.01,5.28,-7.1,2.54,14.6,103.93,-7.59,808.89
2017-03-19,-8.24,348.0,115.9,52.84,74.32,43.14,2.74,38.41,0.0,59.86,3.66,-6.77,2.56,14.61,107.13,-7.09,841.07
2017-03-20,-8.66,342.98,115.23,53.79,74.02,43.43,1.95,38.67,0.0,63.15,2.56,-6.79,2.66,14.55,112.8,-7.5,842.85
2017-03-21,-8.01,341.72,118.12,53.2,74.63,42.0,1.96,38.58,0.0,60.05,2.87,-6.53,2.65,14.53,122.25,-6.66,851.33
2017-03-22,-8.51,327.97,116.35,47.78,71.36,42.2,2.01,35.33,0.0,57.15,1.53,-5.32,2.58,15.23,118.28,-5.92,818.02
2017-03-23,-7.98,333.49,114.09,49.28,74.47,43.38,1.99,32.87,0.0,56.91,1.53,-5.51,2.57,15.94,116.48,-5.28,824.21
2017-03-24,-8.46,349.26,126.37,52.42,74.55,41.98,2.02,31.82,0.0,54.04,1.96,-6.61,2.54,15.14,119.71,-6.81,849.92
2017-03-25,-6.69,350.93,128.75,51.36,74.43,43.53,1.99,31.48,0.0,58.6,2.19,-6.7,2.53,14.43,117.04,-6.77,857.11
2017-03-26,-7.13,347.52,133.07,52.88,70.15,44.06,1.96,39.77,0.0,57.49,1.34,-7.19,2.54,14.26,115.64,-6.21,860.16
