Date,France_GtP,Belgium_GtP,Italy_GtP,GB_GtP,Germany_IndPower,Germany_GtP_Intermediate,Germany_GtP,Netherlands_IndPower,Netherlands_GtP_Int1,Netherlands_GtP_Int2,Netherlands_GtP,Total_Gas_to_Power_Demand
2016-10-03,17.814772,12.901441,71.937898,48.36,118.197332,15.696855,15.696855,41.471957,20.939482,20.939482,20.939482,187.650449
2016-10-04,17.3899,13.239804,72.164334,59.13,140.546127,12.21793,12.21793,42.216047,21.628383,21.628383,21.628383,195.770352
2016-10-05,17.756927,13.244895,70.690627,57.14,148.094756,13.683965,13.683965,40.500413,20.679145,20.679145,20.679145,193.195559
2016-10-06,20.172079,14.721712,75.910121,68.6,156.945747,19.983941,19.983941,44.164954,22.852018,22.852018,22.852018,222.239872
2016-10-07,20.731206,15.672984,70.100391,69.03,155.273657,24.572573,24.572573,46.13777,24.952657,24.952657,24.952657,225.059811
2016-10-08,16.856264,14.263622,57.623177,66.24,130.705774,15.014256,15.014256,40.662412,21.301628,21.301628,21.301628,191.298947
2016-10-09,15.457602,12.940714,50.967147,67.57,134.821406,16.989332,16.989332,42.05632,19.136511,19.136511,19.136511,183.061306
2016-10-10,21.032942,16.40471,82.398651,75.48,163.154376,25.145607,25.145607,50.359584,27.466345,27.466345,27.466345,247.928255
2016-10-11,21.490423,16.154983,81.847797,76.01,163.870558,22.02398,22.02398,51.223129,29.327492,29.327492,29.327492,246.854675
2016-10-12,20.84526,16.824801,79.235963,74.44,165.627556,20.301001,20.301001,47.559314,25.592593,25.592593,25.592593,237.239618
2016-10-13,21.207842,14.131167,83.525223,73.94,158.646654,15.384159,15.384159,44.078318,23.80562,23.80562,23.80562,231.99401
2016-10-14,20.295024,15.801347,76.77932,71.03,149.012573,11.821848,11.821848,43.454955,21.408284,21.408284,21.408284,217.135824
2016-10-15,16.363865,14.271985,52.860809,58.57,129.912684,11.229423,11.229423,39.487323,18.174668,18.174668,18.174668,171.470749
2016-10-16,16.697737,12.472442,44.765026,45.95,129.543502,12.118546,12.118546,39.292868,15.488391,15.488391,15.488391,147.492142
2016-10-17,20.518251,16.96971,83.770195,59.64,161.795469,23.521042,23.521042,48.465677,24.027658,24.027658,24.027658,228.446857
2016-10-18,20.793178,16.591074,83.094014,60.02,160.398834,22.007497,22.007497,51.439129,26.616006,26.616006,26.616006,229.121768
2016-10-19,21.522805,17.085255,82.066751,71.17,167.1331,22.082641,22.082641,53.299218,26.59225,26.59225,26.59225,240.519702
2016-10-20,21.928705,17.1008,81.682206,73.19,169.505006,21.846543,21.846543,55.630942,27.809098,27.809098,27.809098,243.557353
2016-10-21,21.496978,17.766527,78.248864,70.59,165.745737,21.325868,21.325868,52.172037,27.895878,27.895878,27.895878,237.324115
2016-10-22,18.609872,16.714528,62.412526,65.74,140.973945,15.666312,15.666312,42.984865,19.483628,19.483628,19.483628,198.626866
2016-10-23,18.066263,16.072711,56.971023,57.47,141.818035,16.124448,16.124448,40.203504,15.140304,15.140304,15.140304,179.844749
2016-10-24,21.88775,17.589255,82.135906,75.19,167.41419,23.532677,23.532677,52.637036,27.461012,27.461012,27.461012,247.7966
2016-10-25,22.698267,17.049255,81.403698,75.93,173.718366,25.648345,25.648345,56.398305,31.710284,31.710284,31.710284,254.439849
2016-10-26,22.50934,16.458347,81.191252,70.93,170.155824,23.891914,23.891914,53.386763,30.116746,30.116746,30.116746,245.0976
2016-10-27,21.640087,15.756711,71.470071,65.1,160.557834,17.988989,17.988989,47.423678,27.011602,27.011602,27.011602,218.967461
2016-10-28,21.972759,16.283438,66.742167,75.01,153.063114,15.559172,15.559172,46.187134,25.622165,25.622165,25.622165,221.189701
2016-10-29,16.498419,15.697256,55.87826,70.96,137.318767,9.894768,9.894768,39.570141,17.072232,17.072232,17.072232,186.000937
2016-10-30,14.924721,14.287167,44.703054,65.22,134.045225,5.68428,5.68428,45.371226,12.100608,12.100608,12.100608,156.91983
2016-10-31,17.275718,14.345894,63.561007,73.46,153.708204,17.112956,17.112956,51.049856,28.218754,28.218754,28.218754,213.97433
2016-11-01,16.699774,13.470622,53.618254,72.83,144.590759,9.336279,9.336279,47.831223,27.405745,27.405745,27.405745,193.360673
2016-11-02,20.014943,14.873712,80.604607,78.66,167.83619,11.127615,11.127615,46.491952,22.307588,22.307588,22.307588,227.588465
2016-11-03,22.336877,17.04071,87.079064,76.69,177.669816,19.543258,19.543258,51.670492,29.122906,29.122906,29.122906,251.812815
2016-11-04,23.217203,17.068164,86.265529,68.14,167.569099,12.904407,12.904407,47.867496,22.309042,22.309042,22.309042,229.904345
2016-11-05,17.8091,10.746625,65.447423,44.64,142.988579,10.982175,10.982175,42.117775,20.06054,20.06054,20.06054,169.685863
2016-11-06,15.854511,12.206169,50.275393,49.42,148.358937,10.971024,10.971024,40.710958,15.302712,15.302712,15.302712,154.02981
2016-11-07,23.757948,17.686982,79.721827,75.39,189.085986,21.267207,21.267207,52.401309,24.335991,24.335991,24.335991,242.159954
2016-11-08,22.961031,18.00089,82.813251,77.65,197.04516,27.0053,27.0053,57.863486,27.709714,27.709714,27.709714,256.140186
2016-11-09,22.983876,17.202891,82.97666,75.59,195.983797,26.789564,26.789564,55.274306,28.102402,28.102402,28.102402,253.645393
2016-11-10,21.229042,17.03371,81.296698,76.87,195.452434,26.03473,26.03473,56.177215,26.917551,26.917551,26.917551,249.38173
2016-11-11,19.56488,16.65571,78.656382,70.95,193.017073,28.335591,28.335591,53.91249,26.153506,26.153506,26.153506,240.316069
2016-11-12,18.35659,16.023347,70.238045,67.33,168.605189,17.541519,17.541519,47.054679,21.852845,21.852845,21.852845,211.342347
2016-11-13,17.134146,16.224074,65.136505,66.52,172.412003,13.187045,13.187045,49.138131,20.514797,20.514797,20.514797,198.716568
2016-11-14,22.997458,17.064346,91.057806,69.74,197.012069,20.246218,20.246218,55.117125,25.695855,25.695855,25.695855,246.801683
2016-11-15,23.723085,16.686801,89.461307,68.04,187.251624,19.451631,19.451631,54.504125,25.074341,25.074341,25.074341,242.437165
2016-11-16,24.069721,17.151255,88.473099,62.46,172.640912,19.362428,19.362428,51.850855,25.953284,25.953284,25.953284,237.469786
2016-11-17,22.764067,15.083984,88.088363,66.27,161.772742,13.560826,13.560826,47.270315,21.473247,21.473247,21.473247,227.240488
2016-11-18,22.519613,15.160984,85.63412,73.74,162.347377,12.6048,12.6048,44.55059,18.886354,18.886354,18.886354,228.545872
2016-11-19,15.471475,12.788259,66.442704,66.09,147.193484,10.33836,10.33836,38.715233,13.947212,13.947212,13.947212,185.07801
2016-11-20,9.300981,9.826444,57.536522,71.33,138.344857,8.966861,8.966861,36.825144,8.827239,8.827239,8.827239,165.788048
2016-11-21,17.829536,12.677805,80.935498,68.58,162.145196,16.194744,16.194744,47.539951,21.663773,21.663773,21.663773,217.881357
2016-11-22,22.606404,15.53462,81.031107,73.65,170.047188,20.368873,20.368873,51.394947,21.736009,21.736009,21.736009,234.927012
2016-11-23,19.447107,15.04353,80.499671,78.31,173.390911,23.671815,23.671815,51.832946,26.191321,26.191321,26.191321,243.163444
2016-11-24,18.815226,15.419893,79.279736,76.22,177.843725,22.235353,22.235353,51.780219,23.10169,23.10169,23.10169,235.071898
2016-11-25,19.926798,15.808984,77.091366,75.91,180.064995,22.273167,22.273167,54.465307,24.137708,24.137708,24.137708,235.148022
2016-11-26,14.298785,13.869077,57.371013,74.88,157.9752,17.167253,17.167253,52.347128,25.797663,25.797663,25.797663,203.383791
2016-11-27,9.518708,11.04517,52.728573,68.14,157.989927,11.294871,11.294871,47.363224,21.994892,21.994892,21.994892,174.722214
2016-11-28,23.075931,16.156801,81.485052,78.07,203.60788,19.652823,19.652823,54.728852,23.572916,23.572916,23.572916,242.013523
2016-11-29,25.693982,17.996345,83.27965,84.47,208.857056,24.602146,24.602146,56.103215,28.723431,28.723431,28.723431,264.765555
2016-11-30,25.677764,18.827981,88.78499,78.66,194.643708,13.506044,13.506044,50.745947,24.069351,24.069351,24.069351,249.526129
2016-12-01,26.102282,18.558344,93.478412,83.7,182.497629,13.420719,13.420719,49.555767,22.954796,22.954796,22.954796,258.214553
2016-12-02,23.429485,18.320436,89.965743,90.24,190.247894,20.019817,20.019817,54.398853,24.755343,24.755343,24.755343,266.730823
2016-12-03,17.280355,15.13053,77.780665,71.46,179.505996,19.829775,19.829775,53.10049,25.038466,25.038466,25.038466,226.519791
2016-12-04,18.504644,15.053621,63.637161,69.09,181.406176,17.362628,17.362628,52.111401,22.781237,22.781237,22.781237,206.429292
2016-12-05,25.315301,18.192072,93.053931,94.07,217.816138,27.876486,27.876486,58.20194,29.933007,29.933007,29.933007,288.440797
2016-12-06,24.954192,18.844435,97.342463,82.79,219.403409,29.190778,29.190778,56.049396,29.168478,29.168478,29.168478,282.290346
2016-12-07,24.599356,18.115527,91.918041,69.12,208.271784,26.866162,26.866162,50.189584,25.298319,25.298319,25.298319,255.917406
2016-12-08,23.463921,17.801345,75.406649,78.95,188.786895,16.029912,16.029912,49.744585,21.324413,21.324413,21.324413,232.976241
2016-12-09,24.415257,18.344163,84.275558,62.41,180.58454,17.798948,17.798948,47.338769,21.059713,21.059713,21.059713,228.303638
2016-12-10,22.274686,15.825347,72.475198,59.89,150.008208,12.635828,12.635828,42.350865,17.460072,17.460072,17.460072,200.561131
2016-12-11,22.340559,16.204438,62.098936,68.22,148.468755,9.880224,9.880224,41.148048,12.545655,12.545655,12.545655,191.289811
2016-12-12,25.728646,19.247435,94.934529,90.43,186.517534,22.680399,22.680399,57.304032,24.890602,24.890602,24.890602,277.911611
2016-12-13,24.925111,19.856707,96.589955,83.85,194.726071,25.372009,25.372009,58.847121,27.676263,27.676263,27.676263,278.270044
2016-12-14,25.422555,19.808798,98.82307,82.15,192.425619,30.592335,30.592335,57.727213,27.524036,27.524036,27.524036,284.320795
2016-12-15,24.141148,19.05898,97.131236,81.99,194.071981,28.631319,28.631319,57.355941,26.768718,26.768718,26.768718,277.7214
2016-12-16,24.184257,18.166708,89.353044,85.64,196.453433,28.294383,28.294383,60.655574,28.183364,28.183364,28.183364,273.821756
2016-12-17,22.08945,17.442527,74.115405,66.06,171.691004,25.442789,25.442789,53.361308,30.974842,30.974842,30.974842,236.125014
2016-12-18,22.084695,16.436074,70.439809,67.36,166.383555,23.031879,23.031879,58.630485,27.848367,27.848367,27.848367,227.200824
2016-12-19,25.987228,18.297708,95.136111,85.71,193.202982,29.534986,29.534986,60.720937,30.784316,30.784316,30.784316,285.450349
2016-12-20,26.170946,18.078345,91.232178,73.31,199.791611,29.060852,29.060852,62.062754,31.751977,31.751977,31.751977,269.604298
2016-12-21,25.612837,16.950619,86.055538,65.77,193.089618,23.786228,23.786228,56.806759,28.925593,28.925593,28.925593,247.100815
2016-12-22,25.697364,18.170708,84.598321,61.07,186.074262,25.963949,25.963949,55.36067,29.097697,29.097697,29.097697,244.59804
2016-12-23,20.105125,14.411894,76.29103,43.16,161.249288,22.463693,22.463693,50.64022,25.16209,25.16209,25.16209,201.593833
2016-12-24,12.02426,7.903719,62.361926,34.06,123.527963,9.589344,9.589344,37.87987,11.407829,11.407829,11.407829,137.347079
2016-12-25,5.356694,7.081265,45.816662,23.71,115.633517,7.13868,7.13868,33.255693,7.195402,7.195402,7.195402,96.298703
2016-12-26,14.279885,10.188535,56.236742,33.14,123.978508,6.902583,6.902583,35.1906,9.157387,9.157387,9.157387,129.905132
2016-12-27,19.055735,14.909712,67.458267,58.08,147.153575,12.247018,12.247018,51.28322,21.711284,21.711284,21.711284,193.462015
2016-12-28,18.66499,15.14153,66.379559,62.46,158.776836,20.477953,20.477953,55.54367,25.093249,25.093249,25.093249,208.217279
2016-12-29,21.72975,16.357438,68.138229,58.98,165.929646,21.646805,21.646805,53.434126,28.237662,28.237662,28.237662,215.089884
2016-12-30,22.16965,15.329439,69.292574,54.71,165.765647,18.608079,18.608079,51.899946,23.027031,23.027031,23.027031,203.136772
2016-12-31,19.373444,12.609351,70.793981,42.5,151.483661,12.339615,12.339615,45.215408,18.427733,18.427733,18.427733,176.044123
2017-01-01,15.954729,10.903716,61.718863,41.2,152.131024,11.087376,11.087376,42.968319,15.12673,15.12673,15.12673,155.991415
2017-01-02,22.882013,15.609802,77.394793,59.86,186.912897,18.71522,18.71522,51.449947,23.227738,23.227738,23.227738,217.689565
2017-01-03,25.24861,15.709075,87.953518,66.01,184.5539,15.439911,15.439911,49.605221,22.672642,22.672642,22.672642,233.033756
2017-01-04,24.899501,15.619257,84.293222,80.5,191.705165,15.842295,15.842295,48.849131,19.135057,19.135057,19.135057,240.289331
2017-01-05,25.011874,16.416347,79.826681,84.2,214.363687,25.98722,25.98722,60.930664,28.593505,28.593505,28.593505,260.035626
2017-01-06,23.047585,16.200892,68.275484,78.51,217.29423,27.377626,27.377626,56.847577,30.099294,30.099294,30.099294,243.510881
2017-01-07,16.580028,16.608437,72.096016,72.83,194.040799,18.831572,18.831572,51.997946,23.322759,23.322759,23.322759,220.268813
2017-01-08,12.09766,15.478711,75.95013,63.97,186.511898,18.564932,18.564932,49.736948,24.161463,24.161463,24.161463,210.222897
2017-01-09,20.435906,16.116074,91.833878,61.11,215.655686,29.207746,29.207746,53.424308,25.902865,25.902865,25.902865,244.606469
2017-01-10,20.186197,18.148799,99.184034,63.08,214.894959,31.506183,31.506183,55.154488,26.437599,26.437599,26.437599,258.542813
2017-01-11,20.403815,16.756892,97.500808,52.94,198.108249,20.010605,20.010605,45.30568,20.772226,20.772226,20.772226,228.384347
2017-01-12,19.082671,14.289349,89.681707,64.84,192.396073,18.307503,18.307503,50.50722,23.861372,23.861372,23.861372,230.062602
2017-01-13,18.691881,13.072805,77.831538,61.44,192.777255,17.86585,17.86585,48.439313,19.807959,19.807959,19.807959,208.710032
2017-01-14,14.529203,9.997262,75.775685,60.86,171.292277,13.321335,13.321335,44.394681,14.451404,14.451404,14.451404,188.934889
2017-01-15,14.41614,11.980806,71.589808,61.31,182.561902,14.376744,14.376744,50.770766,19.152509,19.152509,19.152509,192.826007
2017-01-16,24.313393,18.115163,91.586832,89.04,230.81467,31.818879,31.818879,61.653936,30.089598,30.089598,30.089598,284.963865
2017-01-17,26.336191,17.997254,95.423828,89.51,234.909302,33.243222,33.243222,62.776935,31.232756,31.232756,31.232756,293.743251
2017-01-18,27.211617,18.722162,94.099112,86.26,234.907393,32.601831,32.601831,63.53448,32.674551,32.674551,32.674551,291.569274
2017-01-19,27.149045,17.842163,90.683688,87.94,234.243848,32.607164,32.607164,62.214572,32.219324,32.219324,32.219324,288.441384
2017-01-20,26.439327,16.375892,87.215682,80.88,222.906315,30.528826,30.528826,60.860392,32.147089,32.147089,32.147089,273.586817
2017-01-21,22.908713,11.719624,83.628422,73.54,196.89816,27.142983,27.142983,55.405397,27.933692,27.933692,27.933692,246.873434
2017-01-22,17.322373,14.447712,74.630068,77.0,200.190793,21.667167,21.667167,48.836313,21.595417,21.595417,21.595417,226.662737
2017-01-23,24.468638,17.683527,97.646163,80.81,238.981662,32.213022,32.213022,61.847027,31.169732,31.169732,31.169732,283.991082
2017-01-24,26.415145,18.781799,96.02501,74.71,239.813752,36.708572,36.708572,63.021844,32.625102,32.625102,32.625102,285.265628
2017-01-25,26.168327,19.105162,96.112491,66.66,235.068938,33.0653,33.0653,65.040024,32.661946,32.661946,32.661946,273.773227
2017-01-26,24.524638,18.718253,100.219196,71.16,220.630044,26.017762,26.017762,59.809302,30.769772,30.769772,30.769772,271.409622
2017-01-27,18.791081,18.08689,95.926264,70.68,213.503961,25.57417,25.57417,55.599488,28.103372,28.103372,28.103372,257.161777
2017-01-28,15.215739,14.582349,78.460728,66.48,183.624628,20.950148,20.950148,43.429228,19.268377,19.268377,19.268377,214.957339
2017-01-29,13.166168,13.205077,68.985183,70.25,176.62209,16.154991,16.154991,44.382045,13.878855,13.878855,13.878855,195.640274
2017-01-30,20.597988,16.852255,96.587709,74.19,203.402789,24.582754,24.582754,55.969851,26.407541,26.407541,26.407541,259.218248
2017-01-31,20.29547,17.919891,96.817463,73.99,212.303416,31.40486,31.40486,59.275666,28.164942,28.164942,28.164942,268.592625
2017-02-01,15.655411,14.731167,91.002588,55.81,204.669515,25.768575,25.768575,53.117218,27.280182,27.280182,27.280182,230.247922
2017-02-02,12.045715,10.959534,86.596338,42.63,189.17635,19.968913,19.968913,51.834674,25.110701,25.110701,25.110701,197.3112
2017-02-03,9.735281,12.932441,74.781823,43.51,182.795447,20.369842,20.369842,50.634766,24.974473,24.974473,24.974473,186.303859
2017-02-04,5.389904,10.269717,54.106308,44.22,157.879018,14.356383,14.356383,42.939865,15.601349,15.601349,15.601349,143.94366
2017-02-05,7.667865,9.936535,48.587477,50.5,160.251198,14.509095,14.509095,43.155228,14.70156,14.70156,14.70156,145.902532
2017-02-06,20.919969,14.898348,75.248422,55.2,201.787155,27.016935,27.016935,51.746765,24.228365,24.228365,24.228365,217.51204
2017-02-07,20.676015,15.728166,80.76558,65.12,204.098243,28.615806,28.615806,53.69349,24.686986,24.686986,24.686986,235.592552
2017-02-08,21.097969,16.315801,83.742704,69.76,213.828324,27.166738,27.166738,55.95876,26.037154,26.037154,26.037154,244.120367
2017-02-09,22.084032,17.232346,83.411559,74.44,215.882686,29.884042,29.884042,56.586941,26.900098,26.900098,26.900098,253.952077
2017-02-10,22.826331,17.039528,85.505284,73.92,205.673696,24.893511,24.893511,57.830667,28.042287,28.042287,28.042287,252.226941
2017-02-11,5.389904,14.226258,63.784379,51.29,171.057005,13.55016,13.55016,46.397679,21.169277,21.169277,21.169277,169.409979
2017-02-12,14.746248,10.465807,49.705758,43.82,174.276274,13.768805,13.768805,42.150684,12.588317,12.588317,12.588317,145.094936
2017-02-13,21.664114,13.577531,82.345315,49.84,201.761609,20.718413,20.718413,47.43386,19.611615,19.611615,19.611615,207.756988
2017-02-14,22.769831,15.644893,83.460068,71.02,200.687792,20.576367,20.576367,51.504856,24.541061,24.541061,24.541061,238.01222
2017-02-15,22.34545,16.012074,83.58465,69.27,192.500437,23.142898,23.142898,54.279217,27.240428,27.240428,27.240428,241.5955
2017-02-16,22.975994,16.22271,86.334029,58.83,180.765631,20.95645,20.95645,48.903313,22.933949,22.933949,22.933949,228.253133
2017-02-17,22.659549,16.241801,83.755268,66.45,183.642628,24.037354,24.037354,56.188851,23.164714,23.164714,23.164714,236.308687
2017-02-18,22.01015,11.100443,63.212289,46.38,160.293107,15.541719,15.541719,46.192407,19.631492,19.631492,19.631492,177.876093
2017-02-19,21.231642,10.154535,60.98021,41.64,153.638023,11.878085,11.878085,38.376597,10.916727,10.916727,10.916727,156.801198
2017-02-20,21.588332,13.638713,86.782192,47.7,167.703735,12.935919,12.935919,43.631955,16.382362,16.382362,16.382362,199.027518
2017-02-21,20.027297,13.197805,86.179738,46.52,163.41374,12.754119,12.754119,43.796955,18.772426,18.772426,18.772426,197.451385
2017-02-22,20.111088,13.150168,79.743799,51.24,159.34129,11.373408,11.373408,40.169413,14.877543,14.877543,14.877543,190.496007
2017-02-23,21.321987,13.296714,78.548464,50.64,161.597924,13.167653,13.167653,42.313593,16.426964,16.426964,16.426964,193.401781
2017-02-24,20.802269,14.737985,79.354591,64.55,172.52864,13.961756,13.961756,47.67786,20.557945,20.557945,20.557945,213.964545
2017-02-25,20.26787,9.926626,53.362808,45.0,146.728575,12.478268,12.478268,37.77387,12.697397,12.697397,12.697397,153.732969
2017-02-26,13.030887,9.192081,50.577675,36.56,137.853766,11.00593,11.00593,35.962417,8.683253,8.683253,8.683253,129.049826
2017-02-27,19.065926,10.639534,73.951569,70.42,153.752386,11.028715,11.028715,39.702777,14.383532,14.383532,14.383532,199.489276
2017-02-28,21.396723,11.304625,70.754136,69.21,166.690282,14.045626,14.045626,44.400772,15.771514,15.771514,15.771514,202.482624
2017-03-01,22.004432,14.970075,67.862348,73.89,169.359825,15.22272,15.22272,45.471135,18.971194,18.971194,18.971194,212.92077
2017-03-02,21.488305,12.469533,73.144452,58.59,167.654826,11.879055,11.879055,43.823591,15.889805,15.889805,15.889805,193.461149
2017-03-03,16.882746,12.405805,74.296896,68.76,163.195013,16.514712,16.514712,45.084226,21.243937,21.243937,21.243937,210.104096
2017-03-04,6.819338,9.529808,52.836018,52.2,133.118499,11.280327,11.280327,40.155868,13.783349,13.783349,13.783349,146.448841
2017-03-05,3.325515,9.104445,46.011943,54.41,139.061492,8.842752,8.842752,37.432507,9.719271,9.719271,9.719271,131.413926
2017-03-06,19.674698,14.785257,61.626709,73.83,176.755362,19.894738,19.894738,51.523765,23.889975,23.889975,23.889975,213.701377
2017-03-07,20.800988,15.424893,64.241906,70.39,185.787717,27.959871,27.959871,55.681942,26.705209,26.705209,26.705209,225.522867
2017-03-08,21.154205,14.764712,55.232188,57.7,174.537183,18.773396,18.773396,51.481129,23.844404,23.844404,23.844404,191.468905
2017-03-09,21.168396,14.400985,56.530105,63.13,166.620646,18.696312,18.696312,50.184312,23.856524,23.856524,23.856524,197.782323
2017-03-10,19.469834,13.951167,51.028493,67.5,164.878829,15.206722,15.206722,47.151406,25.180028,25.180028,25.180028,192.336244
2017-03-11,7.902565,7.645628,37.212616,61.79,143.570033,14.61866,14.61866,37.90587,14.706408,14.706408,14.706408,143.875877
2017-03-12,1.653898,7.127993,47.154697,54.43,141.88958,9.796839,9.796839,38.31396,12.453543,12.453543,12.453543,132.616969
2017-03-13,19.658089,12.46226,62.342717,55.29,170.639005,15.883018,15.883018,51.779401,25.932922,25.932922,25.932922,191.569006
2017-03-14,19.905298,13.318532,64.526433,50.0,162.549377,17.370384,17.370384,52.356855,25.58629,25.58629,25.58629,190.706937
2017-03-15,21.182033,12.721987,64.730997,58.37,163.479194,14.748101,14.748101,50.548402,26.942761,26.942761,26.942761,198.695878
2017-03-16,19.825516,12.094806,59.329811,48.79,158.192745,14.499884,14.499884,45.884043,23.760533,23.760533,23.760533,178.30055
2017-03-17,14.084004,9.246354,57.99184,41.66,152.613206,10.213282,10.213282,39.970959,16.476413,16.476413,16.476413,149.671893
2017-03-18,0.048354,7.704992,42.255647,40.27,133.206226,8.081131,8.081131,36.861962,11.589629,11.589629,11.589629,109.949754
2017-03-19,0.962517,6.973629,45.435453,33.63,129.063048,8.085495,8.085495,35.358782,8.412735,8.412735,8.412735,103.499829
2017-03-20,12.776432,9.359263,67.004622,43.87,149.094664,9.480264,9.480264,41.227866,16.730448,16.730448,16.730448,159.221029
2017-03-21,20.821333,12.060442,69.857719,57.21,158.636472,12.903922,12.903922,44.710772,18.625047,18.625047,18.625047,191.478462
2017-03-22,21.163714,11.457352,69.851809,60.94,163.462285,17.384444,17.384444,49.871494,26.282463,26.282463,26.282463,207.079782
2017-03-23,21.176569,10.740262,66.037441,58.83,161.017015,18.75061,18.75061,48.910768,24.642385,24.642385,24.642385,200.177266
2017-03-24,16.99281,10.165535,61.006346,59.85,155.115748,17.9982,17.9982,45.283408,24.299146,24.299146,24.299146,190.312037
2017-03-25,1.55698,6.885902,49.169558,49.24,123.46369,11.589629,11.589629,34.415328,10.674327,10.674327,10.674327,129.116396
2017-03-26,2.403934,8.4869,45.422171,47.0,128.243322,9.191808,9.191808,37.975779,9.908827,9.908827,9.908827,122.413641
2017-03-27,20.091388,12.978714,57.045314,69.48,153.277659,16.469626,16.469626,49.00704,22.299346,22.299346,22.299346,198.364388
2017-03-28,20.326524,12.37426,59.082912,69.11,145.546758,16.19232,16.19232,47.314042,24.292844,24.292844,24.292844,201.37886
2017-03-29,20.363452,12.424078,55.618233,58.87,142.126398,10.027119,10.027119,47.095678,22.402124,22.402124,22.402124,179.705005
2017-03-30,15.806129,11.497443,52.069855,50.15,138.538402,12.198053,12.198053,43.434591,22.409396,22.409396,22.409396,164.130876
2017-03-31,7.986083,8.924536,55.762106,45.79,128.63623,12.86126,12.86126,42.790047,20.092537,20.092537,20.092537,151.416521
2017-04-01,4.469432,8.849173,50.325112,47.03,112.354429,10.029543,10.029543,39.075232,17.665143,17.665143,17.665143,138.368401
2017-04-02,3.749532,7.822356,46.824633,46.18,115.131881,9.452631,9.452631,35.500781,10.235098,10.235098,10.235098,124.26425
2017-04-03,19.427707,13.024259,64.598233,51.07,146.767393,15.586805,15.586805,45.843134,21.115949,21.115949,21.115949,184.822954
2017-04-04,19.622943,14.59853,67.963239,59.11,149.135118,17.213309,17.213309,47.763223,23.80562,23.80562,23.80562,202.313641
2017-04-05,18.293827,15.423075,71.811198,61.54,145.013941,13.44302,13.44302,46.764133,23.544313,23.544313,23.544313,204.055432
2017-04-06,18.095981,15.877347,65.772205,66.2,150.138117,12.722122,12.722122,48.402041,23.8541,23.8541,23.8541,202.521755
2017-04-07,18.557708,13.787804,60.083711,70.11,144.259123,13.924426,13.924426,49.535949,24.411135,24.411135,24.411135,200.874783
2017-04-08,8.262982,7.772174,50.015939,52.22,121.097875,14.01169,14.01169,41.769139,21.031109,21.031109,21.031109,153.313895
2017-04-09,2.143543,7.358992,46.357852,35.31,114.383427,8.620714,8.620714,35.821236,11.558602,11.558602,11.558602,111.349703
2017-04-10,14.038176,13.910167,58.871503,57.15,136.401495,10.918666,10.918666,45.247499,20.582669,20.582669,20.582669,175.471182
2017-04-11,18.050654,15.262984,59.638602,42.67,146.331939,13.235525,13.235525,44.691045,22.152452,22.152452,22.152452,171.010217
2017-04-12,16.192374,13.153168,59.443311,44.8,141.512217,9.702303,9.702303,43.743137,18.626986,18.626986,18.626986,161.918142
2017-04-13,16.984846,13.406259,57.403004,64.17,139.248765,10.490103,10.490103,46.242679,21.008809,21.008809,21.008809,183.46302
2017-04-14,6.590293,11.407625,46.879306,53.94,118.005332,8.982859,8.982859,47.978587,24.989986,24.989986,24.989986,152.790069
2017-04-15,3.028642,9.716899,46.763361,37.36,112.988247,7.283635,7.283635,39.178778,15.522812,15.522812,15.522812,119.675349
2017-04-16,1.903162,7.797537,40.399976,49.86,114.278791,6.465778,6.465778,38.066779,13.971452,13.971452,13.971452,120.397905
2017-04-17,1.464335,8.499718,41.651621,58.39,126.947959,7.759709,7.759709,36.922325,11.243482,11.243482,11.243482,129.008865
2017-04-18,18.374172,11.663715,58.090531,68.79,163.812012,14.042232,14.042232,46.649952,21.74522,21.74522,21.74522,192.70587
2017-04-19,20.612615,16.13762,56.166087,75.66,173.022457,15.6125,15.6125,50.968584,26.138477,26.138477,26.138477,210.327299
2017-04-20,21.438278,16.405347,63.264198,71.4,165.143011,16.052213,16.052213,46.579134,24.895935,24.895935,24.895935,213.455971
2017-04-21,19.316825,16.400347,60.607628,62.73,145.234486,10.945815,10.945815,42.564592,20.951117,20.951117,20.951117,190.951732
2017-04-22,2.284252,13.443168,51.777037,56.46,129.212503,8.696827,8.696827,37.440234,16.172928,16.172928,16.172928,148.834213
2017-04-23,1.735053,9.398718,46.548879,44.56,131.690409,8.355043,8.355043,35.361963,14.539637,14.539637,14.539637,125.13733
2017-04-24,15.309193,13.413168,59.146502,51.96,148.167301,10.814919,10.814919,43.467046,21.428645,21.428645,21.428645,172.072428
2017-04-25,16.974146,14.835985,51.290311,49.97,158.76629,14.168765,14.168765,49.224767,25.86602,25.86602,25.86602,173.105226
2017-04-26,17.742827,16.093802,65.03626,68.83,169.098734,20.429473,20.429473,51.801219,27.400412,27.400412,27.400412,215.532773
2017-04-27,17.898936,16.781801,64.875196,69.48,164.999375,16.647548,16.647548,48.168405,25.340981,25.340981,25.340981,211.024462
2017-04-28,17.653191,14.417621,58.658276,74.69,155.831111,17.340327,17.340327,49.414494,26.112298,26.112298,26.112298,208.871713
2017-04-29,5.239976,7.812356,50.722711,47.37,129.713411,10.449864,10.449864,40.907776,20.965661,20.965661,20.965661,142.560569
2017-04-30,0.023245,6.667448,42.372256,30.21,111.745884,7.707835,7.707835,33.818874,9.918523,9.918523,9.918523,96.899308
