Date,France_GtP,Belgium_GtP,Italy_GtP,GB_GtP,Germany_IndPower,Germany_GtP,Netherlands_IndPower,Netherlands_GtP,Total_Gas_to_Power_Demand
2017-10-06,20.87,12.43,57.24,55.81,144.6,10.87,50.75,22.71,179.91
2017-10-07,19.09,10.3,39.51,42.94,123.19,7.01,44.48,17.18,136.03
2017-10-08,15.99,10.55,41.51,57.37,126.29,7.01,49.17,17.06,149.48
2017-10-09,22.36,13.71,69.36,66.6,158.16,19.41,55.9,27.17,218.61
2017-10-10,22.07,12.08,72.23,51.31,145.93,13.01,52.42,24.7,195.41
2017-10-11,19.55,14.46,75.45,48.06,140.29,9.31,49.11,19.99,186.82
2017-10-12,21.26,13.2,75.83,54.94,141.23,10.29,51.87,22.59,198.11
2017-10-13,22.63,14.55,69.82,49.62,140.15,13.06,50.35,25.14,194.82
2017-10-14,19.4,10.82,50.63,37.76,117.15,7.41,43.67,18.11,144.14
2017-10-15,11.98,7.78,47.45,41.83,117.25,6.77,38.44,14.73,130.54
2017-10-16,19.44,13.68,75.44,50.99,139.43,15.25,51.95,24.24,199.05
2017-10-17,21.57,14.57,78.94,62.81,145.89,18.52,55.54,24.58,220.99
2017-10-18,23.93,14.36,79.08,75.89,153.58,23.87,57.2,29.96,247.1
2017-10-19,21.67,13.15,79.44,71.4,150.8,22.59,53.64,27.48,235.73
2017-10-20,20.74,13.3,78.97,63.5,141.94,15.69,48.58,21.64,213.83
2017-10-21,15.69,8.33,59.79,35.17,120.28,7.7,37.98,15.05,141.72
2017-10-22,14.52,8.13,47.63,36.36,123.24,7.05,40.94,13.3,126.98
2017-10-23,21.89,14.75,64.63,71.06,157.99,19.45,53.82,23.0,214.77
2017-10-24,23.22,13.68,66.77,64.75,151.99,16.93,48.62,20.95,206.3
2017-10-25,22.75,15.24,68.94,64.68,146.39,12.76,51.67,20.87,205.24
2017-10-26,22.5,15.27,79.73,76.53,153.04,19.66,50.9,25.36,239.05
2017-10-27,20.38,14.76,71.9,66.4,146.84,12.37,45.62,21.38,207.18
2017-10-28,17.97,12.69,56.89,33.53,133.11,8.62,34.82,11.3,141.0
2017-10-29,15.29,12.37,54.73,51.0,129.43,4.17,36.81,9.25,146.8
2017-10-30,20.26,15.76,78.5,75.42,152.62,10.46,52.04,25.8,226.2
2017-10-31,21.96,15.63,79.02,63.61,143.25,13.67,51.06,26.65,220.54
2017-11-01,17.35,12.52,61.37,63.83,147.31,14.13,52.53,24.7,193.9
2017-11-02,18.75,16.82,83.25,81.33,158.16,14.72,53.83,26.69,241.56
2017-11-03,17.56,15.25,82.05,79.33,165.32,24.12,54.62,29.09,247.4
2017-11-04,12.47,11.03,66.55,51.51,133.39,9.74,47.26,22.19,173.49
2017-11-05,9.16,10.65,56.57,52.13,142.55,9.65,44.83,19.5,157.65
2017-11-06,18.96,15.81,86.08,67.39,187.62,25.43,55.21,27.99,241.67
2017-11-07,20.59,14.96,93.02,76.08,187.07,26.37,56.8,30.59,261.63
2017-11-08,20.52,15.58,91.04,76.18,192.95,28.94,54.85,29.33,261.59
2017-11-09,20.49,15.76,95.46,69.38,183.63,25.79,53.88,28.45,255.33
2017-11-10,19.74,15.04,91.01,58.94,169.1,15.74,46.74,21.62,222.09
2017-11-11,17.57,12.08,67.76,63.98,148.49,11.7,26.82,22.68,195.76
2017-11-12,13.0,9.28,56.22,46.27,155.7,10.09,45.38,20.1,154.96
2017-11-13,21.03,12.66,80.93,73.9,188.74,18.73,56.6,27.23,234.49
2017-11-14,22.59,15.34,90.76,80.16,186.28,18.71,55.99,29.23,256.8
2017-11-15,22.73,14.99,90.64,80.02,195.12,26.22,59.51,29.63,264.24
2017-11-16,21.42,14.89,88.66,71.15,191.15,25.75,56.93,29.04,250.9
2017-11-17,20.7,14.51,82.5,65.47,180.87,19.26,53.54,28.37,230.81
2017-11-18,19.83,14.16,74.07,58.46,149.98,12.27,40.88,14.61,193.39
2017-11-19,19.92,16.43,72.26,65.66,149.14,9.07,39.76,10.86,194.2
2017-11-20,21.82,16.78,90.0,69.71,186.93,19.03,56.61,25.62,242.97
2017-11-21,21.98,15.99,94.41,59.91,181.73,24.58,53.06,26.49,243.36
2017-11-22,17.41,15.09,97.99,57.71,167.2,14.73,45.97,21.53,224.46
2017-11-23,17.38,15.39,95.83,59.55,161.52,10.78,49.18,21.99,220.92
2017-11-24,19.29,16.62,95.79,67.37,166.31,15.22,57.82,29.94,244.23
2017-11-25,18.83,14.67,69.42,36.93,151.62,11.1,55.5,31.48,182.43
2017-11-26,18.37,11.9,57.65,35.81,154.2,9.08,47.04,21.46,154.27
2017-11-27,20.89,14.88,81.23,52.45,182.75,13.26,50.68,22.96,205.68
2017-11-28,22.97,17.9,93.99,59.99,190.07,18.0,58.1,27.24,240.09
2017-11-29,23.83,18.59,89.85,65.93,213.46,30.94,63.21,34.48,263.61
2017-11-30,23.64,17.72,92.54,63.94,213.87,32.46,63.23,33.99,264.29
2017-12-01,18.05,18.03,98.76,76.71,208.97,29.26,62.21,32.54,273.36
2017-12-02,18.81,18.24,81.72,64.18,180.02,13.9,56.38,27.3,224.15
2017-12-03,21.31,17.33,78.78,62.89,174.75,11.48,56.56,27.89,219.68
2017-12-04,25.5,17.98,99.04,68.15,194.07,14.63,57.06,26.91,252.21
2017-12-05,25.85,17.15,98.12,61.26,188.21,16.23,57.22,27.73,246.33
2017-12-06,25.98,17.19,94.62,51.74,187.69,17.19,53.12,26.3,233.02
2017-12-07,24.06,16.78,88.79,47.96,184.46,16.61,54.91,27.34,221.54
2017-12-08,22.74,14.38,66.27,50.31,188.74,17.04,57.58,25.87,196.61
2017-12-09,22.99,13.31,64.71,65.79,172.26,12.28,52.51,21.98,201.06
2017-12-10,12.52,10.59,63.43,66.08,171.02,11.25,56.0,23.63,187.51
2017-12-11,18.39,17.21,81.39,73.54,194.99,18.56,62.99,31.83,240.91
2017-12-12,21.77,16.91,82.13,70.21,197.82,15.6,63.08,30.97,237.59
2017-12-13,18.3,15.05,64.61,59.76,191.85,13.57,58.01,24.55,195.83
2017-12-14,16.88,15.61,77.68,67.24,192.94,15.02,61.8,26.55,218.97
2017-12-15,18.74,15.77,87.47,66.83,196.62,22.52,62.32,30.76,242.09
2017-12-16,17.45,11.59,72.61,70.57,168.23,13.44,55.39,24.81,210.47
2017-12-17,17.37,11.11,57.85,50.72,170.58,12.97,47.87,21.47,171.49
2017-12-18,21.98,15.96,88.88,77.67,210.23,26.57,62.91,27.57,258.64
2017-12-19,21.5,16.49,91.01,76.31,209.95,29.57,66.59,31.54,266.42
2017-12-20,22.38,17.17,86.26,79.9,199.91,28.91,62.38,32.23,266.84
2017-12-21,18.41,15.23,76.6,77.76,180.16,21.07,62.82,29.47,238.55
2017-12-22,16.01,13.7,63.23,65.79,159.63,14.73,60.72,29.7,203.16
2017-12-23,14.39,8.9,56.18,39.83,131.8,7.17,43.62,15.06,141.53
2017-12-24,8.27,8.02,55.01,32.92,121.01,4.68,40.34,9.59,118.49
2017-12-25,1.31,5.51,48.21,37.37,130.88,5.44,39.17,8.87,106.71
2017-12-26,2.57,7.7,50.23,43.16,135.29,5.72,40.77,10.59,119.98
2017-12-27,6.48,7.71,57.29,45.73,153.68,8.47,53.84,20.62,146.29
2017-12-28,13.03,9.48,58.38,58.97,157.61,11.83,50.65,21.02,172.71
2017-12-29,5.7,6.29,57.19,54.16,156.28,10.48,48.74,19.21,153.03
2017-12-30,0.03,5.85,52.08,44.75,133.62,6.94,37.93,9.81,119.47
2017-12-31,0.03,6.32,46.14,33.18,117.3,5.22,39.07,8.7,99.58
2018-01-01,0.04,6.9,40.44,41.19,131.72,12.93,40.42,10.29,111.78
2018-01-02,1.85,8.77,51.43,60.62,163.48,22.99,45.82,15.25,160.9
2018-01-03,0.09,7.95,56.73,63.62,163.66,17.96,47.45,16.09,162.44
2018-01-04,0.65,8.65,56.39,76.85,164.97,22.07,48.18,16.97,181.58
2018-01-05,2.7,8.59,58.25,78.69,161.55,24.04,48.53,20.58,192.85
2018-01-06,0.42,7.47,44.29,61.97,150.35,20.91,46.13,15.15,150.2
2018-01-07,0.89,7.4,44.19,58.93,162.52,18.61,42.45,11.9,141.93
2018-01-08,11.56,12.04,71.49,73.29,190.28,27.55,54.16,22.55,218.49
2018-01-09,13.22,13.17,72.22,80.01,189.18,29.65,58.21,27.79,236.06
2018-01-10,15.13,13.47,71.41,85.83,192.16,38.04,56.7,26.03,249.91
2018-01-11,16.21,13.96,76.9,90.35,198.68,47.43,59.02,28.89,273.74
2018-01-12,14.78,14.23,77.96,73.77,188.84,40.85,58.13,29.66,251.25
2018-01-13,1.8,10.6,56.26,60.12,165.21,25.72,50.67,20.41,174.9
2018-01-14,1.91,8.86,54.86,50.97,171.1,23.53,47.15,16.69,156.81
2018-01-15,8.94,11.09,79.28,54.7,188.26,25.68,49.65,21.41,201.1
2018-01-16,1.52,9.84,67.89,55.6,185.84,24.01,50.19,21.61,180.47
2018-01-17,4.81,9.02,67.7,61.98,192.13,25.35,47.87,20.28,189.14
2018-01-18,3.56,10.66,69.49,76.06,185.68,24.36,54.6,22.67,206.8
2018-01-19,7.67,11.83,71.42,72.55,192.01,36.12,54.9,23.97,223.55
2018-01-20,0.03,8.04,49.3,80.57,168.5,26.22,50.31,20.73,184.89
2018-01-21,0.39,9.43,37.58,61.35,169.46,12.75,44.75,13.73,135.23
2018-01-22,11.7,11.57,73.77,65.03,192.27,34.82,53.94,23.24,220.12
2018-01-23,5.87,8.64,78.52,53.39,178.1,32.43,50.62,22.68,201.53
2018-01-24,1.19,7.49,82.77,53.86,162.68,20.92,47.33,17.9,184.13
2018-01-25,8.32,10.54,83.2,78.22,172.6,30.79,52.0,24.84,235.91
2018-01-26,16.87,13.34,84.45,85.1,175.83,37.93,57.32,28.98,266.66
2018-01-27,2.18,7.01,61.93,44.58,150.83,22.9,42.7,15.08,153.68
2018-01-28,0.11,6.79,53.63,41.36,142.88,13.72,42.15,13.37,128.97
2018-01-29,8.02,10.77,82.21,63.49,165.82,19.41,48.89,20.65,204.54
2018-01-30,12.04,12.81,86.04,65.99,179.46,31.37,54.98,26.6,234.84
2018-01-31,1.78,9.64,84.15,53.57,173.14,24.48,51.23,23.62,197.24
2018-02-01,14.99,12.2,76.09,55.26,185.0,28.46,51.78,23.22,210.21
2018-02-02,16.93,11.91,66.53,83.26,181.21,32.74,53.26,24.02,235.39
2018-02-03,13.7,10.93,50.87,75.58,167.84,34.22,50.23,22.01,207.29
2018-02-04,4.33,9.61,51.2,68.95,174.52,28.57,46.77,15.3,177.96
2018-02-05,20.59,14.81,80.25,89.72,216.59,46.76,61.82,28.17,280.31
2018-02-06,23.4,16.59,85.14,89.72,222.68,51.72,62.48,31.34,297.9
2018-02-07,24.28,18.0,83.64,88.23,222.03,53.3,63.93,31.83,299.28
2018-02-08,23.93,17.7,85.86,78.54,219.43,51.46,59.44,30.43,287.92
2018-02-09,20.96,16.97,81.45,63.48,202.86,40.19,58.91,27.54,250.59
2018-02-10,9.21,11.05,47.44,48.32,171.75,34.99,48.18,22.51,173.51
2018-02-11,6.05,10.62,47.47,38.54,166.35,23.33,41.75,12.61,138.62
2018-02-12,21.94,15.47,77.35,55.33,192.54,30.89,53.94,23.94,224.92
2018-02-13,20.69,13.29,78.65,63.46,200.07,35.89,54.42,27.5,239.48
2018-02-14,18.25,11.76,80.15,53.04,200.26,36.94,50.91,23.41,223.56
2018-02-15,18.36,13.55,73.35,48.25,196.43,32.33,53.78,24.79,210.63
2018-02-16,19.51,11.24,80.55,59.54,187.58,37.87,55.16,28.3,237.02
2018-02-17,15.43,9.55,61.74,61.98,170.38,35.45,51.94,24.14,208.28
2018-02-18,9.97,10.41,53.08,60.27,169.32,26.74,50.0,20.02,180.5
2018-02-19,22.49,17.19,86.91,75.75,207.68,44.35,64.15,32.88,279.56
2018-02-20,21.79,16.06,87.36,66.79,211.89,49.47,63.68,33.38,274.85
2018-02-21,22.08,15.21,83.47,73.5,210.33,48.04,64.21,32.94,275.24
2018-02-22,21.34,14.88,81.13,52.16,207.46,38.87,60.34,30.61,238.99
2018-02-23,19.09,10.35,76.52,34.57,202.17,32.15,54.8,24.37,197.05
2018-02-24,4.75,7.73,57.34,25.65,180.71,25.02,46.56,14.71,135.19
2018-02-25,1.76,7.77,46.45,30.55,190.73,25.74,46.18,12.09,124.36
2018-02-26,20.76,11.79,68.66,51.78,225.31,32.34,53.11,22.9,208.24
2018-02-27,25.28,15.73,73.69,58.39,231.01,35.24,52.11,23.18,231.52
2018-02-28,22.42,14.39,76.34,46.1,227.63,30.17,50.28,18.37,207.79
2018-03-01,15.67,13.46,70.22,38.03,220.34,27.4,48.67,18.11,182.89
2018-03-02,2.44,13.95,57.05,39.89,209.82,26.5,51.5,19.88,159.7
2018-03-03,0.03,8.51,41.07,36.03,181.94,23.6,43.08,14.61,123.85
2018-03-04,1.76,7.52,43.34,44.3,165.28,21.68,40.6,12.0,130.59
2018-03-05,13.11,11.04,68.31,66.96,179.04,29.97,47.13,20.04,209.43
2018-03-06,20.2,13.11,69.95,72.48,187.79,41.6,50.78,25.47,242.81
2018-03-07,17.61,11.72,69.48,71.2,184.85,40.81,51.32,26.87,237.68
2018-03-08,14.48,10.62,69.0,73.86,173.53,23.75,48.67,21.9,213.62
2018-03-09,13.23,10.83,70.26,74.91,168.37,26.07,48.52,23.73,219.04
2018-03-10,0.02,8.15,47.79,57.61,138.58,20.72,37.34,10.91,145.2
2018-03-11,0.04,7.79,45.53,63.85,131.79,17.04,38.08,8.88,143.13
2018-03-12,2.2,8.76,55.49,72.48,156.44,24.7,46.59,18.09,181.72
2018-03-13,2.18,8.59,56.85,61.33,162.2,22.09,52.49,25.4,176.45
2018-03-14,4.08,9.89,66.17,31.62,170.63,24.97,43.35,17.67,154.41
2018-03-15,3.98,10.13,70.22,40.34,166.45,22.83,47.63,21.11,168.61
2018-03-16,3.85,10.3,68.54,35.2,174.97,25.07,49.24,24.01,166.97
2018-03-17,6.33,7.59,46.42,30.56,167.04,17.36,44.02,15.74,124.01
2018-03-18,4.92,7.41,40.01,22.71,172.98,16.13,45.41,13.47,104.66
2018-03-19,20.39,12.57,69.73,51.83,202.11,32.21,51.76,23.94,210.66
2018-03-20,21.78,12.2,72.39,67.42,201.42,34.34,51.38,23.5,231.64
2018-03-21,22.69,15.16,71.27,51.14,196.56,39.31,51.64,25.57,225.14
2018-03-22,22.12,15.43,67.68,50.24,193.56,33.51,50.95,23.2,212.18
2018-03-23,21.08,14.45,61.73,54.67,183.72,39.71,49.47,23.5,215.14
2018-03-24,13.43,10.21,49.94,58.08,145.27,25.06,41.48,17.32,174.05
2018-03-25,7.61,9.5,43.06,55.17,146.01,19.94,44.19,14.83,150.1
2018-03-26,20.71,15.47,71.85,65.04,180.9,37.38,52.75,24.43,234.88
2018-03-27,18.55,14.9,70.52,65.19,175.01,36.67,51.22,26.44,232.27
2018-03-28,18.18,13.37,64.63,83.23,170.45,28.43,51.02,24.01,231.85
2018-03-29,16.7,13.08,58.64,69.36,162.51,19.73,49.76,24.2,201.71
2018-03-30,5.34,9.85,48.24,60.39,133.34,17.02,50.25,22.64,163.49
2018-03-31,0.5,7.85,36.2,63.01,134.8,18.21,48.1,24.05,149.82
2018-04-01,0.03,7.15,37.23,60.16,135.55,16.54,42.49,17.35,138.47
2018-04-02,0.11,7.28,43.51,43.09,132.21,16.46,39.84,13.85,124.3
2018-04-03,3.79,8.3,60.98,58.75,141.33,20.04,44.11,16.72,168.58
2018-04-04,2.56,8.39,71.01,58.03,142.92,21.57,42.86,15.06,176.62
2018-04-05,8.74,9.43,61.66,62.16,154.15,18.43,44.43,18.99,179.42
2018-04-06,1.54,8.14,53.11,45.52,148.13,9.21,39.04,12.5,130.03
2018-04-07,1.36,7.32,35.51,63.86,116.82,6.36,35.91,9.41,123.83
2018-04-08,1.71,7.88,32.53,70.52,114.61,14.59,36.52,8.76,135.99
2018-04-09,7.99,10.3,58.99,71.18,134.34,24.19,45.8,19.62,192.26
2018-04-10,6.36,10.09,64.35,66.95,133.3,6.87,45.03,19.84,174.47
2018-04-11,4.4,10.76,67.1,76.28,136.78,9.81,44.71,20.38,188.73
2018-04-12,9.94,12.77,63.22,81.7,131.2,17.37,47.5,21.07,206.07
2018-04-13,5.61,9.5,52.39,81.98,132.09,19.26,47.24,23.11,191.84
2018-04-14,0.02,6.34,33.73,61.42,110.45,12.36,35.71,10.24,124.11
2018-04-15,0.49,6.79,41.08,46.27,108.55,11.81,34.41,8.85,115.29
2018-04-16,4.52,7.26,53.46,51.09,132.09,23.07,43.39,19.25,158.66
2018-04-17,3.39,6.43,50.84,41.75,128.66,20.7,39.37,15.62,138.73
2018-04-18,0.51,6.27,47.0,45.27,124.27,18.98,37.25,14.37,132.4
2018-04-19,1.3,6.41,42.72,66.66,120.95,18.33,38.07,16.11,151.53
2018-04-20,0.02,7.21,36.89,62.7,115.9,16.82,37.84,15.47,139.1
2018-04-21,0.01,6.34,35.3,45.31,98.78,10.4,34.04,9.5,106.86
2018-04-22,0.01,6.57,33.21,32.69,97.14,9.77,35.09,9.58,91.83
2018-04-23,0.01,8.11,38.82,38.44,120.43,14.89,41.4,16.76,117.03
2018-04-24,0.01,7.23,49.64,57.61,123.99,14.41,40.22,16.14,145.06
2018-04-25,0.03,7.35,31.68,43.29,125.26,11.91,37.76,10.49,104.74
2018-04-26,0.07,7.53,41.84,46.82,134.02,13.83,40.6,12.23,122.32
2018-04-27,0.12,8.44,38.38,74.97,126.91,15.95,40.21,13.01,150.88
2018-04-28,0.03,7.78,33.14,57.1,106.66,13.07,36.74,9.23,120.35
2018-04-29,0.02,7.49,35.78,46.09,100.72,9.7,36.75,9.12,108.21
2018-04-30,0.04,6.89,38.09,54.92,112.59,12.01,41.19,13.29,125.24
2018-05-01,0.01,6.36,36.14,43.84,110.28,10.22,41.74,13.3,109.87
2018-05-02,0.02,6.0,46.18,49.75,132.14,16.46,42.31,13.85,132.26
2018-05-03,0.02,8.51,50.23,58.73,132.81,17.12,45.23,19.52,154.13
2018-05-04,0.03,9.06,47.99,61.95,127.47,17.04,39.74,16.24,152.3
2018-05-05,0.02,7.24,35.45,42.15,105.84,12.21,34.23,8.83,105.89
2018-05-06,0.02,6.04,30.97,39.5,101.59,10.69,32.46,7.89,95.12
2018-05-07,0.05,7.5,48.44,46.63,118.58,13.25,40.89,14.17,130.05
2018-05-08,0.17,7.88,51.92,56.88,116.89,12.67,40.42,17.36,146.87
2018-05-09,0.51,9.53,52.75,49.28,115.45,14.77,42.69,19.42,146.26
2018-05-10,0.18,6.44,50.91,50.09,100.01,10.01,35.2,9.76,127.38
2018-05-11,1.4,7.13,46.26,39.11,109.23,13.29,36.65,11.84,119.02
2018-05-12,0.05,5.65,31.11,53.86,96.05,10.65,32.75,8.36,109.68
2018-05-13,0.03,7.44,29.49,48.01,96.81,9.38,34.23,9.06,103.41
2018-05-14,0.69,9.23,43.03,49.62,116.81,14.52,35.08,10.73,127.82
2018-05-15,3.54,8.27,48.38,50.32,120.54,15.37,33.39,9.64,135.53
2018-05-16,2.67,7.54,48.35,54.59,122.61,16.55,38.22,11.82,141.52
2018-05-17,2.5,7.64,48.78,60.34,123.32,14.44,36.76,11.58,145.28
2018-05-18,0.05,10.03,48.78,66.52,123.42,15.73,42.4,17.06,158.17
2018-05-19,0.04,8.42,29.72,42.32,100.98,13.16,39.46,15.1,108.75
2018-05-20,0.02,6.9,29.42,39.27,91.15,10.43,34.58,10.08,96.12
2018-05-21,0.04,7.24,49.01,57.91,93.84,9.99,34.18,10.24,134.44
2018-05-22,2.26,12.81,57.79,48.03,115.3,15.82,41.0,18.04,154.75
2018-05-23,2.61,9.38,54.19,49.05,116.73,15.9,42.77,20.52,151.65
2018-05-24,1.23,8.62,48.3,60.32,117.34,16.09,44.43,20.37,154.92
2018-05-25,1.16,9.05,44.76,53.85,112.88,14.33,45.25,22.41,145.56
2018-05-26,0.02,7.5,32.01,23.06,94.63,11.06,34.8,11.3,84.94
2018-05-27,0.13,8.03,33.51,27.18,93.84,10.57,36.13,10.33,89.75
2018-05-28,3.38,9.91,52.96,44.16,110.83,15.7,46.06,20.62,146.73
2018-05-29,2.13,13.05,56.24,47.22,112.31,15.65,46.72,22.2,156.49
2018-05-30,4.35,11.95,61.16,68.16,113.56,17.96,47.73,20.87,184.45
2018-05-31,2.23,12.32,57.6,68.15,99.8,11.97,49.45,22.03,174.3
2018-06-01,1.23,13.28,53.7,63.41,106.42,13.54,47.82,21.59,166.75
2018-06-02,0.07,9.2,35.55,49.9,95.26,12.8,41.63,15.13,122.64
2018-06-03,0.11,9.92,37.08,44.69,95.34,11.83,38.61,13.69,117.32
2018-06-04,2.79,11.64,56.85,58.33,114.61,6.98,48.54,20.32,156.91
2018-06-05,4.24,11.87,56.56,58.85,121.16,9.57,50.27,21.19,162.28
2018-06-06,4.99,10.97,59.48,58.39,117.44,19.8,48.46,20.32,173.96
2018-06-07,6.48,11.94,57.66,61.32,119.09,22.6,50.38,22.77,182.77
2018-06-08,5.44,11.25,53.05,61.71,115.75,24.34,48.9,23.63,179.42
2018-06-09,0.03,10.89,31.2,46.87,95.08,15.46,41.25,16.04,120.5
2018-06-10,0.08,11.21,34.75,40.25,93.64,13.14,37.77,14.04,113.47
2018-06-11,4.01,10.16,63.2,52.18,116.73,24.5,48.33,21.87,175.93
2018-06-12,4.46,9.58,61.33,58.22,120.67,24.36,47.24,20.87,178.82
2018-06-13,3.94,9.84,57.42,41.6,123.19,24.74,46.32,19.89,157.44
2018-06-14,1.37,9.43,56.65,36.55,120.39,20.27,44.32,17.43,141.7
2018-06-15,2.51,9.52,48.65,50.11,116.23,22.03,47.21,20.61,153.43
2018-06-16,0.49,6.71,33.33,34.88,97.97,13.27,37.4,14.36,103.04
2018-06-17,0.29,6.72,34.7,34.6,98.22,6.1,36.18,11.95,94.36
2018-06-18,1.47,8.4,52.26,40.64,118.52,7.11,44.38,22.32,132.19
2018-06-19,4.79,11.07,57.38,55.55,119.96,19.91,50.83,23.42,172.12
2018-06-20,4.02,10.58,65.53,45.34,117.37,19.74,45.82,23.77,168.98
2018-06-21,0.95,9.1,69.5,37.22,121.15,17.77,41.5,18.13,152.67
2018-06-22,0.02,8.54,59.6,48.3,120.59,16.94,39.25,16.35,149.75
2018-06-23,0.09,8.19,34.22,41.98,101.81,12.42,34.0,12.4,109.31
2018-06-24,0.24,8.45,35.41,44.15,104.15,13.23,34.66,11.42,112.89
2018-06-25,4.3,10.69,57.2,62.96,123.37,22.28,48.9,23.26,180.69
2018-06-26,5.0,12.31,54.55,63.2,123.72,25.52,47.95,24.71,185.29
2018-06-27,4.03,12.14,55.4,63.81,119.29,18.73,45.31,27.04,181.15
2018-06-28,5.22,10.8,61.43,60.87,119.1,20.92,44.82,24.92,184.15
2018-06-29,2.47,9.0,59.71,53.25,111.96,15.87,45.61,25.48,165.79
2018-06-30,1.59,8.49,42.34,35.82,96.88,11.67,36.18,13.99,113.91
2018-07-01,0.64,7.69,37.23,36.02,98.84,11.72,35.21,11.2,104.51
2018-07-02,10.28,11.32,66.38,53.41,115.27,19.21,49.38,24.1,184.69
2018-07-03,13.29,11.53,75.38,59.2,117.55,23.68,51.9,27.69,210.77
2018-07-04,13.22,10.84,76.28,66.95,119.66,25.35,51.85,29.49,222.12
2018-07-05,11.75,11.12,71.49,65.91,117.95,25.34,50.89,28.0,213.61
2018-07-06,8.33,12.76,60.99,59.7,113.06,7.5,50.55,27.42,176.7
2018-07-07,2.22,9.86,41.07,49.64,94.14,7.52,41.86,20.72,131.04
2018-07-08,2.44,7.03,35.34,46.48,96.4,13.07,37.62,14.57,118.93
2018-07-09,10.1,12.24,66.92,61.24,117.46,19.23,48.53,24.62,194.35
2018-07-10,10.3,12.3,72.01,55.62,122.81,25.57,48.35,25.44,201.25
2018-07-11,10.99,13.01,69.16,62.25,124.81,29.39,46.24,24.12,208.92
2018-07-12,10.43,12.85,68.98,66.79,122.23,28.87,47.05,24.52,212.44
2018-07-13,9.35,11.84,72.27,68.65,116.39,28.46,45.32,22.02,212.59
2018-07-14,4.23,6.43,54.32,48.4,97.95,19.11,40.53,17.6,150.08
2018-07-15,3.24,7.68,45.83,44.27,97.87,15.57,36.35,12.57,129.16
2018-07-16,10.4,12.35,71.97,65.54,117.35,27.18,46.81,21.37,208.8
2018-07-17,9.35,10.67,73.68,66.44,116.72,26.74,45.74,22.52,209.4
2018-07-18,6.87,10.87,75.9,71.0,116.53,26.25,47.79,24.17,215.06
2018-07-19,10.08,12.34,79.43,61.48,118.48,25.72,48.79,23.99,213.04
2018-07-20,10.1,11.87,74.21,60.5,114.8,26.0,47.49,24.33,207.01
2018-07-21,4.13,8.82,49.01,48.54,100.46,22.75,38.97,17.92,151.17
2018-07-22,4.32,8.68,42.82,41.84,97.2,14.02,36.66,14.07,125.75
2018-07-23,13.9,13.96,67.6,57.29,117.94,26.39,44.82,20.57,199.71
2018-07-24,15.62,12.79,72.52,64.86,119.5,31.62,45.52,22.66,220.06
2018-07-25,14.49,12.76,76.67,60.93,118.11,31.31,48.28,25.0,221.16
2018-07-26,13.85,12.76,80.41,55.53,115.24,30.43,47.11,23.38,216.36
2018-07-27,11.13,11.89,76.82,54.06,107.51,25.83,45.47,22.82,202.56
2018-07-28,1.92,6.96,55.29,23.01,91.45,12.35,39.84,14.1,113.63
2018-07-29,1.49,8.5,47.89,26.76,92.02,10.75,36.31,9.84,105.24
2018-07-30,10.91,12.81,87.66,43.21,114.18,12.79,47.4,20.62,188.0
2018-07-31,10.45,12.4,94.98,38.95,114.54,27.15,49.57,24.74,208.68
2018-08-01,11.45,12.69,98.11,43.11,118.35,14.48,50.39,26.04,205.89
2018-08-02,11.37,13.03,91.82,56.07,117.93,17.06,52.25,26.03,215.38
2018-08-03,10.96,13.76,85.39,62.78,112.45,17.15,52.72,27.28,217.32
2018-08-04,7.06,9.62,66.27,43.9,94.76,11.62,46.14,22.97,161.44
2018-08-05,6.24,9.41,58.58,41.42,95.22,17.39,41.94,17.83,150.88
2018-08-06,11.68,13.66,79.73,58.85,118.05,31.0,51.6,26.6,221.52
2018-08-07,11.27,13.11,80.5,61.77,114.66,30.01,48.13,26.09,222.75
2018-08-08,10.37,11.97,75.85,49.16,116.12,29.32,49.55,24.22,200.89
2018-08-09,5.67,10.55,72.03,48.83,113.86,26.37,47.56,22.98,186.45
2018-08-10,3.93,7.05,64.08,42.05,109.24,16.02,42.41,15.59,148.72
2018-08-11,2.92,7.32,50.01,38.67,93.48,10.89,38.79,11.68,121.48
2018-08-12,2.76,8.09,47.05,44.54,95.63,12.59,37.84,12.43,127.47
2018-08-13,9.37,12.78,54.72,60.04,115.39,25.16,46.33,22.24,184.31
2018-08-14,8.27,11.57,46.5,51.44,116.2,26.36,46.87,19.86,164.0
2018-08-15,5.88,11.19,40.74,39.17,115.02,25.09,45.74,19.26,141.33
2018-08-16,8.0,12.85,45.14,43.68,116.72,26.88,48.12,21.72,158.27
2018-08-17,6.3,13.0,54.81,37.0,114.85,29.38,47.74,25.96,166.45
2018-08-18,2.79,10.28,50.26,33.32,97.05,16.7,41.74,18.54,131.89
2018-08-19,1.75,9.45,48.34,37.62,98.4,6.36,39.2,15.19,118.71
2018-08-20,9.08,14.32,67.37,65.76,122.56,13.42,55.6,27.16,197.1
2018-08-21,10.99,12.93,75.67,57.82,127.34,35.79,51.34,27.55,220.75
2018-08-22,10.71,12.48,76.63,53.74,126.87,18.16,51.94,26.65,198.38
2018-08-23,9.32,12.4,72.73,41.82,124.94,15.91,51.98,28.21,180.4
2018-08-24,7.98,11.83,66.43,29.17,117.18,12.88,49.16,21.4,149.69
