Date,Slovakia_to_Austria,Russia_Nord_Stream_to_Germany,Norway_to_Europe,Netherlands_Production,GB_Production,LNG_Import,Algeria_to_Italy,Libya_to_Italy,Spain_to_France,Denmark_to_Germany,Czech_and_Poland_to_Germany,Austria_to_Hungary_Export,Slovenia_to_Austria,MAB_to_Austria,TAP_to_Italy,Austria_Production,Italy_Production,Germany_Production,Total_Supply
2023-09-13,15.87,0.0,120.26,22.09,80.12,197.28,62.1,8.04,-2.6,0.0,-18.2,-3.5,-1.64,5.07,29.35,1.33,7.28,9.09,531.94
2023-09-14,15.48,0.0,123.44,21.85,78.5,209.21,62.08,6.03,-0.71,0.0,-14.76,-0.27,-1.6,6.13,25.7,1.33,7.4,8.63,548.43
2023-09-15,16.54,0.0,126.04,20.5,84.79,194.95,77.26,6.03,-3.94,0.0,-14.22,-1.13,-1.52,5.61,26.61,1.34,7.36,7.86,554.07
2023-09-16,14.87,0.0,134.19,22.13,88.04,138.31,76.55,5.02,3.47,0.0,-21.3,-1.12,0.42,4.13,26.86,1.33,7.37,9.26,509.51
2023-09-17,15.44,0.0,139.1,22.43,85.88,136.91,76.8,5.02,3.63,0.0,-21.4,-1.42,1.15,1.2,26.8,1.33,7.36,9.02,509.24
2023-09-18,15.79,0.0,154.16,20.26,72.75,185.95,77.29,6.52,-3.08,0.0,-20.31,-1.07,-1.64,0.0,25.86,1.34,7.27,9.0,550.09
2023-09-19,16.03,0.0,139.19,16.83,83.81,177.77,76.75,4.51,-2.12,0.0,-16.67,-0.05,-1.65,2.62,28.98,1.3,7.36,9.49,544.15
2023-09-20,15.01,0.0,118.31,17.35,87.8,205.88,77.82,4.53,3.51,0.0,-18.41,0.0,-1.73,2.71,25.49,1.32,7.1,9.67,556.35
2023-09-21,16.42,0.0,171.68,18.94,89.89,194.72,78.33,4.03,4.35,0.0,-16.05,0.0,-0.84,2.79,25.5,1.32,7.37,10.11,608.56
2023-09-22,16.66,0.0,198.03,21.53,85.99,181.27,79.62,4.01,8.77,0.0,-17.57,-0.13,-0.9,3.64,26.87,1.31,7.42,9.74,626.26
2023-09-23,13.07,0.0,190.74,24.28,89.43,147.9,77.95,2.52,3.86,0.0,-16.71,0.0,0.29,3.7,28.27,1.29,7.31,9.82,583.73
2023-09-24,13.13,0.0,184.6,24.06,88.41,162.37,79.25,2.52,3.85,0.0,-16.39,0.0,0.59,3.73,28.13,1.28,7.24,9.75,592.53
2023-09-25,13.97,0.0,223.38,24.85,87.14,165.52,80.27,4.5,-1.25,0.0,-16.36,-0.1,-0.1,3.31,28.24,1.17,7.18,9.7,631.44
2023-09-26,16.65,0.0,195.7,25.43,88.13,189.43,80.67,4.51,6.09,0.0,-15.04,-0.18,-0.2,1.24,28.21,0.81,7.19,8.55,637.16
2023-09-27,16.59,0.0,211.53,24.49,88.14,203.17,80.19,4.52,9.59,-5.78,-21.08,-1.51,0.2,1.52,28.19,1.05,7.23,8.68,656.73
2023-09-28,16.53,0.0,217.56,25.7,86.74,163.61,78.58,7.0,3.97,-0.23,-21.68,-1.73,0.35,-1.16,28.15,1.16,7.29,8.58,620.42
2023-09-29,16.34,0.0,233.52,24.23,89.56,180.94,78.41,6.99,4.9,0.0,-18.01,-0.98,1.34,3.58,28.17,1.22,7.3,9.18,666.7
2023-09-30,15.19,0.0,246.97,25.08,89.49,185.08,79.03,3.51,-0.28,0.0,-20.09,-0.42,1.93,3.34,27.6,1.24,7.21,8.11,673.0
2023-10-01,22.87,0.0,248.7,23.46,84.73,207.64,49.17,8.51,1.45,0.0,-16.8,-0.12,1.23,2.47,27.35,1.25,7.29,9.29,678.49
2023-10-02,26.67,0.0,251.59,23.42,85.24,216.84,57.75,5.02,-4.08,0.0,-19.33,-0.89,1.08,2.66,29.35,1.26,7.3,7.78,691.66
2023-10-03,26.9,0.0,245.17,23.51,85.34,213.07,57.45,7.02,-4.2,0.0,-15.9,-2.28,1.21,2.96,28.15,1.18,7.39,8.11,685.08
2023-10-04,16.21,0.0,243.56,24.18,82.92,229.2,57.12,6.01,-3.38,-0.54,-20.55,-1.75,1.04,-2.6,26.12,1.17,7.38,7.59,673.69
2023-10-05,22.75,0.0,261.66,24.81,84.79,184.64,57.2,5.02,-3.66,-2.12,-19.1,-0.45,0.98,-1.94,26.18,1.1,7.4,8.0,657.26
2023-10-06,20.39,0.0,257.64,25.32,86.95,216.82,57.09,7.0,-4.9,0.0,-19.64,-0.96,1.39,-1.27,26.22,1.17,7.49,8.16,688.86
2023-10-07,9.8,0.0,268.98,25.85,85.67,177.7,33.88,5.0,-4.75,0.0,-16.67,-0.33,1.39,-0.69,25.93,0.98,7.52,7.87,628.13
2023-10-08,11.2,0.0,258.44,25.84,89.67,184.6,32.44,5.0,-4.99,0.0,-15.84,0.0,1.42,-2.2,27.89,0.81,7.48,7.91,629.67
2023-10-09,15.41,0.0,267.63,25.51,89.74,238.48,48.36,8.95,-4.72,0.0,-17.98,-0.6,-1.06,-1.9,28.62,0.77,7.42,8.94,713.58
2023-10-10,27.17,0.0,286.75,25.95,88.77,239.39,49.84,9.0,-5.38,0.0,-18.73,0.0,-1.58,-0.83,28.65,0.78,7.31,8.89,745.99
2023-10-11,28.03,0.0,284.49,25.9,89.78,231.16,53.68,5.01,0.36,0.0,-17.96,0.0,-1.5,1.14,25.87,0.74,7.37,8.83,742.91
2023-10-12,27.02,0.0,303.92,24.6,89.34,230.66,63.48,3.01,11.16,0.0,-15.9,-0.0,-1.47,-0.55,24.45,0.81,7.16,8.79,776.47
2023-10-13,27.42,0.0,301.79,25.14,85.87,216.72,63.73,6.02,0.65,0.0,-16.39,-0.15,-1.58,0.0,27.87,0.94,7.34,8.82,754.21
2023-10-14,27.1,0.0,307.77,24.73,85.53,191.16,52.37,6.02,7.43,0.0,-16.11,-0.09,0.37,3.04,30.96,1.11,7.36,8.68,737.43
2023-10-15,26.16,0.0,307.18,25.15,83.24,206.32,52.11,6.03,8.46,0.0,-16.18,-0.08,0.28,1.98,29.53,1.1,7.23,8.35,746.85
2023-10-16,26.3,0.0,301.87,26.21,86.89,262.75,73.75,8.01,7.26,0.0,-16.66,-0.1,-1.46,1.99,29.52,1.12,7.07,8.37,822.89
2023-10-17,27.14,0.0,282.71,24.75,90.25,233.63,76.52,8.05,9.4,0.0,-16.21,-2.24,-1.47,6.63,29.53,1.15,7.4,8.06,785.29
2023-10-18,27.89,0.0,281.13,23.46,93.78,218.85,74.79,10.05,13.03,0.0,-16.59,-0.62,-1.52,-3.29,29.32,1.15,7.01,6.83,765.28
2023-10-19,24.29,0.0,267.73,25.11,93.11,242.21,76.99,7.05,11.38,0.0,-19.91,-1.13,-0.55,-5.57,29.32,1.13,7.31,7.44,765.91
2023-10-20,23.5,0.0,286.09,23.15,93.03,235.31,67.2,6.04,9.96,-2.83,-20.61,-0.12,0.45,-3.05,29.4,1.27,7.15,8.69,764.59
2023-10-21,23.89,0.0,264.82,24.57,95.88,233.8,42.4,3.54,8.69,-2.33,-16.32,-0.13,0.51,-2.83,29.55,1.33,7.26,8.99,723.63
2023-10-22,23.76,0.0,261.59,24.68,96.42,249.47,41.22,6.55,8.25,-1.79,-16.69,-0.14,0.42,-2.78,29.55,1.32,7.38,8.91,738.12
2023-10-23,28.62,0.0,273.26,25.56,85.53,295.6,60.87,6.06,3.42,-0.0,-21.66,-0.73,-0.88,-2.98,29.62,1.38,7.31,8.78,799.74
2023-10-24,26.02,0.0,269.02,25.78,96.78,287.88,67.78,3.05,5.5,-0.06,-21.58,-1.05,-0.55,0.0,29.88,1.41,7.36,8.52,805.73
2023-10-25,24.22,0.0,266.91,26.28,97.54,273.27,69.22,5.09,9.86,0.0,-17.48,-0.33,-0.77,0.0,30.04,1.43,7.37,8.83,801.48
2023-10-26,24.73,0.0,279.75,25.63,89.06,272.69,72.94,5.05,13.53,0.0,-15.78,0.0,-0.25,0.0,29.93,1.44,7.4,8.91,815.01
2023-10-27,24.49,0.0,282.44,27.1,89.33,270.4,62.0,6.05,10.17,-0.69,-13.07,0.0,-0.48,0.0,29.76,1.43,7.41,8.88,805.2
2023-10-28,23.26,0.0,285.81,27.88,93.6,269.71,46.53,4.03,11.66,-1.6,-16.49,0.0,0.88,-3.77,29.68,1.49,7.43,9.55,789.64
2023-10-29,23.03,0.0,278.81,26.95,89.97,262.77,45.11,6.05,13.58,-1.91,-15.97,-1.16,0.85,-4.7,29.94,1.42,7.33,9.18,771.23
2023-10-30,23.64,0.0,284.04,27.22,87.86,276.62,67.44,6.05,9.58,-2.06,-14.73,-1.84,-0.52,-3.59,29.94,1.43,7.25,9.48,807.81
2023-10-31,23.81,0.0,283.33,26.07,82.03,301.85,69.13,7.04,-0.02,-0.01,-12.09,-1.03,0.89,0.0,31.07,1.42,7.24,8.97,829.72
2023-11-01,21.48,0.0,287.13,25.77,86.39,313.59,46.44,5.03,-0.08,0.0,-16.19,-0.71,0.24,0.9,30.34,1.42,7.29,9.12,818.16
2023-11-02,12.95,0.0,296.3,24.85,77.26,302.14,43.33,7.04,4.82,0.0,-14.78,-2.27,0.34,3.71,28.6,1.4,7.31,7.6,800.6
2023-11-03,20.58,0.0,277.77,27.14,81.8,309.74,43.0,6.02,8.43,0.0,-16.17,-2.11,-0.23,0.0,29.75,1.42,6.87,8.32,802.32
2023-11-04,20.48,0.0,290.04,27.32,91.55,287.04,45.47,6.04,2.91,0.0,-16.26,-0.88,0.18,-2.82,29.73,1.41,7.12,7.48,796.81
2023-11-05,20.39,0.0,303.93,26.69,94.66,281.39,42.42,6.02,1.78,0.0,-16.51,-3.61,0.24,-2.9,29.75,1.4,7.29,8.74,801.68
2023-11-06,22.71,0.0,300.66,25.77,90.03,339.89,45.37,9.02,2.68,0.0,-19.76,-5.35,-0.86,-2.83,29.72,1.41,7.23,7.45,853.14
2023-11-07,22.6,0.0,302.06,26.03,92.16,337.81,45.98,10.03,6.83,0.0,-20.61,-0.53,-0.84,0.68,29.71,1.41,7.16,6.16,866.62
2023-11-08,22.57,0.0,308.7,26.61,90.5,340.74,45.67,9.05,5.47,0.0,-21.52,-0.24,-0.93,-1.4,28.67,1.41,7.26,7.72,870.26
2023-11-09,22.9,0.0,312.93,25.89,89.56,334.19,50.51,9.03,16.01,0.0,-18.87,-0.37,-0.81,4.59,28.7,1.39,7.21,7.79,890.64
2023-11-10,22.14,0.0,307.35,26.29,88.64,365.43,50.84,8.11,14.77,0.0,-15.69,-1.97,-0.66,0.56,28.69,1.41,7.02,8.01,910.94
2023-11-11,21.34,0.0,288.18,26.73,88.13,359.49,60.96,7.63,17.99,0.0,-17.25,-0.29,-0.44,0.52,28.7,1.43,7.05,7.89,898.06
2023-11-12,21.45,0.0,285.09,26.54,87.87,356.0,58.59,9.07,18.83,0.0,-18.18,-1.09,-0.48,-2.1,28.7,1.43,7.23,7.98,886.93
2023-11-13,20.68,0.0,286.33,24.16,88.81,337.33,54.61,11.03,9.4,0.0,-21.37,-1.27,-1.02,1.37,28.71,1.43,7.23,8.02,855.44
2023-11-14,22.87,0.0,292.24,22.15,88.65,340.81,54.44,9.96,2.44,0.0,-21.5,-0.42,-0.92,-2.04,28.71,1.43,7.23,8.04,854.09
2023-11-15,22.64,0.0,296.49,24.29,91.71,313.15,54.57,7.96,6.6,-2.29,-25.24,-0.37,-0.43,-0.79,29.71,1.43,7.07,8.08,834.58
2023-11-16,22.67,0.0,307.51,25.52,85.9,339.43,54.82,9.94,7.68,-0.0,-18.97,0.0,-0.62,1.07,27.7,1.4,7.26,7.53,878.84
2023-11-17,22.74,0.0,310.03,26.54,86.3,342.57,55.32,10.97,10.2,0.0,-15.36,-1.03,-0.66,2.34,26.71,1.39,7.07,8.93,894.07
2023-11-18,21.71,0.0,318.12,27.01,87.08,294.37,51.42,9.46,12.64,0.0,-18.45,-2.59,-0.47,2.36,28.7,1.4,6.87,9.04,848.66
2023-11-19,20.86,0.0,318.12,26.21,87.46,300.5,50.54,7.47,12.42,-0.02,-20.9,-3.36,-0.65,0.86,28.7,1.39,7.34,8.93,845.87
2023-11-20,21.11,0.0,318.29,25.75,90.73,322.11,52.05,11.44,5.13,0.0,-15.6,-1.32,-0.69,3.11,28.69,1.4,7.09,8.82,878.13
2023-11-21,22.54,0.0,320.39,25.68,91.2,322.52,50.72,11.96,14.1,-1.56,-14.55,-0.59,-0.81,5.55,27.49,1.39,7.2,8.01,891.23
2023-11-22,23.0,0.0,319.91,25.48,85.97,286.21,50.87,10.98,15.01,1.07,-9.14,0.0,-1.04,4.72,26.06,1.38,7.29,7.93,855.71
2023-11-23,23.33,0.0,324.54,25.69,88.67,245.37,51.75,12.68,20.57,2.82,-9.97,-0.24,-1.28,4.83,28.11,1.39,7.35,8.71,834.3
2023-11-24,23.35,0.0,306.52,24.24,89.61,267.59,58.69,14.93,14.11,0.0,-10.14,0.0,-1.02,4.5,27.6,1.4,6.78,8.75,836.91
2023-11-25,20.03,0.0,312.66,35.86,91.64,300.82,52.14,10.46,19.53,0.0,-8.6,0.0,-0.82,4.28,27.65,1.41,7.18,8.88,883.1
2023-11-26,20.07,0.0,321.37,39.02,92.22,324.32,51.48,10.48,18.14,0.0,-8.35,0.0,-0.9,5.03,27.64,1.4,7.08,8.73,917.72
2023-11-27,19.91,0.0,311.2,38.56,90.23,357.4,64.61,12.93,14.64,-0.05,-7.45,0.0,-1.5,6.02,27.63,1.41,6.71,8.73,950.96
2023-11-28,23.74,0.0,301.69,54.17,87.17,367.25,66.31,5.96,11.72,-5.39,-7.28,0.0,-1.09,7.52,26.3,1.41,7.08,9.04,955.6
2023-11-29,24.03,0.0,307.13,33.07,88.39,339.67,66.23,9.96,14.49,-1.38,-7.13,0.0,-1.59,6.06,24.3,1.41,7.25,8.79,920.68
2023-11-30,23.86,0.0,322.27,42.37,87.19,356.2,66.8,6.98,7.61,-3.57,-2.23,0.0,-1.58,7.95,24.32,1.44,7.18,8.78,955.56
2023-12-01,25.58,0.0,320.56,39.99,75.3,379.66,62.61,5.99,-0.66,-4.37,-2.43,-1.64,-1.55,5.84,25.44,1.43,7.0,8.92,947.67
2023-12-02,23.78,0.0,322.04,41.03,64.33,349.76,58.87,5.0,1.9,-1.46,-5.65,0.0,-0.99,5.88,27.33,1.4,7.32,9.01,909.55
2023-12-03,23.83,0.0,325.26,37.89,89.27,351.53,55.57,5.96,2.82,-3.32,-6.99,0.0,-1.35,5.89,27.3,1.34,7.21,9.14,931.34
2023-12-04,26.8,0.0,321.54,39.09,94.45,367.67,59.26,9.96,0.04,-2.92,-8.27,0.0,-2.34,7.35,27.3,1.34,7.38,9.08,957.72
2023-12-05,27.77,0.0,313.43,38.91,91.5,382.57,63.07,6.98,-4.03,-1.93,-7.58,0.0,-1.94,8.65,27.75,1.41,7.07,9.22,962.84
2023-12-06,28.57,0.0,317.36,37.55,88.4,375.01,63.49,5.99,-3.67,-0.31,-10.7,0.0,-3.06,13.12,27.51,1.39,7.05,9.07,956.77
2023-12-07,28.01,0.0,320.64,36.01,89.51,355.47,64.25,5.98,0.0,0.0,-10.12,0.0,-3.14,7.02,28.7,1.44,7.0,9.24,940.02
2023-12-08,24.26,0.0,317.06,32.61,92.76,338.09,59.59,5.97,0.21,0.0,-12.46,0.0,-1.57,6.81,28.68,1.43,6.71,8.95,909.12
2023-12-09,23.23,0.0,311.99,31.16,93.2,279.85,60.2,4.98,5.11,1.35,-9.67,0.0,-1.28,5.57,25.62,1.42,6.54,8.74,847.99
2023-12-10,23.24,0.0,318.08,32.02,89.12,277.59,57.41,4.99,2.45,0.0,-10.17,0.0,-1.0,4.23,25.62,1.42,6.94,8.31,840.24
2023-12-11,21.65,0.0,321.56,25.42,94.41,310.29,59.5,4.99,-0.91,0.0,-8.75,-0.18,-1.94,5.78,26.5,1.33,6.87,8.31,874.85
2023-12-12,26.32,0.0,320.47,23.59,93.23,304.53,59.47,4.0,-6.26,0.0,-14.67,0.0,-1.57,6.05,26.07,1.34,6.92,9.03,858.5
2023-12-13,28.07,0.0,321.09,27.99,96.31,338.91,58.6,0.02,-1.32,0.84,-16.23,-0.27,-1.78,6.86,25.41,1.34,7.03,10.39,903.26
2023-12-14,27.26,0.0,324.43,26.15,89.85,336.23,58.44,2.99,-3.12,0.0,-14.21,0.0,-1.8,5.9,25.27,1.33,6.96,10.58,896.26
2023-12-15,27.88,0.0,322.56,28.54,89.96,341.38,56.72,5.96,-6.05,0.0,-10.69,0.0,-1.41,5.56,22.71,1.43,6.49,10.19,901.23
2023-12-16,25.48,0.0,328.01,28.22,94.99,324.81,58.38,5.96,-0.32,0.7,-17.03,0.0,-0.9,5.56,22.61,1.43,7.04,10.45,895.39
2023-12-17,25.23,0.0,323.61,31.08,88.99,320.38,58.32,7.43,-2.01,0.0,-15.86,0.0,-0.9,-3.96,22.61,1.43,7.96,10.51,874.83
2023-12-18,24.87,0.0,324.86,28.64,91.06,329.61,57.61,8.43,-7.89,0.12,-15.8,0.0,-1.67,0.0,22.57,1.42,6.93,10.61,881.35
2023-12-19,24.31,0.0,329.77,29.08,86.42,322.79,53.77,6.96,-7.46,0.52,-17.12,0.0,-1.86,5.11,22.58,1.38,6.97,10.41,873.62
2023-12-20,26.8,0.0,325.37,28.7,89.55,287.42,54.4,6.45,0.68,0.51,-15.43,-0.26,-2.01,5.73,22.58,1.41,7.0,10.85,849.73
2023-12-21,26.08,0.0,323.6,28.2,93.96,263.84,53.93,5.48,3.63,0.0,-15.3,0.0,-1.75,5.29,22.58,1.41,7.13,10.79,828.86
2023-12-22,25.89,0.0,323.01,26.29,92.62,251.22,51.54,6.94,6.68,0.0,-15.89,0.0,-0.99,5.23,22.55,1.39,7.15,10.58,814.23
2023-12-23,23.72,0.0,319.47,30.47,88.98,240.02,45.32,3.48,13.32,0.36,-15.17,-0.75,-0.75,-6.91,21.57,1.39,7.02,10.61,782.16
2023-12-24,23.96,0.0,323.31,29.11,93.11,245.59,43.64,3.47,11.26,0.58,-15.39,-0.59,-0.71,-2.78,21.64,1.39,7.34,10.44,795.37
2023-12-25,23.85,0.0,322.93,29.44,95.05,245.36,47.03,3.98,5.11,0.43,-15.03,-0.38,-0.87,-2.82,21.62,1.4,7.37,10.45,794.92
2023-12-26,24.09,0.0,323.38,27.23,96.07,255.98,43.66,3.97,0.05,0.52,-14.05,-0.59,-0.51,-2.66,21.6,1.41,7.3,10.32,797.78
2023-12-27,23.62,0.0,324.11,28.3,93.14,272.53,54.88,3.96,0.15,0.67,-15.36,-0.29,-1.51,-3.78,21.91,1.37,7.07,10.35,821.12
2023-12-28,26.25,0.0,316.05,27.36,94.45,272.46,56.16,3.98,-0.17,0.0,-13.14,0.0,-0.87,3.66,25.49,1.34,7.17,10.25,830.45
2023-12-29,25.24,0.0,318.76,27.79,97.64,261.83,56.37,3.97,1.49,0.0,-18.03,0.0,-0.35,1.98,25.5,1.37,7.04,10.19,820.79
2023-12-30,24.04,0.0,323.88,28.96,96.12,238.73,40.98,2.98,5.5,0.0,-10.88,0.0,-0.97,1.95,25.52,1.38,6.69,10.28,795.17
2023-12-31,24.28,0.0,323.1,28.95,96.92,239.91,39.81,2.99,6.21,1.31,-10.5,0.0,-0.96,-4.58,25.49,1.36,7.27,10.14,791.71
2024-01-01,21.01,0.0,326.84,39.57,96.25,239.27,43.23,3.97,-1.3,0.0,-7.01,0.0,0.06,-3.97,25.66,1.37,7.26,9.69,801.92
2024-01-02,24.53,0.0,325.13,43.17,96.25,255.36,46.18,3.97,-4.82,0.0,-7.98,0.0,-0.28,-6.99,26.63,1.36,6.89,10.2,819.61
2024-01-03,23.33,0.0,321.55,36.73,95.72,251.71,46.59,3.97,-6.12,0.0,-14.31,0.0,-0.35,-5.77,26.66,1.36,7.18,10.48,798.73
2024-01-04,24.45,0.0,315.58,41.06,95.88,251.38,33.58,4.97,-3.58,0.0,-14.15,0.0,-0.26,-2.01,29.78,1.4,7.14,10.73,795.94
2024-01-05,26.51,0.0,319.24,38.07,97.29,234.04,46.88,5.95,-3.04,-1.19,-5.7,0.0,-0.63,-3.1,29.77,1.37,7.03,10.54,803.03
2024-01-06,24.32,0.0,313.56,41.89,92.68,249.34,49.45,3.99,-1.05,-0.13,-4.56,0.0,-0.29,-3.39,28.96,1.36,7.26,10.37,813.76
2024-01-07,24.34,0.0,319.73,42.79,91.25,264.3,48.71,3.49,-5.87,-2.13,-4.06,0.0,-0.26,-1.1,28.96,1.34,7.28,10.22,829.0
2024-01-08,24.25,0.0,316.14,38.73,89.63,324.82,49.44,5.96,-6.86,-5.16,-3.32,-0.52,-1.68,4.76,30.13,1.3,6.93,10.3,884.85
2024-01-09,26.47,0.0,315.14,37.98,88.3,355.3,48.5,6.97,-7.44,-9.29,-7.71,0.0,-1.83,4.71,25.66,1.33,7.01,9.58,900.66
2024-01-10,27.05,0.0,317.75,40.03,82.02,358.35,48.31,6.95,-5.64,-4.33,-4.64,0.0,-3.41,5.02,27.44,1.35,7.53,9.83,913.6
2024-01-11,28.07,0.0,317.73,34.05,85.42,373.37,48.26,3.98,-4.75,-2.78,-5.75,-0.46,-3.57,12.31,25.62,1.34,7.23,9.85,929.91
2024-01-12,27.47,0.0,297.15,38.76,91.46,347.25,48.74,3.97,-6.05,-2.2,-4.82,0.0,-3.33,6.8,25.62,1.33,7.24,10.22,889.61
2024-01-13,23.33,0.0,313.71,39.12,92.03,296.81,45.87,2.99,-1.82,-0.01,-3.86,0.0,-1.31,6.26,25.64,1.34,7.24,10.27,857.62
2024-01-14,23.08,0.0,302.23,35.64,93.45,313.16,46.07,2.99,-1.53,0.0,-3.74,0.0,-1.03,-4.16,25.65,1.35,7.19,10.14,850.5
2024-01-15,23.57,0.0,302.56,43.05,91.96,343.45,46.58,3.98,-1.99,-0.67,-3.72,0.0,-1.56,3.02,25.63,1.35,7.29,10.1,894.61
2024-01-16,26.23,0.0,314.43,41.51,94.32,341.31,50.03,6.0,-1.12,-0.01,-2.12,0.0,-1.58,-0.99,25.2,1.35,7.29,10.28,912.13
2024-01-17,26.12,0.0,319.75,43.71,93.13,344.08,49.96,4.98,2.77,0.0,-2.54,0.0,-1.52,1.6,25.42,1.37,7.34,10.29,926.45
2024-01-18,25.68,0.0,324.91,34.17,80.35,335.09,36.14,4.99,1.37,0.0,-2.96,0.0,-1.45,1.05,25.01,1.36,7.35,10.5,883.54
2024-01-19,24.58,0.0,321.9,35.42,79.76,288.1,28.63,5.49,-1.82,0.0,-3.86,-0.17,-1.84,1.06,27.16,1.35,7.44,10.59,823.79
2024-01-20,25.78,0.0,320.74,34.77,93.69,284.64,36.86,5.45,-0.67,0.0,-6.34,-0.14,-1.71,-3.44,29.07,1.35,7.4,10.62,838.07
2024-01-21,23.51,0.0,320.46,34.81,91.57,279.87,30.75,5.47,0.12,0.0,-6.58,0.0,-1.67,-3.95,29.1,1.35,7.28,10.46,822.54
2024-01-22,23.59,0.0,317.89,37.9,93.2,271.9,43.11,9.92,-2.87,-1.7,-9.09,-0.22,-1.67,-4.62,29.21,1.37,7.27,10.6,825.8
2024-01-23,23.52,0.0,310.76,31.58,97.8,277.91,38.52,6.94,-6.04,-1.97,-12.54,-0.13,-1.63,-3.33,28.89,1.35,7.25,10.17,809.07
2024-01-24,25.11,0.0,318.24,33.46,94.52,259.98,37.79,5.46,-1.0,-2.09,-15.12,-0.11,-1.66,-4.05,29.0,1.34,7.3,10.44,798.61
2024-01-25,23.48,0.0,321.56,32.07,76.02,270.03,38.6,2.98,-3.98,0.0,-9.94,-0.12,-1.33,-8.67,28.82,1.34,7.35,10.8,789.01
2024-01-26,24.72,0.0,323.06,28.69,81.82,252.79,38.73,4.97,-4.95,1.37,-15.43,0.0,-1.32,-4.86,24.59,1.37,7.32,10.42,773.29
2024-01-27,22.69,0.0,320.8,28.35,88.45,236.43,38.33,3.49,-0.19,0.12,-11.6,-0.12,-1.5,-5.51,25.02,1.38,7.42,10.41,763.97
2024-01-28,23.0,0.0,320.12,24.54,90.55,234.24,38.33,3.49,1.86,0.8,-11.96,-0.12,-1.58,-5.25,25.0,1.37,7.42,10.36,762.19
2024-01-29,23.19,0.0,316.39,27.28,95.11,268.65,40.36,6.94,-2.23,0.81,-8.87,-0.1,-1.77,-6.32,25.18,1.38,7.38,10.52,803.9
2024-01-30,23.48,0.0,317.91,26.93,89.06,262.93,56.28,5.98,-5.16,0.9,-14.87,-0.29,-1.76,-1.94,24.81,1.37,7.36,10.37,803.36
2024-01-31,23.46,0.0,310.37,33.85,90.93,252.12,63.28,5.95,-6.49,0.7,-12.96,0.0,-1.54,-4.03,24.42,1.3,7.42,9.95,798.74
2024-02-01,24.18,0.0,322.77,46.48,91.54,267.86,64.08,3.96,-4.07,0.0,-16.23,-0.07,-2.21,-1.71,25.6,1.31,7.46,10.24,841.18
2024-02-02,24.21,0.0,319.32,45.51,91.04,256.73,54.91,3.97,-3.34,0.0,-16.24,-0.18,-1.9,-2.19,25.52,1.3,7.41,10.48,816.55
2024-02-03,23.4,0.0,300.67,47.38,91.06,229.71,38.77,2.98,-1.42,0.0,-16.92,-0.42,-2.2,-2.27,25.52,1.31,7.47,10.51,755.55
2024-02-04,23.27,0.0,247.51,46.77,90.36,231.5,38.12,2.97,-1.9,0.44,-16.5,0.0,-2.1,-2.45,25.53,1.31,7.49,10.73,703.05
2024-02-05,23.66,0.0,261.49,44.98,90.78,246.04,53.21,5.95,-3.97,-3.43,-15.22,0.0,-1.57,-1.26,25.51,1.31,7.45,10.37,745.32
2024-02-06,23.82,0.0,272.19,43.99,85.98,250.23,55.08,3.98,-1.29,-2.85,-17.54,-0.36,-2.36,-2.84,25.63,1.34,7.42,10.59,753.0
2024-02-07,24.19,0.0,281.34,35.85,88.93,269.23,39.37,3.98,2.51,0.0,-13.71,-0.4,-2.07,-0.76,24.12,1.32,7.45,10.46,771.82
2024-02-08,24.13,0.0,291.08,38.35,88.94,274.8,40.12,3.98,0.82,0.0,-7.19,-0.25,-1.69,-2.95,30.94,1.35,7.48,10.5,800.41
2024-02-09,24.43,0.0,317.43,41.04,74.86,236.3,42.83,4.95,1.67,0.0,-12.06,-0.53,-1.6,-3.21,30.97,1.32,7.41,9.97,775.78
2024-02-10,24.61,0.0,318.13,40.97,88.61,221.07,33.35,3.98,2.1,0.0,-13.19,-0.29,-1.49,-3.21,29.99,1.32,7.41,10.56,763.92
2024-02-11,23.44,0.0,318.02,38.88,88.67,219.78,32.78,4.04,1.62,0.0,-12.8,-0.08,-1.45,-2.83,29.98,1.32,7.39,10.31,759.06
2024-02-12,23.35,0.0,317.48,33.42,86.46,243.5,38.28,5.03,2.91,0.0,-11.54,-0.3,-2.21,-3.51,29.98,1.37,7.37,10.23,781.83
2024-02-13,24.16,0.0,318.24,33.1,86.18,245.55,42.84,7.02,1.77,0.0,-12.13,-0.39,-2.12,0.73,30.0,1.38,7.36,10.06,793.76
2024-02-14,24.78,0.0,315.41,31.65,85.55,229.79,45.21,6.02,1.47,0.0,-14.22,-0.26,-2.38,-2.77,29.97,1.4,7.51,10.17,769.29
2024-02-15,25.54,0.0,289.59,32.32,85.96,249.88,50.01,6.0,1.25,0.01,-15.55,-0.28,-2.4,-3.2,29.99,1.4,7.32,9.8,767.64
2024-02-16,24.38,0.0,291.47,31.69,84.53,244.41,49.93,7.0,-0.92,0.51,-13.73,0.0,-2.33,-2.92,30.0,1.39,7.34,10.43,763.18
2024-02-17,24.18,0.0,308.78,40.76,87.61,237.84,46.22,3.5,-1.43,0.79,-12.48,-0.2,-1.72,-2.15,26.98,1.36,7.34,10.3,777.7
2024-02-18,23.43,0.0,314.14,44.13,87.9,239.79,45.84,3.51,-0.8,0.6,-12.66,-0.2,-1.78,-2.92,26.64,1.35,7.29,10.16,786.42
