Date,Slovakia_to_Austria,Russia_Nord_Stream_to_Germany,Norway_to_Europe,Netherlands_Production,GB_Production,LNG_Import,Algeria_to_Italy,Libya_to_Italy,Spain_to_France,Denmark_to_Germany,Czech_and_Poland_to_Germany,Austria_to_Hungary_Export,Slovenia_to_Austria,MAB_to_Austria,TAP_to_Italy,Austria_Production,Italy_Production,Germany_Production,Total_Supply
2019-01-15,117.22,159.62,334.51,110.63,117.0,150.49,50.16,14.77,-20.35,0.0,57.6,-13.64,-4.57,7.75,0.0,2.26,12.8,15.83,1112.07
2019-01-16,119.84,158.84,331.31,118.51,111.48,160.95,50.4,9.86,-20.56,0.98,56.16,-13.22,-4.41,6.8,0.0,2.28,12.69,15.02,1116.94
2019-01-17,131.84,160.37,331.75,125.29,120.11,154.27,49.41,12.79,-19.91,0.43,59.64,-13.26,-4.44,6.81,0.0,2.31,12.69,15.5,1145.6
2019-01-18,134.2,160.28,334.46,135.36,116.02,151.17,52.74,14.27,-19.29,0.56,58.84,-13.26,-4.74,2.37,0.0,2.29,12.83,15.11,1153.22
2019-01-19,124.58,159.37,339.27,137.64,106.24,129.55,55.48,12.3,-17.16,0.01,60.58,-13.26,-4.71,0.45,0.0,2.24,13.05,15.05,1120.68
2019-01-20,123.81,159.51,337.57,140.0,108.63,131.05,53.35,12.31,-16.56,0.0,58.5,-13.26,-4.42,0.32,0.0,2.2,12.96,16.65,1122.61
2019-01-21,132.5,160.0,338.57,141.23,105.23,178.32,58.33,14.76,-19.17,0.54,59.36,-13.24,-5.06,3.43,0.0,2.15,12.94,17.41,1187.31
2019-01-22,130.02,159.55,345.47,145.05,108.66,179.14,50.0,14.75,-19.55,0.0,57.06,-13.25,-5.26,7.71,0.0,2.15,12.77,14.7,1188.98
2019-01-23,128.87,159.26,348.04,143.37,98.51,196.83,57.14,13.79,-16.32,0.0,58.63,-13.74,-5.67,9.24,0.0,2.17,12.85,14.58,1207.54
2019-01-24,136.79,159.64,348.45,142.46,99.86,171.97,57.78,12.32,-17.08,0.0,59.52,-13.74,-5.46,5.23,0.0,2.23,12.87,15.54,1188.39
2019-01-25,128.09,159.84,344.07,141.49,103.19,142.33,54.12,13.78,-20.08,0.0,53.71,-13.75,-5.33,8.26,0.0,2.26,12.7,16.6,1141.3
2019-01-26,114.46,159.42,348.68,127.73,105.41,119.54,52.74,9.04,-16.08,0.74,54.26,-13.73,-5.07,0.48,0.0,2.26,12.72,14.62,1087.23
2019-01-27,110.44,159.59,348.72,122.21,101.08,115.17,52.47,11.01,-16.09,0.35,55.19,-13.75,-4.58,0.0,0.0,2.24,12.85,14.69,1071.58
2019-01-28,102.71,159.71,347.15,122.76,103.84,166.87,52.35,11.99,-17.52,0.53,56.64,-13.71,-4.86,7.43,0.0,2.28,12.94,15.99,1127.1
2019-01-29,120.46,159.52,353.4,124.16,102.93,172.69,54.14,11.99,-17.99,0.37,56.19,-13.72,-5.13,6.88,0.0,2.28,12.98,15.0,1156.15
2019-01-30,124.85,159.66,359.22,138.38,108.62,168.62,54.38,11.99,-18.42,0.63,58.83,-13.74,-5.19,7.08,0.0,2.31,13.01,14.6,1184.82
2019-01-31,114.58,160.12,361.08,136.19,102.58,179.2,53.79,11.99,-16.83,0.0,53.96,-13.7,-4.93,5.94,0.0,2.35,13.0,13.99,1173.31
2019-02-01,127.57,159.13,361.79,126.67,108.41,172.64,53.94,12.3,-16.84,0.0,49.92,-12.41,-4.81,7.26,0.0,2.35,13.05,14.68,1175.64
2019-02-02,131.15,159.99,354.35,120.73,109.87,142.87,40.59,12.31,-15.73,1.07,49.42,-12.41,-4.14,0.52,0.0,2.32,12.98,14.63,1120.52
2019-02-03,129.6,159.61,329.32,122.48,96.34,145.69,38.77,14.3,-16.55,0.87,51.81,-12.41,-3.95,0.44,0.0,2.29,12.92,15.11,1086.64
2019-02-04,129.7,159.59,325.38,127.65,102.29,170.3,45.22,13.81,-20.21,0.0,51.85,-12.41,-4.5,6.25,0.0,2.28,13.06,15.41,1125.69
2019-02-05,113.14,158.92,313.08,118.37,110.04,167.78,46.78,15.27,-20.31,1.26,55.21,-12.41,-4.66,2.57,0.0,2.52,12.96,14.95,1095.47
2019-02-06,112.07,160.06,328.11,116.28,109.06,151.73,47.6,14.79,-18.32,0.9,56.48,-12.41,-5.26,1.78,0.0,2.63,12.98,15.02,1093.49
2019-02-07,114.43,159.33,334.48,116.53,102.97,139.49,48.28,14.81,-17.24,0.98,56.79,-12.32,-4.92,1.12,0.0,2.62,12.97,15.0,1085.31
2019-02-08,115.54,159.64,318.26,122.83,107.54,131.08,47.56,13.84,-17.11,0.62,54.26,-12.37,-4.59,0.91,0.0,2.35,12.94,15.17,1068.49
2019-02-09,100.62,159.62,322.89,117.03,94.29,100.39,39.54,12.01,-17.15,0.0,52.28,-12.54,-4.15,-4.39,0.0,2.34,12.95,15.15,990.88
2019-02-10,97.78,159.66,320.81,116.33,113.83,113.03,33.0,12.81,-17.0,0.0,53.09,-12.51,-4.12,-4.63,0.0,2.32,12.89,14.98,1012.27
2019-02-11,106.25,159.17,333.28,113.41,113.01,150.19,42.53,13.3,-18.43,1.02,49.4,-12.45,-4.6,-2.27,0.0,2.37,12.96,14.06,1073.22
2019-02-12,118.59,159.73,333.07,96.43,113.28,177.18,37.82,12.81,-18.15,0.21,57.66,-12.41,-4.71,-3.43,0.0,2.45,13.08,14.61,1098.22
2019-02-13,120.79,160.2,324.2,103.95,108.56,174.23,32.86,12.0,-17.82,0.0,54.85,-12.86,-4.71,-1.99,0.0,2.51,13.0,14.86,1084.62
2019-02-14,120.43,159.33,331.95,120.43,113.31,183.38,31.02,12.02,-18.63,0.89,48.57,-13.06,-4.59,-2.44,0.0,2.53,13.09,15.08,1113.31
2019-02-15,121.23,159.97,310.45,108.67,94.65,156.15,24.9,12.8,-18.01,0.35,43.15,-12.62,-4.54,-5.93,0.0,2.61,12.99,15.4,1022.21
2019-02-16,115.8,159.41,342.46,91.99,101.77,135.63,26.25,12.87,-17.61,0.0,41.58,-13.06,-4.04,-4.0,0.0,2.37,13.09,14.85,1019.37
2019-02-17,112.99,160.27,340.73,95.55,92.84,134.58,28.86,12.82,-17.39,0.46,43.77,-13.07,-4.06,-3.94,0.0,2.41,13.0,14.68,1014.49
2019-02-18,117.7,159.21,344.63,93.97,99.83,163.09,24.99,14.8,-18.8,0.38,44.34,-12.96,-4.42,-1.7,0.0,2.43,13.07,15.22,1055.8
2019-02-19,121.63,160.05,334.66,97.72,108.19,170.82,22.34,14.81,-19.94,0.0,45.33,-12.7,-4.43,-2.27,0.0,2.51,13.08,15.0,1066.8
2019-02-20,119.72,159.63,328.11,80.02,112.76,165.76,17.13,15.78,-20.05,1.05,46.44,-12.79,-4.48,-2.44,0.0,2.49,13.06,14.69,1036.9
2019-02-21,110.22,159.29,332.69,71.2,112.04,173.77,40.41,13.31,-17.97,0.03,44.92,-12.49,-4.34,-1.68,0.0,2.53,12.95,14.9,1051.77
2019-02-22,111.27,159.49,291.52,82.47,107.35,164.81,48.76,12.82,-19.61,0.01,42.1,-12.55,-4.53,-6.46,0.0,2.68,13.13,16.01,1009.26
2019-02-23,104.6,159.63,291.74,95.55,106.45,156.6,48.56,12.37,-18.06,1.31,35.89,-13.6,-4.46,-9.95,0.0,2.73,13.05,15.14,997.55
2019-02-24,103.48,159.63,333.17,97.53,100.85,153.88,46.22,12.53,-18.13,0.75,36.01,-13.61,-4.55,-9.61,0.0,2.74,13.06,14.86,1028.82
2019-02-25,89.02,159.19,334.74,95.5,101.03,204.36,51.3,15.04,-20.18,0.0,38.97,-13.6,-4.6,-9.83,0.0,2.78,12.94,15.39,1072.05
2019-02-26,59.66,159.68,336.91,82.89,98.12,206.65,45.33,14.92,-18.37,0.01,46.21,-12.56,-4.35,-2.71,0.0,2.73,12.85,15.45,1043.41
2019-02-27,53.11,159.66,339.76,77.27,101.89,187.93,46.27,14.8,-17.42,1.01,46.3,-13.03,-4.36,-2.49,0.0,2.65,13.02,15.65,1022.04
2019-02-28,58.97,159.25,330.43,76.59,101.52,208.02,44.83,12.34,-17.28,0.25,43.84,-12.55,-4.13,-1.7,0.0,2.77,13.03,15.42,1031.59
2019-03-01,112.89,159.24,316.83,80.59,99.88,240.23,45.77,12.34,-17.3,0.0,37.15,-12.75,-3.91,-7.84,0.0,2.75,12.96,15.03,1093.84
2019-03-02,124.05,159.81,317.03,92.62,101.13,193.98,25.99,12.32,-15.37,1.24,41.56,-12.42,-3.3,-9.02,0.0,2.73,12.78,15.85,1060.98
2019-03-03,132.15,159.1,334.27,95.1,104.08,179.8,13.15,12.32,-16.35,0.87,40.04,-12.78,-3.43,-9.6,0.0,2.72,12.85,15.3,1059.59
2019-03-04,137.19,159.55,336.46,98.51,100.24,217.06,14.1,14.9,-18.04,0.01,39.18,-12.25,-3.61,-9.48,0.0,2.45,12.81,15.3,1104.38
2019-03-05,136.23,159.86,343.01,90.89,101.22,223.67,12.86,14.33,-17.39,0.85,49.94,-12.75,-3.9,-7.51,0.0,2.35,12.59,15.46,1121.71
2019-03-06,130.29,159.85,336.91,97.09,105.82,226.29,14.41,15.45,-17.78,0.69,47.42,-12.95,-3.74,-4.91,0.0,2.4,12.52,14.97,1124.73
2019-03-07,131.32,158.91,324.66,110.92,98.61,232.62,14.64,16.34,-18.04,0.0,40.59,-13.1,-3.63,-3.25,0.0,2.44,12.52,14.76,1120.31
2019-03-08,132.74,159.99,318.95,106.15,95.77,250.52,14.34,16.37,-19.57,0.83,48.35,-13.04,-3.25,-5.35,0.0,2.5,12.48,14.84,1132.61
2019-03-09,139.24,159.46,322.66,84.92,91.96,213.48,12.93,13.89,-17.98,0.85,40.19,-12.83,-3.05,-7.24,0.0,2.51,12.42,15.21,1068.64
2019-03-10,137.97,159.58,325.63,93.75,90.62,207.46,12.12,13.9,-17.81,0.02,40.5,-13.37,-3.03,-7.41,0.0,2.5,12.43,15.85,1070.71
2019-03-11,135.85,159.81,322.97,107.94,99.78,229.9,15.67,16.86,-18.45,0.0,51.02,-13.68,-3.72,-6.78,0.0,2.49,12.43,15.52,1127.61
2019-03-12,135.96,159.54,314.41,106.87,103.04,238.71,15.97,15.37,-18.31,0.76,49.96,-13.74,-4.13,-2.23,0.0,2.52,12.35,14.74,1131.81
2019-03-13,140.64,159.39,316.32,114.69,104.07,227.82,15.69,14.39,-18.15,0.75,52.86,-13.75,-4.05,-3.26,0.0,2.48,11.75,15.21,1136.85
2019-03-14,138.98,159.33,314.91,111.7,106.21,228.0,12.7,14.36,-18.22,0.6,62.05,-13.75,-3.94,-3.41,0.0,2.5,12.08,14.4,1138.51
2019-03-15,147.03,160.1,314.46,117.13,107.63,215.04,15.38,16.29,-19.74,0.0,55.97,-13.74,-3.91,-7.73,0.0,2.47,12.61,14.92,1133.91
2019-03-16,136.2,159.33,320.49,110.18,107.64,197.56,12.39,13.31,-17.58,0.01,34.32,-13.69,-3.4,-8.36,0.0,2.49,12.68,14.51,1078.07
2019-03-17,133.75,158.95,320.98,113.27,106.13,201.46,12.23,13.3,-16.16,0.96,35.28,-13.75,-3.32,-8.48,0.0,2.44,12.65,14.55,1084.25
2019-03-18,139.51,160.32,322.68,133.31,105.35,230.25,14.32,15.75,-18.55,0.0,56.79,-13.75,-4.22,-8.0,0.0,2.44,12.65,14.48,1163.31
2019-03-19,136.36,159.51,317.21,106.29,106.77,250.12,14.45,17.26,-17.68,0.55,39.56,-13.55,-4.27,-7.67,0.0,2.47,12.68,14.19,1134.23
2019-03-20,134.53,159.64,314.39,101.65,109.03,228.33,14.31,17.27,-18.28,0.57,42.82,-13.73,-4.35,-7.1,0.0,2.47,12.65,14.36,1108.57
2019-03-21,133.54,159.74,319.29,109.23,110.59,219.36,13.38,15.8,-18.14,0.89,44.99,-13.16,-4.31,-9.39,0.0,2.44,12.45,14.5,1111.2
2019-03-22,133.9,159.94,319.3,101.07,110.66,232.21,20.37,16.29,-19.95,0.12,35.03,-13.62,-3.8,-8.82,0.0,2.47,12.6,14.61,1112.38
2019-03-23,124.49,159.64,320.24,106.5,110.29,244.23,13.2,13.81,-17.92,1.24,35.44,-13.17,-3.21,-12.18,0.0,2.48,12.53,14.33,1111.95
2019-03-24,117.5,159.52,317.54,109.41,106.54,244.35,12.01,13.83,-17.78,1.61,36.71,-13.13,-3.11,-12.23,0.0,2.49,12.55,14.24,1102.09
2019-03-25,118.71,159.91,319.44,112.27,114.3,259.28,14.19,14.81,-18.14,0.94,43.9,-13.16,-3.74,-10.4,0.0,2.47,12.59,14.21,1141.56
2019-03-26,126.77,159.38,329.53,109.54,107.0,260.99,14.26,14.77,-18.17,0.0,46.05,-13.76,-3.96,-9.48,0.0,2.45,12.58,14.13,1152.09
2019-03-27,131.63,159.01,331.95,96.4,111.33,244.43,13.52,15.77,-17.67,1.11,40.47,-13.75,-4.24,-9.26,0.0,2.46,12.5,14.3,1129.95
2019-03-28,133.03,160.03,330.57,85.53,95.44,239.01,13.17,16.3,-18.03,0.11,36.99,-13.75,-3.91,-11.96,0.0,2.38,12.42,14.62,1091.97
2019-03-29,132.64,159.38,337.03,78.34,104.15,223.48,11.41,16.78,-18.3,0.0,39.34,-13.35,-3.73,-11.95,0.0,2.48,12.47,14.52,1084.68
2019-03-30,123.0,152.81,322.65,84.35,86.54,207.31,10.61,13.34,-17.32,0.54,32.75,-13.11,-3.15,-11.19,0.0,2.49,12.67,13.8,1018.07
2019-03-31,120.02,160.12,338.14,81.7,102.73,211.09,10.98,12.35,-17.49,0.94,39.57,-13.69,-3.22,-12.2,0.0,2.39,12.7,14.32,1060.45
2019-04-01,129.68,159.43,341.93,77.58,101.91,263.17,24.18,16.77,-15.54,0.0,27.21,-13.79,-4.16,-8.12,0.0,2.12,12.61,14.22,1129.19
2019-04-02,139.72,159.62,337.48,72.52,103.63,284.48,25.2,14.31,-15.9,0.0,40.11,-13.8,-3.86,-8.81,0.0,2.09,12.67,14.2,1163.66
2019-04-03,134.98,159.52,328.49,93.94,106.02,291.66,25.5,14.8,-13.45,0.0,56.53,-14.01,-4.05,-7.4,0.0,2.16,11.95,14.34,1200.97
2019-04-04,137.43,159.82,323.96,76.91,101.35,288.41,25.26,13.32,-15.73,0.0,15.55,-13.84,-4.0,-6.6,0.0,2.39,12.26,16.02,1132.49
2019-04-05,139.43,159.29,311.35,90.82,109.3,269.49,29.2,17.27,-13.48,0.51,16.9,-13.92,-3.99,-9.64,0.0,2.49,12.46,14.57,1132.06
2019-04-06,140.38,160.06,334.11,65.79,105.34,249.69,25.46,15.32,-12.57,1.59,18.52,-13.88,-3.76,-10.18,0.0,2.49,12.59,13.91,1104.87
2019-04-07,141.55,159.55,326.41,58.85,104.39,242.72,25.6,13.34,-12.81,1.42,7.84,-13.89,-3.66,-10.25,0.0,2.51,12.74,13.87,1070.19
2019-04-08,141.6,159.86,318.79,65.99,105.66,244.61,26.64,17.77,-13.1,0.87,17.6,-13.87,-3.98,-9.81,0.0,2.31,12.67,13.17,1086.77
2019-04-09,146.73,159.55,306.39,72.29,108.6,249.99,25.33,12.35,-17.21,0.0,16.55,-13.86,-4.12,-9.08,0.0,2.34,12.6,12.29,1080.74
2019-04-10,142.19,159.64,305.88,88.46,99.87,249.86,29.15,7.92,-13.51,0.0,22.97,-13.81,-4.25,-6.33,0.0,2.32,12.63,12.34,1095.32
2019-04-11,139.71,159.66,316.49,86.7,107.77,255.98,29.32,14.42,-17.26,0.0,24.12,-13.88,-4.37,-7.47,0.0,2.45,12.71,13.59,1119.93
2019-04-12,147.25,158.4,324.5,96.32,101.4,275.74,29.33,17.83,-15.35,0.0,21.66,-13.84,-4.59,-7.43,0.0,2.46,12.71,14.37,1160.74
2019-04-13,147.24,160.57,321.04,102.12,105.75,241.07,21.67,15.89,-13.29,-0.01,52.92,-13.85,-4.19,-6.14,0.0,2.43,12.65,14.5,1160.38
2019-04-14,144.89,159.62,321.86,97.01,104.79,233.45,24.51,15.84,-13.38,-2.48,49.1,-13.76,-4.12,-5.55,0.0,2.4,12.68,14.43,1141.31
2019-04-15,139.19,159.36,318.17,85.43,105.72,254.01,21.21,17.8,-12.07,-1.69,37.45,-13.85,-4.45,-5.78,0.0,2.45,12.64,14.27,1129.85
2019-04-16,138.17,159.71,293.9,75.98,105.32,238.63,24.47,15.82,-6.81,-1.02,37.61,-13.66,-4.32,-6.08,0.0,2.44,12.59,14.23,1086.97
2019-04-17,138.83,159.39,301.7,66.16,104.99,244.54,24.58,17.78,-3.76,-0.09,38.5,-13.85,-4.31,-6.81,0.0,2.42,12.6,14.55,1097.22
2019-04-18,144.75,159.61,290.97,55.06,100.91,243.32,25.52,15.31,-2.55,0.0,35.31,-12.28,-4.19,-8.94,0.0,2.39,12.6,14.83,1072.61
2019-04-19,138.99,159.33,276.11,47.54,100.21,238.47,24.7,16.8,-4.53,1.07,31.83,-13.81,-3.69,-9.9,0.0,2.45,12.54,14.74,1032.85
2019-04-20,128.96,159.82,292.39,47.22,95.5,230.51,19.99,15.3,-8.88,0.29,32.39,-13.76,-3.37,-10.19,0.0,2.45,12.47,14.72,1015.79
2019-04-21,124.55,159.42,287.65,48.1,99.73,233.55,19.13,15.31,-8.09,0.0,34.53,-13.67,-3.08,-10.3,0.0,2.44,12.56,14.51,1016.35
2019-04-22,126.48,159.39,287.49,46.2,97.76,229.58,20.48,15.31,-10.67,0.97,37.91,-13.7,-3.06,-10.18,0.0,2.42,12.5,14.47,1013.36
2019-04-23,136.75,160.09,277.39,46.73,95.54,240.96,19.95,17.78,-8.95,1.04,37.18,-14.03,-3.84,-5.91,0.0,2.3,12.38,14.15,1029.5
2019-04-24,142.82,159.43,277.46,45.07,98.68,261.67,19.04,17.8,-11.95,0.76,35.85,-13.91,-3.61,0.0,0.0,2.31,12.42,13.95,1057.79
2019-04-25,134.1,159.88,281.12,44.59,102.19,261.17,18.99,18.31,-12.84,0.0,26.78,-13.85,-3.6,0.0,0.0,2.29,12.36,14.06,1045.54
2019-04-26,139.85,159.48,276.57,42.75,99.44,249.65,19.04,18.29,-13.62,0.0,30.34,-13.8,-3.5,0.0,0.0,2.37,12.41,14.24,1033.52
2019-04-27,137.07,159.55,282.25,58.22,99.06,242.75,18.43,15.3,-12.82,0.81,28.91,-14.04,-3.44,-6.32,0.0,2.43,12.39,14.41,1034.95
2019-04-28,135.74,159.45,287.67,58.77,96.79,249.34,18.35,16.34,-12.35,1.14,33.27,-13.93,-3.53,-7.4,0.0,2.42,12.48,14.19,1048.74
2019-04-29,140.26,159.82,282.32,59.14,102.02,274.54,18.95,18.35,-15.03,0.37,33.99,-13.92,-3.92,-10.33,0.0,2.4,12.4,14.23,1075.58
2019-04-30,144.42,159.88,284.91,57.52,99.09,258.0,18.51,18.83,-16.44,2.58,36.08,-13.92,-3.85,-10.17,0.0,2.38,12.4,14.43,1064.64
2019-05-01,133.37,159.65,298.74,66.39,99.32,238.88,21.38,20.79,-8.94,0.82,24.5,-13.76,-2.16,-9.91,0.0,2.54,12.42,13.84,1057.86
2019-05-02,138.49,159.62,277.27,73.28,101.33,264.13,25.3,19.86,-9.23,0.0,25.51,-13.82,-1.97,-6.83,0.0,2.49,12.4,13.95,1081.78
2019-05-03,135.73,159.14,290.64,76.38,104.11,266.43,25.7,19.0,-9.68,0.0,32.01,-13.91,-2.47,-5.2,0.0,2.49,12.37,13.98,1106.73
2019-05-04,131.08,160.14,289.82,82.16,106.29,247.17,22.89,18.97,-8.42,0.0,37.08,-13.88,-2.47,-5.03,0.0,2.49,12.36,13.95,1094.6
2019-05-05,129.7,159.49,297.39,82.4,108.52,244.37,22.21,18.29,-8.25,0.87,37.42,-13.93,-3.07,-4.48,0.0,2.47,12.46,13.9,1099.74
2019-05-06,131.44,159.29,305.87,75.65,107.06,255.4,25.28,18.8,-10.81,0.87,35.19,-13.9,-4.3,-4.2,0.0,2.21,12.35,12.69,1108.88
2019-05-07,132.36,160.13,307.13,88.17,104.42,251.62,25.03,17.3,-14.67,0.05,27.73,-13.91,-3.89,-3.67,0.0,2.16,12.26,12.63,1104.86
2019-05-08,134.63,159.06,303.45,86.43,104.89,231.11,29.1,17.31,-11.11,0.0,26.79,-13.91,-3.57,-7.8,0.0,2.21,12.32,12.73,1083.64
2019-05-09,136.66,157.7,289.64,81.48,101.58,245.19,29.58,18.29,-11.14,0.15,24.84,-13.92,-3.46,-6.84,0.0,2.21,12.32,12.89,1077.16
2019-05-10,135.81,156.89,257.23,80.81,98.79,255.22,29.59,18.29,-11.34,1.4,21.76,-13.91,-3.17,-8.03,0.0,2.44,12.29,12.74,1046.81
2019-05-11,133.47,159.38,265.41,74.77,99.76,183.34,28.82,15.32,-11.68,1.23,16.38,-13.83,-2.82,-11.51,0.0,2.48,12.29,13.11,965.9
2019-05-12,131.31,159.42,271.32,76.06,100.77,176.59,27.59,15.3,-10.92,1.24,15.91,-13.89,-2.92,-11.65,0.0,2.45,12.25,13.44,964.27
2019-05-13,129.15,159.79,271.55,78.87,107.49,191.0,29.08,16.78,-11.73,0.76,16.85,-7.12,-4.21,-9.97,0.0,2.44,12.27,12.77,995.76
2019-05-14,132.19,159.48,270.6,70.61,105.78,188.48,28.1,13.3,-13.33,0.0,13.43,-6.97,-3.79,-11.13,0.0,2.4,12.24,12.73,974.14
2019-05-15,128.99,160.17,270.64,65.36,99.6,164.42,29.36,15.77,-13.02,0.01,17.72,-6.96,-5.06,-9.94,0.0,2.36,12.18,13.13,944.73
2019-05-16,136.49,159.21,268.96,50.34,102.58,184.6,29.61,16.75,-12.55,0.92,21.44,-6.95,-4.16,-9.9,0.0,2.45,12.26,11.98,964.04
2019-05-17,137.08,159.76,275.9,48.77,100.22,192.25,29.59,18.28,-11.71,0.17,21.59,-9.73,-3.44,-10.91,0.0,2.44,12.21,12.91,975.39
2019-05-18,133.88,159.94,284.43,45.33,99.08,178.29,25.35,14.82,-11.99,0.0,25.01,-13.89,-2.58,-10.77,0.0,2.42,12.22,13.01,954.55
2019-05-19,133.02,159.16,283.74,45.9,91.27,177.2,21.72,12.86,-12.03,0.92,23.86,-13.9,-2.43,-10.62,0.0,2.41,12.22,12.98,938.27
2019-05-20,138.55,160.11,292.55,46.43,91.35,220.89,28.45,18.33,-12.33,0.94,24.44,-13.84,-2.97,-9.1,0.0,2.42,11.91,12.48,1010.62
2019-05-21,136.02,159.43,296.25,48.72,94.94,223.25,27.89,14.85,-13.11,2.08,21.39,-13.87,-2.89,-10.83,0.0,2.45,11.87,12.44,1010.89
2019-05-22,136.48,159.61,280.15,47.2,102.17,227.25,28.1,16.83,-13.05,1.06,19.7,-13.89,-3.08,-11.2,0.0,2.43,11.87,12.39,1004.01
2019-05-23,133.56,159.89,270.06,46.26,99.25,231.4,28.18,16.36,-12.98,0.87,27.17,-13.93,-2.85,-10.06,0.0,2.36,11.81,12.73,1000.07
2019-05-24,128.26,159.56,273.59,46.46,100.82,229.8,27.07,18.02,-11.77,0.0,12.58,-13.89,-2.58,-11.03,0.0,2.44,11.81,13.44,984.58
2019-05-25,113.64,159.55,277.37,45.4,103.24,198.23,20.35,16.9,-11.94,0.0,4.5,-13.89,-2.12,-11.34,0.0,2.42,11.78,13.31,927.4
2019-05-26,116.46,159.72,272.48,43.59,101.89,181.1,19.45,16.88,-12.09,0.0,8.37,-13.89,-2.38,-12.05,0.0,2.42,11.84,13.07,906.86
2019-05-27,139.08,159.69,285.12,48.64,106.12,186.2,22.76,17.36,-10.17,0.03,8.38,-13.82,-2.79,-11.43,0.0,2.4,11.73,12.87,962.17
2019-05-28,133.51,159.35,298.05,46.69,103.88,210.01,23.6,16.35,-11.3,0.91,9.82,-14.0,-2.8,-10.95,0.0,2.4,11.79,12.76,990.06
2019-05-29,137.63,159.78,296.79,46.26,95.92,198.63,23.51,16.84,-11.03,0.0,10.14,-13.92,-2.79,-9.5,0.0,2.46,11.78,13.53,976.04
2019-05-30,135.7,159.37,298.85,46.7,86.99,179.59,22.89,17.84,-11.75,0.0,11.12,-13.91,-2.97,-9.8,0.0,2.46,11.76,13.51,948.36
2019-05-31,89.42,159.87,299.25,47.51,85.78,184.85,23.24,18.34,-12.88,0.0,9.37,-13.92,-3.01,-9.79,0.0,2.36,11.78,13.99,906.15
2019-06-01,113.62,159.32,307.48,48.27,68.4,145.59,20.39,14.87,-10.48,0.0,25.78,-13.78,-2.47,-10.07,0.0,2.45,11.75,13.91,895.03
2019-06-02,112.54,160.05,289.34,45.8,76.29,149.04,19.26,15.88,-9.92,0.0,22.19,-13.78,-2.35,-10.77,0.0,2.43,11.54,13.54,881.09
2019-06-03,118.86,159.29,307.24,62.0,74.97,153.66,24.07,18.86,-9.58,0.0,17.92,-13.73,-2.64,-7.92,0.0,2.43,11.62,13.62,930.65
2019-06-04,111.83,159.58,312.07,59.75,71.13,165.12,23.06,20.83,-10.35,0.83,2.08,-13.87,-2.85,-2.18,0.0,2.44,11.26,13.02,923.74
2019-06-05,113.07,160.15,303.87,57.29,94.21,166.3,24.51,20.05,-10.98,0.0,-14.51,-13.86,-2.84,-4.21,0.0,2.41,11.4,13.16,920.02
2019-06-06,114.9,159.64,297.68,68.63,82.63,161.99,24.24,19.07,-10.76,0.0,-18.83,-13.89,-2.62,-2.39,0.0,2.44,11.46,13.41,907.58
2019-06-07,115.95,159.2,285.55,61.51,81.78,171.61,25.04,19.04,-10.78,0.0,-7.95,-13.9,-2.6,-4.51,0.0,2.46,11.44,13.36,907.22
2019-06-08,107.28,159.57,285.99,42.75,88.83,141.15,20.53,13.87,-11.15,0.97,-5.01,-13.91,-2.39,-7.52,0.0,2.46,11.63,13.35,848.38
2019-06-09,102.2,159.45,288.39,44.96,88.14,142.27,19.06,13.37,-11.08,0.97,-4.31,-13.9,-2.39,-8.11,0.0,2.46,11.62,13.28,846.38
2019-06-10,119.41,159.77,288.39,43.5,88.46,170.19,23.74,15.83,-7.57,0.0,-0.42,-13.76,-2.76,-5.63,0.0,2.4,11.8,13.16,906.49
2019-06-11,124.97,159.43,285.9,46.04,89.6,176.03,24.8,13.87,-8.15,0.22,6.84,-13.91,-2.9,-5.3,0.0,2.37,11.82,12.9,924.52
2019-06-12,128.22,160.15,285.83,49.19,89.79,170.59,24.06,12.89,-9.55,1.07,16.93,-13.93,-2.81,-0.73,0.0,2.66,11.24,12.48,938.08
2019-06-13,129.53,159.2,283.0,47.95,87.3,161.22,24.83,8.51,-8.28,0.8,18.26,-13.98,-2.78,-3.08,0.0,2.73,11.68,12.46,919.36
2019-06-14,114.28,159.65,279.97,43.45,88.06,160.67,24.94,18.21,-8.51,2.02,23.83,-13.95,-2.66,-4.56,0.0,2.47,11.85,12.88,912.59
2019-06-15,107.19,159.72,284.81,41.43,87.15,129.94,20.31,13.85,-6.57,0.01,19.5,-13.55,-2.33,-9.22,0.0,2.4,11.74,12.9,859.27
2019-06-16,104.15,159.93,278.96,44.2,96.31,132.34,20.02,12.85,-6.6,0.0,15.64,-13.89,-2.33,-9.13,0.0,2.28,11.92,12.89,859.53
2019-06-17,128.14,159.71,253.38,39.87,97.81,162.79,22.83,14.86,-8.3,0.7,36.49,-14.08,-2.65,-4.64,0.0,2.31,11.72,13.01,913.94
2019-06-18,102.01,159.45,269.33,38.59,85.13,161.68,24.92,14.35,-7.36,1.99,41.07,-14.05,-2.76,-5.77,0.0,2.21,11.71,12.47,894.96
2019-06-19,109.18,159.83,267.64,40.95,91.15,155.23,25.28,15.33,-8.28,1.72,27.9,-13.88,-2.81,-11.0,0.0,2.51,11.89,12.64,885.27
2019-06-20,113.05,159.36,262.39,40.83,92.9,154.87,24.95,13.85,-9.67,0.86,27.3,-13.99,-2.74,-6.25,0.0,2.45,11.74,12.33,884.25
