Date,Norway_Pipeline,Russia_Pipeline,Algeria_Pipeline,LNG_Total,Domestic_Production,Storage_Net_Withdrawals,Other_Imports,Total_Supply
2023-06-09,420.83,0.0,66.55,244.59,146.76,-269.36,26.26,635.63
2023-06-10,431.56,0.0,66.82,244.8,142.08,-369.51,33.08,548.83
2023-06-11,446.39,0.0,65.2,248.84,136.79,-355.05,38.03,580.19
2023-06-12,462.95,0.0,66.68,270.15,133.65,-228.03,25.63,731.03
2023-06-13,475.11,0.0,66.1,271.4,135.63,-251.42,22.62,719.44
2023-06-14,505.3,0.0,65.89,278.58,131.66,-236.93,19.19,763.69
2023-06-15,500.11,0.0,67.11,274.87,131.34,-210.2,22.26,785.49
2023-06-16,470.42,0.0,66.7,291.82,130.21,-249.32,20.04,729.87
2023-06-17,413.68,0.0,67.11,277.7,128.26,-306.66,16.41,596.49
2023-06-18,490.11,0.0,66.45,275.77,129.08,-360.28,21.2,622.35
2023-06-19,460.79,0.0,64.91,278.65,129.74,-220.37,19.38,733.1
2023-06-20,455.87,0.0,63.45,248.01,130.5,-165.26,23.95,756.53
2023-06-21,414.48,0.0,63.73,238.05,135.13,-137.21,14.41,728.58
2023-06-22,413.29,0.0,62.37,213.97,135.78,-108.31,19.47,736.57
2023-06-23,421.58,0.0,60.58,240.52,136.01,-195.81,17.0,679.88
2023-06-24,448.96,0.0,62.22,234.72,130.65,-339.97,32.33,568.9
2023-06-25,454.62,0.0,60.26,233.1,127.61,-333.24,31.07,573.42
2023-06-26,440.47,0.0,62.74,233.95,132.81,-216.73,24.14,677.38
2023-06-27,445.75,0.0,65.71,223.06,140.24,-170.43,29.63,733.96
2023-06-28,450.48,0.0,65.75,225.04,139.81,-125.41,26.04,781.7
2023-06-29,437.48,0.0,66.12,219.65,139.44,-144.48,29.65,747.87
2023-06-30,444.92,0.0,65.05,225.44,136.8,-218.62,27.13,680.72
2023-07-01,441.57,0.0,66.01,194.21,137.8,-319.16,41.1,561.53
2023-07-02,444.09,0.0,63.62,191.37,141.47,-323.98,37.06,553.62
2023-07-03,470.86,0.0,64.13,200.72,144.76,-217.49,46.17,709.16
2023-07-04,474.71,0.0,64.66,197.75,146.4,-177.83,35.4,741.1
2023-07-05,486.56,0.0,64.02,242.56,144.13,-238.42,36.84,735.68
2023-07-06,479.04,0.0,62.61,248.59,146.24,-215.34,41.79,762.93
2023-07-07,477.35,0.0,61.58,250.2,146.12,-272.71,34.8,697.34
2023-07-08,502.5,0.0,60.62,244.22,148.87,-347.97,30.1,638.34
2023-07-09,511.08,0.0,57.77,242.72,145.13,-326.7,25.06,655.06
2023-07-10,495.12,0.0,59.31,252.49,138.57,-169.58,26.88,802.78
2023-07-11,499.53,0.0,62.95,243.78,132.62,-164.69,26.19,800.39
2023-07-12,506.33,0.0,63.42,260.31,123.91,-190.28,21.95,785.64
2023-07-13,501.05,0.0,63.19,261.58,138.83,-189.98,18.78,793.44
2023-07-14,498.04,0.0,64.41,256.06,138.93,-248.79,23.41,732.06
2023-07-15,610.62,0.0,64.02,240.65,142.89,-387.72,10.94,681.41
2023-07-16,657.38,0.0,62.58,232.64,138.89,-376.11,12.59,727.96
2023-07-17,676.24,0.0,63.78,255.91,139.89,-263.77,18.88,890.92
2023-07-18,693.12,0.0,63.55,247.67,134.97,-181.93,10.01,967.39
2023-07-19,660.83,0.0,63.66,247.11,129.27,-155.26,3.2,948.81
2023-07-20,690.91,0.0,62.31,241.24,129.91,-174.71,7.66,957.32
2023-07-21,685.56,0.0,57.84,258.42,131.38,-219.94,7.32,920.58
2023-07-22,693.18,0.0,59.49,213.16,140.14,-341.63,5.75,770.08
2023-07-23,709.19,0.0,56.88,208.57,139.97,-372.75,6.1,747.95
2023-07-24,720.67,0.0,58.22,220.61,139.07,-227.82,12.86,923.62
2023-07-25,725.47,0.0,57.88,178.46,139.84,-215.49,27.9,914.06
2023-07-26,707.32,0.0,60.88,180.79,133.54,-235.32,26.12,873.33
2023-07-27,719.53,0.0,64.79,173.1,134.22,-223.1,20.19,888.73
2023-07-28,714.03,0.0,62.45,171.2,131.95,-241.33,16.08,854.38
2023-07-29,683.43,0.0,61.29,196.12,133.6,-374.68,12.77,712.53
2023-07-30,694.91,0.0,60.41,193.23,131.51,-379.17,5.94,706.83
2023-07-31,732.61,0.0,62.12,203.63,127.76,-304.54,11.88,833.47
2023-08-01,658.53,0.0,63.32,203.59,125.06,-139.98,2.88,913.4
2023-08-02,649.38,0.0,63.49,192.81,122.03,-266.48,0.05,761.29
2023-08-03,620.91,0.0,62.52,188.89,124.25,-218.44,3.59,781.72
2023-08-04,629.22,0.0,64.73,191.38,111.2,-178.08,7.64,826.09
2023-08-05,667.97,0.0,66.2,177.69,113.13,-291.08,7.12,741.03
2023-08-06,684.02,0.0,65.48,177.83,114.52,-331.66,2.06,712.25
2023-08-07,691.05,0.0,65.81,207.06,118.73,-305.29,4.95,782.31
2023-08-08,690.06,0.0,65.88,216.48,125.29,-289.26,0.3,808.76
2023-08-09,711.69,0.0,64.84,212.68,128.76,-268.63,-0.33,849.02
2023-08-10,680.37,0.0,65.98,194.4,129.22,-260.0,7.11,817.08
2023-08-11,674.69,0.0,65.45,192.87,122.21,-307.29,15.81,763.74
2023-08-12,698.46,0.0,62.97,188.57,115.03,-377.36,8.8,696.47
2023-08-13,681.4,0.0,62.97,189.33,119.23,-346.76,9.31,715.49
2023-08-14,699.96,0.0,65.88,201.39,119.03,-303.92,12.19,794.52
2023-08-15,691.46,0.0,61.28,200.87,123.71,-274.98,3.21,805.54
2023-08-16,683.78,0.0,64.51,207.57,123.52,-239.13,-0.68,839.57
2023-08-17,688.59,0.0,65.25,207.03,128.1,-272.7,-3.29,812.97
2023-08-18,684.5,0.0,65.17,196.82,126.01,-288.54,-5.25,778.71
2023-08-19,604.56,0.0,64.28,173.01,122.45,-297.55,-18.33,648.42
2023-08-20,598.1,0.0,65.34,164.2,124.16,-264.3,-13.2,674.31
2023-08-21,614.78,0.0,63.99,202.69,122.84,-194.4,-1.11,808.79
2023-08-22,610.76,0.0,65.19,193.96,121.6,-130.03,9.77,871.25
2023-08-23,618.93,0.0,65.57,196.31,127.87,-122.5,17.5,903.69
2023-08-24,492.02,0.0,64.53,203.45,126.37,-72.59,15.51,829.3
2023-08-25,429.13,0.0,64.69,256.94,123.64,-113.29,9.19,770.3
2023-08-26,337.01,0.0,62.34,213.75,125.39,-154.19,18.41,602.7
2023-08-27,339.37,0.0,61.39,213.52,118.34,-188.54,21.28,565.35
2023-08-28,330.77,0.0,63.68,229.72,121.41,-64.06,26.88,708.4
2023-08-29,356.35,0.0,68.77,223.89,126.29,-13.71,24.6,786.19
2023-08-30,339.03,0.0,69.23,232.07,122.26,-52.28,23.7,734.0
2023-08-31,341.05,0.0,69.14,236.6,123.18,-39.13,14.2,745.04
2023-09-01,338.17,0.0,77.53,258.26,123.62,-95.38,-1.19,701.02
2023-09-02,253.27,0.0,75.98,241.75,126.62,-166.51,9.16,540.27
2023-09-03,237.23,0.0,73.62,244.23,122.06,-192.63,12.88,497.38
2023-09-04,241.23,0.0,76.18,257.62,123.51,-83.84,19.29,633.99
2023-09-05,248.02,0.0,67.96,255.68,124.9,-60.3,15.43,651.69
2023-09-06,248.7,0.0,67.47,218.24,117.36,5.14,21.64,678.55
2023-09-07,219.94,0.0,66.78,222.57,123.09,-2.64,24.44,654.18
2023-09-08,245.08,0.0,67.09,225.05,122.88,-12.26,14.03,661.87
2023-09-09,240.79,0.0,63.74,175.32,124.67,-89.15,25.54,540.91
2023-09-10,232.33,0.0,57.6,165.16,127.01,-80.03,23.67,525.74
2023-09-11,246.69,0.0,54.03,201.24,125.1,23.89,25.89,676.84
2023-09-12,253.39,0.0,53.63,201.5,125.74,59.67,27.8,721.73
2023-09-13,265.36,0.0,62.1,197.28,119.91,17.73,35.89,698.27
2023-09-14,268.84,0.0,62.08,209.21,117.71,15.94,36.26,710.03
2023-09-15,279.34,0.0,77.26,194.95,121.85,-38.47,35.11,670.04
2023-09-16,293.29,0.0,76.55,138.31,128.13,-93.88,33.46,575.86
2023-09-17,300.7,0.0,76.8,136.91,126.01,-122.24,31.84,550.02
2023-09-18,333.16,0.0,77.29,185.95,110.62,-91.66,23.14,638.5
2023-09-19,306.69,0.0,76.75,177.77,118.79,-90.71,31.69,620.98
2023-09-20,264.21,0.0,77.82,205.88,123.24,-65.66,31.11,636.6
2023-09-21,375.18,0.0,78.33,194.72,127.63,-56.63,36.21,755.43
2023-09-22,427.93,0.0,79.62,181.27,125.99,-111.34,41.48,744.95
2023-09-23,412.24,0.0,77.95,147.9,132.13,-176.16,35.01,629.07
2023-09-24,399.7,0.0,79.25,162.37,130.75,-210.58,35.55,597.05
2023-09-25,494.58,0.0,80.27,165.52,130.05,-117.42,32.31,785.31
2023-09-26,420.0,0.0,80.67,189.43,130.11,-95.35,41.44,766.29
2023-09-27,481.93,0.0,80.19,203.17,129.59,-148.62,33.76,780.02
2023-09-28,473.36,0.0,78.58,163.61,129.47,-110.0,32.94,767.95
2023-09-29,519.62,0.0,78.41,180.94,131.48,-170.24,43.32,783.54
2023-09-30,552.67,0.0,79.03,185.08,131.14,-254.75,31.2,724.36
2023-10-01,559.4,0.0,49.17,207.64,126.01,-254.51,47.09,734.81
2023-10-02,570.49,0.0,57.75,216.84,125.0,-165.55,41.37,845.91
2023-10-03,549.07,0.0,57.45,213.07,125.53,-215.8,46.14,775.47
2023-10-04,532.06,0.0,57.12,229.2,123.24,-153.48,22.32,810.45
2023-10-05,576.26,0.0,57.2,184.64,126.1,-75.7,28.1,896.6
2023-10-06,564.24,0.0,57.09,216.82,129.09,-187.27,29.19,809.14
2023-10-07,589.98,0.0,33.88,177.7,127.89,-211.79,20.02,737.68
2023-10-08,558.74,0.0,32.44,184.6,131.71,-164.13,22.47,765.84
2023-10-09,585.53,0.0,48.36,238.48,132.38,-97.23,27.32,934.85
2023-10-10,651.65,0.0,49.84,239.39,131.7,-186.19,38.31,924.7
2023-10-11,645.19,0.0,53.68,231.16,132.63,-192.85,40.96,910.76
2023-10-12,697.22,0.0,63.48,230.66,130.7,-159.15,47.72,1010.61
2023-10-13,691.99,0.0,63.73,216.72,128.11,-272.86,44.0,871.7
2023-10-14,706.17,0.0,52.37,191.16,127.41,-271.38,58.81,864.53
2023-10-15,704.28,0.0,52.11,206.32,125.06,-187.74,56.26,956.29
2023-10-16,693.37,0.0,73.75,262.75,129.67,-18.43,54.96,1196.06
2023-10-17,640.71,0.0,76.52,233.63,131.61,-19.88,63.07,1125.65
2023-10-18,650.33,0.0,74.79,218.85,132.23,-51.77,58.89,1083.33
2023-10-19,620.73,0.0,76.99,242.21,134.1,-93.06,46.01,1026.99
2023-10-20,667.29,0.0,67.2,235.31,133.28,-128.99,42.84,1016.93
2023-10-21,614.22,0.0,42.4,233.8,138.02,-180.3,44.71,892.86
2023-10-22,603.49,0.0,41.22,249.47,138.72,-148.09,47.26,932.06
2023-10-23,635.36,0.0,60.87,295.6,128.56,-22.92,42.2,1139.66
2023-10-24,623.02,0.0,67.78,287.88,139.85,-36.37,42.25,1124.41
2023-10-25,612.41,0.0,69.22,273.27,141.45,-7.69,50.96,1139.62
2023-10-26,656.35,0.0,72.94,272.69,132.44,-48.97,57.2,1142.64
2023-10-27,662.94,0.0,62.0,270.4,134.14,-76.34,56.23,1109.36
2023-10-28,654.81,0.0,46.53,269.71,139.95,-172.84,47.65,985.81
2023-10-29,651.71,0.0,45.11,262.77,134.84,-208.08,50.87,937.22
2023-10-30,665.14,0.0,67.44,276.62,133.24,-81.05,48.31,1109.69
2023-10-31,668.73,0.0,69.13,301.85,125.73,-93.8,50.7,1122.35
2023-11-01,676.73,0.0,46.44,313.59,129.99,-167.06,41.72,1041.42
2023-11-02,695.9,0.0,43.33,302.14,118.42,-88.62,42.68,1113.84
2023-11-03,653.27,0.0,43.0,309.74,125.55,-28.49,48.38,1151.44
2023-11-04,681.54,0.0,45.47,287.04,134.87,-69.2,40.26,1119.98
2023-11-05,711.13,0.0,42.42,281.39,138.78,-110.12,38.76,1102.37
2023-11-06,702.36,0.0,45.37,339.89,131.89,-33.08,40.69,1227.11
2023-11-07,702.86,0.0,45.98,337.81,132.92,9.37,48.4,1277.32
2023-11-08,722.4,0.0,45.67,340.74,133.49,45.72,41.9,1329.93
2023-11-09,730.83,0.0,50.51,334.19,131.83,57.96,61.55,1366.87
2023-11-10,719.85,0.0,50.84,365.43,131.38,61.73,57.92,1387.14
2023-11-11,681.78,0.0,60.96,359.49,131.24,-13.24,58.48,1278.71
2023-11-12,674.59,0.0,58.59,356.0,131.04,-13.47,57.29,1264.06
2023-11-13,672.23,0.0,54.61,337.33,129.64,66.33,48.8,1308.94
2023-11-14,683.24,0.0,54.44,340.81,127.5,31.43,39.53,1276.95
2023-11-15,689.99,0.0,54.57,313.15,132.59,123.22,38.15,1351.67
2023-11-16,719.61,0.0,54.82,339.43,127.61,235.72,49.47,1526.67
2023-11-17,725.83,0.0,55.32,342.57,130.22,190.03,56.95,1500.92
2023-11-18,741.72,0.0,51.42,294.37,131.39,15.18,55.94,1290.03
2023-11-19,742.22,0.0,50.54,300.5,131.33,-88.3,48.74,1185.04
2023-11-20,742.59,0.0,52.05,322.11,133.81,97.44,53.19,1401.19
2023-11-21,746.79,0.0,50.72,322.52,133.48,206.08,64.72,1524.3
2023-11-22,746.31,0.0,50.87,286.21,128.05,281.12,70.67,1563.23
2023-11-23,755.84,0.0,51.75,245.37,131.81,184.55,81.08,1450.39
2023-11-24,716.02,0.0,58.69,267.59,130.78,240.59,73.33,1487.0
2023-11-25,729.86,0.0,52.14,300.82,144.96,226.75,72.53,1527.05
2023-11-26,747.67,0.0,51.48,324.32,148.45,259.65,72.1,1603.67
2023-11-27,728.9,0.0,64.61,357.4,145.64,428.05,72.12,1796.71
2023-11-28,701.09,0.0,66.31,367.25,158.88,509.0,61.48,1864.01
2023-11-29,721.03,0.0,66.23,339.67,138.92,639.7,68.73,1974.28
2023-11-30,747.77,0.0,66.8,356.2,146.96,633.09,63.34,2014.16
2023-12-01,744.46,0.0,62.61,379.66,132.63,622.15,53.85,1995.36
2023-12-02,748.34,0.0,58.87,349.76,123.08,531.22,55.79,1867.07
2023-12-03,755.26,0.0,55.57,351.53,144.85,421.41,54.13,1782.75
2023-12-04,746.04,0.0,59.26,367.67,151.33,599.85,57.91,1982.07
2023-12-05,730.53,0.0,63.07,382.57,148.11,601.18,55.67,1981.12
2023-12-06,738.76,0.0,63.49,375.01,143.47,601.18,57.44,1979.35
2023-12-07,744.54,0.0,64.25,355.47,143.21,529.72,56.45,1893.64
2023-12-08,736.26,0.0,59.59,338.09,142.46,392.79,51.92,1721.12
2023-12-09,726.79,0.0,60.2,279.85,141.05,210.27,54.89,1473.05
2023-12-10,737.38,0.0,57.41,277.59,137.81,171.93,49.35,1431.47
2023-12-11,744.26,0.0,59.5,310.29,136.34,337.23,47.33,1634.96
2023-12-12,743.97,0.0,59.47,304.53,134.09,373.3,39.94,1655.31
2023-12-13,747.29,0.0,58.6,338.91,143.06,368.7,41.87,1698.44
2023-12-14,753.23,0.0,58.44,336.23,134.87,436.2,42.29,1761.26
2023-12-15,750.16,0.0,56.72,341.38,136.61,327.28,43.96,1656.12
2023-12-16,758.81,0.0,58.38,324.81,142.12,121.39,42.07,1447.58
2023-12-17,749.71,0.0,58.32,320.38,139.97,136.52,32.54,1437.45
2023-12-18,752.66,0.0,57.61,329.61,138.65,371.81,30.63,1680.96
2023-12-19,762.57,0.0,53.77,322.79,134.26,384.31,33.03,1690.72
2023-12-20,752.37,0.0,54.4,287.42,137.5,329.69,45.3,1606.68
2023-12-21,749.8,0.0,53.93,263.84,141.49,240.05,46.0,1495.11
2023-12-22,751.01,0.0,51.54,251.22,138.03,179.42,50.43,1421.65
2023-12-23,740.67,0.0,45.32,240.02,138.46,89.19,39.63,1293.3
2023-12-24,749.41,0.0,43.64,245.59,141.39,-1.21,42.03,1220.85
2023-12-25,748.73,0.0,47.03,245.36,143.71,-0.1,36.27,1221.0
2023-12-26,749.38,0.0,43.66,255.98,142.33,92.84,33.01,1317.21
2023-12-27,750.71,0.0,54.88,272.53,140.23,172.4,29.66,1420.41
2023-12-28,736.55,0.0,56.16,272.46,140.58,107.11,45.19,1358.05
2023-12-29,742.86,0.0,56.37,261.83,144.02,124.69,39.8,1369.58
2023-12-30,749.48,0.0,40.98,238.73,143.42,100.73,48.15,1321.5
2023-12-31,749.1,0.0,39.81,239.91,144.64,108.39,44.25,1326.11
2024-01-01,753.54,0.0,43.23,239.27,154.15,146.51,38.43,1375.13
2024-01-02,749.83,0.0,46.18,255.36,157.88,245.35,35.06,1489.66
2024-01-03,746.95,0.0,46.59,251.71,151.48,216.3,27.4,1440.43
2024-01-04,736.78,0.0,33.58,251.38,156.2,360.86,39.2,1578.0
2024-01-05,744.14,0.0,46.88,234.04,154.3,394.17,48.57,1622.1
2024-01-06,734.36,0.0,49.45,249.34,153.57,374.93,47.84,1609.49
2024-01-07,746.23,0.0,48.71,264.3,152.89,461.83,43.38,1717.34
2024-01-08,739.34,0.0,49.44,324.82,146.9,766.92,48.06,2075.48
2024-01-09,735.74,0.0,48.5,355.3,144.19,876.89,37.53,2198.15
2024-01-10,741.05,0.0,48.31,358.35,140.76,906.8,48.43,2243.7
2024-01-11,741.53,0.0,48.26,373.37,137.89,856.34,53.13,2210.52
2024-01-12,699.05,0.0,48.74,347.25,149.01,763.61,47.47,2055.12
2024-01-13,733.61,0.0,45.87,296.81,150.01,621.31,51.23,1898.83
2024-01-14,703.73,0.0,46.07,313.16,147.77,536.13,41.27,1788.13
2024-01-15,711.96,0.0,46.58,343.45,153.75,742.85,48.27,2046.86
2024-01-16,735.13,0.0,50.03,341.31,154.75,810.96,51.61,2143.79
2024-01-17,745.15,0.0,49.96,344.08,155.84,790.07,56.82,2141.92
2024-01-18,756.51,0.0,36.14,335.09,133.73,732.63,53.68,2047.77
2024-01-19,749.4,0.0,28.63,288.1,134.57,719.38,50.77,1970.85
2024-01-20,747.14,0.0,36.86,284.64,147.84,588.79,48.14,1853.4
2024-01-21,747.16,0.0,30.75,279.87,145.46,496.87,46.0,1746.11
2024-01-22,735.99,0.0,43.11,271.9,150.34,494.5,42.77,1738.61
2024-01-23,720.66,0.0,38.52,277.91,148.16,476.65,33.85,1695.75
2024-01-24,732.44,0.0,37.79,259.98,147.06,364.47,35.66,1577.39
2024-01-25,741.46,0.0,38.6,270.03,127.58,425.56,31.37,1634.59
2024-01-26,744.96,0.0,38.73,252.79,129.61,392.47,29.1,1587.66
2024-01-27,741.0,0.0,38.33,236.43,136.01,371.89,32.52,1556.17
2024-01-28,741.62,0.0,38.33,234.24,134.25,343.74,35.37,1527.54
2024-01-29,730.69,0.0,40.36,268.65,141.68,503.76,36.93,1722.06
2024-01-30,735.11,0.0,56.28,262.93,135.1,481.72,31.44,1702.58
2024-01-31,708.27,0.0,63.28,252.12,143.45,474.0,29.52,1670.64
2024-02-01,745.77,0.0,64.08,267.86,157.02,409.6,29.51,1673.85
2024-02-02,735.02,0.0,54.91,256.73,155.74,347.07,30.02,1579.5
2024-02-03,689.77,0.0,38.77,229.71,157.73,182.08,29.08,1327.14
2024-02-04,554.91,0.0,38.12,231.5,156.65,192.78,29.26,1203.24
2024-02-05,591.19,0.0,53.21,246.04,154.89,319.65,29.68,1394.67
2024-02-06,621.09,0.0,55.08,250.23,149.31,357.87,26.55,1460.13
2024-02-07,648.34,0.0,39.37,269.23,144.01,495.08,38.28,1634.3
2024-02-08,683.08,0.0,40.12,274.8,146.62,426.15,48.04,1618.82
2024-02-09,735.63,0.0,42.83,236.3,134.59,255.94,45.16,1450.45
2024-02-10,736.93,0.0,33.35,221.07,148.88,151.42,42.78,1334.42
2024-02-11,732.82,0.0,32.78,219.78,146.56,164.21,42.01,1338.15
2024-02-12,733.58,0.0,38.28,243.5,138.85,380.86,44.02,1579.09
2024-02-13,735.14,0.0,42.84,245.55,138.07,364.87,49.44,1575.92
2024-02-14,725.91,0.0,45.21,229.79,136.28,269.79,42.87,1449.84
2024-02-15,665.09,0.0,50.01,249.88,136.8,179.23,41.64,1322.65
2024-02-16,661.27,0.0,49.93,244.41,135.38,170.38,41.99,1303.37
2024-02-17,706.48,0.0,46.22,237.84,147.37,59.48,37.69,1235.09
2024-02-18,722.54,0.0,45.84,239.79,150.82,32.46,36.02,1227.47
2024-02-19,711.54,0.0,48.58,299.91,149.06,158.24,29.85,1397.18
2024-02-20,725.34,0.0,40.23,303.11,138.32,177.55,33.73,1418.27
2024-02-21,670.64,0.0,43.86,279.57,139.24,196.51,37.31,1367.13
2024-02-22,714.4,0.0,44.43,269.09,140.87,235.32,36.55,1440.66
2024-02-23,725.43,0.0,46.04,252.67,140.16,305.92,43.14,1513.35
2024-02-24,737.79,0.0,46.04,258.24,149.85,227.58,45.31,1464.8
2024-02-25,734.69,0.0,46.28,276.84,147.74,168.04,41.91,1415.49
2024-02-26,738.32,0.0,46.06,282.96,145.3,390.7,41.89,1645.22
2024-02-27,725.61,0.0,40.9,276.11,149.85,418.57,51.46,1662.5
2024-02-28,713.39,0.0,34.73,269.88,137.38,385.86,51.73,1592.98
2024-02-29,714.12,0.0,47.79,272.6,145.57,278.87,54.48,1513.43
2024-03-01,724.88,0.0,60.07,274.01,129.85,211.6,59.18,1459.6
2024-03-02,734.89,0.0,60.36,270.63,143.57,64.55,48.33,1322.33
2024-03-03,743.6,0.0,59.9,277.14,143.92,67.42,46.34,1338.32
2024-03-04,743.7,0.0,60.47,284.56,148.98,243.55,46.6,1527.85
2024-03-05,734.89,0.0,60.03,275.92,132.62,264.78,58.55,1526.8
2024-03-06,737.09,0.0,60.69,254.0,156.85,291.55,63.37,1563.55
2024-03-07,730.9,0.0,60.43,254.02,152.05,262.52,55.52,1515.44
2024-03-08,741.8,0.0,61.21,254.4,135.84,193.77,54.55,1441.57
2024-03-09,744.12,0.0,60.96,242.12,139.37,48.89,49.34,1284.8
2024-03-10,734.55,0.0,60.87,241.47,134.23,36.46,48.43,1256.0
2024-03-11,720.32,0.0,61.26,254.04,134.82,246.96,52.41,1469.81
2024-03-12,711.94,0.0,61.56,256.82,139.14,231.67,61.8,1462.92
2024-03-13,706.88,0.0,61.43,226.11,139.16,136.01,59.37,1328.95
2024-03-14,723.69,0.0,62.32,233.44,135.71,15.92,55.89,1226.97
2024-03-15,704.52,0.0,62.74,229.66,137.34,-33.42,55.54,1156.38
2024-03-16,669.5,0.0,61.07,211.43,127.7,-12.37,59.99,1117.31
2024-03-17,661.4,0.0,61.77,214.9,132.63,-31.55,52.49,1091.63
2024-03-18,699.48,0.0,61.58,214.29,120.97,76.35,53.22,1225.89
2024-03-19,690.5,0.0,64.58,231.35,121.01,80.92,50.86,1239.21
2024-03-20,716.25,0.0,68.24,237.83,130.34,37.58,54.28,1244.52
2024-03-21,713.82,0.0,68.51,238.66,140.53,-36.07,54.04,1179.5
2024-03-22,719.71,0.0,69.55,239.01,134.04,-67.62,46.21,1140.9
2024-03-23,731.12,0.0,68.99,224.6,134.72,-93.95,50.1,1115.57
2024-03-24,734.11,0.0,68.81,221.55,140.59,-46.91,53.08,1171.22
2024-03-25,739.33,0.0,61.84,235.16,139.39,115.65,49.82,1341.2
2024-03-26,733.74,0.0,61.62,275.3,138.65,62.69,53.3,1325.3
2024-03-27,698.03,0.0,60.93,248.8,136.12,65.29,53.22,1262.37
2024-03-28,727.32,0.0,66.35,216.38,133.22,53.71,59.53,1256.51
2024-03-29,725.47,0.0,66.71,210.95,133.4,-32.11,61.89,1166.31
2024-03-30,705.72,0.0,55.39,204.04,131.27,-59.56,48.75,1085.61
2024-03-31,737.94,0.0,52.36,189.27,137.24,-140.45,50.3,1026.66
2024-04-01,731.0,0.0,50.02,195.28,137.78,-110.92,53.32,1056.48
2024-04-02,730.17,0.0,69.66,226.21,138.26,-19.76,47.99,1192.54
2024-04-03,718.27,0.0,77.06,251.55,135.46,-47.1,56.79,1192.02
2024-04-04,730.65,0.0,77.14,250.98,138.65,-86.55,54.4,1165.26
2024-04-05,720.44,0.0,76.91,254.9,136.03,-241.02,52.04,999.3
2024-04-06,733.51,0.0,58.33,250.1,132.82,-342.48,43.01,875.28
2024-04-07,688.24,0.0,58.76,260.71,134.75,-354.68,37.16,824.94
2024-04-08,693.77,0.0,77.17,250.39,121.92,-206.3,40.47,977.41
2024-04-09,692.54,0.0,71.55,252.98,131.2,-218.25,42.67,972.68
2024-04-10,723.52,0.0,70.19,254.76,127.22,-148.62,46.08,1073.15
2024-04-11,726.15,0.0,72.23,245.89,127.46,-203.58,44.98,1013.11
2024-04-12,735.09,0.0,71.32,258.24,126.88,-317.36,43.74,917.91
2024-04-13,701.5,0.0,68.42,274.9,113.61,-406.89,41.19,792.73
2024-04-14,651.12,0.0,68.23,274.65,125.48,-361.85,45.71,803.35
2024-04-15,578.28,0.0,65.94,278.67,118.39,-192.55,52.95,901.68
2024-04-16,635.59,0.0,68.83,273.72,125.52,-151.2,60.14,1012.61
2024-04-17,638.57,0.0,69.02,269.21,124.47,-29.92,63.66,1135.0
2024-04-18,721.02,0.0,69.46,245.01,130.55,-42.3,65.51,1189.25
2024-04-19,716.1,0.0,69.68,236.14,111.97,-83.86,57.18,1107.22
2024-04-20,735.12,0.0,68.93,259.71,134.06,-175.58,65.65,1087.89
2024-04-21,722.13,0.0,69.62,263.63,134.13,-159.53,61.6,1091.58
2024-04-22,722.04,0.0,69.93,280.16,132.32,58.65,66.48,1329.59
2024-04-23,719.95,0.0,71.77,275.94,124.7,84.01,65.68,1342.05
2024-04-24,622.49,0.0,64.95,274.29,127.19,91.7,65.9,1246.52
2024-04-25,555.86,0.0,64.16,275.66,122.34,104.89,60.02,1182.93
2024-04-26,584.86,0.0,63.45,262.83,122.08,14.89,72.4,1120.51
2024-04-27,528.77,0.0,69.63,259.95,126.34,-133.01,58.48,910.17
2024-04-28,526.88,0.0,69.05,261.39,121.98,-206.85,52.7,825.16
2024-04-29,513.96,0.0,68.9,272.89,132.18,-164.14,53.05,876.85
2024-04-30,516.04,0.0,62.46,260.19,132.76,-244.64,50.08,776.9
2024-05-01,549.33,0.0,61.47,229.97,134.49,-297.99,52.07,729.34
2024-05-02,557.16,0.0,65.12,245.21,131.57,-283.78,55.97,771.25
2024-05-03,583.27,0.0,64.85,239.3,128.85,-199.86,57.06,873.46
2024-05-04,584.81,0.0,64.75,226.1,132.27,-261.47,56.88,803.33
2024-05-05,605.74,0.0,62.19,224.73,128.09,-281.35,55.41,794.81
2024-05-06,588.61,0.0,62.87,199.47,126.67,-150.09,54.18,881.71
2024-05-07,596.01,0.0,64.44,211.93,128.04,-143.73,51.31,908.0
2024-05-08,583.01,0.0,65.42,201.09,124.43,-148.52,60.67,886.1
2024-05-09,579.81,0.0,65.7,240.72,124.38,-298.69,59.26,771.18
2024-05-10,632.96,0.0,65.75,233.94,128.82,-323.16,44.82,783.12
2024-05-11,646.93,0.0,60.76,233.52,124.81,-403.06,40.98,703.94
2024-05-12,637.01,0.0,49.63,232.39,124.85,-406.86,41.93,678.95
2024-05-13,680.06,0.0,64.96,228.66,127.66,-330.98,45.46,815.81
2024-05-14,682.08,0.0,64.87,225.79,123.54,-316.71,44.72,824.29
2024-05-15,677.36,0.0,64.48,218.12,127.71,-286.49,41.69,842.87
2024-05-16,672.47,0.0,65.77,194.04,129.47,-229.08,45.58,878.25
2024-05-17,662.17,0.0,66.34,211.33,113.32,-257.38,38.69,834.47
2024-05-18,666.93,0.0,57.77,181.53,126.9,-309.29,38.06,761.91
2024-05-19,679.42,0.0,56.61,182.84,126.3,-329.75,36.87,752.27
