Date,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Island of Ireland,Total,Industrial,LDZ,Gas-to-Power
2021-11-04,162.85051818181813,59.93618181818182,222.9956181818182,108.90154545454546,249.91000000000003,31.06727272727273,306.64633636363635,11.70309090909091,2.622818181818182,0,1156.633381818182,381.6890160000001,381.6890160000001,393.2553498181819
2021-11-05,167.6667272727273,59.23445454545454,231.73606363636367,100.65963636363637,229.74,31.760909090909088,298.6150909090909,12.101372727272727,2.529272727272727,0,1134.0435272727273,374.234364,374.234364,385.5747992727273
2021-11-06,149.92594545454546,45.96572727272728,195.6845181818182,77.552,175.86,26.55818181818182,267.3626545454546,12.125472727272728,2.5000909090909094,0,953.5345909090909,314.66641500000003,314.66641500000003,324.2017609090909
2021-11-07,141.73219090909092,49.00945454545455,183.2294,79.04800000000002,187.8,24.91181818181818,264.1164727272727,11.736727272727274,2.377181818181818,0,943.9612454545454,311.507211,311.507211,320.94682345454544
2021-11-08,169.73753636363637,62.98263636363636,251.36727272727273,111.72590909090908,235.29000000000002,34.60727272727273,312.41798181818183,12.67689090909091,2.8033636363636365,0,1193.6088636363636,393.890925,393.890925,405.82701363636363
2021-11-09,180.52260909090907,62.71272727272728,247.39086363636363,104.354,202.45999999999998,34.70363636363636,313.9470909090909,13.783054545454547,2.9403636363636365,0,1162.8143454545452,383.7287339999999,383.7287339999999,395.3568774545454
2021-11-10,187.72723636363637,65.69845454545455,230.75668181818182,115.33272727272728,228.58,31.979090909090907,341.0761818181818,12.030172727272728,3.041090909090909,0,1216.2216363636364,401.35314000000005,401.35314000000005,413.51535636363644
2021-11-11,170.73545454545456,62.62827272727273,239.09602727272727,112.85645454545455,210.13,32.74272727272727,343.93023636363637,12.670245454545455,2.986090909090909,0,1187.775509090909,391.965918,391.965918,403.84367309090914
2021-11-12,164.35613636363638,52.812,231.8900363636364,101.05145454545455,181.34,35.74181818181818,335.8947,13.12710909090909,3.233090909090909,0,1119.4463454545455,369.417294,369.417294,380.6117574545455
2021-11-13,142.67904545454545,48.08518181818182,198.55163636363636,91.92036363636365,189.76999999999998,29.796363636363637,298.7283818181818,11.080127272727273,2.560818181818182,0,1013.1719181818181,334.346733,334.346733,344.47845218181817
2021-11-14,138.96433636363636,47.46481818181819,187.39758181818183,88.35309090909091,198.71,29.578181818181818,290.34940909090915,9.998927272727274,2.239727272727273,0,993.0560727272729,327.70850400000006,327.70850400000006,337.6390647272728
2021-11-15,172.47703636363633,67.16927272727273,246.52798181818184,126.32918181818182,238.99,34.38363636363637,338.27506363636365,11.697472727272727,2.7372727272727273,0,1238.5869181818182,408.73368300000004,408.73368300000004,421.1195521818182
2021-11-16,179.27409090909092,68.74772727272727,247.99882727272728,126.49563636363636,225.59000000000003,34.0309090909091,343.35085454545447,12.91830909090909,2.9240909090909093,0,1241.3304454545455,409.639047,409.639047,422.0523514545455
2021-11-17,172.64416363636366,62.899818181818176,248.55598181818183,105.74672727272727,213.93,36.18636363636364,324.3595363636364,13.1387,2.889181818181818,0,1180.350472727273,389.5156560000001,389.5156560000001,401.31916072727284
2021-11-18,180.91608181818182,55.879,245.34917272727273,93.00963636363635,202.29000000000002,37.86454545454546,307.32849090909093,13.05559090909091,2.753090909090909,0,1138.4456090909089,375.68705099999994,375.68705099999994,387.07150709090905
2021-11-19,173.23335454545452,52.350545454545454,242.4819909090909,84.7829090909091,200.48,36.32272727272727,285.2663909090909,13.955945454545454,2.6794545454545458,0,1091.553318181818,360.21259499999996,360.21259499999996,371.12812818181817
2021-11-20,164.91172727272726,49.47590909090909,224.7464181818182,83.37854545454546,188.63,34.08909090909091,260.02106363636364,13.11649090909091,2.406909090909091,0,1020.7761545454545,336.856131,336.856131,347.06389254545456
2021-11-21,166.89837272727274,52.126000000000005,212.75330000000002,82.86027272727273,219.37,34.43636363636364,283.38195454545456,12.574045454545455,2.4662727272727274,0,1066.866581818182,352.0659720000001,352.0659720000001,362.73463781818197
2021-11-22,195.7126909090909,71.12072727272728,269.6492090909091,120.6429090909091,285.92,37.52181818181818,346.1943909090909,14.150236363636363,3.001272727272727,0,1343.9132545454547,443.49137400000006,443.49137400000006,456.93050654545465
2021-11-23,203.46172727272727,72.61354545454546,267.8764545454545,119.19327272727273,293.25,37.790909090909096,368.7219090909091,14.490563636363637,3.095909090909091,0,1380.494290909091,455.56311600000004,455.56311600000004,469.36805890909096
2021-11-24,205.94146363636364,70.329,279.0094818181818,121.22272727272728,285.52,38.1,376.8410727272727,15.3324,2.974909090909091,0,1395.2710545454545,460.439448,460.439448,474.39215854545455
2021-11-25,210.54940909090908,70.86754545454545,293.9324454545455,113.09681818181816,281.96000000000004,42.49636363636363,388.9122454545454,14.197263636363639,3.181727272727273,0,1419.1938181818184,468.3339600000001,468.3339600000001,482.5258981818183
2021-11-26,206.0138,67.66945454545454,269.89258181818184,121.18381818181817,273.55,42.80090909090909,377.71687272727274,16.13905454545454,3.405818181818182,0,1378.3723090909093,454.8628620000001,454.8628620000001,468.6465850909092
2021-11-27,194.18626363636363,63.326181818181816,227.70438181818184,127.28872727272729,295.34000000000003,36.79545454545454,362.26118181818185,14.365409090909091,3.1111818181818185,0,1324.378781818182,437.0449980000001,437.0449980000001,450.2887858181819
2021-11-28,198.33587272727274,65.86572727272727,230.79885454545456,127.41745454545453,321.59,36.92090909090909,371.8939272727273,14.66159090909091,2.977272727272727,0,1370.461609090909,452.25233099999997,452.25233099999997,465.95694709090907
2021-11-29,230.2165,74.59236363636364,314.94092727272727,133.90927272727274,336.22,40.93727272727272,410.08244545454545,14.814090909090908,3.3474545454545455,0,1559.0603272727276,514.4899080000001,514.4899080000001,530.0805112727274
2021-11-30,210.89005454545455,62.465636363636364,319.5188,108.05345454545454,254.28,41.299090909090914,375.6888818181818,15.952500000000004,3.3883636363636365,0,1391.536781818182,459.20713800000004,459.20713800000004,473.1225058181819
2021-12-01,198.80659999999997,60.35381818181818,308.3032636363636,107.28427272727271,266.39,36.7,343.38944545454547,14.80570909090909,2.908909090909091,0,1338.9420181818184,441.8508660000001,441.8508660000001,455.2402861818183
2021-12-02,220.8017,76.35627272727274,304.87931818181823,135.02581818181818,322.83000000000004,40.692727272727275,390.0118454545455,15.746772727272726,3.392363636363636,0,1509.736818181818,498.21315,498.21315,513.3105181818182
2021-12-03,214.39368181818185,72.48072727272728,305.65466363636364,122.81,294.72,41.92363636363637,384.21334545454545,17.19120909090909,3.4636363636363634,0,1456.8509,480.76079699999997,480.76079699999997,495.32930600000003
2021-12-04,178.34506363636365,59.333909090909096,268.8667181818182,119.60036363636365,253.77999999999997,35.15,352.2957909090909,13.168018181818184,3.083,0,1283.622863636364,423.59554500000013,423.59554500000013,436.4317736363638
2021-12-05,193.58075454545457,63.74300000000001,253.8638909090909,117.1649090909091,282.59,35.80090909090909,363.8767181818182,14.853154545454545,2.844181818181818,0,1328.3175181818183,438.34478100000007,438.34478100000007,451.62795618181826
2021-12-06,214.53737272727273,72.2879090909091,322.94732727272725,138.0449090909091,317.03,43.155454545454546,410.99033636363635,15.66738181818182,3.413727272727273,0,1538.0744181818181,507.56455800000003,507.56455800000003,522.9453021818182
2021-12-07,205.57994545454545,71.35490909090909,320.18396363636367,128.76527272727273,310.61,43.50181818181818,405.4288363636364,16.23939090909091,3.3630909090909094,0,1505.0272272727275,496.6589850000001,496.6589850000001,511.70925727272737
2021-12-08,209.92846363636363,68.19418181818182,291.68550000000005,125.68481818181819,301.74,39.83090909090909,405.22480909090916,16.196045454545455,3.208181818181818,0,1461.692909090909,482.35866000000004,482.35866000000004,496.9755890909091
2021-12-09,214.49399999999997,73.22854545454547,331.96664545454547,125.26327272727275,297.23,40.48272727272727,414.7652545454545,16.43406363636364,3.384,0,1517.2485090909092,500.69200800000004,500.69200800000004,515.8644930909091
2021-12-10,208.1112909090909,74.54645454545454,336.5584272727273,135.10263636363635,296.47,40.190000000000005,410.9057,16.12871818181818,3.3461818181818184,0,1521.3594090909091,502.04860500000007,502.04860500000007,517.2621990909091
2021-12-11,193.12054545454546,63.44863636363637,291.84057272727273,124.99345454545455,258.75,35.33090909090909,378.80616363636364,15.950609090909094,3.1578181818181816,0,1365.398709090909,450.581574,450.581574,464.23556109090913
2021-12-12,176.07263636363638,52.177181818181815,271.58286363636364,100.35436363636364,200.28,34.69818181818182,348.77297272727276,16.690590909090908,2.707909090909091,0,1203.3367,397.10111100000006,397.10111100000006,409.13447800000006
2021-12-13,202.24704545454546,64.30663636363637,332.4191818181818,113.31772727272728,252.79999999999998,40.32454545454545,357.99496363636365,15.409972727272738,2.835818181818182,0,1381.655890909091,455.9464440000001,455.9464440000001,469.763002909091
2021-12-14,205.55720000000002,63.444,327.9702545454545,114.8250909090909,238.64,37.335454545454546,350.4379181818182,17.320981818181817,2.929,0,1358.4599,448.29176700000005,448.29176700000005,461.8763660000001
2021-12-15,204.34957272727274,62.709090909090904,328.13212727272725,111.46563636363636,242.95999999999998,37.97181818181818,334.79443636363635,16.748018181818182,2.7103636363636365,0,1341.8410636363635,442.807551,442.807551,456.22596163636365
2021-12-16,200.02882727272728,63.91954545454546,328.3127363636364,119.3238181818182,268.17,36.27363636363636,334.6735909090909,16.347881818181815,2.529,0,1369.5790363636363,451.961082,451.961082,465.65687236363635
