Date,France_Industrial,Belgium_Industrial,Italy_Industrial,GB_Industrial,Netherlands_IndPower,Netherlands_Zebra,Germany_Total,Germany_GtP,Germany_Industrial,Total_Industrial_Demand
2016-10-03,34.143537,10.099171,37.942579,10.26,41.471957,4.281814,118.197332,15.696855,102.500477,240.699536
2016-10-04,34.325092,10.623353,38.500906,10.22,42.216047,4.044814,140.546127,12.21793,128.328197,268.258408
2016-10-05,35.050273,11.215988,39.642232,10.92,40.500413,3.776269,148.094756,13.683965,134.410791,275.515965
2016-10-06,36.247644,10.573989,38.947569,10.86,44.164954,4.234541,156.945747,19.983941,136.961805,281.990503
2016-10-07,36.240617,9.844172,38.121461,10.76,46.13777,5.807539,155.273657,24.572573,130.701084,277.612643
2016-10-08,34.23051,10.227898,32.498748,11.01,40.662412,5.560994,130.705774,15.014256,115.691517,249.882081
2016-10-09,33.694629,10.06408,31.037677,10.91,42.05632,4.950268,134.821406,16.989332,117.832074,250.545048
2016-10-10,37.822397,10.981807,39.472559,11.61,50.359584,5.655449,163.154376,25.145607,138.008769,293.910565
2016-10-11,38.178215,10.94708,40.721685,11.64,51.223129,5.574449,163.870558,22.02398,141.846578,300.131135
2016-10-12,39.393559,11.307625,41.60863,11.86,47.559314,5.63654,165.627556,20.301001,145.326555,302.692223
2016-10-13,39.648632,11.237352,41.800157,11.9,44.078318,4.443814,158.646654,15.384159,143.262495,296.370767
2016-10-14,38.287324,11.13417,39.598641,11.92,43.454955,5.208449,149.012573,11.821848,137.190725,286.794264
2016-10-15,35.95279,10.652262,33.228602,11.71,39.487323,4.561632,129.912684,11.229423,118.683261,254.275869
2016-10-16,34.6879,10.534807,31.634513,11.3,39.292868,4.682177,129.543502,12.118546,117.424956,249.557222
2016-10-17,36.895344,10.952807,39.88625,11.57,48.465677,5.533903,161.795469,23.521042,138.274427,291.578407
2016-10-18,38.574751,11.160807,40.643494,11.58,51.439129,5.174631,160.398834,22.007497,138.391337,296.964149
2016-10-19,39.28265,11.67617,40.429585,11.91,53.299218,4.485359,167.1331,22.082641,145.050459,306.133441
2016-10-20,40.232413,12.033715,40.685822,11.38,55.630942,4.957359,169.505006,21.846543,147.658463,312.578713
2016-10-21,40.203677,11.572261,39.677668,9.52,52.172037,4.409086,165.745737,21.325868,144.41987,301.974598
2016-10-22,38.025024,11.210716,34.078037,8.3,42.984865,4.492359,140.973945,15.666312,125.307632,264.398633
2016-10-23,36.051699,11.019079,31.789267,8.06,40.203504,4.885086,141.818035,16.124448,125.693587,257.702222
2016-10-24,37.504043,11.649442,39.36215,10.06,52.637036,5.062449,167.41419,23.532677,143.881513,300.156634
2016-10-25,37.832588,11.767261,39.619368,10.45,56.398305,5.372267,173.718366,25.648345,148.070021,309.50981
2016-10-26,38.677378,11.641897,39.586214,10.93,53.386763,4.916904,170.155824,23.891914,146.26391,305.403065
2016-10-27,38.701133,11.380715,39.715104,10.62,47.423678,5.179176,160.557834,17.988989,142.568844,295.588652
2016-10-28,38.510951,11.365079,39.455632,10.53,46.187134,5.937176,153.063114,15.559172,137.503943,289.489914
2016-10-29,39.057087,11.178534,33.277466,11.27,39.570141,4.661086,137.318767,9.894768,127.423999,266.438312
2016-10-30,36.295062,10.505807,30.505177,10.83,45.371226,4.566904,134.045225,5.68428,128.360945,266.435122
2016-10-31,39.352087,10.747534,34.540082,11.47,51.049856,5.032995,153.708204,17.112956,136.595249,288.787803
2016-11-01,40.610876,10.932807,31.971885,11.88,47.831223,6.397175,144.590759,9.336279,135.254481,284.878447
2016-11-02,44.59149,11.688897,40.309922,12.07,46.491952,4.417359,167.83619,11.127615,156.708575,316.278195
2016-11-03,45.741107,11.943624,40.675294,11.97,51.670492,5.437085,177.669816,19.543258,158.126558,325.564161
2016-11-04,45.068535,12.078442,40.231467,11.77,47.867496,5.053358,167.569099,12.904407,154.664692,316.733991
2016-11-05,42.063066,11.225534,34.183446,11.02,42.117775,4.374359,142.988579,10.982175,132.006404,276.990584
2016-11-06,43.03421,11.224897,32.419448,11.03,40.710958,4.467268,148.358937,10.971024,137.387913,280.274695
2016-11-07,48.380195,12.082624,41.547084,12.33,52.401309,4.743813,189.085986,21.267207,167.818779,339.303805
2016-11-08,48.413077,12.196624,42.927419,12.91,57.863486,5.396085,197.04516,27.0053,170.03986,349.746551
2016-11-09,47.76476,12.167351,43.634637,12.56,55.274306,5.531903,195.983797,26.789564,169.194233,346.12719
2016-11-10,45.506953,11.891897,43.7331,12.03,56.177215,4.958086,195.452434,26.03473,169.417704,343.714954
2016-11-11,43.078737,11.383806,42.430383,11.77,53.91249,4.080996,193.017073,28.335591,164.681482,331.337894
2016-11-12,42.717865,11.221807,36.111635,11.31,47.054679,3.440542,168.605189,17.541519,151.06367,302.920197
2016-11-13,41.894448,10.911534,34.109483,11.67,49.138131,3.22536,172.412003,13.187045,159.224958,310.173914
2016-11-14,46.542115,11.535897,43.285192,11.7,55.117125,3.628996,197.012069,20.246218,176.765851,348.575176
2016-11-15,44.901726,11.59317,44.693317,11.35,54.504125,3.941814,187.251624,19.451631,167.799993,338.784146
2016-11-16,44.667281,11.573079,44.48629,10.94,51.850855,3.493178,172.640912,19.362428,153.278484,320.289168
2016-11-17,44.371327,11.49717,44.064318,11.63,47.270315,3.480724,161.772742,13.560826,148.211916,310.525769
2016-11-18,45.208644,12.428533,42.215984,12.12,44.55059,2.392816,162.347377,12.6048,149.742577,308.659143
2016-11-19,42.903828,11.410715,35.514036,11.5,38.715233,2.989997,147.193484,10.33836,136.855124,279.888933
2016-11-20,40.988321,10.566353,33.948328,11.57,36.825144,2.665452,138.344857,8.966861,129.377996,265.941594
2016-11-21,43.052828,10.954898,42.875465,11.51,47.539951,2.837815,162.145196,16.194744,145.950451,304.721408
2016-11-22,44.204018,11.041534,42.780765,12.38,51.394947,3.000724,170.047188,20.368873,149.678315,314.480303
2016-11-23,44.233254,11.160988,42.479283,12.42,51.832946,3.233724,173.390911,23.671815,149.719096,315.079292
2016-11-24,44.335836,11.48317,41.782511,12.23,51.780219,3.061542,177.843725,22.235353,155.608372,320.281651
2016-11-25,44.509954,11.445534,40.388049,12.08,54.465307,3.365997,180.064995,22.273167,157.791828,324.046669
2016-11-26,42.213047,10.567898,34.912027,12.0,52.347128,2.829633,157.9752,17.167253,140.807947,295.677681
2016-11-27,43.086892,10.593716,32.866521,11.6,47.363224,2.539634,157.989927,11.294871,146.695057,294.745043
2016-11-28,48.775813,11.550261,42.653701,12.29,54.728852,3.540269,203.60788,19.652823,183.955057,357.493954
2016-11-29,49.61164,12.09826,45.169108,12.54,56.103215,3.762632,208.857056,24.602146,184.25491,363.539765
2016-11-30,49.855112,11.570897,45.188335,12.02,50.745947,3.546724,194.643708,13.506044,181.137664,354.064679
2016-12-01,50.010475,11.446079,43.690918,12.35,49.555767,3.023088,182.497629,13.420719,169.07691,339.153238
2016-12-02,48.200923,11.658624,42.10352,12.34,54.398853,3.368906,190.247894,20.019817,170.228077,342.298903
2016-12-03,46.172725,11.095898,35.640409,11.48,53.10049,3.314633,179.505996,19.829775,159.676221,320.480375
2016-12-04,45.906925,11.046534,33.76062,11.18,52.111401,3.053088,181.406176,17.362628,164.043548,321.102115
2016-12-05,48.418032,11.729351,42.782238,12.13,58.20194,3.451269,217.816138,27.876486,189.939653,366.652482
2016-12-06,48.896768,11.478624,43.383401,11.96,56.049396,3.450724,219.403409,29.190778,190.212631,365.431544
2016-12-07,48.825313,11.804624,42.826192,10.51,50.189584,2.91427,208.271784,26.866162,181.405622,348.475605
2016-12-08,47.87566,11.934897,34.824037,11.05,49.744585,3.173906,188.786895,16.029912,172.756983,331.360067
2016-12-09,46.97867,11.943169,39.456514,10.72,47.338769,2.959633,180.58454,17.798948,162.785593,322.182348
2016-12-10,44.2296,11.243443,35.928817,11.26,42.350865,3.038451,150.008208,12.635828,137.372381,285.423557
2016-12-11,43.187428,10.886807,34.193946,11.17,41.148048,2.566452,148.468755,9.880224,138.588531,281.741213
2016-12-12,46.241988,11.032625,44.1626,12.0,57.304032,2.835543,186.517534,22.680399,163.837135,337.413922
2016-12-13,45.805016,11.569533,44.917872,11.53,58.847121,3.31936,194.726071,25.372009,169.354062,345.342965
2016-12-14,46.452561,11.197261,45.144217,11.48,57.727213,2.514906,192.425619,30.592335,161.833284,336.349442
2016-12-15,46.220979,11.484624,44.488254,11.5,57.355941,3.003179,194.071981,28.631319,165.440662,339.493639
2016-12-16,44.264263,11.432534,43.542564,11.91,60.655574,4.437177,196.453433,28.294383,168.15905,344.401161
2016-12-17,42.357892,11.057443,37.205971,11.4,53.361308,4.858631,171.691004,25.442789,146.248215,306.48946
2016-12-18,43.332746,10.764989,34.775737,11.47,58.630485,4.928631,166.383555,23.031879,143.351676,307.254264
2016-12-19,46.211298,11.042079,42.635347,11.79,60.720937,4.956904,193.202982,29.534986,163.667995,341.02456
2016-12-20,45.162671,11.245897,41.443957,11.08,62.062754,5.055631,199.791611,29.060852,170.730759,346.78167
2016-12-21,43.838091,10.706716,40.097586,11.1,56.806759,4.881359,193.089618,23.786228,169.30339,336.733901
2016-12-22,42.675747,10.264626,38.519106,10.09,55.36067,5.380994,186.074262,25.963949,160.110312,322.401455
2016-12-23,40.142295,9.883717,33.273711,9.63,50.64022,4.174268,161.249288,22.463693,138.785594,286.529806
2016-12-24,34.235546,8.32581,23.113131,8.25,37.87987,2.77827,123.527963,9.589344,113.938619,228.521245
2016-12-25,33.071902,8.061719,19.802361,8.24,33.255693,2.791179,115.633517,7.13868,108.494836,213.717691
2016-12-26,36.031863,8.549628,21.653596,8.36,35.1906,2.872088,123.978508,6.902583,117.075925,229.733699
2016-12-27,39.328196,8.746082,27.743535,10.23,51.28322,2.799088,147.153575,12.247018,134.906557,275.036677
2016-12-28,40.137304,8.996263,28.277853,11.87,55.54367,4.978722,158.776836,20.477953,138.298883,288.102695
2016-12-29,41.225694,9.281263,28.332725,11.25,53.434126,4.934086,165.929646,21.646805,144.282841,292.740735
2016-12-30,41.148776,9.508536,27.656517,10.97,51.899946,4.326632,165.765647,18.608079,147.157568,292.667974
2016-12-31,39.385541,8.975354,23.037022,10.88,45.215408,2.617543,151.483661,12.339615,139.144047,269.254914
2017-01-01,39.635804,9.580263,22.156804,10.35,42.968319,2.880815,152.131024,11.087376,141.043648,268.615654
2017-01-02,44.285491,10.378171,30.705005,11.77,51.449947,4.273632,186.912897,18.71522,168.197678,321.059922
2017-01-03,46.907915,10.906898,33.912819,11.92,49.605221,3.973269,184.5539,15.439911,169.113989,326.340111
2017-01-04,46.484252,11.017716,35.252873,12.06,48.849131,4.60845,191.705165,15.842295,175.86287,334.135292
2017-01-05,47.127824,11.267716,35.824181,12.17,60.930664,5.640267,214.363687,25.98722,188.376467,361.337119
2017-01-06,47.953078,11.191807,31.871958,12.74,56.847577,5.30054,217.29423,27.377626,189.916603,355.821563
2017-01-07,42.990655,10.35108,32.891666,11.73,51.997946,5.132449,194.040799,18.831572,175.209227,330.303024
2017-01-08,42.353329,10.169808,33.40722,11.7,49.736948,5.224722,186.511898,18.564932,167.946966,320.538993
2017-01-09,44.104227,11.345352,42.714883,11.81,53.424308,5.144995,215.655686,29.207746,186.447939,354.991704
2017-01-10,43.26351,10.782443,44.306672,11.72,55.154488,4.572177,214.894959,31.506183,183.388776,353.188067
2017-01-11,42.605829,10.712716,44.898781,11.04,45.30568,4.459904,198.108249,20.010605,178.097644,337.120554
2017-01-12,42.302493,11.292534,45.148735,11.84,50.50722,4.861359,192.396073,18.307503,174.088571,340.040911
2017-01-13,43.408391,11.139443,43.610546,11.79,48.439313,4.397541,192.777255,17.86585,174.911405,337.696639
2017-01-14,40.861821,10.613625,37.897379,11.74,44.394681,3.460906,171.292277,13.321335,157.970942,306.939355
2017-01-15,40.418413,10.418535,36.767516,11.61,50.770766,4.776086,182.561902,14.376744,168.185157,322.946473
2017-01-16,44.123591,11.333625,45.614462,11.65,61.653936,5.340267,230.81467,31.818879,198.995791,378.711671
2017-01-17,46.379452,11.717806,46.180834,12.09,62.776935,5.234449,234.909302,33.243222,201.66608,386.045557
2017-01-18,46.04968,11.916624,45.863962,11.66,63.53448,5.467903,234.907393,32.601831,202.305562,386.79821
2017-01-19,45.789662,11.812533,46.176452,11.72,62.214572,5.14354,234.243848,32.607164,201.636684,384.493443
2017-01-20,45.033535,11.824988,45.226735,11.14,60.860392,5.009449,222.906315,30.528826,192.377488,371.472587
2017-01-21,41.72782,10.84108,38.645451,12.03,55.405397,5.042631,196.89816,27.142983,169.755177,333.447556
2017-01-22,41.233803,10.90308,36.675744,11.9,48.836313,5.207176,200.190793,21.667167,178.523626,333.279741
2017-01-23,43.919145,11.639442,45.659716,12.1,61.847027,5.28154,238.981662,32.213022,206.76864,387.215511
2017-01-24,45.18458,11.570533,45.963798,11.43,63.021844,5.40354,239.813752,36.708572,203.105179,385.679475
2017-01-25,46.754497,12.026169,45.720371,11.56,65.040024,5.393631,235.068938,33.0653,202.003638,388.49833
2017-01-26,45.475935,11.939624,46.167425,12.3,59.809302,5.299813,220.630044,26.017762,194.612282,375.60438
2017-01-27,41.354712,11.487897,45.43118,11.98,55.599488,4.934813,213.503961,25.57417,187.92979,358.717881
2017-01-28,37.513261,10.68908,38.788342,12.06,43.429228,4.661268,183.624628,20.950148,162.67448,309.815659
2017-01-29,37.81837,10.677534,36.88078,11.87,44.382045,4.666086,176.62209,16.154991,160.467099,306.761914
2017-01-30,38.830296,11.414988,45.911643,10.52,55.969851,5.152631,203.402789,24.582754,178.820035,346.619445
2017-01-31,38.177288,11.563988,45.934407,11.48,59.275666,5.376085,212.303416,31.40486,180.898556,352.70599
2017-02-01,38.124206,11.514806,45.20338,10.49,53.117218,4.752359,204.669515,25.768575,178.90094,342.102909
2017-02-02,36.949498,11.170898,44.423181,8.2,51.834674,5.167449,189.17635,19.968913,169.207437,326.953137
2017-02-03,37.903015,10.868443,43.035746,9.34,50.634766,4.301996,182.795447,20.369842,162.425605,318.509571
2017-02-04,36.494389,10.178626,36.924098,9.5,42.939865,2.960724,157.879018,14.356383,143.522636,282.520338
2017-02-05,37.244489,10.337626,35.710445,11.29,43.155228,3.034997,160.251198,14.509095,145.742103,286.514887
2017-02-06,40.67074,11.122534,44.093027,10.88,51.746765,4.618632,201.787155,27.016935,174.77022,337.901916
2017-02-07,40.105368,11.437534,44.466463,11.44,53.69349,4.617177,204.098243,28.615806,175.482438,341.242469
2017-02-08,41.289185,11.359261,44.842435,11.49,55.95876,4.844995,213.828324,27.166738,186.661586,356.446222
2017-02-09,42.787028,11.679988,44.854381,11.7,56.586941,4.576359,215.882686,29.884042,185.998643,358.183341
2017-02-10,42.698329,12.295896,43.737782,11.99,57.830667,5.101631,205.673696,24.893511,180.780185,354.43449
2017-02-11,36.526199,11.003716,36.496089,11.71,46.397679,4.238996,171.057005,13.55016,157.506844,303.879523
2017-02-12,38.852842,10.316353,34.430255,10.9,42.150684,3.058088,174.276274,13.768805,160.507469,300.21569
2017-02-13,40.801549,10.989261,43.619255,10.58,47.43386,5.022995,201.761609,20.718413,181.043196,339.490115
2017-02-14,39.211396,11.355534,44.411899,11.86,51.504856,5.028813,200.687792,20.576367,180.111425,343.483923
2017-02-15,38.55736,11.370715,43.903609,11.63,54.279217,5.235449,192.500437,23.142898,169.357539,334.333889
2017-02-16,39.188014,11.196261,43.443837,11.36,48.903313,3.751451,180.765631,20.95645,159.809181,317.652056
2017-02-17,39.474414,11.314443,42.082711,11.09,56.188851,3.745814,183.642628,24.037354,159.605274,323.501506
2017-02-18,37.455152,10.637534,36.595753,9.73,46.192407,2.831543,160.293107,15.541719,144.751388,288.193777
2017-02-19,36.797535,10.527535,34.939227,10.07,38.376597,3.279906,153.638023,11.878085,141.759938,275.750737
2017-02-20,38.057033,11.372988,43.663482,10.95,43.631955,4.22945,167.703735,12.935919,154.767817,306.672725
2017-02-21,37.618897,11.597988,43.583446,11.19,43.796955,4.373359,163.41374,12.754119,150.659621,302.820266
2017-02-22,38.048424,12.093987,43.489873,10.39,40.169413,3.587542,159.34129,11.373408,147.967881,295.747121
2017-02-23,39.346105,12.382805,42.549174,11.5,42.313593,3.787542,161.597924,13.167653,148.43027,300.309489
2017-02-24,40.353922,11.768897,41.426421,11.7,47.67786,3.601451,172.52864,13.961756,158.566884,315.095434
2017-02-25,37.296061,11.056625,35.928481,11.08,37.77387,3.711814,146.728575,12.478268,134.250308,271.097159
2017-02-26,36.483199,10.874171,33.814438,8.67,35.962417,3.296178,137.853766,11.00593,126.847836,255.948239
2017-02-27,39.604477,11.664624,42.175347,11.57,39.702777,3.62036,153.752386,11.028715,142.723671,291.061256
2017-02-28,40.459231,11.812351,42.831337,11.7,44.400772,3.839632,166.690282,14.045626,152.644656,307.68798
2017-03-01,39.812641,11.93626,42.444556,11.35,45.471135,3.629633,169.359825,15.22272,154.137104,308.781329
2017-03-02,40.108322,11.786988,42.440983,10.0,43.823591,4.53745,167.654826,11.879055,155.775772,308.473106
2017-03-03,37.039107,11.678261,41.427475,10.41,45.084226,5.212358,163.195013,16.514712,146.6803,297.531728
2017-03-04,35.5794,10.807716,35.350891,10.8,40.155868,3.432087,133.118499,11.280327,121.838172,257.964133
2017-03-05,36.809371,11.009807,33.257102,11.01,37.432507,3.688633,139.061492,8.842752,130.21874,263.426159
2017-03-06,38.859687,11.701806,42.004347,15.77,51.523765,5.008631,176.755362,19.894738,156.860624,321.728861
2017-03-07,39.523495,11.375897,42.662356,10.83,55.681942,5.043177,185.787717,27.959871,157.827846,322.944713
2017-03-08,38.02317,11.086898,42.54502,11.47,51.481129,5.716721,174.537183,18.773396,155.763787,316.086724
2017-03-09,38.506542,11.597897,41.858648,11.05,50.184312,5.335722,166.620646,18.696312,147.924333,306.457453
2017-03-10,37.442816,11.745533,40.685485,11.87,47.151406,6.06363,164.878829,15.206722,149.672107,304.630977
2017-03-11,33.449311,10.852625,35.126045,11.68,37.90587,4.44845,143.570033,14.61866,128.951374,262.413675
2017-03-12,33.368347,10.817807,33.482756,11.29,38.31396,4.875904,141.88958,9.796839,132.092742,264.241517
2017-03-13,36.728962,11.679715,42.444756,11.23,51.779401,5.739721,170.639005,15.883018,154.755987,314.358543
2017-03-14,36.880489,11.550897,42.379047,11.53,52.356855,4.57845,162.549377,17.370384,145.178993,304.454731
2017-03-15,35.977435,11.435625,42.314074,10.71,50.548402,5.123904,163.479194,14.748101,148.731093,304.840533
2017-03-16,34.373819,11.251988,41.94142,10.51,45.884043,4.814904,158.192745,14.499884,143.692862,292.469037
2017-03-17,34.14981,11.486079,40.647067,9.63,39.970959,4.304632,152.613206,10.213282,142.399924,282.58847
2017-03-18,32.019094,10.651534,34.577919,10.45,36.861962,3.319633,133.206226,8.081131,125.125094,253.005236
2017-03-19,31.356786,10.672171,32.440575,9.17,35.358782,3.321906,129.063048,8.085495,120.977554,243.297773
2017-03-20,33.824429,10.842898,40.358213,10.42,41.227866,4.897722,149.094664,9.480264,139.6144,281.185527
2017-03-21,35.75329,10.468262,40.97063,10.7,44.710772,5.936176,158.636472,12.903922,145.73255,294.27168
2017-03-22,36.730089,10.683262,41.329884,11.14,49.871494,5.789994,163.462285,17.384444,146.077842,301.622565
2017-03-23,36.078008,10.678898,40.580176,11.14,48.910768,4.946722,161.017015,18.75061,142.266405,294.600977
2017-03-24,35.752018,10.977352,40.170349,10.97,45.283408,4.658541,155.115748,17.9982,137.117548,284.929215
2017-03-25,32.10963,10.305626,33.931101,8.88,34.415328,3.455724,123.46369,11.589629,111.874061,234.97147
2017-03-26,32.230248,10.623989,32.462739,9.25,37.975779,3.834087,128.243322,9.191808,119.051513,245.428356
2017-03-27,34.952818,10.62608,41.082739,13.69,49.00704,5.514722,153.277659,16.469626,136.808033,291.681433
2017-03-28,35.555609,10.887625,41.359057,10.11,47.314042,5.461631,145.546758,16.19232,129.354438,280.042401
2017-03-29,34.484337,11.366988,40.361595,9.68,47.095678,5.041268,142.126398,10.027119,132.09928,280.129145
2017-03-30,33.442147,11.322625,39.963277,10.16,43.434591,5.192267,138.538402,12.198053,126.340349,269.855256
2017-03-31,32.198567,11.316534,38.881269,10.15,42.790047,5.753721,128.63623,12.86126,115.774971,256.865108
2017-04-01,28.101771,10.873352,33.622529,9.37,39.075232,3.963087,112.354429,10.029543,102.324886,227.330858
2017-04-02,27.697208,10.631898,32.422176,9.43,35.500781,4.592632,115.131881,9.452631,105.67925,225.953944
2017-04-03,29.535979,11.642624,39.561741,9.53,45.843134,6.260903,146.767393,15.586805,131.180588,273.554969
2017-04-04,29.328306,11.489988,39.279341,9.36,47.763223,5.980357,149.135118,17.213309,131.921809,275.123025
2017-04-05,30.679814,11.557261,40.110849,8.87,46.764133,5.640176,145.013941,13.44302,131.570921,275.193154
2017-04-06,31.392749,11.489897,40.091777,8.99,48.402041,5.959448,150.138117,12.722122,137.415995,283.741908
2017-04-07,30.394069,11.322625,39.483132,8.77,49.535949,6.760175,144.259123,13.924426,130.334697,276.600646
2017-04-08,27.904953,10.103353,34.007601,8.73,41.769139,5.60654,121.097875,14.01169,107.086185,235.20777
2017-04-09,27.345263,10.25308,31.895994,8.44,35.821236,5.548358,114.383427,8.620714,105.762713,225.066644
2017-04-10,30.051978,11.342988,39.455477,9.01,45.247499,5.61254,136.401495,10.918666,125.482829,266.203311
2017-04-11,31.176786,11.538534,39.774077,9.03,44.691045,6.569448,146.331939,13.235525,133.096414,275.876303
2017-04-12,30.588741,11.821806,39.576986,8.8,43.743137,6.267448,141.512217,9.702303,131.809914,272.608032
2017-04-13,30.206296,11.470806,39.128196,9.51,46.242679,6.560175,139.248765,10.490103,128.758662,271.876815
2017-04-14,29.649215,11.258443,36.075935,9.14,47.978587,5.298085,118.005332,8.982859,109.022473,248.422738
2017-04-15,28.271498,10.517625,28.34338,8.29,39.178778,3.498451,112.988247,7.283635,105.704611,223.804343
2017-04-16,27.913571,10.399989,24.35742,8.1,38.066779,3.294451,114.278791,6.465778,107.813013,219.945223
2017-04-17,28.867134,10.553444,27.345926,9.35,36.922325,3.792178,126.947959,7.759709,119.18825,236.019257
2017-04-18,32.535012,11.565897,39.726722,9.75,46.649952,6.152903,163.812012,14.042232,149.76978,296.150266
2017-04-19,33.360356,11.94526,41.562539,9.85,50.968584,6.204084,173.022457,15.6125,157.409958,311.300781
2017-04-20,33.362629,11.189261,41.688339,9.87,46.579134,6.643629,165.143011,16.052213,149.090798,298.423789
2017-04-21,31.49174,10.859716,40.859594,10.65,42.564592,6.281812,145.234486,10.945815,134.288671,276.996125
2017-04-22,28.765052,10.352262,34.264137,9.52,37.440234,6.209903,129.212503,8.696827,120.515675,247.067263
2017-04-23,29.12097,10.106717,30.684741,9.53,35.361963,6.516357,131.690409,8.355043,123.335366,244.656114
2017-04-24,30.340859,10.578807,34.41191,9.63,43.467046,6.65272,148.167301,10.814919,137.352382,272.433725
2017-04-25,31.93244,10.908716,32.343739,9.87,49.224767,6.535902,158.76629,14.168765,144.597525,285.413089
2017-04-26,33.437311,10.952989,39.501568,9.83,51.801219,5.596721,169.098734,20.429473,148.669261,299.78907
2017-04-27,33.912429,11.596443,39.39595,9.23,48.168405,5.790812,164.999375,16.647548,148.351827,296.445865
2017-04-28,33.474065,11.31517,39.308568,9.38,49.414494,5.205813,155.831111,17.340327,138.490784,286.588895
2017-04-29,30.011223,10.365626,33.548583,8.63,40.907776,3.737542,129.713411,10.449864,119.263547,246.464297
2017-04-30,28.614052,9.874899,29.197542,8.63,33.818874,4.599541,111.745884,7.707835,104.038049,218.772957
2017-05-01,29.014043,10.629171,28.81517,8.9,47.287496,4.886722,117.887242,7.255032,110.632209,240.164812
2017-05-02,32.152785,10.947625,39.484423,9.01,48.299677,6.543902,148.343483,11.049077,137.294406,283.732818
2017-05-03,33.008902,10.75008,39.921959,8.79,46.075316,6.333448,146.877939,14.055807,132.822132,277.701837
2017-05-04,32.668966,10.327262,39.558077,8.87,43.101864,6.26363,150.669389,15.1277,135.54169,276.33149
2017-05-05,31.224868,10.828262,38.354269,8.97,46.896224,6.230903,148.181028,16.377999,131.80303,274.307555
2017-05-06,29.174006,10.251535,32.773321,9.66,34.082692,3.314997,118.530877,10.278245,108.252632,227.509182
2017-05-07,29.057861,10.290535,31.070122,8.37,33.849329,3.374997,116.870606,9.846773,107.023833,223.036676
2017-05-08,30.549077,10.698353,38.927905,8.13,42.816865,4.019996,149.553572,14.223548,135.330025,270.472221
2017-05-09,32.409185,10.916261,39.256296,8.31,47.689587,4.572359,151.805025,16.402724,135.402301,278.555989
2017-05-10,31.331386,10.854534,39.142105,8.2,46.975042,5.195631,147.502847,15.306591,132.196256,273.894955
2017-05-11,30.596977,10.667716,39.003796,8.7,44.338227,5.647449,135.733769,13.358664,122.375104,261.329269
2017-05-12,29.85976,10.754262,37.943024,8.46,43.647318,5.371267,129.656684,10.413019,119.243664,255.279296
2017-05-13,27.154999,10.221808,32.188303,8.39,37.669597,5.528812,107.112889,9.160296,97.952593,219.106112
2017-05-14,26.725718,10.008262,30.125232,8.22,33.768329,5.349085,105.4458,8.623138,96.822662,211.019289
2017-05-15,27.650135,10.648171,37.841134,8.64,40.440685,5.296722,129.053503,13.111416,115.942086,246.458933
2017-05-16,27.283499,10.518898,38.609278,7.88,42.373502,4.954904,125.957233,13.536101,112.421132,244.041213
2017-05-17,27.470581,10.111626,38.685342,9.43,39.233868,4.621541,121.019329,13.302912,107.716417,237.269374
2017-05-18,29.110343,10.647353,38.539833,7.81,40.779685,5.164813,121.437238,12.381308,109.05593,241.107956
2017-05-19,29.700733,11.030807,38.282597,7.75,42.185593,5.153176,122.375055,11.741372,110.633684,244.736589
2017-05-20,28.203816,10.180808,33.342638,7.71,37.318416,3.148633,102.43153,7.56288,94.86865,214.772961
2017-05-21,27.563326,9.86899,31.210449,7.81,34.560691,3.402178,100.985714,7.30836,93.677353,208.092988
2017-05-22,28.989652,10.398717,38.939051,8.94,44.637954,5.607176,123.415599,11.838332,111.577268,249.089817
2017-05-23,29.058252,10.506625,39.302805,9.04,44.162772,5.50954,120.628875,12.847685,107.78119,245.361184
2017-05-24,28.167116,10.69608,39.01206,9.18,44.239863,4.82054,120.217239,10.022271,110.194968,246.310628
2017-05-25,26.235327,10.131808,39.524359,12.99,32.909239,4.653268,100.334896,6.001339,94.333557,220.777557
2017-05-26,26.598545,10.319717,38.74986,8.63,37.11578,4.342632,106.034708,5.917469,100.117239,225.873773
2017-05-27,25.83751,9.663445,33.068066,8.19,33.067148,4.78754,93.739448,4.906661,88.832787,203.446495
2017-05-28,24.933274,9.775717,30.643923,7.5,33.188784,4.962358,93.96663,5.392431,88.574199,199.578256
2017-05-29,27.367253,10.312717,37.834752,7.78,45.096408,5.266358,122.746055,17.280212,105.465843,239.123331
2017-05-30,28.184671,10.343717,37.906852,9.13,44.371136,6.391448,122.964145,20.031452,102.932694,239.260516
2017-05-31,28.366134,10.223899,37.97017,9.54,44.751045,5.81763,121.92351,13.622396,108.301115,244.969992
2017-06-01,27.970098,10.462444,36.759216,9.23,44.551136,6.016812,122.984054,13.258796,109.725259,244.714965
2017-06-02,28.019089,10.559353,30.813941,9.17,42.63741,5.269085,115.744516,13.797893,101.946623,228.415502
2017-06-03,26.926254,10.198444,31.026259,9.28,32.435966,3.714723,92.408177,11.031139,81.377038,194.958684
2017-06-04,26.415054,10.204262,29.923942,9.23,29.365879,3.641814,87.416,6.867192,80.548808,189.32976
2017-06-05,27.163217,10.412716,38.514642,10.12,29.453697,3.361815,92.646813,6.903552,85.743261,204.769348
2017-06-06,29.36177,11.53817,39.17805,9.33,31.421877,5.38154,115.21679,8.122824,107.093966,233.305372
2017-06-07,29.297506,11.551988,39.750913,9.45,33.891601,4.520541,116.287243,7.196371,109.090872,237.553421
