Date,France_GtP,Belgium_GtP,Italy_GtP,GB_GtP,Germany_GtP,Netherlands_GtP,Total_Gas_to_Power_Demand
2019-08-15,1.2,5.7,43.88,30.34,24.93,22.79,106.05
2019-08-16,2.66,8.1,52.3,27.66,29.48,25.75,120.21
2019-08-17,1.02,5.86,53.84,22.35,15.13,14.96,98.21
2019-08-18,1.7,6.49,53.36,19.31,14.22,17.33,95.09
2019-08-19,9.43,9.88,70.95,32.93,29.81,24.87,153.0
2019-08-20,12.49,14.28,77.98,49.38,37.43,28.32,191.56
2019-08-21,12.23,14.73,76.71,35.94,35.8,28.26,175.41
2019-08-22,9.23,11.5,76.25,29.68,31.9,27.71,158.55
2019-08-23,9.13,11.95,74.12,38.75,31.38,27.35,165.33
2019-08-24,5.35,8.44,64.16,43.15,20.22,25.63,141.32
2019-08-25,7.08,9.38,64.05,47.73,19.48,21.72,147.71
2019-08-26,16.68,14.21,89.45,57.24,34.16,27.24,211.73
2019-08-27,17.36,13.78,93.81,66.6,40.25,27.59,231.8
2019-08-28,17.5,13.26,96.53,60.58,39.78,27.81,227.65
2019-08-29,15.6,13.67,98.24,34.26,40.26,27.99,202.04
2019-08-30,15.73,12.54,93.88,29.41,38.64,29.8,190.21
2019-08-31,10.26,9.19,74.93,23.71,23.62,27.23,141.72
2019-09-01,9.53,9.44,68.35,30.31,22.6,21.62,140.24
2019-09-02,14.36,12.46,93.06,32.05,35.12,27.74,187.05
2019-09-03,14.95,14.1,84.38,37.87,37.29,28.65,188.59
2019-09-04,16.26,12.62,86.39,24.74,37.57,28.46,177.58
2019-09-05,16.42,12.53,90.23,29.43,34.04,28.24,182.65
2019-09-06,17.75,13.2,82.16,27.95,36.1,28.03,177.16
2019-09-07,17.11,10.19,59.62,38.44,29.1,28.97,154.45
2019-09-08,14.0,10.05,50.19,43.59,28.26,28.48,146.08
2019-09-09,18.48,14.47,78.83,65.47,35.82,28.47,213.07
2019-09-10,16.82,13.34,84.89,51.7,31.53,30.07,198.28
2019-09-11,15.39,14.19,84.55,27.88,29.92,27.54,171.92
2019-09-12,16.61,13.93,78.88,35.83,36.54,27.38,181.79
2019-09-13,16.12,14.36,76.73,47.42,37.4,28.05,192.03
2019-09-14,11.23,9.82,56.16,27.91,30.52,21.9,135.63
2019-09-15,7.19,10.56,54.22,41.61,18.03,15.12,131.61
2019-09-16,16.7,15.03,82.0,59.57,38.61,28.63,211.91
2019-09-17,16.7,13.15,84.58,59.05,30.37,23.8,203.86
2019-09-18,16.32,13.93,88.1,67.38,34.96,26.48,220.69
2019-09-19,17.15,15.86,81.77,66.98,42.07,32.16,223.83
2019-09-20,14.16,14.8,70.16,45.41,43.09,30.13,187.62
2019-09-21,8.61,9.87,55.25,20.89,30.15,26.49,124.76
2019-09-22,7.16,9.28,52.99,40.63,26.57,21.12,136.62
2019-09-23,16.54,16.49,73.9,56.61,39.71,29.9,203.25
2019-09-24,15.51,15.65,76.61,60.29,43.71,31.88,211.77
2019-09-25,16.88,15.19,76.07,57.67,42.92,30.18,208.73
2019-09-26,14.48,14.27,80.37,40.58,43.28,28.04,192.98
2019-09-27,11.07,14.28,75.16,37.85,38.23,26.96,176.59
2019-09-28,4.02,6.87,56.54,29.97,14.55,19.43,111.95
2019-09-29,0.58,7.52,53.32,31.92,11.02,19.04,104.36
2019-09-30,13.78,12.72,74.88,61.4,23.58,24.63,186.36
2019-10-01,12.93,14.53,82.03,52.74,41.94,28.44,204.17
2019-10-02,15.89,13.88,75.37,60.39,42.11,27.22,207.63
2019-10-03,13.89,15.0,74.51,58.09,38.77,27.67,200.25
2019-10-04,13.72,15.16,66.95,53.02,39.77,27.15,188.63
2019-10-05,14.14,12.01,58.07,36.42,32.64,21.91,153.28
2019-10-06,7.29,10.58,53.3,27.88,29.36,21.5,128.4
2019-10-07,17.81,16.25,66.1,48.52,43.06,27.57,191.73
2019-10-08,16.34,15.52,70.44,37.87,39.78,26.35,179.95
2019-10-09,15.92,14.96,79.05,33.99,37.17,25.22,181.09
2019-10-10,13.98,14.25,82.37,33.57,32.99,25.78,177.16
2019-10-11,13.17,13.45,79.36,33.53,22.32,24.34,161.85
2019-10-12,8.17,13.62,63.63,53.27,19.6,26.69,158.29
2019-10-13,2.33,9.67,57.88,56.06,17.67,24.11,143.61
2019-10-14,18.42,17.5,79.98,69.49,39.65,26.53,225.04
2019-10-15,19.69,18.64,76.07,70.03,46.88,27.07,231.31
2019-10-16,18.03,17.77,75.27,60.68,45.24,31.69,216.99
2019-10-17,17.99,17.43,81.05,66.11,46.73,31.9,229.31
2019-10-18,16.94,14.6,77.05,59.39,39.9,29.53,207.89
2019-10-19,17.41,14.52,58.21,39.93,35.53,26.25,165.6
2019-10-20,17.28,14.5,49.03,43.14,38.07,28.53,162.03
2019-10-21,20.07,19.03,79.66,75.42,46.98,32.95,241.16
2019-10-22,18.4,19.14,82.81,70.43,47.99,32.64,238.78
2019-10-23,17.73,18.68,76.93,65.73,48.45,32.83,227.51
2019-10-24,15.03,16.56,82.88,61.61,44.12,30.19,220.21
2019-10-25,11.6,14.25,74.75,57.41,38.63,26.67,196.64
2019-10-26,2.96,8.24,54.07,41.73,15.85,21.08,122.85
2019-10-27,14.42,14.67,51.61,45.99,16.19,25.26,142.88
2019-10-28,21.84,20.07,82.47,78.85,44.18,29.01,247.41
2019-10-29,23.0,19.88,84.25,78.33,49.57,29.96,255.03
2019-10-30,22.48,20.41,84.62,73.63,46.94,31.74,248.07
2019-10-31,20.49,19.63,78.5,72.46,46.17,32.77,237.25
2019-11-01,10.69,12.31,53.14,50.68,33.01,30.06,159.83
2019-11-02,3.69,8.01,43.36,41.12,18.26,19.13,114.44
2019-11-03,3.58,10.28,35.98,50.28,22.45,22.53,122.57
2019-11-04,17.12,17.51,56.95,58.54,38.92,26.8,189.05
2019-11-05,20.31,21.03,65.1,70.57,45.69,29.78,222.69
2019-11-06,22.91,21.05,76.81,76.2,45.1,31.8,242.08
2019-11-07,22.61,18.33,73.71,53.38,41.1,29.96,209.13
2019-11-08,22.6,19.68,62.74,71.96,42.19,30.97,219.16
2019-11-09,16.9,15.63,41.1,57.33,31.34,27.87,162.31
2019-11-10,16.64,13.8,44.04,56.44,29.41,25.98,160.33
2019-11-11,20.43,14.06,65.6,43.12,33.13,28.2,176.33
2019-11-12,23.42,16.81,63.57,53.96,37.75,24.52,195.51
2019-11-13,22.43,19.54,74.18,68.32,44.03,25.98,228.5
2019-11-14,24.48,21.02,78.92,64.81,45.18,28.33,234.41
2019-11-15,23.98,20.13,71.57,68.33,33.54,26.17,217.55
2019-11-16,22.74,17.88,54.13,76.15,30.8,24.26,201.7
2019-11-17,22.76,13.79,45.88,69.59,26.43,21.99,178.45
2019-11-18,25.29,17.78,77.19,82.67,39.12,24.95,242.05
2019-11-19,25.27,21.95,86.12,80.46,43.29,28.24,257.1
2019-11-20,25.66,21.73,79.08,63.73,50.58,32.92,240.78
2019-11-21,23.51,19.29,77.94,61.73,50.31,32.12,232.77
2019-11-22,17.32,14.78,68.14,55.62,42.66,29.82,198.53
2019-11-23,12.05,14.0,46.02,50.05,20.2,23.57,142.33
2019-11-24,13.6,12.45,46.75,56.15,24.19,24.04,153.13
2019-11-25,21.76,16.91,71.99,62.68,46.21,30.45,219.54
2019-11-26,16.64,15.69,69.9,50.32,42.88,33.14,195.43
2019-11-27,12.21,11.48,62.91,57.17,26.98,26.27,170.74
2019-11-28,18.36,13.74,57.69,57.25,20.88,26.52,167.93
2019-11-29,20.87,15.82,60.43,72.57,27.32,28.41,197.0
2019-11-30,17.12,11.93,52.99,64.74,31.26,23.14,178.05
2019-12-01,13.07,14.07,48.04,58.24,33.63,24.91,167.05
2019-12-02,18.2,20.58,79.67,76.11,44.82,25.35,239.39
2019-12-03,18.13,19.43,86.23,74.06,48.4,25.92,246.26
2019-12-04,25.02,20.46,84.29,67.74,46.0,24.07,243.51
2019-12-05,24.77,18.01,93.0,52.78,44.3,23.32,232.86
2019-12-06,22.03,13.96,83.82,40.88,25.77,18.55,186.46
2019-12-07,15.86,10.7,54.77,32.32,19.15,18.28,132.8
2019-12-08,0.67,9.07,49.34,20.21,13.39,12.65,92.67
2019-12-09,18.24,14.69,77.04,50.42,25.73,22.03,186.12
2019-12-10,21.67,16.56,77.3,41.73,37.71,27.11,194.97
2019-12-11,23.03,18.39,76.46,56.42,43.57,26.36,217.88
2019-12-12,18.38,15.86,85.91,67.02,46.02,29.04,233.18
2019-12-13,15.74,13.73,71.91,49.51,36.99,25.4,187.88
2019-12-14,0.07,6.43,51.11,32.02,19.72,15.89,109.36
2019-12-15,3.84,8.16,44.83,36.55,15.78,15.2,109.17
2019-12-16,20.73,15.89,73.33,71.28,39.41,27.76,220.65
2019-12-17,13.96,14.67,72.68,78.28,36.02,29.56,215.61
2019-12-18,14.41,13.45,71.42,51.73,39.05,29.94,190.07
2019-12-19,4.53,7.55,62.74,44.99,29.56,20.5,149.37
2019-12-20,0.79,7.4,45.52,56.14,23.12,18.92,132.97
2019-12-21,0.03,6.81,33.53,50.62,19.82,15.59,110.81
2019-12-22,0.03,6.03,33.03,48.57,18.4,14.65,106.07
2019-12-23,0.12,6.53,35.48,39.67,19.81,18.59,101.61
2019-12-24,0.15,5.92,33.77,42.49,19.26,17.12,101.6
2019-12-25,0.17,6.77,36.01,44.49,17.55,17.53,104.99
2019-12-26,1.07,7.96,40.11,30.9,20.93,24.92,100.97
2019-12-27,10.66,9.53,50.0,42.27,28.83,28.54,141.29
2019-12-28,4.09,9.09,38.9,27.42,31.39,24.98,110.88
2019-12-29,1.38,8.19,39.07,26.69,23.7,17.15,99.02
2019-12-30,11.32,8.29,44.67,45.16,22.93,26.01,132.37
2019-12-31,15.5,9.17,43.39,53.0,23.57,31.29,144.63
2020-01-01,10.14,9.12,40.67,5.09,23.35,27.99,88.38
2020-01-02,17.94,11.77,57.59,31.19,26.82,35.69,145.3
2020-01-03,17.2,13.48,62.98,30.84,22.11,31.37,146.61
2020-01-04,16.48,12.89,52.0,32.16,21.19,31.69,134.73
2020-01-05,17.15,12.82,41.86,26.5,27.67,35.26,126.0
2020-01-06,20.67,15.82,49.39,34.56,39.7,35.77,160.13
2020-01-07,19.09,16.49,78.78,35.36,43.22,36.87,192.95
2020-01-08,20.65,17.64,89.33,62.16,41.93,33.16,231.71
2020-01-09,10.89,15.46,92.95,57.83,36.93,34.42,214.06
2020-01-10,16.01,16.41,91.87,48.67,34.9,37.43,207.87
2020-01-11,9.17,11.24,66.91,21.88,33.14,30.95,142.35
2020-01-12,4.6,10.97,61.4,27.97,21.6,25.37,126.55
2020-01-13,15.46,14.94,96.7,36.83,39.97,36.64,203.9
2020-01-14,9.19,9.36,103.34,36.16,25.33,28.76,183.37
2020-01-15,15.2,14.52,101.29,32.85,22.86,30.61,186.72
2020-01-16,15.28,15.39,94.77,32.83,40.22,34.94,198.48
2020-01-17,22.19,13.69,89.73,43.32,40.48,32.7,209.4
2020-01-18,21.59,13.32,63.27,42.84,31.71,33.28,172.73
2020-01-19,20.85,13.59,60.28,50.26,35.23,33.26,180.21
2020-01-20,23.54,19.91,88.46,79.63,56.12,38.71,267.66
2020-01-21,23.98,20.51,96.32,88.82,59.4,39.07,289.03
2020-01-22,24.26,19.86,99.47,89.39,59.8,38.24,292.77
2020-01-23,23.4,17.7,104.2,83.44,62.59,39.45,291.33
2020-01-24,22.04,18.72,95.67,77.45,60.82,42.04,274.7
2020-01-25,23.5,17.8,73.24,43.33,47.8,40.63,205.67
2020-01-26,19.58,14.64,65.21,35.44,36.06,39.04,170.92
2020-01-27,17.19,15.5,85.48,54.72,41.85,37.41,214.75
2020-01-28,20.23,12.28,80.24,42.83,31.58,34.16,187.17
2020-01-29,16.6,14.97,80.83,37.3,34.87,31.43,184.56
2020-01-30,16.85,11.87,88.48,34.29,28.48,33.48,179.97
2020-01-31,13.28,10.39,84.67,32.14,22.92,30.18,163.4
2020-02-01,0.08,5.9,69.46,30.46,15.07,17.63,120.96
2020-02-02,0.33,5.99,49.05,28.44,17.88,23.42,101.69
2020-02-03,8.84,11.13,78.47,34.43,26.95,28.95,159.81
2020-02-04,13.52,13.52,62.82,51.58,29.88,29.84,171.33
2020-02-05,21.16,17.46,66.88,74.6,46.83,35.96,226.93
2020-02-06,20.07,19.58,69.68,71.58,52.26,40.66,233.17
2020-02-07,18.16,16.75,80.85,37.47,52.15,42.18,205.38
2020-02-08,9.71,9.25,65.68,25.07,32.11,33.31,141.82
2020-02-09,0.02,5.99,52.2,27.75,13.49,21.23,99.46
2020-02-10,1.14,6.7,72.36,33.48,20.03,23.38,133.72
2020-02-11,4.87,9.59,67.71,32.62,19.77,27.17,134.56
2020-02-12,19.73,15.33,82.14,46.66,21.97,29.04,185.83
2020-02-13,22.0,15.4,83.21,65.06,35.81,36.6,221.48
2020-02-14,17.31,16.23,67.83,43.6,44.8,43.6,189.77
2020-02-15,0.04,5.91,49.5,22.72,19.42,16.75,97.6
2020-02-16,0.13,6.37,48.93,21.29,13.21,14.05,89.93
2020-02-17,6.22,11.65,79.02,32.52,20.62,22.19,150.04
2020-02-18,7.13,12.28,80.96,36.88,21.29,20.92,158.54
2020-02-19,17.18,15.86,78.61,38.78,30.61,28.79,181.04
2020-02-20,15.36,13.17,70.82,33.1,32.74,27.82,165.18
2020-02-21,14.15,10.67,77.66,29.87,23.43,21.99,155.78
2020-02-22,0.1,9.7,52.99,24.38,13.31,17.95,100.47
2020-02-23,0.77,8.74,43.31,38.74,13.46,18.58,105.01
2020-02-24,8.17,13.84,70.25,41.4,27.91,32.17,161.57
2020-02-25,10.32,10.72,71.17,51.01,24.84,24.65,168.06
2020-02-26,21.75,20.49,63.99,53.67,39.79,35.81,199.69
2020-02-27,21.29,20.24,66.32,63.55,49.07,38.0,220.47
2020-02-28,15.46,15.28,65.45,50.11,38.85,36.12,185.14
2020-02-29,0.02,6.24,51.64,24.48,17.33,13.0,99.71
2020-03-01,0.72,7.48,43.41,27.81,15.9,12.65,95.31
2020-03-02,21.09,19.05,70.71,57.28,39.99,29.42,208.11
2020-03-03,21.26,19.77,66.25,72.81,49.12,35.48,229.21
2020-03-04,20.23,20.31,73.16,87.11,50.62,36.28,251.43
2020-03-05,15.21,18.03,69.84,78.79,44.27,35.93,226.14
2020-03-06,19.7,18.21,61.5,69.31,41.25,32.75,209.96
2020-03-07,10.2,10.11,46.94,30.7,32.58,30.15,130.54
2020-03-08,3.23,10.22,39.68,29.4,18.58,13.57,101.11
2020-03-09,14.6,17.67,72.17,47.46,43.51,32.01,195.4
2020-03-10,7.11,11.94,70.98,37.04,27.05,24.7,154.11
2020-03-11,10.76,11.88,67.76,37.59,26.99,24.0,154.99
2020-03-12,9.41,8.45,56.52,36.13,20.81,14.5,131.32
2020-03-13,17.68,15.96,55.38,62.85,24.52,26.89,176.38
2020-03-14,10.74,10.04,45.86,29.39,26.09,29.02,122.12
2020-03-15,1.74,8.02,39.38,43.15,17.46,14.21,109.75
2020-03-16,20.33,17.04,52.21,51.45,35.1,29.13,176.14
2020-03-17,16.81,14.67,56.77,40.48,36.31,31.58,165.04
2020-03-18,13.02,13.53,53.84,62.44,23.16,27.11,165.99
2020-03-19,10.08,14.82,53.11,74.97,37.61,32.65,190.59
2020-03-20,0.28,8.2,48.17,49.8,28.11,27.11,134.57
2020-03-21,0.27,8.29,36.72,29.89,15.26,8.43,90.43
2020-03-22,0.34,7.13,37.36,35.38,13.83,8.33,94.04
2020-03-23,3.47,6.99,42.71,33.08,19.71,11.89,105.97
2020-03-24,2.89,7.19,43.11,28.79,20.98,17.06,102.96
2020-03-25,2.84,8.1,47.21,55.44,22.78,20.48,136.37
2020-03-26,2.13,8.1,44.99,52.61,22.02,18.81,129.85
2020-03-27,2.09,8.1,47.86,35.47,20.79,19.48,114.31
2020-03-28,0.11,6.23,45.06,24.82,17.3,10.07,93.51
2020-03-29,0.12,7.04,45.53,28.31,12.04,8.94,93.04
2020-03-30,3.96,10.32,54.13,45.46,30.32,25.11,144.19
2020-03-31,7.51,13.98,49.2,59.27,34.68,34.64,164.64
2020-04-01,8.76,14.22,45.33,52.08,31.32,29.97,151.71
2020-04-02,2.8,10.37,50.94,31.11,24.16,24.57,119.37
2020-04-03,3.05,11.21,45.11,52.25,22.61,27.19,134.23
2020-04-04,0.03,6.3,39.62,28.69,24.1,17.77,98.76
2020-04-05,0.04,6.59,40.51,19.24,14.93,7.25,81.31
2020-04-06,0.06,7.91,45.72,33.78,19.83,13.03,107.31
2020-04-07,0.02,8.09,45.98,40.45,26.94,28.71,121.48
2020-04-08,0.04,8.01,46.44,51.77,28.87,26.85,135.13
2020-04-09,0.02,7.75,46.5,40.48,29.5,23.37,124.25
2020-04-10,0.03,7.58,45.12,38.95,20.61,19.25,112.29
2020-04-11,0.02,7.6,44.96,32.94,16.66,14.86,102.18
2020-04-12,0.01,7.71,39.76,27.78,12.87,8.18,88.13
2020-04-13,0.28,6.4,39.74,30.81,10.64,8.11,87.88
2020-04-14,0.03,7.11,46.18,40.5,21.37,20.77,115.19
2020-04-15,0.05,6.62,43.84,35.84,22.14,21.81,108.48
2020-04-16,0.02,8.03,49.63,31.59,29.45,30.25,118.71
2020-04-17,0.03,8.44,49.41,22.39,33.25,29.6,113.52
2020-04-18,0.02,7.27,45.07,38.65,17.37,13.76,108.38
2020-04-19,0.02,7.89,42.47,20.8,12.2,7.18,83.37
2020-04-20,0.02,7.28,51.54,22.16,13.91,7.33,94.91
2020-04-21,0.04,7.3,52.19,22.0,11.83,7.93,93.37
2020-04-22,0.33,7.91,50.19,29.4,13.22,8.16,101.05
2020-04-23,0.02,13.53,49.49,39.38,32.34,27.6,134.77
2020-04-24,0.08,8.57,48.96,39.19,22.16,21.8,118.96
2020-04-25,0.08,8.9,41.04,34.6,17.74,14.3,102.36
2020-04-26,0.17,8.57,44.37,30.75,21.32,16.68,105.19
2020-04-27,2.01,11.6,48.69,43.08,34.95,31.67,140.33
2020-04-28,1.74,12.02,46.24,47.59,36.95,34.73,144.55
2020-04-29,0.04,7.74,40.45,32.23,34.78,33.08,115.24
2020-04-30,0.04,6.13,41.07,29.2,21.35,14.55,97.8
2020-05-01,0.02,6.06,31.93,30.79,12.94,9.72,81.73
2020-05-02,0.02,6.59,36.18,35.71,12.3,9.71,90.8
2020-05-03,1.24,7.83,38.47,43.36,15.72,12.75,106.61
2020-05-04,3.08,9.61,45.71,30.11,32.68,29.85,121.2
2020-05-05,5.53,8.49,45.22,25.5,31.73,26.7,116.48
2020-05-06,6.15,11.33,48.02,35.15,30.42,31.93,131.07
2020-05-07,5.43,13.12,47.26,42.5,36.88,35.75,145.19
2020-05-08,1.76,9.19,49.78,41.65,35.41,34.52,137.79
2020-05-09,0.75,7.72,44.78,30.73,29.31,24.95,113.3
2020-05-10,0.07,7.21,39.63,18.48,13.99,8.6,79.38
2020-05-11,2.22,8.0,42.53,28.67,17.39,8.68,98.81
2020-05-12,11.48,13.48,47.65,32.96,31.44,28.62,137.0
2020-05-13,12.99,14.49,49.93,36.54,41.26,31.24,155.2
2020-05-14,5.59,12.56,47.15,34.6,38.2,31.58,138.1
2020-05-15,4.48,12.19,48.09,28.6,29.81,31.84,123.16
2020-05-16,0.69,8.78,39.72,23.97,18.13,16.48,91.29
2020-05-17,1.08,8.58,36.4,18.34,13.75,10.04,78.16
2020-05-18,4.64,11.01,52.75,23.99,25.05,25.74,117.45
2020-05-19,12.78,15.02,57.09,35.08,35.14,32.13,155.11
2020-05-20,14.7,14.08,50.5,31.2,42.25,33.48,152.73
2020-05-21,5.63,10.42,37.53,33.85,26.22,28.73,113.65
2020-05-22,1.19,8.22,39.21,25.11,23.49,20.42,97.22
2020-05-23,0.07,7.4,36.7,20.52,13.49,10.37,78.18
2020-05-24,0.84,8.96,36.79,20.21,9.33,10.7,76.13
2020-05-25,5.81,13.27,45.99,26.18,27.72,27.69,118.97
2020-05-26,7.22,14.85,45.96,40.0,43.63,34.53,151.66
2020-05-27,8.39,13.82,41.45,43.15,39.93,34.78,146.74
2020-05-28,5.12,12.18,46.25,31.69,37.29,33.34,132.53
2020-05-29,6.03,10.99,51.64,26.02,36.79,34.8,131.47
2020-05-30,1.27,6.63,51.28,19.67,15.03,18.95,93.88
2020-05-31,1.03,6.15,43.53,22.06,11.7,11.05,84.46
2020-06-01,3.8,9.31,44.12,37.42,13.45,15.22,108.1
2020-06-02,13.21,14.58,49.5,41.4,34.61,33.38,153.3
2020-06-03,14.46,13.45,54.36,32.94,40.09,33.73,155.3
2020-06-04,12.07,12.86,49.25,36.3,40.63,32.65,151.11
2020-06-05,1.19,11.32,45.48,21.22,32.85,27.22,112.06
2020-06-06,0.02,6.17,38.64,21.33,12.89,9.56,79.05
2020-06-07,6.72,10.09,42.11,23.48,17.24,14.26,99.64
2020-06-08,15.63,14.96,63.09,55.31,41.49,33.01,190.48
2020-06-09,16.04,14.99,66.54,61.69,47.86,33.73,207.12
2020-06-10,16.66,14.78,64.7,52.75,48.57,34.64,197.47
2020-06-11,16.03,14.13,58.7,20.78,38.02,33.94,147.66
2020-06-12,14.37,13.59,54.93,33.24,30.11,30.77,146.25
2020-06-13,7.88,11.36,44.28,37.78,22.43,23.7,123.74
2020-06-14,7.13,10.74,42.67,40.0,23.22,21.75,123.76
2020-06-15,15.72,14.32,64.65,59.23,41.85,31.64,195.77
2020-06-16,16.81,16.24,71.57,73.12,45.01,32.71,222.75
2020-06-17,16.25,16.67,69.4,64.51,48.8,29.97,215.64
2020-06-18,15.91,17.22,67.74,58.18,48.2,29.43,207.24
2020-06-19,15.54,16.77,64.23,40.1,46.62,29.86,183.26
2020-06-20,10.55,12.92,42.01,27.28,29.22,22.6,121.97
2020-06-21,6.99,10.37,43.03,20.98,21.35,16.96,102.72
2020-06-22,16.27,17.06,61.76,29.1,38.26,30.3,162.46
2020-06-23,16.97,17.45,70.24,51.34,42.38,29.22,198.38
2020-06-24,17.61,16.82,78.51,57.41,44.92,27.53,215.27
2020-06-25,17.72,16.26,77.97,50.21,45.37,29.12,207.54
2020-06-26,16.0,17.07,74.29,51.38,42.9,27.36,201.65
2020-06-27,10.72,13.5,57.83,21.14,33.5,24.26,136.69
2020-06-28,5.81,10.82,54.65,20.29,20.25,13.73,111.82
2020-06-29,13.96,15.69,76.54,24.7,36.41,25.88,167.3
2020-06-30,14.61,17.49,79.88,51.13,28.5,23.51,191.62
2020-07-01,15.01,18.14,82.74,56.52,39.89,29.37,212.3
2020-07-02,14.99,19.29,84.88,61.71,44.1,30.49,224.97
2020-07-03,12.01,15.72,76.05,27.7,42.37,29.59,173.85
2020-07-04,4.34,9.41,47.57,22.14,14.03,11.3,97.49
2020-07-05,4.07,5.87,39.84,20.73,9.87,7.54,80.37
2020-07-06,11.21,12.94,76.15,31.62,18.34,15.71,150.27
2020-07-07,12.87,17.57,74.26,62.22,40.2,28.42,207.11
2020-07-08,12.52,18.54,82.23,67.89,45.12,31.29,226.29
2020-07-09,12.72,18.02,91.2,59.54,44.12,30.21,225.61
2020-07-10,13.54,19.35,84.44,47.68,43.06,30.46,208.07
2020-07-11,12.54,16.64,59.31,35.55,38.94,27.17,162.98
2020-07-12,10.3,13.66,47.98,30.25,33.23,23.46,135.43
2020-07-13,12.21,18.41,73.0,49.14,43.19,35.21,195.95
2020-07-14,13.2,20.24,82.11,59.28,45.42,37.77,220.26
2020-07-15,14.74,20.14,85.97,60.55,46.41,37.31,227.81
2020-07-16,15.87,20.44,86.59,54.66,41.81,37.61,219.37
2020-07-17,14.86,20.0,83.75,46.32,43.32,37.8,208.26
2020-07-18,13.32,18.96,59.95,28.39,38.06,35.81,158.68
2020-07-19,12.4,16.84,53.27,28.33,35.32,35.21,146.16
2020-07-20,13.1,18.0,81.44,57.37,41.35,41.81,211.26
2020-07-21,11.98,18.78,88.57,62.21,45.13,39.88,226.67
2020-07-22,14.01,19.89,88.31,54.11,45.87,42.15,222.19
2020-07-23,14.2,19.26,87.74,57.62,45.24,41.86,224.05
2020-07-24,12.41,18.92,79.87,53.92,43.6,40.18,208.73
2020-07-25,10.7,13.36,57.61,32.37,37.1,37.84,151.14
2020-07-26,7.26,11.62,53.49,24.72,26.65,18.87,123.73
2020-07-27,14.0,16.49,84.57,37.42,43.25,39.04,195.72
2020-07-28,14.37,14.73,86.57,31.9,33.91,24.68,181.49
2020-07-29,14.51,17.53,89.66,52.2,32.89,26.8,206.79
2020-07-30,13.19,17.67,95.71,49.21,45.59,39.0,221.37
2020-07-31,12.4,16.36,91.26,39.09,42.06,41.0,201.18
2020-08-01,11.68,15.42,74.71,38.25,34.47,37.38,174.53
2020-08-02,9.34,14.91,62.39,37.89,36.38,39.34,160.9
2020-08-03,12.54,15.95,82.25,53.15,46.88,42.0,210.77
2020-08-04,10.9,15.48,76.91,34.33,47.85,40.66,185.48
2020-08-05,9.04,13.54,70.95,36.1,41.81,33.18,171.44
2020-08-06,10.54,14.8,73.05,56.07,43.47,38.77,197.93
2020-08-07,11.36,14.36,68.88,57.62,43.28,38.4,195.5
2020-08-08,11.97,13.22,54.8,36.79,36.63,36.13,153.42
2020-08-09,11.12,12.66,49.64,31.72,28.61,33.78,133.76
2020-08-10,11.78,15.8,74.7,62.03,37.25,38.25,201.55
2020-08-11,13.43,16.67,79.78,70.31,38.4,39.68,218.6
2020-08-12,14.2,16.54,78.35,66.89,35.39,36.86,211.36
2020-08-13,12.05,17.66,78.27,66.89,36.25,39.51,211.12
2020-08-14,13.99,17.25,74.85,62.53,38.38,40.43,207.0
2020-08-15,14.2,14.92,60.64,51.4,34.17,37.55,175.33
2020-08-16,13.63,14.71,60.31,50.36,28.0,35.96,167.01
2020-08-17,14.76,16.08,74.77,67.27,37.32,37.66,210.21
2020-08-18,14.5,14.55,76.34,65.99,38.67,38.57,210.06
2020-08-19,14.15,13.62,76.91,51.34,38.36,38.6,194.38
2020-08-20,14.59,14.75,76.58,32.44,35.5,37.56,173.86
2020-08-21,12.57,13.12,72.58,23.41,30.08,33.46,151.76
2020-08-22,7.0,10.6,64.03,24.53,17.19,18.88,123.35
2020-08-23,7.8,11.07,57.83,47.17,14.55,16.33,138.43
2020-08-24,15.94,14.35,85.95,62.64,34.2,33.16,213.08
2020-08-25,14.91,13.72,85.44,32.21,33.69,32.97,179.96
2020-08-26,14.32,17.09,91.05,61.64,10.75,19.41,194.85
2020-08-27,14.91,17.35,93.11,60.79,29.86,33.26,216.02
2020-08-28,13.38,15.93,88.18,44.9,32.12,33.45,194.51
2020-08-29,9.83,14.63,63.32,28.75,26.34,28.57,142.86
2020-08-30,8.05,12.32,58.14,46.92,27.53,27.29,152.97
2020-08-31,13.22,15.68,87.47,67.22,34.9,32.02,218.5
2020-09-01,13.94,15.5,88.32,64.96,38.77,33.97,221.49
2020-09-02,11.86,15.77,91.3,49.1,37.81,32.47,205.84
2020-09-03,9.93,13.99,83.42,42.49,35.2,31.85,185.03
2020-09-04,11.69,14.42,73.86,39.0,33.03,28.17,172.01
2020-09-05,9.18,10.33,54.96,34.27,15.24,20.45,123.99
2020-09-06,10.27,11.6,54.74,56.85,17.43,19.66,150.89
2020-09-07,13.83,14.14,86.88,48.36,31.28,29.67,194.49
2020-09-08,13.41,15.74,83.95,54.84,29.04,24.9,196.98
2020-09-09,14.08,14.79,87.49,59.95,32.98,27.23,209.29
2020-09-10,15.68,15.01,90.04,69.39,37.95,29.89,228.08
2020-09-11,14.9,14.95,81.6,45.72,37.58,29.8,194.75
2020-09-12,10.86,11.37,61.15,22.92,21.66,24.12,127.96
2020-09-13,8.51,10.35,52.33,24.3,20.09,15.4,115.58
2020-09-14,12.71,16.0,87.47,72.04,34.65,31.12,222.87
2020-09-15,12.99,16.28,91.73,74.45,36.97,32.29,232.43
