Date,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Ireland,Total,Industrial,LDZ,Gas_to_Power,Slovakia_Austria,Russia_NordStream_Germany,Norway_Europe,Algeria_Italy,Libya_Italy,Spain_France,Denmark_Germany,Czech_Poland_Germany,LNG_Belgium,LNG_France,LNG_Germany,LNG_Netherlands,LNG_GB,LNG_Italy,Austria_Production,Germany_Production,GB_Production,Netherlands_Production,Italy_Production,Austria_Hungary_Export,Total_LNG_Imports,Total_Pipeline_Imports,Total_Domestic_Production,Total_Supply
2016-10-03,90.13,38.16,148.39,72.87,160.09,17.24,174.25,7.09,1.55,5.43,715.22,236.42,307.8,166.71,111.66,121.14,245.11,34.03,12.13,-8.5,1.02,52.3,6.87,21.35,0.0,0.39,5.07,17.47,2.27,14.99,85.65,86.05,15.93,-9.69,51.16,620.04,204.89,876.09
2016-10-04,92.57,41.06,151.47,76.89,163.86,20.65,205.04,7.06,1.31,7.78,767.69,264.21,325.29,174.14,119.86,121.18,260.65,35.78,12.12,-8.84,1.24,50.35,9.81,20.69,0.0,0.39,5.06,17.98,2.27,14.33,97.74,90.49,16.05,-9.31,53.93,646.25,220.88,921.07
2016-10-05,98.36,43.53,153.79,81.97,162.35,25.62,228.34,7.45,2.09,5.22,808.72,271.74,360.68,172.52,118.58,121.19,253.32,36.22,10.95,-9.23,1.17,44.53,2.96,29.15,0.0,1.74,5.09,16.99,2.32,13.85,99.59,110.57,16.19,-11.0,55.92,632.65,242.52,931.08
2016-10-06,110.85,46.91,159.52,91.75,184.59,23.38,243.47,9.23,2.17,6.56,878.44,277.76,397.06,199.39,121.24,121.52,313.22,37.13,11.44,-10.22,1.32,43.09,2.0,25.32,0.0,0.67,5.09,19.96,2.34,13.92,93.54,102.75,16.14,-10.8,53.04,691.8,228.68,973.53
2016-10-07,113.54,45.54,156.44,90.67,187.69,22.43,240.54,8.92,2.2,9.32,877.29,271.81,399.57,200.11,122.97,121.4,299.87,39.19,10.45,-11.15,2.81,40.92,2.02,22.43,0.0,0.39,5.05,12.98,2.33,14.08,99.95,106.98,16.22,-9.09,42.86,669.32,239.56,951.74
2016-10-08,100.5,41.94,130.59,80.96,175.41,19.71,223.65,8.09,1.8,7.59,790.24,244.32,370.37,170.0,116.24,121.16,302.78,36.97,9.95,-9.06,1.68,42.03,4.21,20.99,0.0,0.39,5.08,8.99,2.31,14.62,99.28,109.24,15.92,-7.41,39.65,661.39,241.37,942.41
2016-10-09,103.01,41.42,124.81,86.27,183.83,19.75,235.6,9.07,1.24,7.43,812.42,245.59,397.95,163.92,117.1,121.36,300.24,34.38,10.96,-8.32,2.35,46.16,2.93,20.16,0.0,0.4,5.08,6.0,2.32,14.46,99.5,112.9,16.08,-7.12,34.56,658.79,245.25,938.6
2016-10-10,132.67,50.31,179.93,103.76,215.37,27.12,274.36,10.99,2.04,9.58,1006.12,288.26,491.74,220.46,120.6,121.5,321.95,46.66,11.77,-9.69,3.6,47.02,2.0,36.24,0.0,0.48,5.08,14.48,2.36,14.6,102.95,124.14,16.02,-6.87,58.28,721.69,260.07,1040.05
2016-10-11,141.26,51.34,192.89,107.0,219.97,27.83,279.54,11.25,2.2,8.06,1041.34,294.56,523.69,217.53,119.8,120.68,310.49,55.29,10.47,-10.31,3.0,56.58,1.82,36.28,0.0,1.05,5.1,15.5,2.36,14.24,104.02,100.91,16.09,-7.98,59.75,725.77,237.63,1023.14
2016-10-12,145.8,54.48,199.05,105.42,212.22,27.67,280.67,10.83,2.2,8.46,1046.79,297.06,532.45,211.65,121.01,121.3,311.77,60.54,10.69,-8.82,5.78,53.39,1.98,38.8,0.0,0.85,5.07,16.51,2.18,14.77,104.47,124.44,16.09,-7.65,63.2,738.86,261.95,1064.02
2016-10-13,147.18,51.07,212.94,102.1,217.97,25.7,270.9,10.75,2.36,8.92,1049.89,291.93,545.33,208.19,120.73,121.11,320.55,60.84,12.16,-9.78,1.93,56.73,7.79,40.31,0.0,0.8,5.09,12.9,2.42,14.09,98.56,129.26,16.21,-8.05,66.9,751.18,260.53,1078.62
2016-10-14,137.06,51.08,203.25,97.39,212.15,23.63,253.39,9.38,2.46,8.7,998.48,281.59,515.96,195.73,119.86,121.06,315.16,59.0,12.15,-9.48,0.26,54.29,2.07,40.02,0.0,0.81,5.09,8.0,2.38,14.01,94.78,121.95,16.28,-7.28,56.0,728.29,249.4,1033.69
2016-10-15,114.01,43.5,154.59,86.64,185.76,18.93,219.16,8.27,2.24,6.23,839.34,249.71,431.76,153.3,120.17,120.31,312.59,48.09,12.16,-8.62,-0.73,55.28,9.72,39.8,0.0,0.83,5.56,6.0,2.3,14.34,102.06,116.02,16.16,-8.2,61.91,721.16,250.88,1033.95
2016-10-16,104.8,38.53,134.05,76.3,171.41,17.32,211.34,8.26,1.45,5.42,768.88,244.88,387.32,132.0,115.15,120.35,312.84,45.89,12.15,-8.86,-0.63,55.87,3.39,38.89,0.0,0.83,6.18,6.0,2.29,14.36,104.03,111.34,16.18,-8.14,55.29,708.04,248.2,1011.53
2016-10-17,120.16,46.76,192.09,90.69,190.02,21.65,238.11,8.74,2.16,7.26,917.64,286.04,421.64,204.42,108.9,121.1,321.68,59.77,10.48,-10.0,2.12,53.4,2.02,41.0,0.0,1.41,6.64,11.5,2.27,13.86,98.69,115.59,16.29,-8.17,62.57,730.02,246.7,1039.29
2016-10-18,129.6,50.82,191.21,104.3,207.5,24.94,237.54,8.47,2.14,7.94,964.45,291.79,464.98,202.51,120.47,121.09,320.17,61.06,11.76,-10.83,0.95,50.72,2.01,43.04,0.0,1.26,6.65,12.48,2.3,13.87,101.11,116.93,15.92,-7.34,65.45,740.84,250.12,1056.41
2016-10-19,140.7,55.23,192.2,109.34,220.89,22.89,258.99,10.03,2.39,9.54,1022.2,301.65,502.14,213.93,118.28,121.55,309.35,61.13,11.38,-9.99,0.42,51.65,2.55,39.33,0.0,1.01,6.45,12.98,2.33,13.86,99.85,122.18,16.08,-7.25,62.32,726.09,254.3,1042.71
2016-10-20,144.21,54.9,196.37,115.07,222.16,24.26,273.82,10.34,2.45,9.71,1053.3,307.62,524.97,215.75,118.41,121.57,327.14,61.6,12.16,-12.69,1.3,60.23,2.45,41.32,0.0,1.01,6.31,9.48,2.35,14.19,95.33,131.02,16.15,-8.69,60.58,750.3,259.04,1069.91
2016-10-21,144.13,55.64,193.84,110.43,222.28,25.26,282.37,11.0,2.61,9.51,1057.08,297.57,545.68,209.43,119.76,121.57,322.65,59.13,12.97,-14.36,0.32,61.94,2.05,38.15,0.0,0.96,5.79,18.48,2.41,14.33,90.11,131.31,16.2,-8.5,65.42,749.41,254.37,1069.2
2016-10-22,133.21,51.87,166.63,100.89,214.07,22.59,262.67,9.99,2.05,5.67,969.64,259.91,526.1,179.14,121.21,121.55,319.94,53.51,14.46,-9.53,2.57,58.34,2.01,33.38,0.0,0.8,7.19,13.98,2.41,14.46,96.98,106.12,16.08,-8.64,57.36,739.42,236.04,1032.83
2016-10-23,127.27,55.7,159.98,102.72,207.97,22.43,265.46,10.0,2.12,4.92,958.55,252.82,536.15,164.7,119.06,121.56,327.41,53.26,12.97,-9.36,2.37,58.18,2.02,32.07,0.0,0.78,6.98,6.49,2.41,14.49,106.32,116.15,16.08,-8.73,48.35,733.79,255.45,1037.59
2016-10-24,130.85,58.84,201.49,120.66,238.76,23.33,277.79,9.32,2.44,9.41,1072.88,295.09,552.39,220.34,121.57,121.55,322.6,58.71,12.77,-11.71,0.61,59.24,9.19,23.68,0.0,0.73,5.93,12.99,2.57,14.45,105.58,130.03,15.71,-8.52,52.51,737.85,268.34,1058.7
2016-10-25,130.06,56.42,199.53,119.2,231.75,23.35,277.26,8.46,2.29,10.57,1058.87,304.14,526.63,222.73,122.64,121.55,327.86,59.13,12.29,-13.54,-1.41,58.73,1.97,30.47,0.0,0.71,5.62,16.69,2.52,14.3,107.46,126.69,15.85,-8.56,55.46,742.71,266.82,1064.99
2016-10-26,135.64,55.3,195.19,110.86,214.74,20.95,276.33,8.3,2.5,8.42,1028.22,300.49,507.84,214.98,121.75,121.45,326.28,58.88,12.14,-12.58,-1.33,60.92,2.01,29.48,0.0,0.78,5.07,18.63,2.43,14.42,104.59,133.31,16.12,-8.28,55.97,743.48,270.88,1070.32
2016-10-27,138.18,52.35,182.77,99.27,208.92,24.64,258.7,9.67,2.57,7.51,984.58,290.41,497.03,191.96,121.11,121.4,307.19,58.56,15.48,-11.33,-1.23,58.59,1.99,20.09,0.0,1.34,5.4,15.66,2.52,14.41,107.24,114.09,16.05,-8.5,44.47,714.24,254.31,1013.02
2016-10-28,139.12,50.32,181.3,95.1,206.9,27.69,245.03,10.6,2.5,9.67,968.24,283.55,483.18,195.57,120.39,121.82,312.36,58.66,16.72,-10.11,-1.19,58.78,2.03,20.12,0.0,0.86,5.21,6.97,2.76,14.94,107.77,120.86,15.69,-8.75,35.19,712.62,262.02,1009.84
2016-10-29,126.81,45.64,155.27,82.74,196.09,25.56,230.52,11.48,1.85,6.37,882.31,261.78,446.95,168.93,119.33,125.9,332.74,41.85,12.2,-9.61,-0.0,58.22,2.11,21.01,0.0,0.79,5.28,19.62,2.87,15.19,111.69,108.56,16.04,-9.84,48.8,729.43,254.35,1032.57
2016-10-30,117.61,43.79,139.96,91.35,194.97,22.5,229.68,9.56,1.9,9.33,860.66,261.87,449.41,144.82,119.98,121.55,327.93,41.59,15.12,-9.22,0.0,60.22,2.06,23.26,0.0,0.83,8.79,9.97,2.73,14.55,105.83,112.45,16.01,-9.43,44.91,722.09,251.57,1018.56
2016-10-31,130.89,45.18,175.28,100.41,208.59,24.51,249.89,11.2,2.05,8.49,956.49,283.75,481.95,185.76,119.6,121.57,329.46,58.92,16.12,-9.38,0.0,55.73,2.04,23.22,0.0,0.81,10.84,18.66,2.73,13.78,101.57,123.13,16.14,-8.95,55.57,747.59,257.36,1060.51
2016-11-01,132.02,45.23,159.24,105.34,235.96,25.87,246.64,10.98,0.62,8.72,970.63,278.48,519.79,165.95,101.36,121.25,314.06,44.09,16.63,-8.97,0.0,66.09,2.03,20.5,0.0,0.74,5.06,13.95,2.75,12.21,103.79,116.35,16.12,-9.87,42.28,696.78,251.22,990.28
2016-11-02,158.73,52.82,205.98,108.42,265.39,32.66,279.07,11.01,2.11,11.25,1127.43,311.86,605.88,205.28,107.37,120.35,293.47,59.74,15.12,-10.29,-0.0,73.85,1.97,23.27,0.0,0.72,5.05,21.44,2.8,14.19,104.05,135.85,16.2,-9.88,52.45,712.06,273.08,1037.59
2016-11-03,176.03,57.4,215.6,117.23,273.42,30.68,306.4,11.67,2.44,10.57,1201.44,320.13,653.18,222.69,105.16,120.46,311.02,61.29,16.04,-10.76,0.0,71.51,3.13,19.59,0.0,0.78,5.06,21.45,2.71,14.17,94.42,139.36,16.23,-9.86,50.01,724.74,266.88,1041.63
2016-11-04,173.28,58.7,214.74,114.0,255.45,31.17,304.9,11.57,2.2,9.78,1175.79,311.68,651.46,207.6,99.22,120.37,298.71,62.15,16.03,-9.7,-1.06,69.76,7.98,33.46,0.0,0.72,5.05,21.45,2.77,14.26,101.13,147.64,16.11,-9.89,68.66,724.13,281.91,1074.7
2016-11-05,151.68,49.33,183.36,104.87,241.34,25.9,275.3,9.77,2.34,5.95,1049.85,272.62,623.24,149.63,96.13,119.95,285.76,55.56,16.25,-8.07,-1.12,70.04,2.01,20.84,0.0,0.69,5.83,17.96,2.75,14.2,100.85,143.8,15.64,-9.93,47.32,681.82,277.25,1006.39
2016-11-06,165.08,54.39,159.71,107.11,261.12,26.09,290.17,11.86,1.71,5.87,1083.11,275.81,664.11,138.73,91.13,119.93,316.73,56.22,14.51,-8.27,-1.2,71.28,2.03,21.07,0.0,0.69,5.84,8.99,2.78,14.17,104.85,150.6,15.8,-9.92,38.63,698.96,288.2,1025.78
2016-11-07,206.75,66.62,222.22,134.85,301.47,33.36,350.2,14.24,1.87,14.11,1345.7,334.56,788.57,217.82,94.06,120.59,324.07,56.13,15.98,-9.4,-0.01,69.37,1.97,34.45,0.0,0.7,13.34,14.97,2.69,14.33,93.69,157.41,15.92,-10.0,65.43,736.23,284.04,1085.7
2016-11-08,207.87,69.31,239.86,147.83,318.05,36.89,375.44,16.16,1.7,11.03,1424.14,344.35,845.97,228.43,100.56,120.41,324.82,55.98,16.02,-9.98,-2.17,68.78,2.0,32.26,0.0,0.7,11.66,13.97,2.69,14.72,101.26,174.31,16.0,-9.74,60.6,735.02,308.98,1104.6
2016-11-09,201.2,68.93,253.64,146.63,307.18,35.63,381.86,14.36,2.4,12.5,1424.33,340.6,852.66,225.54,109.54,120.38,330.4,56.2,15.99,-9.65,-1.23,69.12,2.01,26.59,0.0,0.7,12.46,8.99,2.7,14.73,102.49,168.03,16.06,-10.27,50.75,741.51,304.01,1096.27
2016-11-10,182.38,64.07,255.17,141.88,297.64,34.52,382.6,13.0,2.31,11.98,1385.54,338.76,819.36,222.46,116.99,120.41,326.52,55.94,15.48,-9.34,-0.82,71.15,3.08,23.32,0.0,0.7,12.25,16.46,2.49,14.79,103.0,161.3,16.13,-10.08,55.83,752.15,297.71,1105.69
2016-11-11,175.19,64.59,254.8,142.35,285.51,33.21,380.43,13.43,2.86,8.02,1360.4,327.26,814.9,214.16,112.5,120.4,329.06,55.26,15.97,-9.43,-0.02,72.52,1.95,17.38,0.0,0.62,10.23,15.1,2.53,14.8,109.06,169.14,16.02,-10.11,45.28,741.55,311.55,1098.38
2016-11-12,176.65,64.55,224.7,134.79,256.33,31.95,361.58,13.24,1.93,9.68,1275.4,299.48,782.99,189.49,111.52,120.31,313.49,55.22,15.5,-8.93,-2.25,76.19,1.96,29.1,0.0,0.6,9.91,7.0,2.58,14.71,97.79,167.71,16.05,-10.07,48.57,729.61,298.83,1077.01
2016-11-13,165.65,62.57,218.0,134.48,252.65,32.45,370.86,13.15,1.7,7.61,1259.13,306.95,770.75,178.2,114.83,120.47,322.61,60.29,17.46,-8.51,-2.23,75.47,1.95,30.7,0.0,0.55,9.29,8.0,2.53,14.73,106.51,168.23,16.06,-10.09,50.49,750.88,308.05,1109.42
2016-11-14,193.64,67.54,275.7,146.79,248.7,36.84,402.33,14.6,2.43,8.66,1397.21,344.95,827.53,221.11,101.89,120.45,340.54,60.78,15.98,-9.29,-0.95,74.32,2.0,28.19,0.0,0.59,9.03,15.47,1.95,14.58,102.98,170.1,15.98,-10.09,55.28,759.0,305.59,1119.87
2016-11-15,182.04,60.83,286.08,120.22,226.29,39.57,370.63,13.16,2.69,9.06,1310.56,334.84,754.42,217.36,104.71,120.48,334.56,60.77,14.98,-9.56,-0.0,72.69,1.97,31.41,0.0,0.65,7.75,15.97,2.17,14.6,112.52,152.18,16.07,-10.16,57.75,756.38,297.54,1111.67
2016-11-16,172.04,56.91,285.25,106.6,232.17,38.89,318.01,11.19,1.45,8.98,1231.48,316.8,699.68,211.52,107.42,120.38,325.42,60.48,14.98,-9.66,-0.64,73.78,2.06,27.11,0.0,0.67,7.29,9.04,2.23,14.61,114.56,146.39,15.99,-10.07,46.18,738.33,293.77,1078.28
2016-11-17,165.75,56.02,281.11,109.69,271.97,33.43,286.34,10.29,1.63,11.19,1227.42,307.05,711.12,205.77,103.44,120.39,331.54,60.42,13.99,-9.85,0.0,75.86,1.99,31.9,0.0,0.58,7.88,7.41,2.46,14.65,115.03,150.32,16.0,-10.18,49.74,745.54,298.46,1093.74
2016-11-18,174.34,62.13,262.96,119.16,305.04,31.96,276.21,10.52,1.95,11.6,1255.87,306.27,737.55,209.66,105.2,120.31,316.76,60.93,14.48,-9.55,-0.02,81.03,2.21,28.35,0.0,0.63,12.75,9.55,2.74,14.47,115.29,150.03,15.99,-10.14,53.5,742.64,298.52,1094.66
2016-11-19,161.86,57.03,215.95,112.96,290.73,24.48,271.25,11.57,2.22,11.65,1159.71,276.9,708.69,171.13,109.24,120.55,320.4,60.95,14.48,-9.28,-1.97,81.52,1.99,26.14,0.0,0.6,10.33,13.1,2.88,14.82,107.18,155.83,16.02,-9.34,52.16,748.04,296.73,1096.93
2016-11-20,136.77,49.78,196.71,104.87,293.08,24.07,264.23,11.39,2.29,11.71,1094.9,263.28,671.99,156.96,104.53,120.52,327.64,60.85,14.48,-9.5,-1.17,81.58,1.98,22.77,0.0,0.59,9.42,8.84,2.87,15.04,112.5,148.15,16.07,-10.01,43.61,742.54,294.63,1080.78
2016-11-21,153.03,51.34,242.31,104.5,296.61,28.93,275.54,11.77,1.5,12.97,1178.5,301.88,677.56,196.22,103.6,120.27,338.52,60.69,14.96,-10.09,-1.29,80.65,1.96,25.89,0.0,0.6,11.58,10.88,2.93,14.73,110.43,142.41,15.93,-9.92,50.91,758.21,286.44,1095.56
2016-11-22,167.9,55.06,234.05,108.29,290.91,25.68,272.19,10.94,1.59,14.08,1180.69,311.48,653.02,213.19,115.56,120.44,335.82,60.31,12.16,-10.2,-2.88,79.9,2.01,35.44,0.0,0.63,15.17,14.75,2.95,14.51,89.18,138.93,15.95,-10.03,68.0,779.11,261.52,1108.63
2016-11-23,162.47,55.15,227.46,115.78,299.5,27.05,277.95,11.94,2.29,16.62,1196.23,311.85,664.17,216.97,112.01,120.38,333.93,60.09,13.98,-10.18,-1.62,78.91,2.06,28.24,0.0,0.62,14.28,16.41,2.98,14.55,86.74,143.01,15.9,-10.2,61.62,769.11,263.18,1093.91
2016-11-24,164.06,58.32,224.78,125.59,300.3,27.26,294.26,11.81,1.85,13.9,1222.13,317.22,689.88,211.97,116.25,120.38,327.39,59.53,14.48,-9.89,-2.0,80.21,1.98,29.7,0.0,0.63,12.39,12.83,2.98,14.69,95.87,135.13,15.8,-10.13,57.53,763.88,264.46,1085.86
2016-11-25,171.87,62.73,217.23,139.14,303.15,27.64,318.64,12.33,1.8,13.19,1267.71,320.68,732.65,211.01,116.64,120.38,319.56,59.92,12.99,-10.87,-0.82,80.57,1.98,12.57,0.0,0.62,13.64,9.76,2.95,14.93,82.82,148.7,16.06,-10.12,38.57,736.93,265.46,1040.96
2016-11-26,156.18,58.33,183.01,137.45,298.0,26.33,309.21,11.43,1.69,11.77,1193.4,292.85,720.14,177.59,109.14,120.4,317.69,60.6,13.47,-10.64,0.0,78.71,8.59,7.04,0.0,0.6,11.72,11.75,2.93,14.86,99.76,145.73,16.02,-9.72,39.71,729.09,279.3,1048.1
2016-11-27,159.97,55.43,184.05,120.89,280.92,27.41,316.05,12.01,1.66,10.49,1168.88,292.21,721.41,152.73,108.84,120.5,315.68,60.62,14.48,-9.97,0.0,79.32,2.33,7.11,0.0,0.59,8.14,9.26,2.91,15.07,99.28,142.94,15.99,-10.06,27.44,716.91,276.19,1020.54
2016-11-28,214.28,71.72,254.3,155.29,310.36,33.8,398.69,13.82,1.89,15.08,1469.22,353.95,893.29,218.44,111.27,120.37,327.68,60.4,13.99,-10.35,0.02,78.31,1.99,12.1,0.0,0.57,9.13,23.22,2.9,14.76,105.6,168.88,15.85,-10.13,47.01,748.7,307.99,1103.7
2016-11-29,236.16,79.78,289.67,167.39,349.66,37.96,423.21,16.77,2.08,15.17,1617.86,359.78,1018.28,236.04,116.99,120.41,296.92,59.9,15.72,-11.53,-0.79,78.15,7.42,23.27,0.0,0.55,9.47,23.22,2.69,14.83,103.97,176.45,15.87,-10.14,63.93,739.7,313.81,1117.44
2016-11-30,238.33,79.84,306.76,148.31,345.47,38.92,410.7,17.05,1.89,16.07,1603.34,350.52,1023.82,225.46,119.47,120.4,316.9,59.94,13.49,-10.98,-0.01,78.43,6.82,8.84,0.0,0.57,8.4,21.71,2.6,14.24,106.4,171.0,15.83,-9.83,46.34,743.98,310.07,1100.39
2016-12-01,239.45,74.14,310.72,127.08,332.09,38.31,378.48,16.68,1.55,15.88,1534.38,336.13,959.97,235.26,114.09,120.42,321.71,70.93,13.98,-10.64,0.33,80.4,2.77,13.24,0.0,0.56,15.95,21.46,2.62,14.2,96.59,163.63,16.14,-12.71,53.98,765.2,293.17,1112.36
2016-12-02,224.22,67.64,293.49,131.41,322.75,35.13,375.33,16.73,1.69,14.78,1483.17,338.93,898.9,241.98,102.57,120.42,313.47,71.55,13.96,-10.86,0.0,78.03,2.28,11.56,0.0,0.41,12.53,21.46,2.88,14.5,104.14,174.39,16.11,-12.65,48.25,737.4,312.01,1097.66
2016-12-03,205.93,66.27,258.88,140.98,294.48,32.43,368.45,15.13,1.37,10.85,1394.77,317.17,872.81,201.48,105.79,120.39,311.35,71.02,12.16,-10.23,0.0,81.47,1.93,10.58,0.0,0.37,12.34,21.43,2.89,14.22,101.8,171.68,16.13,-12.61,46.66,738.61,306.73,1091.99
2016-12-04,209.64,70.88,231.13,153.08,307.04,33.75,388.58,15.97,1.58,8.01,1419.65,318.05,914.9,183.65,93.91,120.4,312.0,71.01,12.15,-10.49,0.0,81.95,1.93,12.46,0.0,0.37,12.35,16.45,2.87,14.44,99.95,175.86,16.14,-12.63,43.56,724.48,309.26,1077.3
2016-12-05,223.8,78.27,291.28,169.11,358.64,39.91,443.85,16.56,1.88,13.56,1636.85,363.2,1011.69,258.51,96.76,120.41,311.31,70.94,12.15,-10.4,0.0,78.16,1.93,24.23,0.0,0.4,21.34,26.08,2.83,14.21,95.15,180.65,16.1,-12.73,73.98,753.3,308.94,1136.22
2016-12-06,221.46,75.29,302.03,159.76,323.22,41.19,446.02,16.91,3.84,7.94,1597.65,361.98,979.1,253.12,91.02,120.41,313.21,70.95,12.13,-10.72,0.0,79.07,2.0,25.32,0.0,0.43,14.38,24.13,2.87,14.05,108.32,171.63,16.03,-12.78,66.26,742.34,312.89,1121.49
2016-12-07,222.06,70.28,302.97,136.82,258.12,43.58,422.4,17.07,3.9,6.24,1483.44,345.56,904.35,230.62,83.24,120.44,291.14,65.7,12.14,-11.36,-0.21,80.61,1.99,31.55,0.0,4.07,9.61,21.47,2.97,14.14,110.54,166.17,15.87,-12.85,68.7,710.39,309.69,1088.77
2016-12-08,217.25,67.69,267.48,125.38,256.52,41.27,380.95,17.59,3.63,8.49,1386.25,328.19,843.24,211.65,78.32,120.41,303.4,68.34,12.15,-11.85,-1.29,81.3,6.65,24.02,0.0,7.87,7.51,16.49,2.97,14.58,104.39,180.13,16.01,-12.83,62.55,713.33,318.09,1093.96
2016-12-09,210.6,63.88,296.28,114.93,230.26,36.14,349.25,17.63,3.6,5.28,1327.85,319.22,798.42,207.24,75.42,119.95,285.76,70.16,12.16,-11.82,0.0,77.09,4.68,23.67,0.0,7.48,7.88,20.48,2.6,14.67,106.76,149.01,16.13,-12.8,64.19,692.91,289.16,1046.26
2016-12-10,199.74,58.97,272.26,109.55,226.33,32.38,300.57,16.32,3.32,7.48,1226.94,282.39,758.41,183.1,75.81,119.75,312.74,70.99,12.16,-11.86,0.0,86.81,2.01,18.98,0.0,2.67,5.83,14.99,2.19,14.9,104.87,137.5,16.0,-12.73,44.47,710.88,275.46,1030.81
2016-12-11,188.78,57.96,251.55,105.76,258.99,31.64,289.32,17.05,2.63,7.78,1211.46,279.17,750.97,178.74,70.45,119.77,330.1,71.82,13.05,-10.76,0.0,81.38,1.96,14.38,0.0,2.5,6.46,13.49,2.19,14.83,103.98,136.48,16.02,-12.7,38.79,714.6,273.5,1026.89
2016-12-12,213.11,67.32,318.35,133.75,304.46,32.57,333.19,17.33,3.19,12.33,1435.61,334.58,845.18,253.02,73.07,119.54,326.36,72.41,12.2,-10.76,0.0,84.77,1.97,10.61,0.0,1.05,11.83,20.48,2.43,14.56,106.12,146.93,16.08,-12.8,45.94,723.55,286.12,1055.61
2016-12-13,211.21,68.54,329.17,135.55,278.04,37.46,352.4,16.66,3.26,8.07,1440.37,342.02,844.43,250.59,88.3,119.64,330.09,72.32,12.15,-14.98,0.0,84.75,2.01,14.3,0.0,1.29,9.0,21.47,2.5,14.54,118.73,144.12,15.98,-12.25,48.08,740.36,295.88,1084.31
2016-12-14,212.13,65.96,334.01,127.71,268.09,39.05,347.98,17.21,2.96,12.19,1427.28,333.83,834.14,256.8,94.1,119.45,338.5,69.9,12.16,-14.85,-0.3,84.5,1.96,10.07,0.0,1.26,8.74,19.98,2.55,14.88,97.42,156.1,15.81,-10.94,42.01,745.45,286.76,1074.22
2016-12-15,210.72,68.25,335.15,136.1,278.69,38.17,355.67,17.86,3.04,10.75,1454.42,336.49,863.97,250.95,96.33,119.77,332.43,69.62,12.16,-14.33,-0.03,83.18,1.96,15.68,0.0,0.78,8.59,21.48,2.51,14.96,103.6,169.74,16.11,-12.92,48.48,747.63,306.92,1103.03
2016-12-16,201.49,65.62,327.3,141.98,280.71,39.18,380.48,18.39,3.21,13.9,1472.26,339.96,882.22,245.64,98.66,119.46,336.55,64.59,12.17,-14.46,0.0,84.03,1.97,15.38,0.0,0.88,6.99,19.93,2.56,14.97,108.03,166.79,16.12,-12.81,45.15,746.15,308.47,1099.77
2016-12-17,196.11,63.03,291.68,122.43,265.56,35.64,359.43,16.9,3.2,13.73,1367.7,301.63,856.06,205.15,102.88,120.13,323.24,69.64,12.16,-14.07,0.0,85.15,1.97,13.09,0.0,0.7,5.78,5.97,2.58,14.94,108.47,149.9,15.99,-12.8,27.51,726.64,291.87,1046.03
2016-12-18,203.14,60.01,287.45,129.56,269.83,35.23,343.4,16.64,2.6,9.77,1357.63,302.33,851.03,199.35,100.88,119.61,321.76,70.66,12.16,-12.76,-0.97,85.17,1.96,8.99,0.0,0.76,5.95,5.97,2.57,14.62,110.24,163.24,16.03,-12.77,23.63,720.14,306.71,1050.48
2016-12-19,224.72,66.75,345.95,146.04,305.22,39.61,376.82,16.81,3.14,14.62,1539.69,336.07,944.0,254.67,108.42,119.79,328.01,71.64,12.17,-12.99,0.0,83.17,2.08,11.39,0.0,0.48,7.2,7.99,2.84,14.58,111.59,170.28,16.04,-12.84,29.13,739.34,315.34,1083.81
2016-12-20,224.89,73.54,325.19,166.5,299.67,40.64,398.52,16.81,3.5,11.12,1560.39,341.73,975.76,237.85,104.54,119.89,332.52,69.42,12.17,-12.07,0.0,82.72,2.03,8.7,0.0,0.4,5.8,5.99,2.83,14.68,113.59,174.37,16.22,-12.63,22.92,732.11,321.7,1076.72
2016-12-21,217.24,70.15,294.01,152.84,284.6,49.11,394.27,16.37,3.19,10.9,1492.67,331.85,937.76,218.18,99.78,120.07,331.22,65.12,12.17,-12.91,0.0,79.25,1.93,8.5,0.0,0.38,6.88,5.99,2.85,14.74,114.2,164.66,15.85,-12.72,23.68,718.37,312.3,1054.35
2016-12-22,204.15,67.03,295.22,141.33,283.98,47.77,377.84,15.87,3.0,10.02,1446.22,317.02,908.32,215.5,107.45,120.5,329.28,65.37,12.19,-13.72,0.0,78.22,1.99,9.25,0.0,0.4,6.63,5.99,2.89,14.63,111.83,155.42,15.68,-12.75,24.25,723.54,300.46,1048.25
2016-12-23,188.4,61.12,276.38,134.6,253.92,41.11,343.76,14.75,2.82,6.77,1323.63,282.36,860.67,176.43,93.76,125.83,331.52,61.34,14.46,-12.48,0.37,77.3,1.98,7.31,0.0,0.4,7.4,5.99,2.63,14.98,104.86,163.42,15.79,-12.83,23.07,715.18,301.68,1039.93
2016-12-24,154.9,47.7,240.42,110.1,227.45,30.68,285.52,12.86,2.44,5.04,1117.11,225.74,762.65,125.94,82.63,130.03,327.42,70.03,12.18,-11.78,0.98,76.32,1.99,7.26,0.0,0.39,6.8,5.99,2.61,14.98,104.95,138.84,15.72,-12.83,22.43,710.25,277.1,1009.79
2016-12-25,138.12,42.76,207.3,93.38,173.78,26.65,255.02,11.62,2.25,4.67,955.55,210.93,652.73,89.1,69.69,133.43,312.89,70.3,12.14,-12.48,0.92,72.87,1.99,7.31,0.0,0.39,5.06,5.99,2.61,14.87,107.52,129.77,15.6,-13.04,20.75,680.5,270.38,971.63
