Date,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Ireland,Total,Industrial,LDZ,Gas_to_Power,Slovakia_Austria,Russia_NordStream_Germany,Norway_Europe,Algeria_Italy,Libya_Italy,Spain_France,Denmark_Germany,Czech_Poland_Germany,LNG_Belgium,LNG_France,LNG_Germany,LNG_Netherlands,LNG_GB,LNG_Italy,Austria_Production,Germany_Production,GB_Production,Netherlands_Production,Italy_Production,Austria_Hungary_Export,Total_LNG_Imports,Total_Pipeline_Imports,Total_Domestic_Production,Total_Supply
2017-08-24,62.86,27.08,130.25,68.24,126.25,14.93,142.88,3.52,1.27,8.62,585.89,235.26,197.71,146.71,142.19,139.08,325.15,36.49,3.51,-13.33,-1.53,1.76,2.04,29.36,0.0,0.85,16.38,20.14,2.77,12.25,72.46,67.58,14.74,-13.72,68.77,702.08,169.8,940.65
2017-08-25,61.3,27.93,132.63,68.12,124.69,14.9,135.6,3.58,1.22,9.68,579.66,230.74,191.1,151.23,142.2,139.14,335.03,40.01,4.01,-12.74,-1.53,1.05,2.03,29.48,0.0,0.42,14.1,18.94,2.83,13.46,72.45,80.63,14.31,-13.87,64.97,712.16,183.67,960.81
2017-08-26,50.19,23.44,114.92,32.95,107.31,11.05,113.38,3.09,1.21,9.78,467.31,183.12,157.66,122.34,142.07,139.14,335.74,37.74,4.02,-12.89,-1.53,2.57,2.03,29.61,0.0,1.98,10.62,22.31,2.87,13.27,77.46,35.54,14.51,-13.6,66.55,713.41,143.65,923.61
2017-08-27,46.65,22.6,109.92,57.01,96.52,10.62,113.97,2.85,1.09,7.3,468.53,200.72,155.69,107.98,143.46,140.19,322.78,37.05,4.53,-12.87,-1.6,1.41,1.98,28.82,0.0,0.99,10.02,23.51,2.82,12.97,85.32,67.32,14.89,-13.5,65.32,700.26,183.33,948.92
2017-08-28,64.8,28.44,151.69,72.83,98.2,15.02,140.87,3.95,1.28,7.97,585.06,244.61,185.32,148.83,144.31,140.78,326.76,44.55,9.53,-12.63,-1.54,-0.13,2.0,28.81,0.0,0.99,9.91,24.56,2.85,12.56,88.53,75.96,14.47,-13.19,66.27,717.89,194.37,978.54
2017-08-29,67.78,28.11,151.16,70.5,127.21,14.91,138.84,4.38,1.35,9.45,613.7,246.87,195.51,165.7,141.07,141.58,318.84,43.79,11.53,-13.13,-1.11,-6.85,2.01,28.8,0.0,2.47,15.32,36.23,2.85,12.3,87.76,73.81,14.7,-12.8,84.84,720.56,191.42,996.81
2017-08-30,70.58,28.16,155.68,70.91,135.66,12.98,138.01,4.08,1.4,9.62,627.08,247.4,202.13,172.17,151.92,140.18,316.53,44.41,11.48,-13.18,-0.3,-5.78,2.02,28.31,0.0,0.45,12.92,37.73,2.86,11.12,88.3,82.9,14.99,-13.21,81.44,726.72,200.17,1008.33
2017-08-31,72.36,29.63,157.03,75.7,134.51,13.38,148.33,4.29,1.34,9.88,646.43,256.21,212.54,171.0,149.3,134.69,303.06,29.73,11.51,-13.4,-1.43,23.58,9.08,28.64,0.0,0.39,14.42,36.58,2.88,11.63,94.38,78.44,14.98,-12.67,89.11,726.17,202.3,1017.58
2017-09-01,71.92,29.84,145.1,75.12,128.49,13.24,152.44,5.36,1.49,15.66,638.65,250.99,220.79,160.43,146.61,134.89,292.34,33.29,11.02,-10.68,-0.62,23.06,3.32,25.69,0.0,0.38,11.63,32.57,2.85,12.48,91.14,81.09,14.8,-5.73,73.59,703.49,202.36,979.44
2017-09-02,53.36,23.2,107.98,59.15,106.43,11.17,138.99,4.31,1.42,4.98,510.99,214.75,196.36,94.34,143.28,134.72,270.22,20.21,11.01,-8.48,0.0,24.1,1.97,17.3,0.0,0.4,9.38,27.57,2.85,12.78,91.46,83.68,14.81,-11.67,56.61,651.67,205.58,913.87
2017-09-03,49.34,23.98,96.78,59.12,109.28,11.85,144.83,4.45,1.32,4.98,505.92,213.02,204.77,82.87,135.71,137.81,270.81,18.63,11.01,-8.69,1.21,17.7,1.99,18.82,0.0,0.38,9.53,25.57,2.85,9.19,87.78,76.82,14.79,-11.51,56.29,640.48,191.44,888.2
2017-09-04,72.15,29.0,147.63,73.21,129.5,14.05,168.43,4.76,1.55,5.92,646.22,257.0,229.94,153.88,127.51,140.88,269.69,27.56,11.5,-11.27,0.92,16.07,2.04,27.43,0.0,0.38,12.17,40.08,2.88,6.39,82.63,81.92,14.76,-11.79,82.1,664.97,188.57,935.65
2017-09-05,73.24,30.19,153.14,74.1,125.28,15.5,158.09,4.49,1.42,6.79,642.24,255.75,224.29,155.72,141.9,141.33,269.23,29.75,11.0,-10.62,0.0,17.62,2.02,23.39,0.0,0.41,12.95,40.38,2.86,9.21,85.02,74.63,14.76,-11.07,79.15,679.37,186.49,945.01
2017-09-06,70.17,29.31,153.69,74.28,125.7,19.46,151.19,4.71,1.53,7.01,637.04,254.82,234.72,141.35,143.4,140.73,279.81,28.23,10.99,-8.28,-0.49,30.59,2.01,23.92,0.0,0.46,10.55,34.9,2.88,11.63,75.22,77.99,14.66,-12.4,71.84,696.82,182.38,951.04
2017-09-07,69.86,29.52,153.18,74.1,128.58,17.92,157.73,4.81,1.52,6.45,643.69,252.7,239.65,145.17,143.42,143.64,268.33,23.09,11.0,-8.27,-1.41,42.74,2.01,23.86,0.0,0.77,13.6,35.63,2.88,12.98,80.46,76.03,14.7,-12.21,75.87,698.41,187.05,961.33
2017-09-08,64.8,29.26,146.36,74.64,124.12,16.9,152.13,4.68,1.6,5.59,620.07,247.9,234.69,131.95,141.24,142.6,271.02,22.05,10.99,-8.89,-0.77,41.97,2.02,23.72,0.0,0.68,12.48,35.05,2.89,13.32,80.13,74.38,14.44,-11.95,73.94,694.18,185.16,953.28
2017-09-09,55.77,27.0,106.54,63.3,124.09,10.86,140.39,4.63,1.53,4.75,538.87,220.51,217.56,96.54,147.19,138.85,274.52,11.5,4.03,-8.84,0.0,38.7,2.01,10.98,0.0,0.38,9.62,27.4,2.88,13.29,81.53,85.77,14.18,-11.7,50.39,656.34,197.65,904.38
2017-09-10,53.92,26.6,95.82,59.23,118.04,11.42,143.52,5.08,1.47,3.81,518.91,215.42,225.58,74.96,145.95,139.72,274.48,10.66,11.53,-7.61,0.0,39.99,2.01,11.41,0.0,0.38,8.66,26.87,2.88,13.39,89.51,89.87,13.23,-11.7,49.33,664.06,208.89,922.28
2017-09-11,67.59,30.1,129.9,69.71,130.53,18.03,166.5,6.68,1.79,13.14,633.98,247.63,279.21,102.44,149.12,0.0,283.98,19.84,12.13,-8.92,0.0,48.18,1.96,11.21,0.0,0.39,11.8,32.8,2.85,12.93,88.48,96.9,14.04,-11.76,58.16,562.48,215.2,835.84
2017-09-12,73.5,32.25,133.58,73.23,145.12,18.41,171.96,6.42,1.78,17.74,674.0,255.07,291.05,122.51,146.4,0.0,279.38,21.41,13.48,-8.22,0.0,58.23,1.97,11.11,0.0,3.34,10.94,30.99,2.8,9.46,82.71,97.96,14.62,-11.88,58.34,569.04,207.55,834.93
2017-09-13,69.86,32.26,141.93,76.48,148.67,20.19,167.5,6.18,1.9,18.06,683.02,255.27,297.13,125.35,143.77,0.0,287.4,22.01,13.09,-8.24,1.38,54.22,1.99,10.96,0.0,1.45,11.95,34.29,2.73,10.03,75.12,94.64,14.63,-11.43,60.64,574.27,197.15,832.06
2017-09-14,76.55,34.86,142.84,89.26,153.73,18.49,182.75,7.6,1.86,17.45,725.38,269.02,324.96,125.95,145.76,0.0,293.04,22.13,13.02,-8.08,0.82,63.6,1.94,10.99,0.0,0.73,12.72,34.29,2.72,10.72,76.68,99.34,14.65,-7.08,60.67,590.97,204.11,855.75
2017-09-15,83.91,35.33,143.74,85.06,165.89,17.34,190.98,7.4,2.0,17.96,749.61,270.16,327.52,147.19,144.75,0.0,283.88,22.15,12.21,-7.71,0.04,67.78,1.99,5.59,0.0,0.61,9.36,32.8,2.14,11.9,78.48,99.66,14.63,-9.2,50.35,573.44,206.8,830.59
2017-09-16,73.29,32.47,109.14,77.12,158.96,14.06,178.7,6.8,1.91,18.87,671.32,235.11,318.61,112.72,141.42,0.0,303.24,22.12,12.23,-9.92,0.0,68.26,2.0,5.78,0.0,0.58,9.19,29.8,2.15,13.24,83.91,97.16,14.66,-4.37,47.36,584.7,211.11,843.17
2017-09-17,74.19,32.27,91.84,72.21,156.76,15.39,184.5,6.86,1.84,17.48,653.34,233.14,313.57,101.97,136.27,0.0,296.28,22.11,11.55,-11.31,0.0,68.96,2.02,5.81,0.0,0.58,5.85,24.31,2.15,13.29,85.15,96.7,14.55,-5.16,38.56,562.41,211.83,812.8
2017-09-18,98.49,38.88,145.73,92.19,175.73,20.15,221.72,8.07,2.16,19.4,822.53,279.85,364.61,173.05,147.48,0.0,295.9,22.17,11.03,-9.63,0.0,68.36,2.02,7.02,0.0,0.58,16.13,33.25,2.15,13.48,88.1,97.08,14.46,-5.02,58.99,594.3,215.27,868.56
2017-09-19,102.03,36.67,145.45,92.17,173.81,21.54,224.79,8.74,2.01,16.5,823.7,286.1,363.99,168.4,147.76,0.0,300.45,28.84,11.01,-10.55,1.82,63.9,2.02,19.58,0.0,0.6,14.42,32.48,2.14,13.79,88.57,93.53,14.42,-9.95,69.09,612.33,212.44,893.86
2017-09-20,101.95,37.14,143.16,88.09,160.81,19.62,217.93,8.11,1.95,15.24,793.99,281.6,349.75,157.48,134.6,0.0,305.85,32.73,11.05,-12.33,1.8,76.3,2.02,29.7,0.0,0.48,10.73,29.03,2.14,13.44,89.61,84.61,14.56,-11.65,71.96,621.96,204.36,898.28
2017-09-21,98.67,36.46,150.03,85.23,162.75,19.35,209.78,8.57,2.0,20.08,792.92,282.13,340.47,165.01,133.78,12.41,290.08,33.07,11.5,-13.12,1.96,79.64,2.02,29.09,0.0,0.39,12.84,28.13,2.17,13.73,90.29,86.08,14.49,-11.88,72.48,621.79,206.77,901.03
2017-09-22,93.98,36.98,146.72,88.74,160.06,19.5,198.81,7.91,1.89,16.96,771.54,276.11,331.3,158.82,118.73,142.46,293.19,33.37,12.18,-13.36,0.01,46.66,2.03,24.65,0.0,0.45,9.61,28.18,2.13,13.77,94.04,88.28,14.42,-11.99,64.92,698.16,212.64,975.73
2017-09-23,75.5,32.64,114.99,74.51,128.94,16.19,171.7,5.71,1.68,13.35,635.21,237.93,279.81,112.81,105.26,153.34,296.73,30.81,11.0,-12.68,0.0,44.88,6.95,21.24,0.0,0.45,9.92,28.13,2.13,12.95,101.67,87.59,14.36,-11.35,66.69,696.03,218.71,981.43
2017-09-24,67.1,31.78,109.25,67.53,129.76,15.87,170.73,5.4,1.58,18.22,617.22,232.11,270.6,109.32,89.04,154.94,297.76,43.33,11.01,-12.53,0.0,43.91,4.01,21.29,0.0,0.45,9.89,29.03,2.12,13.41,104.59,88.56,14.45,-11.45,64.67,692.13,223.13,979.93
2017-09-25,90.07,36.95,151.48,87.25,156.76,18.82,200.62,6.38,1.82,19.14,769.29,279.5,307.22,176.77,54.02,155.25,303.83,55.14,11.52,-12.83,0.01,42.93,2.02,11.96,0.0,0.45,9.92,29.33,2.15,12.78,104.19,94.15,14.41,-12.48,53.66,663.52,227.67,944.86
2017-09-26,91.96,38.19,154.42,89.94,155.51,16.68,200.47,6.68,1.86,14.51,770.22,280.81,300.53,183.1,64.21,159.39,321.96,54.93,11.0,-12.93,2.04,38.49,2.01,18.02,0.0,0.45,9.93,28.58,2.12,12.94,106.42,98.27,14.46,-11.32,58.99,698.08,234.21,991.27
2017-09-27,89.55,37.55,151.41,89.18,148.37,17.9,196.13,6.26,1.73,17.56,755.63,280.88,302.5,165.76,61.9,159.76,259.52,52.5,10.5,-12.39,0.53,41.71,1.98,20.72,0.0,2.15,9.97,24.26,2.18,12.45,110.79,96.2,14.26,-11.54,59.08,633.12,235.88,928.08
2017-09-28,86.44,35.25,145.86,88.5,150.61,16.85,189.97,6.03,1.7,15.99,737.2,277.36,282.88,171.06,65.17,158.55,303.47,52.23,14.47,-13.26,0.0,41.85,2.0,19.68,0.0,0.69,9.18,24.26,2.19,13.56,107.85,98.78,14.15,-11.86,55.81,678.29,236.52,970.62
2017-09-29,82.49,32.95,144.93,81.36,142.27,16.78,174.14,5.82,1.6,17.69,700.01,265.06,273.16,155.88,79.82,159.59,305.33,53.21,14.48,-13.13,-1.03,40.98,2.01,19.42,0.0,0.38,9.04,23.61,1.86,14.04,105.98,97.98,14.43,-11.04,54.45,693.7,234.29,982.44
2017-09-30,73.63,30.39,119.06,75.46,151.13,14.5,153.99,5.06,1.62,19.52,644.37,237.87,269.95,131.99,92.85,158.84,318.46,50.85,13.99,-12.27,1.31,33.23,2.0,31.28,0.0,0.38,11.19,21.08,1.82,14.09,107.75,95.83,14.3,-11.73,65.92,723.17,233.79,1022.89
2017-10-01,67.74,30.33,113.61,67.54,123.71,15.88,158.27,6.4,1.55,11.87,596.89,225.07,272.25,95.26,96.33,157.93,325.72,45.27,14.49,-8.39,2.96,42.35,1.99,15.34,0.0,0.38,8.42,14.59,1.82,14.02,106.36,92.49,14.48,-12.66,40.72,717.39,229.17,987.28
2017-10-02,87.05,36.86,147.75,79.09,148.35,21.91,168.47,6.93,1.82,14.54,712.78,252.12,313.48,141.65,101.25,159.45,329.15,45.57,15.03,-9.97,1.21,40.9,2.0,22.17,0.0,0.38,7.43,21.77,1.83,14.01,112.69,92.68,14.51,-12.68,53.75,736.35,235.72,1025.82
2017-10-03,95.65,39.11,151.69,84.32,163.78,23.6,175.01,7.31,1.94,16.61,759.03,257.22,347.99,149.21,83.31,159.66,332.11,50.22,14.0,-12.92,1.16,38.71,2.02,24.23,0.0,0.38,5.06,21.07,1.81,13.59,113.74,103.39,14.45,-6.41,52.76,719.02,246.97,1018.75
2017-10-04,101.96,40.24,154.35,88.49,178.43,22.34,202.7,7.78,2.09,15.17,813.54,273.74,373.58,161.33,85.01,159.64,329.88,57.52,15.98,-11.32,0.92,29.4,1.97,22.76,0.0,0.39,5.04,21.67,1.82,13.73,105.19,90.74,14.49,-12.23,51.82,718.85,225.96,996.64
2017-10-05,107.96,42.61,150.7,90.42,160.73,21.41,208.08,7.16,2.09,17.95,809.11,277.93,375.64,149.77,84.84,159.54,264.93,58.2,14.49,-11.1,1.98,29.09,1.98,22.36,0.0,0.39,5.04,21.27,1.83,13.75,121.88,96.79,14.58,-12.95,51.03,653.01,248.83,952.87
2017-10-06,113.2,43.12,140.98,95.91,181.86,20.28,219.46,8.02,2.32,19.26,844.42,283.64,398.11,157.21,70.71,160.03,322.2,58.23,14.99,-11.28,1.71,26.38,1.98,25.53,0.0,0.9,5.04,20.75,1.85,13.8,124.25,98.97,14.58,-13.28,54.21,697.17,253.46,1004.83
2017-10-07,104.04,40.31,114.85,89.55,155.29,17.03,200.26,7.64,2.08,17.78,748.82,251.32,374.73,118.86,81.87,159.26,308.15,58.72,14.49,-10.17,1.21,33.75,1.98,20.67,0.0,1.29,5.03,6.65,1.87,13.62,126.7,98.46,14.35,-13.76,35.62,682.89,254.99,973.5
2017-10-08,92.82,38.43,110.7,87.6,164.31,18.48,203.32,7.17,1.85,18.69,743.38,255.53,351.7,132.43,82.37,159.87,319.88,58.39,14.5,-10.41,1.36,34.18,1.8,21.38,0.0,0.96,6.59,6.15,1.85,13.45,108.52,93.96,14.27,-13.82,36.88,697.04,232.06,965.98
2017-10-09,109.99,43.31,155.32,101.77,185.67,23.26,240.74,7.93,2.05,18.21,888.25,296.56,395.44,191.43,87.67,159.52,316.55,58.28,15.04,-11.98,1.22,29.99,1.97,22.43,0.0,0.93,6.61,15.97,1.85,13.6,118.91,105.37,14.17,-13.9,47.91,704.21,253.9,1006.02
2017-10-10,108.67,40.7,163.05,93.04,164.53,22.47,219.79,8.01,2.08,15.77,838.1,283.95,378.91,170.7,83.2,159.85,215.68,58.37,13.02,-14.56,1.32,34.86,2.07,22.7,0.0,0.61,6.62,20.47,1.77,13.53,120.04,121.22,14.17,-12.8,52.47,604.2,270.73,927.4
2017-10-11,104.38,43.59,165.29,89.47,163.61,21.37,204.36,7.78,2.04,11.04,812.93,278.55,363.07,166.83,94.94,159.25,238.35,57.7,13.01,-17.25,1.15,28.93,1.98,22.88,0.0,0.82,5.7,18.97,1.74,9.42,119.39,96.17,14.27,-12.87,50.35,626.41,240.98,917.74
2017-10-12,103.73,40.89,164.97,90.54,176.94,21.66,199.58,6.84,1.94,6.58,813.66,282.4,351.46,175.52,92.53,159.31,318.63,56.41,14.02,-14.32,1.81,38.3,1.98,17.57,0.0,2.7,5.05,21.49,1.74,7.78,122.54,91.03,14.27,-13.31,48.78,715.46,237.35,1001.59
2017-10-13,102.1,40.35,157.31,86.47,153.64,18.99,195.23,6.96,1.85,6.7,769.61,274.58,320.12,169.68,89.03,159.8,319.13,55.78,14.01,-14.09,0.92,42.11,1.97,16.53,0.0,1.96,5.05,21.49,1.7,10.64,126.15,84.42,14.25,-13.1,47.0,713.67,237.16,997.83
2017-10-14,90.01,32.65,125.17,71.79,128.11,17.09,165.98,6.02,1.77,5.05,643.64,242.87,270.54,126.02,86.86,159.43,329.74,55.86,14.02,-11.08,0.87,49.63,1.98,15.98,0.0,0.36,5.05,11.97,1.65,13.68,116.78,85.89,14.22,-13.72,35.34,720.67,232.23,988.23
2017-10-15,77.73,28.88,118.15,64.35,138.29,17.06,162.63,5.93,1.58,4.96,619.55,238.95,260.56,115.81,80.67,159.62,331.12,55.69,15.52,-11.94,0.8,56.64,1.99,15.99,0.0,0.38,5.05,10.97,1.63,14.06,122.59,82.41,14.22,-13.62,34.38,722.5,234.9,991.78
2017-10-16,95.59,36.6,163.65,78.89,150.11,22.13,180.89,6.77,1.72,5.98,742.33,273.54,289.65,174.81,80.37,159.49,334.76,55.95,15.03,-11.37,0.0,41.06,1.97,19.88,0.0,0.38,5.05,21.48,1.69,13.82,115.45,87.33,14.06,-13.45,48.76,724.07,232.36,1005.19
2017-10-17,100.85,39.72,169.46,89.47,180.39,23.52,188.09,6.85,1.74,8.43,808.52,282.57,324.73,196.41,85.45,159.47,332.91,56.29,16.0,-13.72,0.89,38.87,2.33,21.75,0.0,0.34,5.4,21.48,2.1,13.67,119.53,92.25,13.75,-13.57,51.3,727.46,241.31,1020.07
2017-10-18,104.11,39.75,172.62,91.86,206.42,23.02,199.8,7.8,1.91,7.93,855.23,288.57,344.1,217.14,97.37,159.47,336.9,55.49,14.01,-14.52,0.04,42.47,3.51,16.08,0.0,0.34,6.33,21.5,2.47,13.64,120.89,96.45,13.81,-13.6,47.75,738.99,247.27,1034.01
2017-10-19,102.43,38.05,175.62,85.14,194.74,25.01,199.15,7.5,1.75,6.35,835.74,282.98,339.18,208.25,103.64,159.47,340.0,55.6,15.51,-13.96,0.0,40.34,3.12,9.95,0.0,0.33,5.68,21.49,2.59,13.84,121.76,99.68,14.16,-12.13,40.57,741.18,252.03,1033.78
2017-10-20,104.88,40.87,177.31,85.47,186.97,24.18,193.66,7.23,1.92,6.95,829.44,275.16,357.54,192.19,101.71,159.54,331.03,59.02,14.51,-14.78,0.0,43.72,1.99,15.61,0.0,0.35,6.42,21.49,2.88,14.11,124.1,98.27,14.12,-12.29,45.85,740.59,253.48,1039.92
2017-10-21,94.72,34.26,145.45,74.17,156.64,20.74,175.41,6.09,1.91,4.76,714.15,241.02,342.58,126.67,102.14,155.73,325.88,57.16,14.5,-10.79,0.0,42.15,5.78,12.58,0.0,0.35,8.97,16.48,3.02,13.99,116.27,96.75,14.05,-13.32,44.16,730.94,244.07,1019.17
2017-10-22,103.52,38.29,131.65,86.59,171.68,19.68,191.25,8.14,1.89,5.74,758.43,246.58,393.75,113.68,95.43,159.52,337.66,57.49,14.51,-12.03,0.96,39.16,2.03,12.58,0.0,0.35,7.28,12.07,3.02,13.88,123.19,107.13,14.07,-12.82,34.31,727.0,261.29,1022.6
2017-10-23,123.59,47.75,171.31,99.02,206.72,24.64,235.68,10.26,2.23,8.41,929.62,294.26,438.7,191.77,102.4,159.44,328.16,59.2,15.0,-12.49,1.15,45.1,2.03,15.93,0.0,0.35,15.94,21.47,3.02,13.62,121.62,120.86,13.86,-12.7,55.73,753.68,272.98,1082.38
2017-10-24,117.56,44.57,177.57,89.7,183.46,23.55,226.26,8.95,2.17,8.35,882.14,286.76,404.89,185.35,119.46,159.34,320.96,58.99,15.51,-13.35,3.31,39.11,2.02,14.8,0.0,0.42,16.41,21.47,2.96,12.82,112.9,110.46,14.07,-13.8,55.12,758.44,253.22,1066.78
2017-10-25,113.87,44.4,179.72,89.62,183.32,25.69,209.86,8.73,2.05,9.88,867.14,288.75,389.63,184.36,125.34,158.95,324.6,55.46,14.52,-10.67,0.95,36.38,2.05,14.74,0.0,0.97,13.12,21.47,2.95,12.24,112.48,114.64,14.04,-13.73,52.36,757.88,256.35,1066.58
2017-10-26,115.35,44.65,190.07,89.63,208.89,19.85,213.92,8.24,2.04,12.34,904.98,288.44,398.37,213.69,123.25,159.33,286.34,55.3,14.53,-16.06,2.5,36.92,2.06,14.85,0.0,0.96,16.93,21.47,2.93,13.02,114.21,118.18,13.85,-13.85,56.27,718.37,262.2,1036.84
2017-10-27,116.93,45.3,180.85,88.39,205.65,25.67,215.24,8.72,2.16,10.75,899.66,283.22,426.27,185.81,127.27,159.63,293.12,53.82,16.02,-13.55,1.62,37.6,2.02,18.1,0.0,0.35,13.78,21.47,2.99,13.4,100.4,114.88,14.03,-13.89,55.72,731.25,245.7,1032.67
2017-10-28,113.21,45.08,157.01,81.29,171.38,23.07,212.06,12.07,2.2,5.52,822.89,253.64,435.67,129.7,130.56,166.26,326.24,54.95,14.52,-9.5,1.59,31.3,2.14,16.88,0.0,0.35,7.29,19.88,3.09,14.24,124.91,113.61,14.02,-13.16,46.54,762.46,269.87,1078.86
2017-10-29,114.84,44.12,150.79,86.2,193.22,20.86,215.79,9.69,2.0,7.21,844.71,253.73,449.61,137.55,119.85,159.42,327.93,55.77,15.0,-10.06,0.72,35.98,2.04,17.35,0.0,0.35,7.77,20.06,2.84,13.63,121.38,115.6,13.88,-12.84,47.58,752.19,267.33,1067.1
2017-10-30,146.96,53.56,196.39,111.67,256.82,26.78,262.95,11.85,2.64,9.52,1079.14,298.93,573.41,200.39,129.64,159.54,343.77,55.3,15.01,-11.25,-0.25,38.5,2.02,23.12,0.0,0.37,21.81,21.79,2.85,13.67,116.61,118.02,14.27,-13.22,69.1,799.37,265.42,1133.89
2017-10-31,159.11,54.2,198.74,111.03,229.07,28.03,262.69,13.06,2.65,8.2,1066.76,287.12,578.91,193.89,124.83,159.38,350.97,56.34,16.49,-11.86,-0.52,36.39,1.99,25.86,0.0,0.64,15.58,21.79,2.78,13.49,115.43,118.04,14.29,-13.88,65.85,797.88,264.02,1127.75
2017-11-01,142.36,46.37,167.48,104.51,224.37,24.04,256.82,12.11,2.18,11.76,992.01,285.31,532.44,169.2,90.94,159.46,346.55,64.47,15.49,-10.35,2.03,37.9,1.98,31.0,0.0,0.39,9.53,6.73,2.82,13.09,116.73,109.84,14.44,-10.92,49.63,756.12,256.92,1062.68
2017-11-02,144.95,53.4,213.85,109.65,249.01,26.04,260.24,10.71,2.38,12.03,1082.26,304.57,556.58,214.87,106.63,160.15,354.05,64.08,16.49,-11.28,1.64,37.07,1.98,40.31,0.0,0.39,9.44,12.15,2.82,13.07,121.59,106.09,14.39,-11.0,64.28,793.1,257.97,1115.34
2017-11-03,137.74,49.94,205.96,111.1,239.09,26.51,267.77,9.91,2.37,10.48,1060.88,301.97,533.8,218.31,111.28,161.02,348.74,64.14,16.48,-10.58,1.08,36.02,2.0,42.24,0.0,0.39,12.15,13.16,2.83,13.66,118.92,107.08,14.4,-11.01,69.94,798.12,256.89,1124.95
2017-11-04,121.52,43.23,176.63,96.42,207.2,22.11,226.28,8.63,2.15,8.67,912.84,272.13,483.84,151.3,106.58,159.37,335.76,64.03,15.49,-10.31,4.0,35.75,1.99,30.47,0.0,0.39,10.42,7.73,2.82,13.47,111.67,95.13,14.53,-10.9,51.0,761.67,237.61,1050.28
2017-11-05,139.39,47.09,164.7,102.44,231.98,21.52,246.32,10.25,2.3,9.27,975.25,275.0,556.76,138.15,104.07,159.57,339.38,64.01,15.49,-9.74,4.0,36.11,2.05,32.34,0.0,0.39,9.34,6.2,2.83,13.47,108.56,103.54,14.41,-10.89,50.32,763.21,242.81,1056.34
2017-11-06,182.7,60.4,229.28,125.51,267.13,29.8,312.3,13.55,2.94,8.67,1232.3,329.61,683.5,213.68,117.52,159.41,349.5,63.64,15.01,-10.95,1.98,32.06,2.06,49.23,0.0,0.41,11.38,20.3,2.85,13.41,108.87,130.25,14.48,-10.9,83.37,811.54,269.86,1164.76
2017-11-07,192.81,62.85,244.93,135.23,266.94,30.02,324.83,13.47,2.94,12.77,1286.78,330.25,719.18,231.03,124.97,158.77,351.85,63.34,15.52,-8.12,0.6,36.09,2.0,26.47,0.0,0.38,10.99,20.8,2.97,13.46,121.26,140.8,14.28,-10.92,60.65,803.67,292.77,1157.09
2017-11-08,191.74,64.36,243.42,130.72,280.47,32.64,332.42,13.33,2.84,12.59,1304.53,332.34,734.37,232.26,129.86,159.94,339.56,63.26,15.52,-6.97,0.0,39.47,2.04,29.81,0.0,0.4,10.96,18.1,2.93,13.27,124.23,136.01,14.32,-10.93,61.3,801.93,290.76,1153.99
2017-11-09,186.16,60.66,250.75,119.22,255.2,31.31,319.94,12.46,2.81,8.72,1247.23,325.02,689.77,226.88,132.04,159.52,340.82,63.05,16.01,-8.39,0.91,40.01,2.01,25.49,0.0,0.39,12.19,20.2,2.96,12.48,122.23,124.57,14.43,-10.84,60.29,804.26,276.67,1141.22
2017-11-10,172.74,58.52,242.09,112.08,242.7,31.27,298.71,12.3,2.98,9.21,1182.6,311.12,666.4,200.46,120.06,159.95,341.48,62.91,16.52,-8.9,0.65,41.77,1.95,25.09,0.0,0.39,10.47,18.26,2.99,13.39,116.04,123.87,14.41,-10.86,56.16,790.61,270.7,1117.48
2017-11-11,148.47,52.59,207.52,69.49,241.24,23.4,282.35,10.82,2.73,9.24,1047.86,263.83,606.29,173.08,119.04,159.19,341.06,63.26,16.02,-7.11,3.47,46.44,1.92,20.71,0.0,0.2,8.96,6.46,3.0,13.75,117.45,60.56,14.42,-10.84,38.25,779.6,209.18,1027.03
2017-11-12,155.24,52.26,193.28,117.04,244.44,24.17,301.81,11.43,2.64,9.4,1111.71,290.21,683.26,134.86,115.27,159.8,329.2,63.82,16.55,-7.84,4.9,45.64,2.03,16.95,0.0,0.43,9.28,5.96,3.0,13.72,125.56,117.8,14.53,-10.83,34.65,761.98,274.61,1071.24
2017-11-13,197.99,59.78,261.29,131.27,302.06,32.6,348.72,14.75,2.93,14.1,1365.5,340.76,812.09,207.25,129.01,159.35,340.35,62.54,16.02,-6.98,2.11,43.0,2.01,26.78,0.0,0.41,12.17,14.27,2.96,13.23,119.57,138.55,14.5,-10.85,55.64,801.03,288.81,1145.48
2017-11-14,199.41,62.81,272.05,129.26,273.29,33.65,349.55,15.4,3.2,12.69,1351.32,337.46,780.96,227.57,131.01,159.45,331.85,63.73,15.01,-6.31,0.65,42.04,2.09,14.88,0.0,0.55,13.18,14.48,3.01,12.99,120.79,116.2,14.48,-10.84,45.19,782.61,267.46,1095.26
2017-11-15,198.4,59.4,275.4,123.65,257.41,38.72,349.29,15.4,2.87,12.03,1332.57,343.51,749.19,234.6,132.54,159.74,337.46,62.69,14.52,-8.83,1.42,42.47,1.96,12.88,0.0,0.45,12.16,15.49,2.92,13.36,123.94,117.49,14.24,-10.86,42.93,784.93,271.95,1099.81
