Date,France_LDZ,Belgium_LDZ,Italy_LDZ,Italy_Other,Netherlands_LDZ,GB_LDZ,Austria_LDZ,Germany_LDZ,Switzerland_LDZ,Luxembourg_LDZ,Ireland_LDZ,Total_LDZ_Demand
2018-05-27,19.871461,7.219538,26.892399,-0.604954,14.23344,56.5,9.346354,19.626071,3.915114,1.091817,6.77,164.86124
2018-05-28,27.085508,8.737445,36.835625,0.816054,16.282529,56.57,12.119987,17.784982,2.032925,1.494544,10.66,190.4196
2018-05-29,28.125735,9.1859,37.445443,0.805899,16.481074,66.84,12.01726,17.626164,4.317586,1.515089,8.99,203.35015
2018-05-30,28.381243,9.066718,37.460243,0.65689,16.498256,72.14,12.359987,17.281346,4.202868,1.404544,10.08,209.532095
2018-05-31,28.038898,9.070536,37.186516,2.358861,16.87971,66.63,9.395445,16.79471,4.210759,1.374999,11.07,203.010434
2018-06-01,26.722172,9.321627,34.052892,2.353207,17.915527,61.78,11.910897,18.0148,4.277732,1.402817,10.71,198.46167
2018-06-02,20.084906,7.783083,24.92552,2.012189,16.765619,54.84,8.777264,19.443071,3.353124,1.270362,9.78,169.035137
2018-06-03,19.201053,7.335447,25.283283,0.612908,15.377348,55.11,9.049082,20.074343,2.943806,1.102181,12.97,169.05945
2018-06-04,26.324918,9.199627,35.985863,0.679172,18.741526,67.18,14.645439,20.293979,3.611814,1.424635,9.22,207.306974
2018-06-05,27.837598,9.896899,36.740253,1.58258,19.440253,70.36,15.042712,20.476979,3.789123,1.523998,9.96,216.650395
2018-06-06,28.654516,9.487445,36.794789,1.134762,17.802345,70.34,14.725439,18.967253,3.940223,1.476635,8.81,212.133408
2018-06-07,27.73128,9.308081,36.47368,1.267017,17.358618,67.73,13.229986,18.786526,4.003878,1.193181,8.94,206.022248
2018-06-08,25.265519,9.025809,35.531463,1.463353,17.727436,66.91,11.359988,17.855891,4.343459,0.802636,9.31,199.595554
2018-06-09,18.976399,7.18572,27.195108,1.133562,14.502894,58.51,9.245445,16.938164,3.25436,1.171544,8.0,166.113197
2018-06-10,18.568153,7.102902,25.451083,-0.269809,14.905439,58.39,9.521808,17.016982,3.180451,1.126544,8.39,163.383554
2018-06-11,26.583254,9.1339,35.210545,0.590872,17.755254,62.71,13.441804,19.169798,3.796123,1.343908,8.28,198.015459
2018-06-12,28.227907,10.179444,36.122372,2.898679,20.311615,66.79,13.029987,24.774247,4.579632,1.619726,8.42,216.953608
2018-06-13,29.521433,10.406807,36.573598,1.857771,20.673069,67.23,12.003624,30.467968,4.773959,1.555998,4.99,220.054229
2018-06-14,29.18687,10.478898,36.692317,1.287517,20.817251,66.37,11.920897,30.706695,4.231196,1.464726,5.25,218.406366
2018-06-15,26.226827,9.2409,34.721609,1.916725,18.16489,67.37,10.799989,29.085152,4.049659,1.488089,7.34,210.403841
2018-06-16,19.693498,7.420356,26.530882,0.845281,15.647257,61.28,9.308172,24.571065,3.12876,1.380271,6.34,176.145542
2018-06-17,19.58758,7.851901,24.919729,0.580545,16.45371,63.67,9.521808,24.425157,3.461824,1.179362,0.0,171.651615
2018-06-18,26.793727,9.738081,34.926537,1.108899,20.035888,64.29,12.410896,24.514884,4.090187,1.470089,8.22,207.599187
2018-06-19,26.861872,10.203171,35.200664,2.737743,19.93707,64.95,13.145441,22.675795,3.59896,0.797272,6.47,206.577987
2018-06-20,25.864673,9.736535,35.120327,2.700624,19.563707,66.7,16.068165,20.158343,3.657123,1.189544,4.85,205.609043
2018-06-21,26.328236,10.153444,34.712637,3.045797,20.744888,67.77,15.774529,24.481429,4.048914,1.109817,7.28,215.449691
2018-06-22,25.41411,10.41608,33.842319,2.371816,23.667157,65.07,12.674532,34.225237,3.87836,1.484544,9.53,222.574156
2018-06-23,19.073335,8.259991,26.288491,1.367762,19.348889,58.32,10.139989,39.849231,3.360124,0.938999,9.16,196.106812
2018-06-24,18.436145,8.019174,25.116638,-0.770999,18.772708,55.9,10.104535,41.664866,3.346878,1.284453,9.3,191.174397
2018-06-25,25.617528,9.741535,35.496309,0.685154,20.571342,57.99,12.189987,37.793324,4.044232,1.456089,9.7,215.285502
2018-06-26,25.313128,9.624081,36.264672,1.904007,19.689707,57.66,11.777261,32.088876,3.723105,1.492453,9.14,208.677289
2018-06-27,24.958783,9.154809,36.039408,1.976025,18.781162,57.15,12.702714,26.382336,3.958196,1.438999,9.49,202.032433
2018-06-28,24.735883,8.667355,35.784181,1.32378,17.331528,57.14,11.760897,23.671339,4.105723,1.230453,9.45,195.20114
2018-06-29,22.550958,8.01181,33.598011,1.877125,16.688528,55.02,11.351806,20.915524,3.93405,1.378726,8.99,184.316539
2018-06-30,16.189247,6.393721,25.12111,0.87539,13.521713,49.43,10.070899,19.519798,2.737334,1.221362,7.45,152.530574
2018-07-01,15.529438,6.184448,23.644421,1.18659,12.968623,48.88,11.352716,20.924978,2.983379,1.059726,4.26,148.974319
2018-07-02,22.720267,8.184355,33.505456,-0.156563,16.402619,53.28,13.371804,21.836796,3.57736,1.276635,6.71,180.70873
2018-07-03,23.584421,8.463628,34.218101,2.152607,16.701437,56.48,13.238168,21.040342,3.353215,1.320362,8.29,188.842281
2018-07-04,23.816894,8.245264,34.432755,2.085789,16.620346,56.69,13.113623,19.284344,3.48826,1.231181,8.26,187.268455
2018-07-05,24.190329,8.264446,34.237965,1.241317,16.498892,56.17,13.539986,18.632253,3.763605,1.382817,9.55,187.47161
2018-07-06,22.290986,7.705628,32.983502,1.574444,16.582528,55.33,10.460898,19.250162,2.63027,1.254271,9.07,179.13269
2018-07-07,15.949074,6.216994,24.816274,1.439017,14.402621,48.14,8.829082,20.400161,4.920931,1.151999,8.2,154.466153
2018-07-08,15.44782,6.057539,23.526421,0.68069,13.555622,48.38,8.8109,21.18516,3.14146,1.122999,8.74,150.648612
2018-07-09,22.441104,8.128355,33.389829,-0.017227,17.5508,55.09,11.139988,22.546704,3.88346,1.006544,10.13,185.289557
2018-07-10,23.577348,8.826809,34.13761,1.561344,19.197526,57.27,11.706352,25.845337,3.408778,1.397999,9.74,196.669102
2018-07-11,24.120248,8.659446,34.726373,2.206243,18.055436,56.89,11.886351,26.267427,3.250624,1.481817,9.93,197.473965
2018-07-12,24.018293,8.475082,34.503337,1.403462,17.783436,58.53,12.149078,24.295611,3.560542,1.433544,10.84,196.992386
2018-07-13,21.356278,7.863628,32.777748,0.297963,16.741164,56.84,11.489079,22.223977,3.441869,1.420544,9.84,184.292251
2018-07-14,14.805257,5.989721,24.315611,-0.249327,14.042076,48.86,9.513627,20.311888,2.360625,1.375635,6.41,147.735113
2018-07-15,14.615694,5.857358,23.017967,0.641218,13.248259,48.32,9.1209,18.969526,2.301052,1.163544,7.9,145.155517
2018-07-16,22.056514,7.193083,33.45952,0.393536,15.586984,54.49,12.552714,18.473072,2.692752,1.356908,10.4,178.655082
2018-07-17,23.26364,7.541447,34.438501,1.29429,15.375439,56.12,11.733624,17.748345,3.573469,1.313635,11.28,183.682389
2018-07-18,23.213158,7.631265,34.03151,0.745281,16.304347,56.6,10.689989,17.153164,3.067333,1.282635,11.83,182.548682
2018-07-19,22.870122,7.658447,33.792592,1.340453,15.779438,54.96,11.23817,17.572618,3.100079,1.387544,11.6,181.299463
2018-07-20,21.517105,7.15272,32.534375,0.687536,14.866803,54.88,12.376351,16.859801,2.484216,1.429999,9.09,173.878904
2018-07-21,15.80922,5.743903,25.055792,1.187535,12.830078,50.53,8.738173,16.428892,4.121778,1.257453,9.25,150.952824
2018-07-22,15.143821,5.676449,23.301658,0.606445,12.188896,49.17,9.083627,16.572165,1.508544,1.125181,8.8,143.176784
2018-07-23,22.07235,6.542084,33.575647,2.006152,14.049258,51.5,10.548171,17.124164,2.502261,1.302908,9.93,171.152995
2018-07-24,22.332613,6.550902,34.046392,2.366516,13.649713,52.03,12.00726,15.69062,2.637406,1.347271,9.63,172.288695
2018-07-25,21.850686,6.278084,33.996992,1.86098,13.424986,51.67,11.46817,14.621258,2.625188,1.261908,7.48,166.538252
2018-07-26,20.959242,6.207357,34.010401,1.762153,12.415442,50.66,13.599077,14.020167,3.222233,1.325271,7.73,165.911343
2018-07-27,19.163707,5.903903,32.441512,0.742217,11.563715,47.69,15.090893,13.725349,2.224734,1.294999,8.17,158.011031
2018-07-28,14.314085,5.097904,24.899856,0.801754,11.183716,47.46,11.996351,13.540168,2.770679,1.108635,8.82,141.993148
2018-07-29,13.873277,5.098722,23.116522,0.690099,11.293534,50.51,9.921808,14.167531,2.501161,1.029363,6.42,138.622015
2018-07-30,19.585752,6.60763,32.028503,0.063973,13.256077,53.27,13.817258,13.863531,2.057234,1.066817,7.67,163.286776
2018-07-31,20.143979,6.659357,32.109358,1.240117,13.616895,54.47,13.923622,13.692531,2.388425,1.129817,3.68,163.0541
2018-08-01,20.217479,6.729448,31.560822,2.504952,13.980804,54.36,14.009076,13.911349,2.256852,1.084908,5.23,165.84569
2018-08-02,19.447907,6.674448,31.079468,2.775543,13.957622,51.76,12.561805,13.623168,2.233752,1.11909,9.81,165.042802
2018-08-03,17.246709,6.392539,28.674179,1.383771,13.525804,50.15,12.504533,13.483895,3.236897,1.039817,9.92,157.558144
2018-08-04,12.530087,5.154358,22.441722,1.954143,11.408806,45.8,8.190901,13.355804,2.186498,0.934181,9.67,133.626501
2018-08-05,12.06916,5.263176,20.266779,2.492761,11.134625,45.45,9.296354,14.146531,3.774523,0.794817,7.8,132.488727
2018-08-06,16.154511,6.677539,26.005546,1.30868,13.070532,50.32,12.060897,14.080167,2.800743,1.076817,9.55,153.105431
2018-08-07,16.782919,6.784993,26.186318,2.339179,12.70035,52.69,11.585443,13.514622,2.577325,0.971817,8.14,154.272967
2018-08-08,17.501446,6.905356,25.790601,2.067161,13.964986,53.37,13.089986,13.63644,2.941442,0.979363,8.26,158.506781
2018-08-09,18.404226,7.599901,25.287374,1.979525,15.730529,57.13,11.62817,14.230803,3.009415,0.973635,9.6,165.573579
2018-08-10,17.8834,7.452629,23.822812,1.390826,16.02562,59.41,13.072714,17.074164,2.861306,1.099181,9.43,169.52265
2018-08-11,13.907395,6.185266,19.845679,1.256353,14.428349,53.12,10.163626,20.322524,2.489152,0.955454,8.46,151.133798
2018-08-12,13.016923,5.812539,17.976872,0.803108,13.388804,53.8,9.1209,19.994888,2.742379,0.839272,9.59,147.085686
2018-08-13,17.665482,7.706628,21.370532,0.547209,16.305983,61.41,11.467261,19.679525,3.332124,0.991454,9.67,170.146197
2018-08-14,17.898463,7.814083,21.023133,1.86388,15.86262,59.0,13.480895,20.192525,3.847096,1.044908,5.62,167.647602
2018-08-15,15.071266,6.712357,17.110428,1.092463,16.123529,57.59,9.103627,19.516525,3.519705,0.874999,5.3,152.014899
2018-08-16,18.124709,8.025628,20.866615,0.243118,16.396892,59.63,14.947257,17.656164,4.289023,1.056908,6.05,167.286313
2018-08-17,18.275699,7.842356,21.375578,-0.194245,16.503165,61.26,13.829986,18.442526,2.571852,1.090999,4.55,165.547915
2018-08-18,14.842576,6.394539,19.735643,1.263881,14.358712,53.67,11.575443,18.641526,2.768006,1.126181,3.7,148.076506
2018-08-19,14.357667,6.148812,18.69009,1.342899,13.911077,53.62,11.314534,17.552345,2.453588,0.964272,7.99,148.345283
2018-08-20,19.878316,8.588627,24.163911,0.449472,16.845983,59.79,15.253621,17.922345,4.159668,1.253453,10.45,178.755397
2018-08-21,20.535006,8.413082,24.989129,1.017663,16.497347,57.3,15.985438,17.775254,3.164079,1.319726,9.23,176.226723
2018-08-22,20.36007,8.809173,25.712319,1.543617,16.280347,57.65,15.405439,16.24671,3.609351,1.252181,9.67,176.539205
2018-08-23,20.938124,8.9939,26.461445,2.505597,16.997346,61.78,14.855439,15.933802,3.530169,1.274726,5.19,178.460548
2018-08-24,20.842097,8.763536,26.564663,2.398307,17.764709,66.86,15.850893,19.088526,3.880887,1.187817,6.34,189.541434
2018-08-25,17.266655,7.746992,23.52043,3.039888,18.971617,63.11,9.815444,26.929881,3.705987,1.208181,8.04,183.355075
2018-08-26,16.92101,8.051264,22.805013,1.770853,18.234163,73.04,10.614534,32.522875,3.638514,1.144817,3.38,192.123044
2018-08-27,23.397321,10.009262,31.602376,1.031853,20.650706,68.89,13.781804,31.698149,4.49135,1.446999,6.27,213.269821
2018-08-28,23.82343,9.864899,33.273238,1.105572,19.82307,69.33,11.949079,28.413334,3.144888,1.477908,8.42,210.625417
2018-08-29,24.364393,10.576716,33.778292,3.215388,21.296705,71.12,12.163624,23.829975,3.871578,1.475998,10.43,216.12267
2018-08-30,25.378665,10.44608,33.807856,1.274135,20.788251,72.53,14.121804,25.689155,4.228059,1.453635,10.57,220.28764
2018-08-31,24.127911,10.275808,33.37372,1.961816,21.817523,66.88,12.043624,30.265605,5.316676,1.44018,7.5,215.002863
2018-09-01,18.535181,8.227901,26.758354,1.410544,19.326071,56.84,11.097261,33.426784,4.606195,0.654363,8.55,189.432653
2018-09-02,18.107845,7.772265,25.473537,0.832745,17.534073,55.16,11.160898,32.236785,4.114423,1.170181,5.67,179.23275
2018-09-03,24.853983,9.47199,35.774781,0.995772,20.035252,65.43,14.298167,27.684426,4.554923,1.323726,7.97,212.39302
2018-09-04,25.442328,9.504354,36.70688,1.050053,18.680162,69.53,13.933622,24.519793,4.694786,1.47218,9.15,214.684159
2018-09-05,25.702564,9.449627,37.08458,1.634962,18.637072,69.2,14.783621,22.473249,4.324296,1.309726,9.88,214.479696
2018-09-06,26.153818,9.713626,36.853307,1.849134,19.942252,73.59,14.049985,23.16034,4.202559,1.400362,8.02,218.935385
2018-09-07,25.140292,9.72899,35.810681,3.908432,20.339615,76.05,14.783621,26.907245,5.429613,1.379999,8.45,227.928488
2018-09-08,19.146989,8.248719,27.59999,1.852598,19.072162,71.61,14.689076,30.781968,3.506524,1.508726,6.3,204.316751
2018-09-09,18.236645,7.882083,25.715819,1.463244,17.1518,66.99,12.749078,29.179697,2.876015,1.189181,3.63,187.063561
2018-09-10,25.301337,9.543081,36.351381,1.426217,19.675707,74.07,18.419072,27.236608,3.728642,1.433635,11.29,228.475679
2018-09-11,25.935819,9.47299,37.265925,1.525417,19.507253,72.65,19.089071,24.605156,4.050132,1.423635,13.78,229.305397
2018-09-12,26.117382,10.379444,37.126989,2.020589,22.361159,78.76,17.954527,23.682612,3.761296,1.51718,15.28,238.961177
2018-09-13,26.93189,10.853716,37.263743,2.90257,22.983067,81.07,17.124528,28.606516,4.043059,1.338362,14.94,248.057452
2018-09-14,26.029046,10.854534,35.693881,2.253643,23.056794,79.84,16.995437,31.995331,4.791413,1.614544,9.39,242.514623
2018-09-15,20.260215,8.850354,27.935962,2.222125,19.825252,71.98,13.300895,34.827691,3.772087,1.402726,6.15,210.527308
2018-09-16,19.572471,8.684446,26.013482,1.737507,19.002617,69.08,12.861805,33.665511,3.215197,1.317362,4.61,199.760397
2018-09-17,26.546118,10.038899,36.247817,1.403171,20.22907,69.33,17.738163,28.979788,2.73717,1.466908,4.59,219.307104
2018-09-18,26.710909,9.674626,37.002471,1.804744,18.965071,66.62,17.574527,23.315612,4.549995,1.45518,3.89,211.563136
2018-09-19,27.015336,9.544626,37.146471,0.538063,18.836253,71.31,19.06998,20.73716,3.92915,1.412635,4.38,213.919675
2018-09-20,26.86479,9.432899,36.835335,1.241235,18.994071,81.37,18.069072,19.342435,4.531368,1.449089,9.94,228.070295
2018-09-21,26.434609,10.07499,35.545409,1.804016,20.651524,91.01,16.891801,22.416522,5.272385,1.461817,6.32,237.883073
2018-09-22,21.557241,10.362717,27.813662,1.845425,24.496702,100.71,15.159075,31.891603,4.096687,1.584271,12.8,252.317384
2018-09-23,21.922232,13.16035,26.007864,2.511179,33.668238,105.64,12.275442,43.533591,3.416987,1.346817,8.33,271.8127
2018-09-24,34.180246,17.073619,36.654635,-5.78113,36.727507,114.42,18.394526,65.842386,5.188749,1.917089,10.73,335.347628
2018-09-25,38.34816,17.921618,38.906523,3.370906,36.433962,111.39,18.843617,79.894826,7.313502,1.941271,6.46,360.824385
2018-09-26,38.449851,17.405346,40.355495,5.521867,32.051603,91.67,22.590886,76.411194,6.888157,1.966725,8.53,341.841122
2018-09-27,35.719663,15.63962,40.359967,2.244116,26.811972,82.79,22.963613,62.053299,6.313275,1.801998,8.33,305.027524
2018-09-28,34.295328,16.848983,38.060706,3.434424,31.01615,94.18,20.561797,63.969206,6.603839,1.952271,10.93,321.852703
2018-09-29,31.151877,16.331074,29.853196,2.760897,33.21442,98.8,17.262709,71.686835,5.027495,1.900816,8.2,316.18932
2018-09-30,31.734694,16.498347,28.625479,0.170936,32.842057,110.79,17.090891,75.547285,6.469066,1.751998,7.75,329.270754
2018-10-01,45.631344,20.380706,41.205021,1.002463,40.95823,126.15,24.74452,88.212818,7.242647,2.129271,8.99,406.647019
2018-10-02,50.334512,21.292432,43.143255,2.247898,42.111502,107.56,21.55725,93.327631,7.591347,2.334543,7.25,398.75037
2018-10-03,45.205935,17.957345,43.287973,4.320896,35.156509,103.28,20.360888,82.542733,8.552046,2.107725,10.92,373.692049
2018-10-04,44.041445,16.391256,42.723665,0.758872,32.025149,98.09,24.122702,80.961825,7.674056,2.21727,10.42,359.42624
2018-10-05,39.398668,14.993257,41.353103,1.518444,28.353971,98.42,22.219068,66.302022,7.042547,2.009452,11.04,332.650532
2018-10-06,30.235832,11.608443,34.612928,1.718171,24.224702,122.95,15.659984,52.293855,6.203339,1.776271,9.69,310.973524
2018-10-07,35.4694,13.979531,32.270657,2.202207,30.299969,133.05,18.27089,56.01076,5.224249,1.624907,6.0,334.40257
2018-10-08,47.602942,18.535254,41.251012,1.261726,36.90978,123.24,22.514522,61.787481,6.090312,1.933362,6.62,367.74639
2018-10-09,45.262289,17.851891,41.48293,3.034942,33.876692,101.46,19.518162,62.097754,5.625858,1.891725,6.52,338.622243
2018-10-10,41.022494,15.102893,41.715984,1.645526,28.197062,87.8,19.488162,55.492033,6.325566,1.879089,6.35,305.018809
2018-10-11,37.607579,12.593805,43.22661,1.877825,23.855703,88.26,18.943617,47.200406,6.458911,1.654453,8.39,290.068909
2018-10-12,33.812083,11.530715,41.136566,1.644389,20.774069,93.01,17.319982,38.728778,5.871667,1.695089,7.06,272.58334
2018-10-13,25.224483,9.118809,33.463065,2.318107,17.081346,72.99,15.791802,32.939057,6.108185,1.44218,11.05,227.527033
2018-10-14,25.054165,9.000809,32.672621,2.174789,17.230255,99.25,15.36362,33.050784,5.724303,1.370817,11.63,252.522162
2018-10-15,34.653937,11.26417,45.195053,0.536536,20.367433,124.56,19.229071,35.880872,6.283466,1.594817,11.56,311.125355
2018-10-16,37.457507,12.160806,46.561152,0.517754,21.368342,108.41,20.085434,39.319323,6.847975,1.67918,10.58,304.987471
2018-10-17,39.507123,12.919896,47.158642,1.99488,23.111612,111.41,21.303614,41.891138,8.148782,1.771998,12.89,322.107686
2018-10-18,41.008248,14.806076,45.877798,2.698624,27.982335,126.22,21.571796,49.481221,7.792637,1.788544,13.16,352.387279
2018-10-19,43.373601,15.645438,44.075082,0.504581,35.171418,132.85,20.385433,63.210389,8.046855,1.600635,11.93,376.793432
2018-10-20,40.965076,16.862892,36.420617,2.356979,36.078963,114.08,16.759074,75.845012,6.869984,1.88918,9.44,357.567776
2018-10-21,43.559837,17.283982,38.332488,2.008571,32.877784,106.64,19.427253,82.150642,7.261074,1.710453,7.25,358.502083
2018-10-22,58.819712,20.558161,55.688933,2.65267,37.430052,136.0,25.39361,93.621176,10.457189,2.304907,10.58,453.506409
2018-10-23,65.357587,22.79034,58.661212,3.022133,42.421138,135.49,26.655427,95.406628,8.997618,2.461634,8.74,470.003717
2018-10-24,60.857528,20.25407,54.034844,2.435216,35.352691,126.0,26.429064,87.469091,8.577891,2.226634,10.45,434.087028
2018-10-25,61.864872,21.456978,53.416399,2.781443,39.302323,137.64,24.049975,81.940915,8.017264,2.116998,11.43,444.017167
2018-10-26,69.986391,24.429975,53.179045,2.379698,48.63195,155.55,22.829976,88.331363,8.800227,2.392816,9.93,486.44144
2018-10-27,83.81494,26.581154,45.445535,2.473561,53.63149,191.69,24.522702,109.741523,12.936614,2.597361,9.09,562.52488
2018-10-28,96.390191,31.055786,45.464535,1.976243,65.105478,187.63,22.525431,131.279046,11.435379,2.533906,11.86,607.255996
2018-10-29,120.731248,37.42487,61.170264,1.447317,77.961374,207.83,25.31361,142.96267,13.011196,2.887179,12.86,703.599727
2018-10-30,115.917562,37.317689,69.253028,-0.037927,75.772467,211.42,24.156339,133.19068,14.060822,3.090997,15.91,700.051656
2018-10-31,105.022182,31.39024,72.93527,3.488115,60.021938,192.9,21.560887,128.157958,12.45036,2.962815,15.58,646.469765
2018-11-01,90.308188,26.524791,65.101105,0.303845,55.247579,184.87,18.361799,116.479607,11.84726,2.566725,14.98,586.590899
2018-11-02,98.710143,28.258153,70.055027,2.233043,56.335033,192.33,23.511794,117.951605,10.99537,2.658179,13.31,616.348347
2018-11-03,99.476115,30.915968,61.660518,0.4354,62.615572,161.66,19.285435,123.007691,9.625099,2.910452,7.21,578.802248
2018-11-04,91.427923,29.179424,57.647795,1.795389,58.921848,149.82,19.70907,115.468608,9.2295,2.360816,11.67,547.230373
2018-11-05,86.090884,28.105698,71.578635,0.852917,58.341849,153.39,23.127249,106.988889,10.318235,2.689634,14.06,555.543989
2018-11-06,85.544184,23.347794,71.289181,1.924753,44.059136,143.02,21.873614,96.912445,11.205616,2.572361,11.43,513.179083
2018-11-07,93.139413,26.910699,72.685661,1.341499,47.985314,148.31,22.665431,93.259267,10.78088,2.457361,12.58,532.115525
2018-11-08,96.698073,26.944699,74.171032,1.413762,48.401041,165.13,24.906338,95.130901,10.691543,2.476816,13.26,559.224206
2018-11-09,88.586254,27.437881,76.503266,1.247399,52.275491,167.2,23.840884,96.419627,10.311235,2.530997,10.53,556.883035
2018-11-10,75.651422,23.876793,70.621145,0.533299,45.358862,149.12,24.488156,89.025181,9.387218,2.217361,11.62,501.899438
2018-11-11,72.302361,23.849975,68.207284,2.038389,44.507772,153.64,24.150884,84.200549,8.907645,2.099452,10.02,493.924313
2018-11-12,79.514918,27.413699,81.38037,-0.1656,51.31722,164.84,27.032699,81.468007,10.213499,2.245998,10.89,536.150809
2018-11-13,86.969164,27.804426,82.214969,0.679881,51.658128,161.93,28.797243,89.154544,11.097689,2.504452,9.88,552.690496
2018-11-14,92.119323,29.282697,86.042238,2.589761,55.727215,152.34,28.406334,105.264073,11.734733,2.766724,8.4,574.673099
2018-11-15,95.298429,30.28915,92.410895,0.89709,61.778754,150.17,30.447241,127.32205,11.89646,2.950906,10.75,614.210976
2018-11-16,102.265094,34.930782,103.177702,1.963734,75.66874,151.93,31.316331,143.621579,12.654641,2.86427,9.04,669.432873
2018-11-17,106.783189,33.998328,104.851291,1.028453,72.803652,157.66,30.392696,158.965654,13.531541,2.930633,7.21,690.155438
2018-11-18,118.225478,37.747143,113.746173,0.830499,78.405373,175.55,32.451785,174.867092,14.446985,2.774633,7.94,756.985161
2018-11-19,146.965248,43.694955,152.158988,0.952426,85.092912,203.86,40.923594,183.920537,16.11242,3.412269,12.12,889.213348
2018-11-20,153.579077,45.127135,154.148795,1.865544,93.266176,226.28,39.768141,195.981252,17.372927,3.477724,13.15,944.01677
2018-11-21,150.583844,43.090046,147.95271,3.057633,88.201454,235.53,36.04269,196.977432,16.155592,3.511633,16.24,937.343035
2018-11-22,142.474225,43.271137,136.199359,3.38626,88.872908,244.48,34.865418,194.987071,15.171139,3.288633,15.14,922.13615
2018-11-23,131.8822,38.64196,133.833289,1.762671,83.482277,218.58,32.357239,194.050708,15.165257,3.313178,16.41,869.478779
2018-11-24,112.842192,36.780053,112.198338,0.59169,83.437186,197.78,29.010879,182.86372,13.205423,3.020451,14.45,786.179933
2018-11-25,117.261833,38.337324,107.877643,1.947889,79.628281,201.94,30.265423,178.011543,13.260114,2.637815,13.38,784.547865
2018-11-26,133.853525,40.516685,127.399586,1.570298,82.411824,219.78,35.846327,182.748629,15.046257,3.107451,14.81,857.090583
2018-11-27,131.156482,40.675958,132.156745,0.825872,86.678547,224.96,37.492688,190.622712,15.660584,3.114997,13.35,876.694584
2018-11-28,119.471822,37.891324,144.866241,2.481179,80.126644,182.48,43.655409,195.503616,15.682184,3.194179,12.16,837.512598
2018-11-29,110.658676,32.792421,158.466009,0.419618,64.75166,176.95,46.840861,177.346453,14.140785,2.965088,12.69,798.02157
2018-11-30,110.725294,31.360331,167.398727,0.117618,60.298028,187.79,43.729046,162.829104,14.432176,2.88127,17.22,798.781594
2018-12-01,102.492394,31.469513,150.051836,-0.098309,62.224663,177.08,37.887233,150.603571,12.123142,2.760634,14.21,740.804676
2018-12-02,85.862284,25.617701,145.010386,0.735436,49.32204,152.93,38.027233,127.770777,11.759861,2.367998,8.86,648.263714
2018-12-03,92.401504,27.912153,156.784029,1.566789,52.723945,181.69,41.818139,109.955432,11.00797,2.377634,14.82,693.057595
2018-12-04,100.99895,32.862057,147.724883,0.778363,68.527929,221.9,39.366323,126.164233,12.513414,2.886452,16.49,770.212604
2018-12-05,103.752083,34.420055,149.194364,0.948635,74.646014,201.19,39.075414,145.675213,12.321315,2.93127,18.08,782.234362
2018-12-06,94.994129,29.47006,149.301509,1.210444,57.09785,171.49,39.562686,133.787134,12.307278,2.625997,11.14,702.987088
2018-12-07,103.759756,31.237513,148.449928,0.700327,60.670483,183.27,34.765419,123.562963,12.070542,2.687361,9.39,710.564291
2018-12-08,100.907386,30.376332,122.755127,1.679753,63.034389,184.33,28.55997,124.388598,12.018724,2.747634,7.64,678.437914
2018-12-09,103.120448,32.205421,128.243494,-1.935171,65.603659,187.93,29.150879,126.385415,11.832424,2.536725,9.21,694.283294
2018-12-10,124.459626,39.444505,152.426388,0.359745,80.879189,212.27,40.084504,151.519025,14.528476,3.18436,15.15,834.305817
2018-12-11,139.572701,41.456866,165.692547,-0.119927,81.762461,213.02,39.396323,171.969822,16.490983,3.433906,13.42,886.09568
2018-12-12,157.30071,45.862134,182.332793,-1.656826,92.663268,223.86,42.789047,194.00189,17.919145,3.564178,12.88,971.516339
2018-12-13,169.202016,49.955403,189.348458,1.012226,99.444897,247.76,42.525411,209.343965,18.105309,3.780814,14.57,1045.048498
2018-12-14,109.460796,49.997766,192.235692,1.320826,100.020715,258.44,40.653594,221.507134,17.784945,3.715905,12.6,1007.737373
2018-12-15,105.271473,48.836768,185.012899,2.840624,104.440165,257.74,38.988141,225.84913,16.50571,3.582269,8.98,998.047179
2018-12-16,136.300932,44.336136,182.963756,0.775272,94.515993,216.93,39.659959,222.426951,14.301612,3.170451,13.61,968.991063
2018-12-17,140.378618,41.038321,206.031814,0.718899,83.658095,216.81,43.181773,209.025784,16.790346,3.167906,14.48,975.281557
2018-12-18,139.365528,39.251141,209.548119,1.274244,78.905827,204.5,43.922682,201.965245,16.599628,3.216451,12.48,951.028867
2018-12-19,129.298257,37.379507,209.543892,-0.092154,73.787833,206.54,41.950866,187.93626,15.649238,2.875361,13.66,918.529059
2018-12-20,125.999851,36.912962,199.424466,3.26566,72.483379,203.56,44.406318,170.044551,14.304131,3.010997,14.37,887.782315
2018-12-21,168.717053,31.444786,191.251593,2.99457,64.053115,189.23,38.239051,144.983759,13.559977,2.491179,12.58,859.545082
2018-12-22,91.644441,27.837244,161.840478,2.736824,60.001847,176.83,27.977244,130.106593,10.30368,2.371816,11.42,703.070167
2018-12-23,86.872083,28.617516,151.542216,0.639681,63.18948,178.53,26.549973,130.51741,10.12238,2.274907,11.7,690.555645
2018-12-24,101.187495,32.767512,150.416062,-0.548236,67.433112,200.92,28.424516,150.004572,11.83077,2.465725,9.79,754.691528
2018-12-25,123.2109,38.01787,148.321401,-0.845454,71.572108,184.27,27.452699,169.348734,14.572376,2.827633,7.32,786.068266
