Date,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Island of Ireland,Total,Norway_Pipeline,Russia_Pipeline,Algeria_Pipeline,LNG_Total,Domestic_Production,Storage_Net_Withdrawals,Total_Supply,Net_Balance,Balance_Pct,Storage_Implied
2024-09-16,54.83,25.92,143.71,57.71,111.42,16.65,163.38,6.24,1.12,14.95,595.95,386.45,0.0,36.95,186.33,106.93,-2.67,752.21,156.27,26.22,-156.27
2024-09-17,54.76,25.49,153.48,53.19,103.35,14.18,145.52,5.35,1.23,14.79,571.35,460.31,0.0,37.67,180.44,103.02,-40.04,781.17,209.83,36.72,-209.83
2024-09-18,56.27,25.85,150.47,52.76,98.9,12.42,136.24,6.16,1.06,15.04,555.17,530.69,0.0,43.71,169.53,103.15,-53.43,826.48,271.31,48.87,-271.31
2024-09-19,53.94,25.13,142.37,50.31,101.71,12.44,134.75,4.87,1.03,14.68,541.24,491.43,0.0,44.89,170.59,103.86,-32.48,805.12,263.88,48.76,-263.88
2024-09-20,51.53,23.78,136.2,48.05,95.37,11.69,125.87,4.54,1.06,16.08,514.17,473.09,0.0,45.25,150.92,104.84,-41.91,762.33,248.16,48.26,-248.16
2024-09-21,43.67,20.86,104.93,47.37,91.16,9.05,114.96,5.0,1.08,13.22,451.31,538.51,0.0,41.31,139.45,105.18,-138.27,713.32,262.02,58.06,-262.02
2024-09-22,43.64,20.72,102.79,49.8,110.07,9.34,118.46,3.27,0.87,13.83,472.79,550.22,0.0,41.09,143.18,107.29,-122.62,744.12,271.33,57.39,-271.33
2024-09-23,54.38,25.51,149.25,58.49,126.37,11.9,145.65,4.4,1.09,16.36,593.4,582.91,0.0,45.99,161.08,103.88,-33.79,892.01,298.62,50.32,-298.62
2024-09-24,57.53,25.9,138.17,53.53,118.45,11.36,143.32,5.09,1.27,16.84,571.47,589.96,0.0,48.49,163.33,111.33,-47.52,892.72,321.26,56.22,-321.26
2024-09-25,56.12,25.87,139.63,54.37,140.47,12.23,144.36,5.08,1.24,14.66,594.03,572.22,0.0,46.73,164.75,109.21,-61.48,862.72,268.7,45.23,-268.7
2024-09-26,58.74,25.55,130.35,46.23,115.69,13.0,139.39,5.46,1.3,12.73,548.44,592.06,0.0,49.91,152.63,117.76,-99.23,854.14,305.7,55.74,-305.7
2024-09-27,60.76,27.39,121.79,48.48,122.2,12.73,139.96,5.85,1.35,13.95,554.46,600.86,0.0,48.71,155.86,120.08,-87.7,879.07,324.61,58.54,-324.61
2024-09-28,57.28,27.32,85.97,53.72,139.27,11.86,144.45,6.33,1.37,15.36,542.92,610.89,0.0,49.38,138.59,120.44,-98.86,863.77,320.85,59.1,-320.85
2024-09-29,59.42,28.94,81.06,52.24,126.86,11.87,158.08,6.01,1.29,11.29,537.05,623.36,0.0,50.92,139.23,121.05,-110.74,862.95,325.9,60.68,-325.9
2024-09-30,64.07,31.29,121.36,55.94,135.56,16.78,179.43,5.0,1.55,17.09,628.07,611.54,0.0,49.62,157.48,128.3,-27.46,950.96,322.89,51.41,-322.89
2024-10-01,65.83,34.99,141.21,68.56,135.91,15.21,178.06,6.41,1.46,17.21,664.85,591.88,0.0,51.29,173.02,129.78,-16.59,977.92,313.07,47.09,-313.07
2024-10-02,71.04,35.59,137.82,69.96,141.11,16.64,182.47,6.67,1.49,15.73,678.52,570.07,0.0,52.14,212.18,129.9,15.57,1014.68,336.15,49.54,-336.15
2024-10-03,75.55,34.12,137.46,63.31,148.87,17.6,172.43,7.07,1.62,13.26,671.29,601.58,0.0,51.56,223.29,126.22,-40.67,1001.09,329.8,49.13,-329.8
2024-10-04,80.6,35.03,129.96,69.02,139.88,17.92,188.01,8.31,1.68,11.72,682.12,635.39,0.0,56.58,224.78,125.83,-56.68,1027.04,344.92,50.57,-344.92
2024-10-05,65.38,31.26,101.8,57.37,105.21,15.83,179.36,7.31,1.44,9.34,574.3,633.67,0.0,57.27,179.52,128.77,-134.01,914.88,340.58,59.3,-340.58
2024-10-06,61.68,29.09,99.83,50.64,116.02,14.74,177.75,6.5,1.33,11.62,569.2,640.48,0.0,56.76,182.79,132.78,-157.67,903.36,334.16,58.71,-334.16
2024-10-07,67.2,28.44,144.82,54.3,129.49,17.55,179.64,5.41,1.35,16.14,644.33,648.36,0.0,56.82,184.73,132.43,-82.14,986.74,342.41,53.14,-342.41
2024-10-08,66.67,27.29,137.49,50.68,125.7,13.87,164.77,6.4,1.46,14.65,608.98,656.53,0.0,60.76,181.29,133.79,-107.95,970.39,361.42,59.35,-361.42
2024-10-09,69.35,30.3,127.4,54.64,129.37,14.05,162.29,6.66,1.48,14.17,609.71,644.84,0.0,64.8,196.56,137.23,-117.12,971.59,361.88,59.35,-361.88
2024-10-10,75.3,33.31,122.27,58.35,158.53,15.32,174.33,6.46,1.54,18.71,664.12,656.85,0.0,64.16,201.37,136.91,-86.19,1018.19,354.08,53.32,-354.08
2024-10-11,80.83,36.31,117.47,70.43,176.75,15.67,195.12,6.92,1.72,19.29,720.5,681.09,0.0,64.21,194.79,133.8,-19.82,1103.21,382.71,53.12,-382.71
2024-10-12,68.25,33.72,95.12,63.14,140.11,14.77,174.88,7.21,1.58,15.69,614.46,656.42,0.0,64.15,201.11,133.15,-119.01,983.32,368.86,60.03,-368.86
2024-10-13,64.66,33.94,93.57,64.7,189.31,15.34,184.11,5.54,1.4,16.72,669.29,644.06,0.0,64.17,193.01,129.99,-54.96,1022.11,352.82,52.72,-352.82
2024-10-14,75.02,46.4,143.65,89.19,205.65,21.48,230.64,5.76,1.68,18.55,838.02,667.65,0.0,65.3,235.31,125.85,64.26,1205.58,367.56,43.86,-367.56
2024-10-15,69.24,37.58,142.87,71.5,157.67,18.95,214.89,6.1,1.7,14.81,735.31,677.44,0.0,59.15,215.59,119.54,-21.42,1096.7,361.39,49.15,-361.39
2024-10-16,62.32,30.34,154.12,51.66,138.07,16.88,198.58,5.71,1.52,16.91,676.11,686.69,0.0,55.95,215.16,125.41,-76.05,1051.61,375.5,55.54,-375.5
2024-10-17,64.83,28.97,150.13,63.23,135.89,16.36,185.4,6.43,1.36,14.25,666.84,647.61,0.0,55.92,217.02,119.54,-54.1,1028.86,362.02,54.29,-362.02
2024-10-18,67.96,29.49,137.8,63.62,141.31,16.79,180.27,6.89,1.37,13.68,659.19,628.37,0.0,55.5,212.89,122.37,-56.69,1010.14,350.95,53.24,-350.95
2024-10-19,60.67,25.99,106.72,47.75,125.37,14.08,154.85,6.13,1.41,12.44,555.42,689.48,0.0,47.07,168.28,128.16,-145.39,932.83,377.42,67.95,-377.42
2024-10-20,56.81,26.01,102.54,40.25,120.82,14.65,151.57,5.11,1.26,11.98,531.0,683.04,0.0,47.15,166.62,129.53,-162.66,903.83,372.83,70.21,-372.83
2024-10-21,67.14,32.87,142.72,62.66,148.01,18.7,178.62,6.33,1.33,14.0,672.37,701.43,0.0,56.39,184.28,123.52,-15.75,1094.15,421.78,62.73,-421.78
2024-10-22,75.11,34.35,152.66,65.07,157.52,18.78,187.65,6.18,1.5,17.61,716.45,684.6,0.0,66.61,177.39,122.45,-5.31,1090.9,374.45,52.27,-374.45
2024-10-23,80.81,33.92,158.49,74.63,158.61,20.66,210.35,5.83,1.72,13.98,759.01,681.41,0.0,67.91,192.69,126.79,23.35,1145.33,386.33,50.9,-386.33
2024-10-24,76.65,34.42,156.47,66.01,140.95,18.36,204.65,5.78,1.78,14.21,719.29,682.84,0.0,72.05,189.53,126.48,-13.74,1109.84,390.55,54.3,-390.55
2024-10-25,69.05,30.87,145.8,68.58,160.22,18.26,200.61,7.61,1.49,15.8,718.29,691.94,0.0,72.33,182.84,126.19,-26.83,1092.63,374.34,52.12,-374.34
2024-10-26,63.04,26.06,104.07,53.73,135.54,14.66,175.23,5.69,1.48,14.1,593.61,723.92,0.0,60.49,158.27,122.87,-112.04,996.34,402.73,67.84,-402.73
2024-10-27,60.16,26.7,99.89,53.77,134.52,13.45,174.04,5.93,1.28,13.12,582.86,675.16,0.0,59.83,162.54,129.36,-100.64,969.25,386.39,66.29,-386.39
2024-10-28,74.25,32.8,140.13,66.13,154.34,17.58,198.81,7.1,1.43,17.38,709.95,712.93,0.0,67.27,180.06,124.03,-36.25,1095.59,385.65,54.32,-385.65
2024-10-29,79.88,38.05,152.14,79.23,168.39,23.1,211.82,7.52,1.39,21.38,782.91,714.63,0.0,58.45,192.79,126.27,16.07,1156.02,373.1,47.66,-373.1
2024-10-30,79.98,38.15,149.64,77.4,174.65,21.54,210.23,7.98,1.52,21.07,782.15,713.05,0.0,81.28,211.51,130.06,8.63,1191.65,409.5,52.36,-409.5
2024-10-31,86.84,34.78,139.12,57.94,157.31,17.72,205.18,8.31,1.58,19.58,728.36,704.32,0.0,67.37,193.18,124.11,3.08,1138.88,410.52,56.36,-410.52
2024-11-01,82.86,34.25,106.22,62.48,176.21,14.14,192.04,7.43,1.52,21.65,698.81,712.01,0.0,50.83,213.35,124.13,-23.56,1125.47,426.65,61.05,-426.65
2024-11-02,85.13,36.26,102.63,74.51,162.31,18.18,211.33,8.0,1.51,18.78,718.65,704.01,0.0,46.75,221.33,128.82,-31.09,1115.05,396.4,55.16,-396.4
2024-11-03,88.69,40.24,107.54,79.59,176.86,19.07,228.92,7.13,1.58,18.83,768.46,715.19,0.0,47.04,228.65,126.84,8.11,1171.86,403.39,52.49,-403.39
2024-11-04,117.23,53.66,169.13,101.1,213.16,29.17,280.18,9.16,2.1,20.74,995.63,706.13,0.0,63.16,258.93,116.89,199.37,1388.75,393.13,39.49,-393.13
2024-11-05,119.91,57.14,187.58,108.91,219.23,30.06,293.72,9.32,2.24,19.55,1047.67,699.46,0.0,59.42,265.76,115.09,290.09,1481.79,434.13,41.44,-434.13
2024-11-06,118.87,57.1,201.98,110.77,207.2,31.59,303.01,8.46,2.07,16.68,1057.73,713.9,0.0,55.88,241.6,112.26,346.32,1516.26,458.53,43.35,-458.53
2024-11-07,121.6,58.53,201.35,118.87,195.98,31.11,304.45,8.7,2.21,14.78,1057.6,710.25,0.0,63.35,250.24,123.13,323.11,1527.29,469.69,44.41,-469.69
2024-11-08,123.49,60.82,193.27,119.72,215.36,28.68,293.42,9.13,2.29,17.18,1063.37,716.34,0.0,73.41,270.99,123.29,281.51,1520.79,457.42,43.02,-457.42
2024-11-09,106.36,52.19,156.54,103.79,207.78,25.49,270.59,7.72,2.07,15.97,948.49,723.78,0.0,58.88,223.68,128.02,190.04,1375.41,426.91,45.01,-426.91
2024-11-10,100.92,47.19,147.86,93.26,185.01,26.2,271.09,8.28,1.84,18.59,900.24,728.76,0.0,57.99,220.8,132.38,148.24,1339.59,439.35,48.8,-439.35
2024-11-11,106.57,45.81,208.32,83.89,198.14,31.92,302.65,10.29,2.13,22.21,1011.94,729.93,0.0,69.28,229.55,130.98,269.58,1481.92,469.98,46.44,-469.98
2024-11-12,133.25,55.89,228.62,105.82,230.8,34.9,319.77,10.7,2.14,11.64,1133.52,729.28,0.0,65.28,218.13,128.02,414.88,1610.51,476.99,42.08,-476.99
2024-11-13,146.23,56.39,239.53,101.41,227.05,35.69,321.02,11.87,2.22,24.62,1166.03,729.43,0.0,65.64,215.32,124.16,469.91,1660.81,494.79,42.43,-494.79
2024-11-14,143.79,55.75,236.58,98.4,214.62,34.91,307.45,12.31,2.21,23.09,1129.11,725.19,0.0,71.5,216.88,120.8,414.4,1614.55,485.44,42.99,-485.44
2024-11-15,141.66,52.28,224.96,89.11,210.52,33.73,297.32,12.75,2.24,19.47,1084.03,735.71,0.0,72.54,211.11,125.5,377.12,1582.26,498.23,45.96,-498.23
2024-11-16,122.63,42.48,197.56,71.48,169.87,29.27,267.26,10.2,2.21,16.42,929.39,720.41,0.0,72.33,191.67,126.69,207.73,1368.58,439.19,47.26,-439.19
2024-11-17,117.32,41.93,179.74,73.42,186.76,26.2,269.52,10.33,2.17,16.83,924.21,699.38,0.0,72.79,185.72,128.12,219.58,1353.23,429.02,46.42,-429.02
2024-11-18,137.68,51.33,238.85,98.47,254.96,31.54,312.77,10.09,2.38,22.85,1160.92,702.62,0.0,69.52,261.34,126.87,441.97,1645.63,484.71,41.75,-484.71
2024-11-19,129.46,54.82,226.66,109.8,269.55,29.21,319.43,9.55,2.37,24.46,1175.31,722.81,0.0,70.54,242.33,125.84,447.03,1659.25,483.94,41.18,-483.94
2024-11-20,157.22,59.69,216.74,115.55,286.25,31.61,338.31,11.24,2.59,25.97,1245.19,719.29,0.0,70.46,252.76,133.34,482.26,1716.48,471.29,37.85,-471.29
2024-11-21,179.53,69.81,247.9,124.99,308.56,32.61,372.73,13.53,2.96,24.16,1376.78,720.46,0.0,69.43,260.37,132.72,610.01,1851.8,475.02,34.5,-475.02
2024-11-22,178.87,61.87,230.79,111.86,287.73,33.45,362.5,13.78,3.02,23.42,1307.28,719.86,0.0,72.95,255.47,134.09,572.68,1810.16,502.88,38.47,-502.88
2024-11-23,139.47,52.06,207.49,88.88,207.24,27.97,320.28,12.86,2.53,12.31,1071.11,707.51,0.0,72.69,216.13,137.09,356.5,1545.18,474.07,44.26,-474.07
2024-11-24,99.81,37.69,200.42,58.81,149.85,27.29,250.88,10.55,1.89,11.98,849.17,704.8,0.0,73.04,207.02,133.75,123.58,1294.6,445.44,52.46,-445.44
2024-11-25,116.06,43.55,263.92,72.92,192.11,31.3,259.33,10.37,1.89,20.41,1011.85,716.73,0.0,72.33,257.21,131.54,234.15,1459.36,447.52,44.23,-447.52
2024-11-26,132.86,51.81,257.1,93.03,259.76,31.24,280.64,9.79,2.23,26.24,1144.69,704.77,0.0,62.78,252.76,128.39,408.14,1610.22,465.53,40.67,-465.53
2024-11-27,121.86,49.14,249.21,88.46,279.02,32.8,277.6,10.74,2.28,26.04,1137.15,694.55,0.0,62.65,249.73,127.09,444.65,1636.38,499.22,43.9,-499.22
2024-11-28,142.52,57.15,240.61,98.9,295.67,34.42,303.72,11.54,2.52,17.9,1204.95,695.46,0.0,63.56,263.77,126.77,476.16,1680.7,475.75,39.48,-475.75
2024-11-29,149.85,58.63,222.0,108.43,235.19,33.13,333.36,13.15,2.75,14.89,1171.37,687.4,0.0,61.91,255.41,125.69,465.9,1648.91,477.54,40.77,-477.54
2024-11-30,141.35,51.99,188.39,90.67,174.86,26.94,318.61,12.5,2.68,11.95,1019.93,684.34,0.0,62.08,215.7,129.14,309.35,1456.16,436.23,42.77,-436.23
2024-12-01,126.22,48.69,183.62,77.32,157.8,28.58,329.02,11.59,2.62,13.78,979.23,683.74,0.0,58.07,234.65,129.63,241.84,1391.33,412.1,42.08,-412.1
2024-12-02,139.1,52.01,266.85,87.28,219.92,35.59,337.93,12.44,2.48,23.9,1177.51,686.97,0.0,58.53,282.74,128.27,419.79,1624.8,447.29,37.99,-447.29
2024-12-03,159.3,62.93,284.52,112.62,281.08,38.16,351.69,10.47,2.68,25.23,1328.68,692.99,0.0,59.14,307.95,134.71,523.2,1767.57,438.89,33.03,-438.89
2024-12-04,168.69,64.16,285.69,118.39,266.56,36.38,366.41,12.03,2.82,19.32,1340.46,691.0,0.0,58.7,304.78,133.17,560.97,1808.17,467.71,34.89,-467.71
2024-12-05,152.16,52.43,264.81,93.82,191.51,36.84,342.89,12.74,2.76,15.88,1165.84,721.35,0.0,58.43,295.63,127.86,422.45,1684.46,518.62,44.48,-518.62
2024-12-06,146.23,50.28,275.51,92.14,222.45,33.88,311.32,10.4,2.57,18.12,1162.89,723.51,0.0,56.83,279.71,128.17,397.9,1643.14,480.25,41.3,-480.25
2024-12-07,141.01,44.39,224.76,76.38,212.21,27.09,283.01,11.14,2.4,14.89,1037.29,721.59,0.0,57.06,238.5,130.79,322.27,1531.24,493.95,47.62,-493.95
2024-12-08,133.59,46.66,201.24,83.25,212.78,27.16,299.03,11.79,2.33,16.9,1034.72,716.12,0.0,56.92,242.15,126.52,292.65,1494.77,460.05,44.46,-460.05
2024-12-09,160.15,56.23,278.11,101.72,254.08,35.01,340.18,13.45,2.69,25.47,1267.09,679.15,0.0,55.84,291.88,127.38,496.4,1706.79,439.71,34.7,-439.71
2024-12-10,181.19,67.79,290.96,127.88,301.89,36.11,371.4,13.08,2.72,27.66,1420.68,694.62,0.0,52.26,297.1,127.63,673.46,1905.25,484.56,34.11,-484.56
2024-12-11,190.68,72.99,299.29,135.79,322.66,37.18,393.04,12.6,2.91,29.56,1496.68,688.41,0.0,51.93,318.88,131.72,746.19,1994.99,498.31,33.29,-498.31
2024-12-12,196.98,75.23,308.75,133.54,316.31,38.57,403.19,13.83,3.12,29.18,1518.72,708.49,0.0,51.4,331.93,132.46,748.34,2028.99,510.27,33.6,-510.27
2024-12-13,195.75,73.96,301.32,134.24,296.47,36.19,397.41,13.75,3.02,26.49,1478.6,692.52,0.0,53.17,319.22,128.11,674.18,1923.98,445.38,30.12,-445.38
2024-12-14,161.4,60.02,219.4,97.19,220.84,29.74,345.21,12.4,2.88,18.27,1167.35,688.34,0.0,54.94,279.8,133.55,473.44,1685.85,518.5,44.42,-518.5
2024-12-15,140.14,49.15,215.6,78.01,176.9,26.12,309.72,11.7,2.35,13.04,1022.74,683.49,0.0,55.85,271.21,128.38,288.95,1478.59,455.85,44.57,-455.85
2024-12-16,148.8,53.17,280.81,78.7,189.97,26.76,297.96,12.2,2.43,18.36,1109.15,695.73,0.0,53.8,247.61,129.73,397.65,1570.55,461.4,41.6,-461.4
2024-12-17,157.29,53.24,281.08,89.76,212.57,30.57,295.08,12.51,2.46,15.33,1149.89,710.66,0.0,54.32,262.39,130.64,400.05,1609.17,459.28,39.94,-459.28
2024-12-18,128.73,44.33,276.14,72.32,176.03,30.39,264.96,11.04,2.22,20.59,1026.74,705.6,0.0,53.7,263.69,132.14,322.57,1527.05,500.31,48.73,-500.31
2024-12-19,139.24,48.74,249.22,85.25,210.95,28.45,265.77,10.68,2.27,20.29,1060.87,707.26,0.0,53.37,267.15,129.09,314.01,1524.0,463.14,43.66,-463.14
2024-12-20,146.95,51.33,221.61,88.71,218.56,26.41,290.69,12.48,2.42,17.96,1077.13,710.81,0.0,53.13,280.48,128.75,343.43,1564.89,487.76,45.28,-487.76
2024-12-21,123.4,44.37,200.38,75.41,191.31,23.82,260.11,12.04,1.98,13.61,946.43,714.44,0.0,52.54,268.02,136.62,186.95,1410.9,464.47,49.08,-464.47
2024-12-22,131.37,48.16,190.63,85.23,211.2,23.29,274.22,11.01,2.13,14.83,992.07,715.31,0.0,53.89,278.54,138.32,197.11,1432.6,440.52,44.4,-440.52
2024-12-23,142.47,50.47,208.8,93.59,228.53,27.05,299.96,12.21,2.19,17.85,1083.1,720.23,0.0,53.06,251.36,138.19,348.71,1556.66,473.56,43.72,-473.56
2024-12-24,125.2,45.89,202.56,98.0,172.58,25.0,296.7,12.45,2.11,14.22,994.7,718.35,0.0,52.39,231.75,139.82,279.11,1469.62,474.91,47.74,-474.91
2024-12-25,115.5,40.51,178.33,78.14,159.07,24.93,283.5,13.03,1.95,12.99,907.94,713.79,0.0,51.96,221.88,139.21,170.73,1346.05,438.11,48.25,-438.11
2024-12-26,139.82,47.76,188.56,95.1,198.81,27.2,290.98,12.87,2.02,18.6,1021.72,714.91,0.0,51.73,223.6,134.22,283.89,1453.13,431.4,42.22,-431.4
2024-12-27,165.57,58.66,213.26,118.79,241.75,30.65,326.8,13.4,2.26,20.29,1191.44,717.58,0.0,51.91,241.15,135.6,461.28,1655.05,463.61,38.91,-463.61
2024-12-28,166.32,57.63,201.45,119.96,229.45,27.02,339.26,13.09,2.32,17.13,1173.63,712.54,0.0,53.37,228.06,128.66,458.3,1627.49,453.85,38.67,-453.85
2024-12-29,153.21,52.11,200.14,98.9,191.36,27.8,344.27,12.85,2.55,13.6,1096.79,710.49,0.0,54.03,221.25,138.09,383.28,1552.97,456.18,41.59,-456.18
2024-12-30,167.72,50.99,226.02,89.07,184.98,29.98,348.91,14.91,2.63,14.0,1129.2,713.9,0.0,53.97,230.1,137.75,442.73,1620.91,491.71,43.54,-491.71
2024-12-31,158.63,51.38,217.42,95.05,178.24,29.21,333.88,13.23,2.69,13.54,1093.26,715.14,0.0,53.23,243.35,139.18,402.24,1594.2,500.93,45.82,-500.93
2025-01-01,137.83,46.42,192.61,84.53,180.94,28.14,291.56,12.75,2.32,17.67,994.76,712.79,0.0,56.48,259.29,138.31,280.08,1462.2,467.44,46.99,-467.44
2025-01-02,158.61,55.27,218.15,108.0,264.95,29.64,344.02,11.32,2.44,24.54,1216.93,720.78,0.0,59.25,276.09,136.52,487.51,1685.69,468.76,38.52,-468.76
2025-01-03,170.48,60.85,211.12,114.96,298.18,33.09,357.46,14.24,2.81,27.35,1290.53,720.15,0.0,59.79,271.0,132.6,610.94,1803.96,513.43,39.78,-513.43
2025-01-04,172.52,61.31,217.19,112.76,294.17,30.6,357.65,13.67,2.71,22.68,1285.27,714.54,0.0,60.37,267.88,132.33,582.84,1768.7,483.43,37.61,-483.43
2025-01-05,122.39,50.04,201.23,89.39,241.37,29.6,323.02,12.0,2.34,19.36,1090.74,706.13,0.0,60.96,257.77,134.13,423.75,1592.65,501.91,46.02,-501.91
2025-01-06,138.17,52.11,201.41,85.46,258.95,29.15,293.93,11.79,2.35,21.23,1094.55,719.77,0.0,60.27,274.17,134.29,380.55,1578.32,483.77,44.2,-483.77
2025-01-07,150.82,59.02,243.06,100.84,288.39,33.41,333.39,11.64,2.74,26.11,1249.42,694.48,0.0,59.33,297.66,130.66,526.26,1715.87,466.45,37.33,-466.45
2025-01-08,145.08,64.67,246.42,114.07,357.95,31.79,358.95,10.63,2.83,30.79,1363.18,682.15,0.0,59.13,305.13,125.02,682.82,1859.88,496.7,36.44,-496.7
2025-01-09,155.16,65.74,241.27,120.71,341.96,29.98,367.34,11.01,2.84,40.0,1376.01,688.09,0.0,59.46,307.48,124.84,683.86,1869.42,493.41,35.86,-493.41
2025-01-10,174.54,67.97,227.02,126.26,369.89,29.95,380.74,13.05,3.07,27.0,1419.5,639.75,0.0,59.3,325.64,124.33,701.35,1856.72,437.22,30.8,-437.22
2025-01-11,165.83,63.14,211.76,115.61,342.87,28.97,378.48,13.97,2.96,24.28,1347.87,708.04,0.0,47.76,274.67,122.01,695.24,1852.84,504.96,37.46,-504.96
2025-01-12,176.69,61.25,212.89,113.63,306.08,33.35,386.47,14.54,2.81,15.32,1323.03,715.47,0.0,47.25,262.83,122.17,662.44,1815.08,492.05,37.19,-492.05
2025-01-13,212.84,76.34,290.78,126.02,290.94,37.68,441.8,15.7,3.13,18.74,1513.97,721.08,0.0,58.19,297.77,126.56,799.67,2009.99,496.02,32.76,-496.02
2025-01-14,220.87,78.29,306.5,119.62,276.85,39.64,435.07,15.34,3.22,21.32,1516.72,710.26,0.0,57.51,281.45,131.81,853.23,2044.83,528.11,34.82,-528.11
2025-01-15,204.12,71.53,329.38,131.18,271.74,39.67,416.48,14.41,2.93,19.31,1500.76,691.87,0.0,58.0,293.41,129.48,803.28,1982.24,481.47,32.08,-481.47
2025-01-16,200.68,73.44,310.61,138.58,282.39,37.33,404.55,14.6,2.94,17.61,1482.72,695.2,0.0,57.37,285.41,129.08,798.93,1980.27,497.55,33.56,-497.55
2025-01-17,207.89,77.55,293.17,149.62,287.56,38.45,409.59,14.34,3.12,17.51,1498.8,692.44,0.0,55.94,237.9,129.23,882.3,2010.05,511.25,34.11,-511.25
2025-01-18,196.63,74.22,234.25,147.79,295.1,35.8,385.83,13.47,3.02,15.92,1402.01,705.72,0.0,56.02,221.64,128.78,779.15,1896.87,494.86,35.3,-494.86
2025-01-19,193.47,73.69,224.54,148.5,318.19,35.12,382.71,13.1,2.98,20.03,1412.31,707.62,0.0,59.05,210.05,131.21,800.19,1916.57,504.26,35.7,-504.26
2025-01-20,215.91,82.65,303.81,157.46,334.23,41.37,433.05,14.04,3.21,24.77,1610.5,724.44,0.0,57.73,291.16,129.26,915.72,2131.23,520.73,32.33,-520.73
2025-01-21,203.73,78.86,290.61,157.21,320.75,40.66,433.91,14.94,3.28,25.17,1569.11,719.12,0.0,57.7,259.85,134.87,925.76,2122.07,552.96,35.24,-552.96
2025-01-22,172.49,69.78,288.56,134.43,321.13,39.45,403.97,14.1,3.07,25.63,1472.62,715.86,0.0,58.43,263.29,138.7,816.92,2019.74,547.11,37.15,-547.11
2025-01-23,154.87,57.78,263.53,97.25,268.17,37.77,372.8,12.64,2.88,17.99,1285.68,710.45,0.0,58.99,254.48,134.16,600.22,1781.69,496.01,38.58,-496.01
2025-01-24,137.29,52.58,248.92,88.4,228.77,33.62,329.71,11.93,2.6,18.75,1152.56,711.73,0.0,59.22,258.85,132.58,470.79,1653.8,501.24,43.49,-501.24
2025-01-25,120.98,48.35,200.39,89.74,226.37,28.55,286.95,9.58,2.28,19.0,1032.2,699.25,0.0,59.48,246.22,129.2,333.3,1489.31,457.11,44.29,-457.11
2025-01-26,131.17,50.53,180.52,88.06,229.16,26.77,291.27,9.87,2.36,16.24,1025.96,689.32,0.0,60.66,242.97,128.04,307.41,1451.94,425.98,41.52,-425.98
2025-01-27,133.0,46.26,237.87,78.47,229.61,29.93,290.34,10.13,2.42,22.66,1080.7,697.13,0.0,59.7,256.92,127.93,385.99,1550.51,469.81,43.47,-469.81
2025-01-28,138.47,48.82,221.82,86.11,230.88,28.07,298.21,9.83,2.53,21.33,1086.08,695.11,0.0,59.96,248.21,128.23,389.6,1536.06,449.99,41.43,-449.99
2025-01-29,142.32,49.47,235.1,93.37,246.31,27.51,303.8,10.98,2.53,21.39,1132.76,691.65,0.0,59.81,252.43,131.19,422.7,1569.67,436.91,38.57,-436.91
2025-01-30,152.07,57.51,246.11,113.79,277.87,31.77,326.54,11.53,2.58,22.45,1242.21,704.71,0.0,59.58,292.83,130.95,547.32,1742.14,499.93,40.25,-499.93
2025-01-31,168.98,62.96,253.72,123.0,289.89,31.96,343.71,10.47,2.88,21.91,1309.48,705.23,0.0,59.71,297.91,134.03,578.07,1786.94,477.46,36.46,-477.46
2025-02-01,158.66,58.5,198.84,115.78,244.36,28.52,340.85,12.11,2.74,14.89,1175.26,699.43,0.0,60.37,300.26,136.02,442.74,1650.45,475.19,40.43,-475.19
2025-02-02,168.12,61.11,185.58,125.03,244.87,29.27,360.79,12.39,2.72,17.82,1207.69,704.66,0.0,61.55,309.24,136.59,444.47,1667.8,460.11,38.1,-460.11
2025-02-03,194.06,70.7,257.83,136.19,256.86,35.21,409.43,13.09,3.03,14.7,1391.1,703.51,0.0,60.55,337.82,131.41,632.51,1882.34,491.23,35.31,-491.23
2025-02-04,194.69,71.73,254.76,122.73,231.82,35.7,406.41,13.12,3.22,15.93,1350.11,676.0,0.0,59.95,330.11,128.3,617.16,1826.51,476.4,35.29,-476.4
2025-02-05,184.98,71.19,264.89,127.07,282.81,35.32,396.97,13.36,3.14,21.31,1401.03,685.3,0.0,59.86,337.27,128.94,665.08,1896.7,495.67,35.38,-495.67
2025-02-06,186.7,65.55,270.28,118.15,279.73,34.31,385.87,14.23,2.98,20.13,1377.93,714.49,0.0,59.6,332.64,128.44,626.91,1880.98,503.05,36.51,-503.05
2025-02-07,172.02,60.78,263.0,107.2,264.22,30.13,364.02,13.3,2.99,21.95,1299.6,721.24,0.0,59.51,338.75,134.38,530.88,1806.86,507.26,39.03,-507.26
2025-02-08,153.34,49.61,220.22,104.97,278.15,26.95,338.28,12.79,2.55,22.22,1209.07,718.41,0.0,60.08,321.67,133.58,467.65,1717.97,508.9,42.09,-508.9
2025-02-09,147.45,51.11,205.93,101.07,244.26,27.47,347.03,11.31,2.51,19.04,1157.18,722.06,0.0,61.62,315.14,125.77,388.06,1626.08,468.91,40.52,-468.91
