,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Ireland,Total,Industrial,LDZ,Gas_to_Power,Slovakia_Austria,Russia_NordStream_Germany,Norway_Europe,Netherlands_Production,GB_Production,LNG_Total,Algeria_Italy,Libya_Italy,Spain_France,Denmark_Germany,Czech_Poland_Germany,Austria_Hungary_Export,Slovenia_Austria,MAB_Austria,TAP_Italy,Austria_Production,Italy_Production,Germany_Production,Total_Supply
2018-04-10,113.39,38.32,193.59,79.02,250.88,16.75,188.03,9.26,2.19,12.12,903.56,266.3,478.05,154.62,136.33140426541118,159.92337983281166,301.5758823720604,56.84848658044636,118.98,83.35826880081221,36.12179895475358,0.0,-7.30453788973391,1.3985440061688423,72.4497522414617,-8.488173027560116,-3.031269587993622,-5.866721196964384,0.0,2.536361009627581,14.11346720182672,15.673992858424038,974.6206364215524
2018-04-11,109.96,41.88,203.96,83.59,265.36,16.5,194.2,8.56,2.08,14.5,940.59,266.83,501.44,168.34,137.60503931003063,160.0159251915142,291.4003681229353,59.61048372003436,117.68,116.1760178578116,36.71017107268944,0.0,-5.044267503269017,1.064453443072736,74.83904976702931,-8.554900231182575,-3.4975781959787016,-6.215993562519551,0.0,2.502724680826068,14.07564905917421,15.670347407653926,1004.037490139822
2018-04-12,117.26,46.85,199.71,93.94,276.18,15.9,184.48,8.09,2.06,14.88,959.34,256.16,514.51,185.0,131.8215907540992,159.04865346597882,294.3547376747116,68.02556591419875,115.86,99.5323948057957,36.48573494148627,0.0,-5.35763081510365,1.2667259608656167,74.06842329238727,-7.746264704994857,-3.199187595910579,-5.4248125637099145,0.0,2.4990883209556345,14.05623998836577,14.837675542722645,990.1289349818484
2018-04-13,105.34,42.45,178.14,90.37,269.89,14.56,192.27,8.02,2.14,14.0,917.19,253.21,491.69,168.73,133.76686146678776,159.47219848188757,312.4844482721292,63.68529768184573,110.65,104.93802461840882,36.24748064277544,0.0,-7.351446932062506,1.260725967079401,74.17985044971708,-7.627537555225194,-2.306679429311305,-6.385357023485005,0.0,2.679088134542108,14.005449131875483,15.120647976940123,1004.8190518839048
2018-04-14,88.06,33.99,132.28,73.42,194.77,13.06,168.25,6.41,1.96,6.92,719.12,218.83,383.83,113.87,136.36567695719003,159.47456211580337,312.155487118268,60.18530130655319,113.96999999999998,59.68276366329938,36.59503482829183,0.0,-6.885992868646979,0.8799081796482205,65.25759605352357,-3.2251784780845045,-2.3620884628370407,-8.168900630936028,0.0,2.650906345546246,14.103503575781732,15.651829245013744,956.3304089484144
2018-04-15,83.19,33.0,136.4,67.84,187.33,12.76,167.74,6.38,1.64,5.33,701.61,213.53,379.2,106.44,135.3883143330142,159.43119852434845,289.2609564552985,54.78867053183913,114.03,72.29560425585211,36.57716211952865,0.0,-7.07544721789658,0.9114536015242338,68.75495606791003,-3.35372379950434,-2.4209065837413077,-8.7059909837991,0.0,2.630906366258859,14.04718545228839,15.763956401618572,942.3242955245398
2018-04-16,97.0,36.74,157.82,79.42,192.93,15.0,191.11,8.48,1.85,6.35,786.69,244.66,398.85,139.41,141.84367128400504,159.56692565651238,289.78227995695545,60.9595732319653,110.68,74.4405043750532,36.95945263270736,0.0,-6.804720225542784,0.6886356504634022,61.55411807078124,-3.0290877720713616,-2.797451648324728,-8.754263661079108,0.0,2.567270068526268,13.822058412709833,15.315465956998615,946.79443198966
2018-04-17,86.29,33.64,148.42,70.9,180.19,15.77,185.1,8.51,1.87,4.64,735.32,237.77,372.04,123.1,141.98739840788394,159.72010731605442,288.0846301380284,51.55767387796194,115.8,80.45813730284347,48.093041102409366,0.0,-6.958810975052416,0.8533627525940538,61.80114508767947,-5.043358413301408,-2.6720699599921707,-9.47726291231811,0.0,2.588179137781262,13.614331355111302,15.014093541836738,955.4205977595204
2018-04-18,72.23,30.61,139.39,64.31,145.88,14.5,171.16,6.35,1.6,4.43,650.46,231.82,297.27,118.03,138.73058359892667,159.0639261774346,291.0445300138563,51.80858270902187,117.51,78.46246142277195,48.95117657733336,0.0,-7.045174521975219,1.085635239318013,65.10304166813046,-10.041716873206198,-2.4036338743567467,-5.83844849897176,0.0,2.575451878234744,13.257422633828222,14.583303078886123,956.8471412292324
2018-04-19,67.6,28.64,131.14,61.92,153.34,14.34,157.11,3.82,1.59,7.69,627.18,230.03,258.31,135.42,126.33314189265668,159.59847107838837,279.3512935105212,56.30048714797199,116.09000000000002,77.21377068838254,44.668017376745496,0.0,-4.418359060570597,2.271361284069717,62.9245257424526,-7.512628583319485,-2.547270089238882,-9.03953609291464,0.0,2.567270068526268,13.554149599255622,13.218904491900652,930.5735990548276
2018-04-20,62.01,28.7,120.21,61.09,147.66,13.15,145.6,3.65,1.57,8.87,592.5,225.17,239.99,123.64,141.908307580702,158.96847173083574,276.83481327321084,56.41394157592953,107.68,75.32970241853967,35.596063135585936,0.0,-4.332359149634838,2.789269838616252,64.98383270067792,-5.704175910755992,-2.5340882847085595,-10.228534861549734,0.0,2.5654518885910518,13.772685736569017,11.072715805470944,925.1160974780798
2018-04-21,52.78,25.3,102.72,53.92,123.28,11.13,128.64,4.34,1.43,7.33,510.86,203.27,208.26,97.36,139.53076458841562,159.77083453624698,296.78308746899216,59.73257450268418,105.76,68.14258920476438,32.91397500415072,0.0,-5.955266559809446,1.0198171256631612,65.9495317005694,-6.086084606148303,-2.2003613575994967,-10.258171194493771,0.0,2.5409064594656225,13.842767482171952,10.693779834272712,932.180744189346
2018-04-22,52.5,25.02,98.08,54.02,116.03,10.11,126.09,3.89,1.29,6.31,493.34,200.95,208.13,82.26,140.57312714527546,159.62619832240046,298.3930777463578,60.37675565373153,103.99,70.31281425065025,31.185004067455232,0.0,-4.754995075576008,0.450999532930553,68.96611039468645,-6.204266301937401,-2.199452267631888,-10.626261722378432,0.0,2.552724629044533,13.873485632177442,12.660714160889388,939.1760361680754
2018-04-23,66.51,31.34,121.29,69.35,146.96,12.68,154.29,5.99,1.67,6.31,616.4,235.83,276.3,100.27,136.56458584210276,158.66292659272253,299.59037371213213,60.335119333215054,109.92999999999998,77.97114266236574,32.068139516488465,0.0,-1.2896350280493498,1.0017262353077532,55.95705114000884,-4.935358525149525,-2.4994519569426776,-8.108718875080347,0.0,2.5809064180403944,13.782767544309795,12.976713833630082,944.5882884451014
2018-04-24,69.28,32.83,129.75,73.18,186.72,13.13,166.43,6.63,1.73,9.72,689.4,239.07,317.9,128.92,139.0648559800163,159.89247077391298,299.6623403187223,62.686571443431085,113.02,74.24350326382145,37.91567891513631,0.0,-0.2799088010266423,0.9258172230124472,58.18236701721919,-4.94463124281913,-2.5346337386891244,0.0,0.0,2.550906449109316,13.840431120955198,12.921295709204673,967.1470644320063
2018-04-25,74.18,34.04,98.59,74.09,173.02,12.63,174.17,3.57,1.84,6.97,653.09,234.66,321.2,94.25,142.0056711162329,158.8799263679907,298.2786247816131,63.079843763418495,110.06,74.10465881264211,36.48719857633412,0.0,-0.3950904999226332,1.1432715432643892,68.14422942767071,-7.241901590965688,-2.4853610624447464,0.0,0.0,2.5309064698219297,13.565885950737446,12.87737757286951,971.0352412292624
2018-04-26,80.06,37.48,120.5,78.7,181.47,14.72,201.01,5.12,1.87,9.12,730.06,252.5,365.36,110.09,141.31476274085043,159.2940168482363,300.712105684834,77.09882924491167,112.64,86.3103187543571,38.08255146959051,0.0,-0.3345451080799103,1.083271605402231,67.45918468257933,-4.019632200777531,-2.511361035518348,0.0,0.0,2.590906407684088,13.469704232164473,14.524366776286069,1007.7144801025204
2018-04-27,76.79,36.98,115.18,75.36,232.07,13.48,194.51,5.37,1.79,11.71,763.23,240.53,383.09,137.87,140.73230879860373,159.4704712109491,303.1559877099976,73.26792412140966,111.17,92.9047141308874,33.88139218408093,0.0,-0.053999944075942,1.2694532307684423,66.22304959912377,-3.744814303569496,-2.3261794091165067,-7.956446305505931,0.0,2.629088186323643,13.54243142957315,15.114375256163628,999.2797558956132
2018-04-28,71.17,34.15,97.28,72.97,213.92,10.56,167.36,4.57,1.77,11.52,685.27,211.86,359.25,111.12,138.58185648022592,159.17110788461565,316.2792826196953,70.33010898208619,110.2,79.54283618985117,33.402365407449004,0.0,-3.072360454529524,1.9699070508107543,68.28985654958191,-4.527358947686851,-2.033270621553063,-9.099354212783275,0.0,2.6254518264532085,13.602567730930447,15.188347906827929,990.4513443919748
2018-04-29,80.01,37.08,94.17,79.75,216.97,9.48,148.19,4.72,1.53,9.96,681.85,206.64,372.87,99.09,138.5788564833328,159.30038047800957,317.22064651355447,71.95756184209884,109.51,78.05174608968198,34.03602838757113,0.0,-3.263542074717581,2.032270622588694,73.80403265710773,-4.519540773965419,-1.9535434313938025,-9.854353430882096,0.0,2.6163609267771246,13.701349446810784,15.098529818028211,996.3167835546024
2018-04-30,103.57,40.98,104.1,96.49,240.25,10.66,159.21,6.04,2.05,10.31,773.66,224.98,433.24,111.95,136.26204070088266,159.51092571450772,314.9529806792341,81.831278889291,107.94,80.72588275972382,33.93706485369727,0.0,-3.0635422818437217,2.116543262585997,67.94989326529506,-5.000722093820572,-2.0409069772809745,-10.209443972229955,0.0,2.58999731771648,13.617658624392748,15.008384456840156,996.1280351989916
2018-05-01,92.85,38.37,94.44,94.61,199.93,10.29,173.3,6.54,2.02,8.18,720.53,218.61,402.95,96.58,124.37923482527584,159.63683467502148,303.63217273871305,81.75264260709287,107.16,85.98360037237033,35.5312268390961,0.0,-3.170451262034476,1.6079074257090689,62.75786227869092,-2.9030879025608303,-1.798725409910083,-7.888900920912624,0.0,2.609088207036257,14.095530856765803,15.2836932626307,978.6686285929844
2018-05-02,97.16,36.94,131.71,81.57,203.24,11.25,197.69,7.08,2.14,8.39,777.18,248.08,408.31,118.41,91.33181450477989,159.57101656136663,305.6155639447585,75.04001319526881,96.63,96.05945467162876,30.027241630107167,0.0,-4.05717761643976,1.0206353066340088,41.004048443995416,-3.3789055916070936,-1.864998068548739,-8.561536587946117,0.0,2.597270037457347,14.271157947608083,15.354247735016797,910.6598461140798
2018-05-03,92.9,38.35,137.28,82.92,190.18,11.6,201.15,7.66,2.03,10.12,774.2,251.51,384.49,134.61,94.16090248397737,158.9781080844924,301.4659254771129,84.94654839029162,91.1,99.83143961536288,28.889006445263327,0.0,-3.990632230810821,1.6479073842838403,36.08419899369326,-3.1326331193819645,-2.255270391643047,-5.083903825856745,0.0,2.5836336879432205,14.261330685058237,14.83550281770006,914.3220644974868
2018-05-04,81.15,36.4,132.48,72.93,169.58,11.54,191.71,6.41,2.0,10.19,714.4,238.97,335.62,136.06,82.86291418453307,159.22774418959767,297.3688798786618,70.82556301443279,87.46000000000001,99.03905045896396,29.00442450755089,0.0,-3.733359769977629,1.4907257288843394,37.32308861975072,-4.934540344178677,-2.343997572481632,-6.243357170544566,0.0,2.5899973177164792,14.173985320970417,15.437356739855558,879.5484751037351
2018-05-05,61.34,28.99,103.26,58.12,124.6,10.0,158.21,4.08,1.53,7.48,557.62,208.06,250.46,97.06,92.9200855871886,159.56783474648,295.17738059079124,59.31775675046445,99.68999999999998,78.87217251274959,26.162881995797157,0.0,-4.403449985101819,1.4911802738681434,39.49436818928645,-5.312630861707032,-2.230634053520858,-9.865807964473962,0.0,2.599997307360172,13.917894677095116,15.559747522194684,862.9587772884719
2018-05-06,52.65,26.02,94.34,52.65,113.33,10.37,143.8,4.07,1.34,13.33,511.9,200.36,221.93,87.22,96.02490055356176,159.41510763192176,284.3813281487592,53.61248993174732,100.15,80.40698002451956,25.8562186770238,0.0,-4.491722620956599,1.4913620918616657,36.83226185533925,-5.031540243722499,-2.151997771322727,-10.179807639285922,0.0,2.6027245772629977,13.841276574625075,15.919501695076375,848.6790834864108
2018-05-07,54.15,28.88,128.72,63.17,117.03,12.31,152.9,4.52,1.56,7.26,570.52,230.47,221.8,115.87,118.45978641019016,158.75229013653845,287.7542508926153,53.34503566327691,99.11,98.0647799297154,24.73987437859997,0.0,-5.0669947524592285,1.491634818851948,39.906040490218274,-5.175358276598156,-2.4485429187566043,-9.928716990232466,0.0,2.5736336982995267,13.660185853077472,15.888229000190648,891.1261283335277
2018-05-08,52.86,29.2,133.59,63.84,134.38,12.23,145.51,5.71,1.46,7.18,585.95,230.71,221.16,129.51,123.81414450141044,159.2996532060355,302.4286304092303,54.11503486584128,99.88,101.27990137688812,26.059127557794003,0.0,-6.059539179094136,1.5628165633156894,49.877184709239,-5.273449084103108,-2.5624518916979437,-9.984535114243627,0.0,2.513633760437369,13.820703868658097,15.944392578389497,926.7152481281006
2018-05-09,56.7,30.96,136.04,65.14,137.25,11.69,140.99,4.68,1.53,6.82,591.8,230.17,230.6,126.84,125.6772334810272,159.40983491010965,293.6074485995218,58.028303540408615,89.47999999999999,111.66798050247878,25.07655584810376,0.0,-5.549630616262555,1.4895439119264484,53.06019959462587,-4.923540355570614,-2.716906277194619,-9.37735392487794,0.0,2.597270037457347,13.811212969396262,16.17897415363118,927.5171263747812
2018-05-10,59.05,28.04,133.6,58.62,143.03,10.09,130.37,5.27,1.43,7.37,576.88,211.84,244.7,117.63,122.9904180817604,159.7827436148226,308.1882814258799,56.42866883340478,102.2,98.96106926848888,26.41485446211919,0.0,-4.640358830660581,1.743452739879489,49.05449465215206,-2.344997571446002,-2.601815487295389,-9.16835414132476,0.0,2.5845427779108285,13.776340278238802,16.32061037058458,939.6899504745148
2018-05-11,59.63,29.38,124.93,60.53,141.16,12.26,144.64,5.16,1.41,9.01,588.12,218.76,259.38,107.18,126.16341479570418,158.95574447128922,308.3149271126404,61.24820929668099,107.87,92.27492952663302,26.55356340937689,1.5119438887283203,-3.625178063832224,2.978906005859375,48.71475864035709,-5.519176102347672,-2.59008822671324,-11.490624463580549,0.0,2.5781791481375693,13.805194793810696,16.17885597193539,943.9235602046796
2018-05-12,57.51,25.35,97.64,52.1,149.59,9.43,126.39,4.14,1.35,10.82,534.32,198.14,232.78,101.32,116.2500614259243,159.2434714460373,310.290856171906,56.41066885204613,108.55,70.3800067057401,26.848717649160328,1.8146163025438784,-1.1792715059816836,2.6427245358377696,46.98271497957107,-3.776268816448748,-2.2872703585028646,-12.019805733725429,0.0,2.554542808979749,13.82459477371946,15.48174760297388,912.0121068397812
2018-05-13,69.02,30.1,91.8,57.06,137.73,9.56,125.24,6.06,1.41,9.55,537.53,200.3,240.5,94.35,125.74468795662374,159.37110767748953,307.0439375260405,61.52329992087931,105.44,74.54288422306999,26.626081516093016,0.628481167306751,-1.463362120859325,2.4155429529324177,46.48137913513408,-3.780541539296508,-2.2679067421928045,-11.983987589001655,0.0,2.5618155287206177,13.806640246859192,15.511847571801392,922.2019074316
2018-05-14,85.4,35.96,125.47,59.92,140.86,12.26,143.65,6.79,1.76,12.38,624.44,227.2,277.37,117.1,123.02650895347443,159.20892602726815,295.05394167167026,58.56384844032676,103.19,88.34647738224119,26.731399588840457,8.030355319872498,-4.220995628602802,2.1313614290580154,46.642197150404016,0.0,-2.6916335760951045,-11.425442712903024,0.0,2.538179189562798,13.822149321706592,15.344693199457229,924.2919657562812
2018-05-15,80.58,32.26,135.84,56.01,136.23,15.29,151.43,7.52,1.67,8.46,625.28,227.58,268.69,125.89,123.84005356548728,159.50638026466964,271.72514793418867,61.18993662975729,126.07,103.08444395802914,25.854291406292468,10.033207791109383,-4.533540759466589,1.27781685847044,36.83037094820665,0.0,-2.807897092052549,-11.668533370241525,0.0,2.520906480178237,13.911694683516023,15.188747906413672,932.0230272045582
2018-05-16,75.21,31.93,133.94,62.86,153.34,15.22,158.21,7.66,1.49,7.51,647.37,233.3,281.75,129.71,124.05805333971978,159.28674412849546,296.06163675493974,69.9609275462404,106.88,108.80515619458332,26.379527225977927,11.541588047164678,-4.185632028862834,2.074452397085726,30.576377425041077,-1.3319986205399037,-2.933315143983811,-10.218534871906042,0.0,2.4999974109232426,13.77848573056236,14.33239424782619,947.5658597832672
2018-05-17,74.73,33.68,132.79,66.48,159.85,14.74,163.0,7.31,1.61,8.98,663.17,236.06,290.11,133.7,129.66268389902262,159.45674395243822,293.9794975545853,77.64246504554151,104.17,105.11139915908498,26.526827073429523,12.294032722454515,-1.870179881364107,1.4402712356820702,45.862088867399805,-3.018996873430908,-2.05206151118353,-10.604898108139636,0.0,2.50727013066411,13.82918567805588,15.556820252498984,970.4931491967392
2018-05-18,67.91,36.38,128.67,75.96,162.28,13.46,167.84,5.98,1.68,8.64,668.81,239.29,284.1,141.11,121.78732841862738,159.31992591231318,293.8283190350756,62.73148048783094,102.63,96.2459354163982,26.5989088169612,10.242434847154469,-3.0501786593198776,1.40045309510082,57.72366749226303,-1.5352711372971537,-2.719906274087727,-10.635352622054516,0.0,2.56636097855866,13.296522593335062,14.55331220085472,944.983940601714
2018-05-19,57.77,34.11,96.59,72.68,119.64,10.27,147.22,4.68,1.43,4.48,548.86,208.49,243.06,93.66,123.53414479138702,159.18147151024638,292.47737308854903,75.17028578762711,102.14,81.83692350106686,26.27358188115284,6.209502660150825,-3.921814120262861,2.1630886689275504,39.36714104831961,-4.880449491105974,-2.514270123414695,-11.011352232657371,0.0,2.550906449109316,13.110840967451036,9.870080687321725,911.5574550738684
2018-05-20,52.46,27.99,90.97,57.24,115.33,9.75,132.22,4.7,1.29,6.28,498.23,193.3,215.77,86.04,122.55196399038286,159.42092580771447,291.0037908028647,62.549571585312485,105.11,78.50716029942333,26.32471819183081,7.025456360577793,-4.444359033644199,2.150088682390749,37.32888861374408,-4.877722221203149,-2.177361381419003,-11.417351812191306,0.0,2.5445428193360566,13.221468125609308,9.402835716670008,894.2246165473989
2018-05-21,52.41,27.41,127.64,54.59,135.05,10.46,126.78,4.43,1.3,8.44,548.5,204.13,217.6,124.2,114.61733584409951,159.18665332306176,292.2203958333373,65.4982048952505,109.7,88.09026970622018,33.282429168022425,12.213241897033155,-5.036267511554063,1.835634462594986,44.9762170575641,-4.95435850547254,-2.5129064884632824,-11.59280617593974,0.0,2.538179189562798,13.232968113699556,9.431535686947406,922.726726495964
2018-05-22,60.88,34.99,139.75,64.63,128.97,12.9,143.92,5.13,1.44,12.21,604.81,229.38,234.46,136.71,107.66316122788191,159.308198651731,296.05807206863017,60.11275592713803,106.45000000000002,97.36815894819202,34.56722783744409,10.490634590110927,-6.175993603944779,1.533180230371654,53.23132669012844,-6.208902660772204,-2.5979973094314337,-11.463260855555534,0.0,2.5554518989473585,13.659913126087188,9.320063075119258,925.871989842078
2018-05-23,63.4,31.63,137.39,67.52,136.52,12.0,142.63,5.0,1.51,11.72,609.33,233.3,239.81,131.13,108.38570593413708,160.0637433238104,286.81744867251814,51.43640127628297,104.36,119.43658154797777,34.148919179748745,13.49524966025427,-6.676538540109991,1.4178167134821416,53.67330805058032,-5.194721892908216,-2.453352004685253,-11.529169878207147,0.0,2.334543036818504,13.545195063074678,9.4570447514385,932.7181748942128
2018-05-24,60.49,30.32,129.02,68.37,148.81,13.11,142.0,4.66,1.39,12.17,610.34,235.67,235.61,134.55,109.00143256919831,159.2461987159401,157.28821818967313,57.70766750883311,110.71,131.1543465931773,33.83091950907931,13.003222897085546,-5.929357495732606,1.4200894384011626,53.75848978054525,-6.47417511332035,-2.532361013770104,-11.638351583316922,0.0,2.479997431635857,13.706140350940078,9.455635661988708,826.1881134403579
2018-05-25,57.49,29.69,121.73,69.06,144.42,11.95,136.07,5.41,1.59,7.51,584.91,232.06,223.68,123.14,108.8287054753527,159.49183482518794,250.94012795269865,57.343304249815645,97.41,115.90009430138544,33.634774257668106,14.009276400639118,-3.909541405700147,1.539089315161109,52.93223609078528,-5.708084997616709,-2.53517919266969,-11.071079443529248,0.0,2.574542788267136,13.68444946431294,9.461517474079132,894.5260675558376
2018-05-26,47.13,25.43,94.4,52.04,95.82,9.58,115.72,4.24,1.42,5.16,450.94,197.64,177.15,73.65,120.71032953400166,159.06692617432773,257.4652070234008,59.53966561155767,111.21,97.33384080191476,27.10642647317797,13.482267855516822,-4.6669951667115095,2.91381516417861,40.185431109963375,-5.522812462218106,-2.1055432739779354,-11.360897325202822,0.0,2.561815528720617,13.703422171936928,9.305581271935251,890.928480492522
2018-05-27,45.53,25.71,90.45,52.8,93.81,9.35,113.46,3.92,1.09,6.77,442.87,196.16,164.86,79.42,121.59651043442638,158.903380889155,243.49287269499376,60.993391378760336,109.15,99.0923662534572,25.97151855761558,12.190187375454604,-4.551358922831714,2.131634156048298,39.45842277196719,-5.499721577040851,-2.0995432801917198,-11.440079061381518,0.0,2.547270089238882,13.72505851316601,9.087790588395295,874.7497008612326
2018-05-28,57.39,29.5,128.68,66.97,112.15,12.12,128.61,2.03,1.49,10.66,549.62,228.46,190.42,126.11,121.09969276712836,159.30019866001606,244.5045701176197,59.70375635071098,112.36000000000004,94.78705257178396,29.03519720295444,14.48442136310935,-3.824359675735235,2.918542432010174,37.307443181408175,-5.5209942822828895,-2.3809066251665354,-11.202624761842191,0.0,2.594542767554522,13.661567669828235,9.108108749171349,877.9362084882687
2018-05-29,58.36,33.46,133.29,68.09,125.22,12.02,129.94,4.32,1.52,8.99,575.2,232.68,203.35,134.29,122.37996416851134,159.29219866830113,257.6131755626112,61.18393663597107,106.48,85.9091344415292,26.354872706056387,12.988032003726811,-3.429723720796406,1.536271136261523,36.45868951494991,-4.316177348211408,-2.4189974948093296,-10.780443380884826,0.0,2.63090636625886,13.885431074351818,9.13500872131288,874.9022790551402
2018-05-30,60.8,32.73,137.98,68.76,149.95,12.36,130.84,4.2,1.4,10.08,609.1,231.46,209.53,163.58,124.28668946657328,159.38519857198747,242.31436125890835,59.21975685195625,92.17,93.7712640402846,33.050265772094576,12.99527745076865,-3.522269079498946,2.536815554611385,35.03580007944849,-4.647540641404688,-2.1375068772390486,-10.835170596934857,0.0,2.5936336775869133,14.13659445060268,8.9469907342121,859.3001607139572
2018-05-31,57.17,33.68,135.8,70.87,144.32,9.4,116.6,4.21,1.37,11.07,584.48,224.66,203.01,152.27,121.57532863818108,159.53010751282423,234.6685144889518,58.657575615987184,88.71000000000001,96.36315998900086,33.67631966918782,11.682924264428763,-3.356451069407165,1.6330892178118228,35.13034543607979,-3.342541992902756,-2.5825518708817663,-10.127444057151676,0.0,2.6172700167447327,13.677422198863328,8.572754758146406,847.0858228158646
2018-06-01,54.98,34.82,127.34,70.39,134.62,11.91,124.44,4.28,1.4,10.71,574.89,226.62,198.46,145.16,128.90150286914408,159.1143806706369,246.4616220211238,57.425667800880966,76.77999999999999,91.17282894885466,35.730499359995875,10.986524985641989,-1.8660889765098687,2.0298160796761517,42.72587393354547,-6.933901909939944,-2.3150885115116835,-8.888627158291639,0.0,2.60727002710104,14.037394553337244,8.318236839915068,856.2879115336
2018-06-02,46.77,28.14,93.11,60.79,115.52,8.78,114.7,3.35,1.27,9.78,482.21,203.27,169.04,107.52,126.51786897407472,159.8218344834298,273.73739587579814,59.80857442397624,81.38,54.4711124542892,31.11903140850589,9.981380572056024,-0.7257265211418271,1.1941805814504622,43.64099116763919,-9.488535627916455,-2.0125433702915907,-8.240900556370617,0.0,2.601815487295389,14.047549088275431,9.18437230655402,847.0384007476238
2018-06-03,45.41,28.07,93.8,57.07,110.75,9.05,115.42,2.94,1.1,12.97,476.58,200.81,169.06,103.63,126.04341491997988,159.27156232603642,276.57691474163164,55.977760209470986,80.86,53.769867705262456,28.57156131947413,7.990618997388333,-0.6622720414027572,1.1947260354310274,44.813835407549874,-9.495262893676758,-2.32654304510355,-7.474174077689647,0.0,2.5836336879432205,13.994667324859648,9.752517172710595,841.4428277898652
2018-06-04,56.58,32.19,132.78,70.85,136.05,14.65,134.9,3.61,1.42,9.22,592.26,244.79,207.31,136.59,117.80851435739548,159.41628944887964,268.0126509439826,56.10803280182928,68.51,65.54682824629693,36.18457161701694,9.009627032980324,-2.6407245379090307,1.1966351243630051,54.20722567945643,-9.574808265842496,-2.692815393052995,-5.666994131080807,0.0,2.5918154976516963,13.974749163669347,10.518452743119749,842.5100503287559
2018-06-05,59.05,33.41,134.13,73.72,139.41,15.04,141.64,3.79,1.52,9.96,611.66,249.92,216.65,141.09,120.61996599122136,159.88992532200365,271.7611394953363,56.787850279606886,67.65999999999998,64.49544751695841,35.422736042361706,7.988028090980649,-0.7897264548614621,1.4870893690139055,52.98219058450533,-9.295717645786702,-2.528088290922344,-4.924994899518787,0.0,2.613633656874299,13.836522034094482,10.547616349280624,848.5536174411484
2018-06-06,60.56,31.67,136.44,69.78,139.93,14.73,136.41,3.94,1.48,8.81,603.75,234.46,212.13,153.64,120.06442111201584,158.87538091815264,275.58370878165067,56.26657809218019,74.59,52.41468730090484,35.05798187465817,9.984289659952372,-1.4079076328352094,1.3302713496014476,52.64902729317619,-9.151172340936958,-2.433452025294304,-8.001082622915506,0.0,2.616360926777124,13.887412890481205,8.564200221551209,840.8907057991202
2018-06-07,61.5,32.44,134.31,71.8,140.58,13.23,137.88,4.0,1.19,8.94,605.88,235.79,206.02,160.0,120.48923885387929,159.80756177093835,274.5867340628318,59.35630216509104,75.15,54.12172189668193,35.946744590590896,11.4788972029984,-2.244361312031746,1.0185443997085095,49.35598524900972,-10.417534665815532,-2.6590881552547216,-6.886265595637261,0.0,2.6736335947364567,13.841994755699488,9.11771783012897,844.7378266435555
2018-06-08,58.27,31.61,128.31,70.75,139.74,11.36,133.6,4.34,0.8,9.31,588.1,228.59,199.6,155.79,128.4373215316832,159.53474387165903,277.68264343566005,62.75593500795961,78.88,54.47793347703069,35.251245310872044,12.143887423404308,-2.887360646121204,1.145635177180171,43.80165463761466,-9.81508074428141,-2.5206155713886025,-6.967538238741458,0.0,3.0827240801602604,13.663149486371877,9.34859031830281,858.014868557366
2018-06-09,45.51,28.74,92.91,59.89,116.59,9.25,112.02,3.25,1.17,8.0,477.34,202.63,166.11,104.45,123.63105378193409,159.26856232914326,281.4831176848203,67.35065752224625,79.41999999999999,45.82659618464857,29.76124190558493,12.14985105359182,-3.0076332488358024,1.192635128505528,46.937651389876734,-9.609990047588944,-2.118088715530932,-9.42444478520006,0.0,3.108178599253297,13.91137650202736,10.164325837137548,850.045091121614
2018-06-10,45.21,29.17,91.21,57.06,109.48,9.52,110.66,3.18,1.13,8.39,465.01,197.81,163.38,99.43,123.01287260396032,159.49110755321382,290.4503912621968,63.65420680495352,73.2,46.52651325842664,26.68700872572213,12.178105569785089,-2.817633445605636,1.1960896703824402,46.81188788375782,-9.65253545807302,-2.292143080729246,-9.35889939853549,0.0,3.108178599253297,13.880140170740336,11.485642650558056,847.5609333700069
2018-06-11,58.39,30.42,137.54,70.41,125.81,13.44,135.9,3.8,1.34,8.28,585.33,228.94,198.02,154.05,120.79487490098924,159.50056208887696,298.11316920423883,57.78739469899237,76.88999999999999,55.43673995938376,35.685372134003785,12.982468373125046,-3.1229058567285537,0.9979080574437976,50.36743874697088,-10.052898679807782,-2.4649247199729083,-7.235992506176234,0.0,2.755451691821217,13.893749247555435,11.301942840803417,873.6303501815191
2018-06-12,60.53,31.25,139.39,73.17,136.1,13.03,145.45,4.58,1.62,8.42,613.54,233.02,216.95,157.95,110.71833988202364,159.47510756978392,299.806101277323,58.743120981939136,82.49,53.786022244343165,35.736753898973014,13.471095139814912,-2.457906545422971,1.1584533457234505,53.35409019935429,-10.266353004202248,-2.595724584512413,-4.365631842449307,0.0,2.6427245358377696,13.798849345836787,11.43327906842381,876.9283215127899
2018-06-13,60.94,31.62,135.39,71.74,118.32,12.0,153.65,4.77,1.56,4.99,594.98,232.63,220.05,137.55,114.3081543461159,159.47010757496207,292.324416592186,63.14384369713813,75.57,51.04808948256447,35.48126325447634,13.960640087372068,-1.7090891391038896,1.1970896693468094,55.85411488297653,-10.63453444108367,-2.459361089371145,-6.803811135575176,0.0,2.633633636161685,13.79689480240643,12.263260027050972,869.4447122476236
