Date,France_GtP,Belgium_GtP,GB_GtP,#Netherlands_GtP,Italy_GtP,Total_Gas_to_Power_Demand
2024-02-18,0.01,,22.68,2.95,3.42,29.06
2024-02-19,0.38,,28.6,3.85,5.83,38.67
2024-02-20,0.6,,25.02,3.64,5.74,35.01
2024-02-21,0.23,,17.54,3.47,5.47,26.71
2024-02-22,0.06,,27.12,3.59,5.42,36.19
2024-02-23,0.36,,42.33,4.05,4.41,51.16
2024-02-24,0.24,,54.99,4.26,3.43,62.92
2024-02-25,0.25,,38.93,4.2,2.74,46.12
2024-02-26,1.57,,49.78,4.52,5.73,61.61
2024-02-27,2.16,,60.55,4.54,6.02,73.27
2024-02-28,1.59,,44.33,4.26,5.33,55.51
2024-02-29,0.51,,43.53,4.18,6.14,54.35
2024-03-01,0.4,,36.66,4.11,5.37,46.55
2024-03-02,0.4,,33.6,3.77,2.58,40.35
2024-03-03,0.8,,49.08,3.89,2.41,56.18
2024-03-04,1.9,,45.66,3.97,5.25,56.78
2024-03-05,2.02,,58.86,4.36,5.23,70.47
2024-03-06,2.1,,58.01,4.11,4.54,68.77
2024-03-07,0.8,,32.91,4.76,5.89,44.36
2024-03-08,0.23,,19.59,2.85,5.65,28.31
2024-03-09,0.01,,15.46,1.7,3.19,20.37
2024-03-10,0.4,,23.17,2.84,2.49,28.9
2024-03-11,1.51,,61.21,3.7,4.43,70.85
2024-03-12,1.18,,45.29,3.49,5.11,55.07
2024-03-13,0.54,,25.09,3.3,5.72,34.65
2024-03-14,0.17,,24.15,2.5,5.36,32.18
2024-03-15,0.02,,20.26,1.94,4.68,26.9
2024-03-16,0.08,,27.67,2.34,2.54,32.63
2024-03-17,0.05,,22.6,2.51,2.56,27.71
2024-03-18,0.31,,31.08,4.08,5.02,40.5
2024-03-19,0.36,,43.92,3.89,4.6,52.77
2024-03-20,0.05,,55.57,3.24,5.2,64.06
2024-03-21,0.02,,25.21,3.36,4.63,33.22
2024-03-22,0.02,,17.47,3.69,4.4,25.58
2024-03-23,0.04,,12.26,1.55,1.93,15.78
2024-03-24,0.01,,28.51,2.45,2.1,33.07
2024-03-25,0.02,,39.94,3.65,4.34,47.95
2024-03-26,0.24,,39.65,3.24,5.48,48.6
2024-03-27,0.1,,21.43,3.23,4.85,29.61
2024-03-28,0.05,,16.47,2.11,3.88,22.52
2024-03-29,0.06,,21.12,1.99,3.54,26.7
2024-03-30,0.07,,30.34,2.19,2.32,34.92
2024-03-31,0.01,,19.06,1.83,2.83,23.72
2024-04-01,0.06,,20.62,1.18,2.2,24.06
2024-04-02,0.09,,36.98,2.47,3.01,42.56
2024-04-03,0.03,,20.64,3.14,4.39,28.2
2024-04-04,0.07,,32.03,3.1,4.28,39.49
2024-04-05,0.01,,9.3,2.38,3.9,15.59
2024-04-06,0.02,,11.26,0.53,2.75,14.55
2024-04-07,0.05,,12.51,1.87,2.32,16.74
2024-04-08,0.04,,32.22,3.27,3.64,39.17
2024-04-09,0.01,,10.33,1.18,3.34,14.86
2024-04-10,0.04,,16.11,1.87,3.95,21.98
2024-04-11,0.07,,16.18,0.72,3.44,20.4
2024-04-12,0.05,,10.94,0.43,2.95,14.36
2024-04-13,0.03,,12.02,0.29,2.44,14.78
2024-04-14,0.05,,13.76,0.6,2.66,17.07
2024-04-15,0.06,,9.6,0.72,2.82,13.21
2024-04-16,0.07,,14.37,1.6,2.84,18.88
2024-04-17,0.04,,31.71,1.96,3.44,37.15
2024-04-18,0.16,,20.16,1.58,4.02,25.92
2024-04-19,0.01,,12.27,0.66,3.03,15.97
2024-04-20,0.02,,15.83,0.87,3.03,19.75
2024-04-21,0.03,,26.23,1.52,2.84,30.62
2024-04-22,0.33,,55.35,1.95,5.46,63.09
2024-04-23,0.54,,36.58,1.81,4.98,43.9
2024-04-24,0.55,,37.18,1.86,4.94,44.53
2024-04-25,0.73,,49.28,2.35,3.84,56.2
2024-04-26,0.56,,49.23,1.44,4.88,56.11
2024-04-27,0.06,,29.49,0.73,3.97,34.26
2024-04-28,0.05,,16.28,0.97,3.07,20.38
2024-04-29,0.17,,17.76,1.42,3.89,23.24
2024-04-30,0.04,,17.36,1.31,3.26,21.97
2024-05-01,0.02,,29.9,0.67,2.67,33.26
2024-05-02,0.03,,17.3,0.44,3.36,21.14
2024-05-03,0.03,,29.3,0.62,2.87,32.82
2024-05-04,0.01,,30.69,0.49,2.28,33.47
2024-05-05,0.02,,35.04,0.41,2.24,37.71
2024-05-06,0.05,,38.01,0.96,3.85,42.86
2024-05-07,0.04,,43.42,1.09,4.8,49.35
2024-05-08,0.01,,39.24,0.65,3.91,43.81
2024-05-09,0.01,,35.99,0.46,2.63,39.1
2024-05-10,0.01,,34.28,0.35,2.57,37.21
2024-05-11,0.01,,15.92,0.22,2.22,18.37
2024-05-12,0.01,,16.2,0.2,2.27,18.68
2024-05-13,0.0,,26.2,0.2,4.19,30.59
2024-05-14,0.02,,35.77,0.19,4.58,40.56
2024-05-15,0.04,,44.29,0.26,4.91,49.5
2024-05-16,0.08,,45.04,0.32,4.04,49.48
2024-05-17,0.02,,43.73,0.53,3.79,48.07
2024-05-18,0.01,,30.13,0.41,2.76,33.31
2024-05-19,0.01,,23.1,0.37,2.54,26.02
2024-05-20,0.01,,34.31,0.43,3.78,38.54
2024-05-21,0.08,,44.88,0.43,2.64,48.04
2024-05-22,0.03,,23.39,0.59,2.86,26.86
2024-05-23,0.02,,24.35,0.46,3.61,28.43
2024-05-24,0.01,,45.22,0.6,3.73,49.56
2024-05-25,0.02,,19.5,0.43,2.56,22.51
2024-05-26,0.01,,14.61,0.46,1.88,16.96
2024-05-27,0.01,,19.1,0.57,3.99,23.68
2024-05-28,0.02,,20.77,0.57,4.2,25.55
2024-05-29,0.01,,22.63,0.6,4.53,27.77
2024-05-30,0.01,,11.85,0.68,3.67,16.21
2024-05-31,0.01,,13.4,0.46,2.74,16.61
2024-06-01,0.02,,14.12,0.3,2.38,16.81
2024-06-02,0.01,,16.01,0.46,2.41,18.88
2024-06-03,0.01,,33.71,0.58,4.27,38.56
2024-06-04,0.01,,14.65,0.45,4.58,19.69
2024-06-05,0.02,,14.27,0.46,4.54,19.29
2024-06-06,0.02,,20.32,0.61,4.5,25.45
2024-06-07,0.04,,15.36,0.32,4.18,19.9
2024-06-08,0.01,,13.08,0.31,3.07,16.47
2024-06-09,0.01,,16.25,0.31,2.46,19.03
2024-06-10,0.09,,16.39,0.51,3.31,20.29
2024-06-11,0.01,,29.61,0.48,4.64,34.75
2024-06-12,0.04,,47.44,0.56,4.45,52.5
2024-06-13,0.03,,27.83,0.54,3.85,32.24
2024-06-14,0.02,,22.81,0.58,3.65,27.06
2024-06-15,0.01,,18.14,0.3,2.63,21.07
2024-06-16,0.01,,12.32,0.46,2.19,14.98
2024-06-17,0.01,,32.88,1.19,4.78,38.86
2024-06-18,0.01,,36.05,0.84,5.26,42.15
2024-06-19,0.1,,28.62,0.71,6.06,35.49
2024-06-20,0.36,,34.68,0.82,6.57,42.43
2024-06-21,0.3,,18.19,0.66,6.36,25.52
2024-06-22,0.01,,16.76,0.43,2.84,20.03
2024-06-23,0.01,,23.42,0.43,3.11,26.96
2024-06-24,0.18,,35.62,0.48,5.2,41.48
2024-06-25,0.13,,38.27,0.42,5.21,44.03
2024-06-26,0.12,,35.35,0.48,5.26,41.22
2024-06-27,0.08,,16.71,0.23,4.21,21.23
2024-06-28,0.05,,17.28,0.46,4.05,21.84
2024-06-29,0.0,,17.3,0.45,3.38,21.13
2024-06-30,0.0,,20.37,0.51,2.89,23.77
2024-07-01,0.01,,19.29,0.45,5.75,25.5
2024-07-02,0.04,,25.02,0.38,4.72,30.16
2024-07-03,0.01,,20.47,0.41,5.32,26.2
2024-07-04,0.01,,13.08,0.34,4.42,17.85
2024-07-05,0.02,,20.99,0.44,4.44,25.89
2024-07-06,0.01,,12.18,0.37,2.89,15.45
2024-07-07,0.03,,21.65,0.36,3.22,25.26
2024-07-08,0.16,,43.27,0.57,5.43,49.43
2024-07-09,0.31,,22.92,0.3,6.44,29.96
2024-07-10,0.38,,24.97,0.29,7.36,33.0
2024-07-11,0.38,,41.98,0.41,7.87,50.64
2024-07-12,0.09,,29.07,0.31,7.19,36.65
2024-07-13,0.01,,17.93,0.25,4.39,22.58
2024-07-14,0.01,,19.85,0.27,4.44,24.57
2024-07-15,0.08,,41.05,0.37,7.05,48.54
2024-07-16,0.18,,32.44,0.24,7.59,40.46
2024-07-17,0.3,,35.82,0.3,7.99,44.41
2024-07-18,0.42,,29.6,0.33,7.98,38.33
2024-07-19,0.43,,22.3,0.26,7.62,30.61
2024-07-20,0.05,,26.87,0.2,4.96,32.07
2024-07-21,0.05,,21.96,0.27,4.54,26.82
2024-07-22,0.01,,32.22,0.2,6.96,39.39
2024-07-23,0.14,,41.62,0.21,7.18,49.14
2024-07-24,0.21,,34.34,0.21,7.1,41.85
2024-07-25,0.09,,27.38,0.25,7.04,34.76
2024-07-26,0.03,,30.74,0.34,6.82,37.93
2024-07-27,0.01,,32.67,0.32,4.9,37.9
2024-07-28,0.01,,20.72,0.23,4.63,25.59
2024-07-29,0.14,,27.23,0.2,7.14,34.71
2024-07-30,0.34,,34.11,0.23,7.27,41.94
2024-07-31,0.42,,36.74,0.23,8.22,45.6
2024-08-01,0.29,,38.3,0.31,7.81,46.71
2024-08-02,0.07,,20.86,0.25,6.87,28.06
2024-08-03,0.04,,18.95,0.24,5.24,24.47
2024-08-04,0.01,,10.93,0.21,4.68,15.84
2024-08-05,0.01,,17.78,0.31,6.52,24.63
2024-08-06,0.05,,19.9,0.31,6.75,27.01
2024-08-07,0.03,,14.77,0.34,6.71,21.85
2024-08-08,0.01,,18.18,0.31,6.16,24.66
2024-08-09,0.12,,13.57,0.25,5.5,19.44
2024-08-10,0.09,,13.69,0.2,4.54,18.53
2024-08-11,0.05,,10.25,0.19,4.68,15.18
2024-08-12,0.16,,17.32,0.22,6.36,24.06
2024-08-13,0.06,,24.09,0.21,6.6,30.97
2024-08-14,0.14,,34.25,0.31,6.21,40.91
2024-08-15,0.09,,13.47,0.18,5.31,19.05
2024-08-16,0.1,,24.73,0.29,5.96,31.08
2024-08-17,0.08,,18.26,0.19,4.8,23.33
2024-08-18,0.06,,17.18,0.21,4.09,21.54
2024-08-19,0.23,,19.98,0.27,4.68,25.16
2024-08-20,0.01,,14.05,0.29,4.65,18.99
2024-08-21,0.08,,17.2,0.25,5.32,22.85
2024-08-22,0.04,,16.98,0.24,5.38,22.63
2024-08-23,0.08,,14.78,0.24,5.81,20.9
2024-08-24,0.03,,12.25,0.2,5.0,17.48
2024-08-25,0.05,,13.62,0.19,4.54,18.41
2024-08-26,0.21,,21.82,0.32,6.58,28.94
2024-08-27,0.36,,26.07,0.19,7.17,33.79
2024-08-28,0.64,,31.95,0.41,7.62,40.63
2024-08-29,0.73,,39.09,0.6,7.69,48.11
2024-08-30,0.66,,35.32,0.19,7.49,43.66
2024-08-31,0.2,,16.91,0.18,5.32,22.62
2024-09-01,0.35,,22.21,0.17,5.57,28.3
2024-09-02,0.9,,48.17,0.29,8.19,57.55
2024-09-03,0.91,,51.11,0.22,8.49,60.73
2024-09-04,0.97,,47.85,0.26,8.3,57.38
2024-09-05,0.56,,16.91,0.24,7.98,25.69
2024-09-06,0.65,,31.8,0.22,7.36,40.04
2024-09-07,0.13,,36.83,0.13,5.39,42.48
2024-09-08,0.0,,21.97,0.13,4.63,26.73
2024-09-09,0.08,,24.01,0.14,5.46,29.69
2024-09-10,0.05,,20.52,0.18,5.07,25.82
2024-09-11,0.05,,21.58,0.18,6.38,28.19
2024-09-12,0.12,,33.17,0.3,5.48,39.07
2024-09-13,0.09,,30.91,0.32,3.57,34.89
2024-09-14,0.0,,19.34,0.34,2.74,22.42
2024-09-15,0.0,,25.08,0.27,3.12,28.47
2024-09-16,0.03,,37.18,0.41,6.42,44.04
2024-09-17,0.02,,33.24,0.35,7.19,40.8
2024-09-18,0.14,,32.64,0.32,7.05,40.15
2024-09-19,0.03,,37.63,0.31,6.25,44.23
2024-09-20,0.02,,29.95,0.33,5.97,36.28
2024-09-21,0.02,,28.3,0.25,4.26,32.83
2024-09-22,0.01,,41.09,0.19,4.42,45.72
2024-09-23,0.12,,52.21,0.32,7.09,59.75
2024-09-24,0.21,,38.67,0.42,5.96,45.26
2024-09-25,0.05,,51.19,1.07,6.11,58.41
2024-09-26,0.17,,25.43,1.02,5.28,31.91
2024-09-27,0.1,,18.38,0.61,4.59,23.69
2024-09-28,0.04,,34.72,0.5,2.62,37.88
2024-09-29,0.02,,16.87,0.49,2.1,19.49
2024-09-30,0.11,,27.34,1.71,4.94,34.1
2024-10-01,0.18,,26.01,2.51,5.84,34.54
2024-10-02,0.36,,37.39,1.39,5.74,44.89
2024-10-03,0.2,,43.4,0.8,5.68,50.09
2024-10-04,0.53,,33.84,1.0,4.63,40.0
2024-10-05,0.03,,14.03,0.47,3.38,17.91
2024-10-06,0.03,,21.47,0.28,3.38,25.15
2024-10-07,0.17,,40.58,0.45,5.69,46.88
2024-10-08,0.02,,34.88,0.49,4.98,40.36
2024-10-09,0.02,,30.65,0.4,4.01,35.07
2024-10-10,0.19,,35.76,0.51,3.72,40.19
2024-10-11,0.38,,43.03,0.98,3.6,47.98
2024-10-12,0.0,,16.7,0.78,2.66,20.14
2024-10-13,0.15,,47.08,0.42,2.73,50.38
2024-10-14,0.46,,62.24,1.55,5.47,69.73
2024-10-15,0.21,,36.2,0.73,5.23,42.36
2024-10-16,0.01,,39.88,0.25,6.06,46.2
2024-10-17,0.12,,44.37,1.09,5.85,51.44
2024-10-18,0.1,,37.7,0.99,4.97,43.77
2024-10-19,0.01,,34.68,0.27,3.2,38.16
2024-10-20,0.02,,21.91,0.04,3.28,25.25
2024-10-21,0.18,,35.37,0.51,5.46,41.52
2024-10-22,0.3,,46.35,0.51,6.47,53.63
2024-10-23,0.29,,46.65,0.85,6.67,54.46
2024-10-24,0.12,,34.79,0.72,6.54,42.17
2024-10-25,0.1,,53.71,0.63,5.63,60.08
2024-10-26,0.03,,31.32,0.39,3.16,34.9
2024-10-27,0.02,,21.66,0.77,3.13,25.58
2024-10-28,0.11,,48.0,0.99,5.17,54.27
2024-10-29,0.31,,66.58,1.35,6.04,74.28
2024-10-30,0.14,,59.92,1.18,5.72,66.96
2024-10-31,0.3,,43.37,0.5,4.86,49.04
2024-11-01,0.24,,54.51,1.13,3.39,59.27
2024-11-02,0.31,,50.29,1.7,3.47,55.77
2024-11-03,0.3,,60.16,2.1,3.7,66.25
2024-11-04,1.29,,81.68,1.33,6.4,90.69
2024-11-05,1.71,,81.04,1.97,7.34,92.06
2024-11-06,1.59,,75.16,2.54,7.7,87.0
2024-11-07,1.55,,62.47,2.25,7.45,73.73
2024-11-08,1.61,,66.1,2.67,6.44,76.82
2024-11-09,1.31,,61.01,2.21,4.56,69.1
2024-11-10,0.96,,47.05,1.45,4.21,53.66
2024-11-11,0.52,,48.62,1.35,6.92,57.41
2024-11-12,1.05,,63.9,2.31,7.77,75.04
2024-11-13,1.44,,66.87,2.32,8.52,79.15
2024-11-14,1.43,,65.18,2.07,7.87,76.54
2024-11-15,1.32,,54.28,1.47,6.42,63.49
2024-11-16,0.21,,24.25,1.16,5.1,30.72
2024-11-17,0.02,,28.62,1.14,3.74,33.53
2024-11-18,1.12,,63.68,1.43,7.33,73.56
2024-11-19,0.23,,52.07,1.63,6.76,60.7
2024-11-20,0.84,,51.32,1.91,5.92,59.99
2024-11-21,1.04,,65.51,2.03,7.33,75.91
2024-11-22,0.9,,57.6,1.89,5.97,66.37
2024-11-23,0.1,,21.95,1.36,4.76,28.17
2024-11-24,0.0,,17.94,0.85,4.81,23.6
2024-11-25,0.4,,27.93,1.55,7.68,37.56
2024-11-26,0.92,,71.29,1.95,8.31,82.47
2024-11-27,0.01,,71.61,1.33,8.43,81.38
2024-11-28,0.88,,67.08,1.46,8.03,77.46
2024-11-29,0.61,,43.35,1.47,6.47,51.89
2024-11-30,0.49,,30.3,1.44,3.3,35.53
2024-12-01,0.01,,25.28,1.32,3.23,29.85
2024-12-02,0.9,,47.92,1.48,7.96,58.25
2024-12-03,1.54,,78.15,1.65,9.15,90.49
2024-12-04,1.43,,65.14,2.08,9.24,77.89
2024-12-05,0.55,,26.65,2.79,7.02,37.02
2024-12-06,0.45,,37.92,2.72,8.03,49.12
2024-12-07,0.05,,20.29,0.73,5.15,26.23
2024-12-08,0.04,,16.25,1.31,3.3,20.9
2024-12-09,0.17,,48.68,1.46,7.55,57.86
2024-12-10,1.61,,87.15,2.43,8.5,99.7
2024-12-11,1.94,,100.51,3.35,9.99,115.79
2024-12-12,1.94,,102.23,3.41,10.24,117.82
2024-12-13,1.78,,88.85,2.46,9.0,102.08
2024-12-14,0.83,,36.27,1.51,4.91,43.53
2024-12-15,0.04,,15.73,0.88,4.42,21.07
2024-12-16,0.2,,25.79,1.27,7.32,34.58
2024-12-17,0.78,,39.27,1.43,8.25,49.73
2024-12-18,0.15,,23.96,0.78,8.5,33.39
2024-12-19,0.06,,20.56,1.37,6.72,28.72
2024-12-20,0.05,,23.17,1.3,4.66,29.18
2024-12-21,0.04,,17.3,0.62,3.52,21.48
2024-12-22,0.07,,14.34,0.75,2.85,18.01
2024-12-23,0.15,,37.11,1.67,3.74,42.68
2024-12-24,0.07,,23.73,1.49,4.01,29.3
2024-12-25,0.05,,22.27,1.39,2.53,26.24
2024-12-26,0.44,,46.09,1.47,3.41,51.41
2024-12-27,1.43,,64.64,1.97,4.45,72.49
2024-12-28,1.3,,51.0,1.68,4.27,58.25
2024-12-29,0.49,,22.08,1.72,4.37,28.65
2024-12-30,0.76,,18.71,1.77,5.95,27.2
2024-12-31,0.33,,17.39,1.93,5.5,25.15
2025-01-01,0.04,,14.91,0.9,4.78,20.64
2025-01-02,0.71,,39.19,1.81,5.19,46.9
2025-01-03,0.27,,58.16,1.8,4.8,65.03
2025-01-04,1.11,,58.44,1.73,5.22,66.49
2025-01-05,0.01,,33.43,1.09,3.98,38.51
2025-01-06,0.04,,35.4,1.3,3.65,40.4
2025-01-07,0.01,,45.85,1.49,5.5,52.84
2025-01-08,0.17,,81.26,1.84,5.82,89.09
2025-01-09,0.3,,72.86,1.88,6.03,81.07
2025-01-10,1.19,,85.76,2.28,5.43,94.66
2025-01-11,0.36,,79.21,2.14,4.2,85.91
2025-01-12,0.52,,64.62,1.91,3.36,70.41
2025-01-13,1.47,,61.0,2.46,7.05,71.97
2025-01-14,1.8,,76.46,2.3,7.5,88.05
2025-01-15,1.82,,84.55,3.64,8.94,98.95
2025-01-16,1.89,,77.84,3.05,8.36,91.14
2025-01-17,1.97,,81.64,3.2,7.25,94.06
2025-01-18,1.78,,80.29,2.92,4.7,89.69
2025-01-19,1.54,,89.12,3.02,5.2,98.88
2025-01-20,2.11,,98.52,3.49,9.5,113.62
2025-01-21,1.86,,95.22,3.55,9.25,109.87
2025-01-22,1.3,,91.15,2.65,8.62,103.72
2025-01-23,0.21,,47.94,1.46,7.78,57.39
2025-01-24,0.01,,28.82,1.26,6.61,36.71
2025-01-25,0.01,,29.44,1.34,4.26,35.05
2025-01-26,0.02,,21.22,1.09,3.14,25.47
2025-01-27,0.11,,28.49,0.94,5.93,35.46
2025-01-28,0.01,,38.1,1.36,5.23,44.7
2025-01-29,0.22,,42.97,1.62,6.45,51.26
2025-01-30,0.39,,62.11,1.6,6.48,70.59
2025-01-31,1.07,,79.51,1.68,6.7,88.96
2025-02-01,0.63,,48.94,1.66,4.15,55.38
2025-02-02,1.03,,50.71,1.93,4.15,57.82
2025-02-03,1.76,,57.65,2.66,7.48,69.55
2025-02-04,1.64,,41.84,2.33,6.83,52.64
2025-02-05,1.77,,75.38,2.51,7.13,86.8
2025-02-06,1.38,,66.03,2.16,7.83,77.4
2025-02-07,0.67,,31.98,2.06,6.9,41.61
2025-02-08,0.6,,60.64,1.77,4.63,67.64
2025-02-09,0.49,,34.49,2.11,4.67,41.76
2025-02-10,0.72,,48.11,2.29,7.47,58.6
2025-02-11,1.49,,61.79,2.3,8.1,73.68
2025-02-12,1.68,,77.79,2.22,8.82,90.51
2025-02-13,1.69,,83.35,3.27,8.75,97.06
2025-02-14,1.41,,80.25,3.29,8.27,93.22
2025-02-15,0.69,,64.92,2.89,4.34,72.84
2025-02-16,0.64,,43.02,2.33,4.4,50.39
2025-02-17,1.31,,70.99,2.98,8.41,83.7
2025-02-18,0.88,,45.84,3.04,8.68,58.44
2025-02-19,0.65,,43.65,2.39,8.75,55.45
2025-02-20,0.01,,20.75,2.15,8.35,31.26
2025-02-21,0.01,,17.39,0.88,7.09,25.37
2025-02-22,0.05,,21.08,0.45,5.33,26.91
2025-02-23,0.01,,19.67,0.35,4.55,24.57
2025-02-24,0.15,,25.14,1.54,8.16,34.99
2025-02-25,0.26,,51.84,2.73,8.3,63.12
2025-02-26,0.41,,62.17,2.05,7.45,72.08
2025-02-27,1.16,,68.56,1.69,7.82,79.22
2025-02-28,0.88,,66.91,1.7,7.2,76.7
2025-03-01,0.19,,42.67,1.61,4.94,49.41
2025-03-02,0.42,,29.33,1.5,3.28,34.52
2025-03-03,0.97,,53.87,1.63,6.58,63.05
2025-03-04,0.62,,38.7,1.46,7.11,47.89
2025-03-05,0.42,,31.38,1.34,6.97,40.11
2025-03-06,0.13,,27.68,1.38,5.87,35.07
2025-03-07,0.11,,51.66,1.33,6.89,59.99
2025-03-08,0.0,,25.46,0.38,4.39,30.23
2025-03-09,0.07,,44.55,0.9,3.98,49.49
2025-03-10,0.6,,45.81,1.28,6.43,54.12
2025-03-11,0.85,,60.41,1.43,7.45,70.14
2025-03-12,1.46,,64.0,1.65,8.08,75.2
2025-03-13,1.85,,73.52,2.06,6.23,83.66
2025-03-14,1.13,,72.05,1.65,5.77,80.59
2025-03-15,0.14,,45.22,1.38,3.74,50.48
2025-03-16,0.29,,42.39,1.44,3.2,47.32
2025-03-17,0.51,,55.02,1.45,5.58,62.56
2025-03-18,0.35,,45.44,1.12,5.94,52.84
2025-03-19,0.11,,68.71,1.07,6.6,76.49
2025-03-20,0.02,,44.25,0.84,6.79,51.91
2025-03-21,0.0,,17.32,0.18,6.24,23.74
2025-03-22,0.01,,28.25,0.33,4.07,32.65
2025-03-23,0.05,,46.55,1.02,3.38,51.0
2025-03-24,0.5,,59.08,1.6,7.01,68.18
2025-03-25,0.4,,55.35,1.15,6.41,63.31
2025-03-26,0.49,,50.97,0.68,6.47,58.62
2025-03-27,0.4,,26.45,0.36,5.64,32.85
2025-03-28,0.06,,25.36,0.43,4.73,30.58
2025-03-29,0.02,,18.43,0.3,3.59,22.34
2025-03-30,0.02,,23.98,0.28,2.61,26.88
2025-03-31,0.19,,51.67,0.44,5.44,57.74
2025-04-01,0.12,,21.12,0.31,5.24,26.78
2025-04-02,0.05,,15.04,1.01,4.77,20.87
2025-04-03,0.12,,20.06,0.5,5.5,26.17
2025-04-04,0.01,,19.08,0.47,5.32,24.88
2025-04-05,0.0,,14.07,0.36,3.05,17.49
2025-04-06,0.04,,25.82,0.78,3.05,29.69
2025-04-07,0.31,,54.93,0.69,4.51,60.43
2025-04-08,0.32,,58.0,0.16,5.79,64.27
2025-04-09,0.06,,45.6,0.33,6.12,52.1
2025-04-10,0.02,,37.91,0.69,5.51,44.12
2025-04-11,0.06,,35.14,0.59,4.56,40.35
2025-04-12,0.03,,16.8,0.38,3.12,20.32
2025-04-13,0.02,,15.95,1.06,3.88,20.91
2025-04-14,0.02,,26.47,0.74,6.26,33.5
2025-04-15,0.02,,40.04,0.49,4.66,45.21
2025-04-16,0.19,,21.01,0.66,4.93,26.79
2025-04-17,0.26,,39.35,0.74,4.42,44.77
2025-04-18,0.07,,14.52,0.61,2.82,18.03
2025-04-19,0.0,,17.86,0.37,2.12,20.35
2025-04-20,0.01,,28.77,0.38,1.8,30.96
2025-04-21,0.25,,45.45,0.38,2.07,48.15
2025-04-22,0.21,,48.14,0.42,4.16,52.93
2025-04-23,0.15,,58.24,0.66,4.28,63.33
2025-04-24,0.38,,49.05,0.42,4.31,54.15
2025-04-25,0.41,,42.36,0.95,3.09,46.81
2025-04-26,0.0,,24.89,0.52,2.36,27.77
2025-04-27,0.04,,19.43,0.43,2.88,22.78
2025-04-28,0.32,,43.82,0.63,4.38,49.15
2025-04-29,0.26,,47.86,0.46,4.05,52.64
2025-04-30,0.04,,45.27,0.4,2.72,48.43
2025-05-01,0.0,,39.92,0.33,2.3,42.55
2025-05-02,0.0,,30.37,0.41,2.88,33.65
2025-05-03,0.0,,13.9,0.3,1.63,15.83
2025-05-04,0.0,,14.66,0.64,2.18,17.48
2025-05-05,0.1,,25.66,0.53,3.96,30.25
2025-05-06,0.14,,42.09,0.44,4.37,47.04
2025-05-07,0.03,,45.97,0.63,4.16,50.78
2025-05-08,0.11,,48.69,0.65,4.47,53.92
2025-05-09,0.08,,31.29,0.59,4.07,36.03
2025-05-10,0.0,,16.76,0.42,2.82,20.0
2025-05-11,0.03,,15.82,0.29,3.06,19.2
2025-05-12,0.1,,27.52,0.28,4.25,32.15
2025-05-13,0.0,,28.74,0.34,4.42,33.51
2025-05-14,0.0,,16.91,0.36,3.38,20.66
2025-05-15,0.0,,27.23,0.31,2.86,30.4
2025-05-16,0.0,,18.91,0.41,2.82,22.14
2025-05-17,0.01,,19.66,0.32,2.15,22.15
2025-05-18,0.01,,25.42,0.51,2.3,28.24
2025-05-19,0.0,,37.91,0.84,4.42,43.17
2025-05-20,0.02,,38.44,0.41,4.99,43.86
2025-05-21,0.01,,25.34,0.51,3.7,29.55
2025-05-22,0.02,,26.96,0.48,2.96,30.42
2025-05-23,0.01,,24.83,0.58,3.69,29.11
2025-05-24,0.0,,11.45,0.24,2.08,13.77
2025-05-25,0.06,,13.41,0.35,2.28,16.1
2025-05-26,0.15,,12.35,0.37,3.57,16.44
2025-05-27,0.0,,22.35,0.41,3.89,26.65
2025-05-28,0.03,,22.39,0.58,3.51,26.51
2025-05-29,0.03,,8.37,0.16,2.93,11.49
2025-05-30,0.03,,22.8,0.4,2.21,25.44
2025-05-31,0.01,,14.69,0.34,3.28,18.33
2025-06-01,0.03,,13.23,0.26,1.98,15.49
2025-06-02,0.05,,20.39,0.49,2.31,23.24
2025-06-03,0.02,,17.24,0.32,3.65,21.23
2025-06-04,0.08,,22.85,0.4,4.52,27.85
2025-06-05,0.03,,20.85,0.38,4.41,25.68
2025-06-06,0.03,,22.2,0.21,3.66,26.1
2025-06-07,0.0,,23.05,0.18,1.8,25.03
2025-06-08,0.02,,15.74,0.16,1.73,17.65
2025-06-09,0.02,,24.21,0.22,3.73,28.18
2025-06-10,0.16,,26.93,0.18,4.78,32.05
2025-06-11,0.16,,26.56,0.16,5.35,32.23
2025-06-12,0.1,,23.62,0.13,5.28,29.14
2025-06-13,0.1,,26.8,0.17,4.62,31.7
2025-06-14,0.03,,14.61,0.14,3.59,18.38
2025-06-15,0.03,,18.0,0.13,3.4,21.56
2025-06-16,0.1,,20.99,0.19,5.51,26.79
2025-06-17,0.14,,25.84,0.22,4.97,31.17
2025-06-18,0.19,,34.24,0.2,4.93,39.56
2025-06-19,0.43,,29.97,0.23,5.63,36.26
2025-06-20,0.27,,26.75,0.19,4.83,32.04
2025-06-21,0.18,,17.54,0.14,3.07,20.93
2025-06-22,0.05,,13.33,0.12,3.17,16.67
2025-06-23,0.07,,14.08,0.14,5.71,20.0
2025-06-24,0.17,,15.14,0.15,6.27,21.73
2025-06-25,0.67,,41.87,0.12,7.02,49.67
2025-06-26,0.58,,19.14,0.2,7.3,27.22
2025-06-27,0.49,,17.44,0.21,6.01,24.15
2025-06-28,0.28,,17.94,0.2,3.1,21.52
