Date,Total_Gas_to_Power_Demand
2020-03-20,161.68
2020-03-21,98.86
2020-03-22,102.37
2020-03-23,117.86
2020-03-24,120.02
2020-03-25,156.84
2020-03-26,148.66
2020-03-27,133.79
2020-03-28,103.57
2020-03-29,101.98
2020-03-30,169.3
2020-03-31,199.28
2020-04-01,181.68
2020-04-02,143.94
2020-04-03,161.42
2020-04-04,116.53
2020-04-05,88.56
2020-04-06,120.33
2020-04-07,150.19
2020-04-08,161.98
2020-04-09,147.61
2020-04-10,131.54
2020-04-11,117.05
2020-04-12,96.31
2020-04-13,95.99
2020-04-14,135.96
2020-04-15,130.28
2020-04-16,148.95
2020-04-17,143.12
2020-04-18,122.15
2020-04-19,90.54
2020-04-20,102.24
2020-04-21,101.3
2020-04-22,109.21
2020-04-23,162.37
2020-04-24,140.76
2020-04-25,116.66
2020-04-26,121.87
2020-04-27,172.0
2020-04-28,179.28
2020-04-29,148.32
2020-04-30,112.34
2020-05-01,91.45
2020-05-02,100.51
2020-05-03,119.36
2020-05-04,151.05
2020-05-05,143.18
2020-05-06,163.0
2020-05-07,180.94
2020-05-08,172.31
2020-05-09,138.24
2020-05-10,87.98
2020-05-11,107.5
2020-05-12,165.62
2020-05-13,186.44
2020-05-14,169.69
2020-05-15,155.0
2020-05-16,107.77
2020-05-17,88.2
2020-05-18,143.19
2020-05-19,187.24
2020-05-20,186.21
2020-05-21,142.38
2020-05-22,117.64
2020-05-23,88.55
2020-05-24,86.84
2020-05-25,146.66
2020-05-26,186.19
2020-05-27,181.51
2020-05-28,165.87
2020-05-29,166.27
2020-05-30,112.84
2020-05-31,95.51
2020-06-01,123.32
2020-06-02,186.68
2020-06-03,189.03
2020-06-04,183.77
2020-06-05,139.28
2020-06-06,88.61
2020-06-07,113.9
2020-06-08,223.49
2020-06-09,240.86
2020-06-10,232.11
2020-06-11,181.6
2020-06-12,177.02
2020-06-13,147.44
2020-06-14,145.51
2020-06-15,227.41
2020-06-16,255.46
2020-06-17,245.61
2020-06-18,236.66
2020-06-19,213.12
2020-06-20,144.57
2020-06-21,119.68
2020-06-22,192.76
2020-06-23,227.6
2020-06-24,242.79
2020-06-25,236.65
2020-06-26,229.01
2020-06-27,160.95
2020-06-28,125.54
2020-06-29,193.17
2020-06-30,215.13
2020-07-01,241.67
2020-07-02,255.46
2020-07-03,203.43
2020-07-04,108.79
2020-07-05,87.91
2020-07-06,165.98
2020-07-07,235.54
2020-07-08,257.58
2020-07-09,255.82
2020-07-10,238.52
2020-07-11,190.15
2020-07-12,158.89
2020-07-13,231.16
2020-07-14,258.03
2020-07-15,265.12
2020-07-16,256.98
2020-07-17,246.06
2020-07-18,194.5
2020-07-19,181.36
2020-07-20,253.08
2020-07-21,266.55
2020-07-22,264.34
2020-07-23,265.91
2020-07-24,248.9
2020-07-25,188.98
2020-07-26,142.6
2020-07-27,234.77
2020-07-28,206.16
2020-07-29,233.6
2020-07-30,260.37
2020-07-31,242.18
2020-08-01,211.92
2020-08-02,200.24
2020-08-03,252.77
2020-08-04,226.14
2020-08-05,204.62
2020-08-06,236.7
2020-08-07,233.9
2020-08-08,189.54
2020-08-09,167.54
2020-08-10,239.8
2020-08-11,258.28
2020-08-12,248.23
2020-08-13,250.63
2020-08-14,247.43
2020-08-15,212.89
2020-08-16,202.97
2020-08-17,247.86
2020-08-18,248.62
2020-08-19,232.98
2020-08-20,211.43
2020-08-21,185.23
2020-08-22,142.22
2020-08-23,154.76
2020-08-24,246.25
2020-08-25,212.94
2020-08-26,214.25
2020-08-27,249.28
2020-08-28,227.97
2020-08-29,171.43
2020-08-30,180.26
2020-08-31,250.52
2020-09-01,255.46
2020-09-02,238.31
2020-09-03,216.88
2020-09-04,200.19
2020-09-05,144.43
2020-09-06,170.54
2020-09-07,224.16
2020-09-08,221.88
2020-09-09,236.52
2020-09-10,257.97
2020-09-11,224.55
2020-09-12,152.08
2020-09-13,130.99
2020-09-14,253.99
2020-09-15,264.72
2020-09-16,243.51
2020-09-17,232.42
2020-09-18,219.64
2020-09-19,175.27
2020-09-20,193.7
2020-09-21,268.73
2020-09-22,255.81
2020-09-23,251.52
2020-09-24,206.93
2020-09-25,177.37
2020-09-26,119.19
2020-09-27,137.92
2020-09-28,248.14
2020-09-29,258.28
2020-09-30,238.48
2020-10-01,243.95
2020-10-02,192.68
2020-10-03,134.4
2020-10-04,105.61
2020-10-05,191.75
2020-10-06,174.77
2020-10-07,186.5
2020-10-08,180.22
2020-10-09,204.9
2020-10-10,123.14
2020-10-11,133.06
2020-10-12,237.67
2020-10-13,231.28
2020-10-14,208.79
2020-10-15,246.12
2020-10-16,259.98
2020-10-17,219.1
2020-10-18,174.79
2020-10-19,216.12
2020-10-20,175.94
2020-10-21,178.36
2020-10-22,196.91
2020-10-23,208.91
2020-10-24,99.35
2020-10-25,98.79
2020-10-26,167.89
2020-10-27,163.01
2020-10-28,150.49
2020-10-29,168.92
2020-10-30,170.28
2020-10-31,108.07
2020-11-01,95.86
2020-11-02,145.65
2020-11-03,211.88
2020-11-04,244.12
2020-11-05,238.19
2020-11-06,221.54
2020-11-07,168.72
2020-11-08,148.8
2020-11-09,255.33
2020-11-10,259.86
2020-11-11,229.25
2020-11-12,212.04
2020-11-13,221.49
2020-11-14,142.43
2020-11-15,112.65
2020-11-16,185.05
2020-11-17,186.69
2020-11-18,175.09
2020-11-19,197.73
2020-11-20,232.76
2020-11-21,152.05
2020-11-22,176.81
2020-11-23,252.38
2020-11-24,245.36
2020-11-25,292.24
2020-11-26,312.06
2020-11-27,303.34
2020-11-28,268.98
2020-11-29,260.87
2020-11-30,277.9
2020-12-01,307.46
2020-12-02,317.07
2020-12-03,287.68
2020-12-04,237.29
2020-12-05,241.28
2020-12-06,254.15
2020-12-07,294.36
2020-12-08,289.95
2020-12-09,308.81
2020-12-10,293.21
2020-12-11,289.41
2020-12-12,248.73
2020-12-13,176.47
2020-12-14,211.6
2020-12-15,262.64
2020-12-16,249.46
2020-12-17,232.92
2020-12-18,195.33
2020-12-19,133.56
2020-12-20,153.61
2020-12-21,207.19
2020-12-22,222.65
2020-12-23,174.63
2020-12-24,121.52
2020-12-25,127.41
2020-12-26,102.46
2020-12-27,119.35
2020-12-28,195.01
2020-12-29,202.67
2020-12-30,208.62
2020-12-31,191.56
2021-01-01,174.53
2021-01-02,199.3
2021-01-03,169.35
2021-01-04,245.34
2021-01-05,266.78
2021-01-06,274.01
2021-01-07,309.66
2021-01-08,317.16
2021-01-09,265.22
2021-01-10,231.17
2021-01-11,244.14
2021-01-12,255.47
2021-01-13,241.96
2021-01-14,279.89
2021-01-15,300.4
2021-01-16,222.6
2021-01-17,218.12
2021-01-18,267.72
2021-01-19,221.66
2021-01-20,203.3
2021-01-21,173.5
2021-01-22,225.9
2021-01-23,188.66
2021-01-24,170.56
2021-01-25,263.47
2021-01-26,264.82
2021-01-27,282.4
2021-01-28,243.58
2021-01-29,173.52
2021-01-30,150.35
2021-01-31,160.0
2021-02-01,267.52
2021-02-02,234.27
2021-02-03,194.23
2021-02-04,243.93
2021-02-05,230.37
2021-02-06,133.81
2021-02-07,123.71
2021-02-08,226.04
2021-02-09,267.1
2021-02-10,303.68
2021-02-11,304.26
2021-02-12,283.3
2021-02-13,211.68
2021-02-14,160.08
2021-02-15,231.75
2021-02-16,229.86
2021-02-17,209.16
2021-02-18,194.94
2021-02-19,195.18
2021-02-20,113.66
2021-02-21,135.55
2021-02-22,236.48
2021-02-23,186.98
2021-02-24,154.18
2021-02-25,211.48
2021-02-26,237.35
2021-02-27,189.92
2021-02-28,173.54
2021-03-01,273.7
2021-03-02,295.51
2021-03-03,301.28
2021-03-04,293.0
2021-03-05,283.63
2021-03-06,200.39
2021-03-07,200.65
2021-03-08,286.92
2021-03-09,286.75
2021-03-10,212.48
2021-03-11,136.04
2021-03-12,126.93
2021-03-13,92.95
2021-03-14,99.48
2021-03-15,176.81
2021-03-16,215.36
2021-03-17,257.56
2021-03-18,278.31
2021-03-19,257.34
2021-03-20,196.75
2021-03-21,155.38
2021-03-22,261.07
2021-03-23,246.42
2021-03-24,226.85
2021-03-25,216.25
2021-03-26,151.41
2021-03-27,108.03
2021-03-28,96.79
2021-03-29,138.45
2021-03-30,194.73
2021-03-31,218.47
2021-04-01,175.55
2021-04-02,128.01
2021-04-03,123.34
2021-04-04,95.36
2021-04-05,98.2
2021-04-06,160.94
2021-04-07,228.06
2021-04-08,214.06
2021-04-09,227.15
2021-04-10,211.53
2021-04-11,164.16
2021-04-12,274.47
2021-04-13,267.45
2021-04-14,272.74
2021-04-15,279.03
2021-04-16,253.46
2021-04-17,198.58
2021-04-18,218.77
2021-04-19,292.25
2021-04-20,284.78
2021-04-21,231.38
2021-04-22,224.64
2021-04-23,210.99
2021-04-24,141.99
2021-04-25,125.47
2021-04-26,214.23
2021-04-27,218.92
2021-04-28,218.44
2021-04-29,230.94
2021-04-30,245.47
2021-05-01,153.35
2021-05-02,142.33
2021-05-03,152.54
2021-05-04,130.96
2021-05-05,161.33
2021-05-06,216.02
2021-05-07,201.26
2021-05-08,105.02
2021-05-09,92.63
2021-05-10,143.65
2021-05-11,196.7
2021-05-12,183.13
2021-05-13,143.42
2021-05-14,163.25
2021-05-15,128.85
2021-05-16,123.22
2021-05-17,176.99
2021-05-18,185.81
2021-05-19,196.03
2021-05-20,147.34
2021-05-21,105.37
2021-05-22,105.4
2021-05-23,87.71
2021-05-24,127.42
2021-05-25,141.38
2021-05-26,169.65
2021-05-27,187.65
2021-05-28,192.86
2021-05-29,124.33
2021-05-30,102.12
2021-05-31,135.38
2021-06-01,153.01
2021-06-02,128.13
2021-06-03,150.05
2021-06-04,177.29
2021-06-05,118.85
2021-06-06,122.32
2021-06-07,200.45
2021-06-08,198.91
2021-06-09,181.86
2021-06-10,181.38
2021-06-11,156.01
2021-06-12,106.61
2021-06-13,96.69
2021-06-14,159.91
2021-06-15,194.12
2021-06-16,221.03
2021-06-17,213.31
2021-06-18,204.31
2021-06-19,143.96
2021-06-20,124.11
2021-06-21,188.27
2021-06-22,222.33
2021-06-23,244.69
2021-06-24,237.42
2021-06-25,212.05
2021-06-26,138.6
2021-06-27,129.66
2021-06-28,225.46
2021-06-29,232.46
2021-06-30,230.11
2021-07-01,219.62
2021-07-02,216.79
2021-07-03,139.34
2021-07-04,126.03
2021-07-05,190.96
2021-07-06,156.7
2021-07-07,207.06
2021-07-08,245.17
2021-07-09,227.1
2021-07-10,142.68
2021-07-11,128.06
2021-07-12,217.47
2021-07-13,215.89
2021-07-14,162.22
2021-07-15,178.56
2021-07-16,168.67
2021-07-17,114.83
2021-07-18,110.74
2021-07-19,197.14
2021-07-20,210.0
2021-07-21,229.49
2021-07-22,221.48
2021-07-23,199.44
2021-07-24,141.09
2021-07-25,136.69
2021-07-26,207.12
2021-07-27,204.07
2021-07-28,156.62
2021-07-29,144.14
2021-07-30,162.36
2021-07-31,121.81
2021-08-01,116.93
2021-08-02,166.95
2021-08-03,175.04
2021-08-04,170.49
2021-08-05,124.46
2021-08-06,112.54
2021-08-07,100.63
2021-08-08,86.84
2021-08-09,133.28
2021-08-10,153.83
2021-08-11,154.98
2021-08-12,153.6
2021-08-13,119.63
2021-08-14,119.59
2021-08-15,116.16
2021-08-16,120.32
2021-08-17,120.54
2021-08-18,134.54
2021-08-19,158.12
2021-08-20,157.26
2021-08-21,135.8
2021-08-22,127.58
2021-08-23,159.18
2021-08-24,160.02
2021-08-25,149.82
2021-08-26,148.16
2021-08-27,148.93
2021-08-28,108.96
2021-08-29,101.01
2021-08-30,155.55
2021-08-31,180.42
2021-09-01,197.58
2021-09-02,195.93
2021-09-03,182.36
2021-09-04,141.82
2021-09-05,132.72
2021-09-06,216.17
2021-09-07,222.53
2021-09-08,215.75
2021-09-09,230.43
2021-09-10,232.02
2021-09-11,148.83
2021-09-12,146.23
2021-09-13,224.03
2021-09-14,238.49
2021-09-15,244.24
2021-09-16,215.35
2021-09-17,201.38
2021-09-18,143.23
2021-09-19,135.58
2021-09-20,213.73
2021-09-21,200.35
2021-09-22,167.25
2021-09-23,151.43
2021-09-24,156.35
2021-09-25,156.24
2021-09-26,119.16
2021-09-27,164.53
2021-09-28,193.22
2021-09-29,153.74
2021-09-30,146.2
2021-10-01,132.34
2021-10-02,110.38
2021-10-03,98.92
2021-10-04,171.37
2021-10-05,138.63
2021-10-06,168.88
2021-10-07,201.79
2021-10-08,195.24
2021-10-09,130.13
2021-10-10,117.54
2021-10-11,183.1
2021-10-12,207.1
2021-10-13,218.67
2021-10-14,170.76
2021-10-15,185.57
2021-10-16,147.68
2021-10-17,124.03
2021-10-18,200.47
2021-10-19,162.26
2021-10-20,148.21
2021-10-21,148.26
2021-10-22,190.66
2021-10-23,154.87
2021-10-24,96.08
2021-10-25,209.08
2021-10-26,197.48
2021-10-27,173.18
2021-10-28,173.53
2021-10-29,152.77
2021-10-30,125.36
2021-10-31,102.35
2021-11-01,134.18
2021-11-02,264.25
2021-11-03,263.06
2021-11-04,246.63
2021-11-05,234.39
2021-11-06,125.56
2021-11-07,128.35
2021-11-08,264.99
2021-11-09,262.76
2021-11-10,284.51
2021-11-11,287.85
2021-11-12,228.05
2021-11-13,212.53
2021-11-14,189.82
2021-11-15,298.81
2021-11-16,289.83
2021-11-17,237.47
2021-11-18,212.51
2021-11-19,216.31
2021-11-20,190.2
2021-11-21,166.58
2021-11-22,281.65
2021-11-23,304.37
2021-11-24,314.44
2021-11-25,284.47
2021-11-26,227.69
2021-11-27,213.6
2021-11-28,221.95
2021-11-29,284.78
2021-11-30,221.46
2021-12-01,206.11
2021-12-02,277.11
2021-12-03,241.06
2021-12-04,196.88
2021-12-05,207.5
2021-12-06,279.9
2021-12-07,249.2
2021-12-08,219.85
2021-12-09,276.98
2021-12-10,270.45
2021-12-11,231.0
2021-12-12,161.39
2021-12-13,276.73
2021-12-14,265.8
2021-12-15,276.83
2021-12-16,303.59
2021-12-17,295.65
2021-12-18,237.15
2021-12-19,226.66
2021-12-20,323.95
2021-12-21,340.06
2021-12-22,309.77
2021-12-23,224.67
2021-12-24,159.52
2021-12-25,106.28
2021-12-26,124.7
2021-12-27,149.75
2021-12-28,129.06
2021-12-29,104.39
2021-12-30,86.46
2021-12-31,87.8
2022-01-01,77.77
2022-01-02,83.79
2022-01-03,126.86
2022-01-04,168.78
2022-01-05,172.15
2022-01-06,190.02
2022-01-07,168.94
2022-01-08,126.88
2022-01-09,167.0
2022-01-10,297.41
2022-01-11,312.78
2022-01-12,319.57
2022-01-13,303.66
2022-01-14,310.67
2022-01-15,261.89
2022-01-16,193.36
2022-01-17,274.77
2022-01-18,314.9
2022-01-19,271.29
2022-01-20,265.94
2022-01-21,278.51
2022-01-22,252.79
2022-01-23,248.39
2022-01-24,334.58
2022-01-25,343.35
2022-01-26,289.35
2022-01-27,247.27
2022-01-28,232.69
2022-01-29,139.6
2022-01-30,150.19
2022-01-31,221.35
2022-02-01,195.56
2022-02-02,238.45
2022-02-03,246.51
2022-02-04,191.82
2022-02-05,133.58
2022-02-06,106.57
2022-02-07,184.73
2022-02-08,187.44
2022-02-09,218.51
2022-02-10,246.67
2022-02-11,242.92
2022-02-12,150.42
2022-02-13,122.2
2022-02-14,192.92
2022-02-15,189.92
2022-02-16,157.9
2022-02-17,159.0
2022-02-18,158.04
2022-02-19,124.47
2022-02-20,92.76
2022-02-21,155.13
2022-02-22,150.73
2022-02-23,157.22
2022-02-24,144.36
2022-02-25,167.3
2022-02-26,123.86
2022-02-27,96.3
2022-02-28,206.06
2022-03-01,256.67
2022-03-02,249.87
2022-03-03,233.69
2022-03-04,230.26
2022-03-05,146.41
2022-03-06,153.82
2022-03-07,219.78
2022-03-08,183.61
2022-03-09,186.97
2022-03-10,172.84
2022-03-11,159.68
2022-03-12,126.84
2022-03-13,133.64
2022-03-14,256.71
2022-03-15,283.4
2022-03-16,245.89
2022-03-17,223.24
2022-03-18,190.99
2022-03-19,104.58
2022-03-20,145.04
2022-03-21,229.86
2022-03-22,240.55
2022-03-23,261.01
2022-03-24,256.86
2022-03-25,222.13
2022-03-26,153.82
2022-03-27,163.37
2022-03-28,248.85
2022-03-29,271.23
2022-03-30,253.79
2022-03-31,198.06
2022-04-01,205.91
2022-04-02,188.11
2022-04-03,175.82
2022-04-04,192.59
2022-04-05,198.44
2022-04-06,161.22
2022-04-07,138.89
2022-04-08,179.44
2022-04-09,144.07
2022-04-10,134.73
2022-04-11,162.7
2022-04-12,190.95
2022-04-13,215.83
2022-04-14,207.17
2022-04-15,147.31
2022-04-16,93.63
2022-04-17,75.74
2022-04-18,125.37
2022-04-19,217.59
2022-04-20,204.29
2022-04-21,177.15
2022-04-22,145.75
2022-04-23,85.06
2022-04-24,95.26
2022-04-25,207.48
2022-04-26,251.65
2022-04-27,247.07
2022-04-28,209.85
2022-04-29,214.39
2022-04-30,166.66
2022-05-01,151.78
2022-05-02,206.62
2022-05-03,226.01
2022-05-04,226.17
2022-05-05,218.9
2022-05-06,196.9
2022-05-07,145.47
2022-05-08,128.32
2022-05-09,177.36
2022-05-10,150.9
2022-05-11,156.11
2022-05-12,163.5
2022-05-13,136.69
2022-05-14,142.14
2022-05-15,114.03
2022-05-16,185.55
2022-05-17,197.6
2022-05-18,172.44
2022-05-19,190.13
2022-05-20,175.48
2022-05-21,116.25
2022-05-22,124.57
2022-05-23,182.55
2022-05-24,175.3
2022-05-25,139.08
2022-05-26,121.3
2022-05-27,126.14
2022-05-28,106.75
2022-05-29,115.48
2022-05-30,216.76
2022-05-31,243.84
2022-06-01,212.36
2022-06-02,175.91
2022-06-03,171.71
2022-06-04,127.0
2022-06-05,123.85
2022-06-06,169.48
2022-06-07,203.99
2022-06-08,203.11
2022-06-09,180.86
2022-06-10,132.6
2022-06-11,79.31
2022-06-12,86.52
2022-06-13,178.54
2022-06-14,210.3
2022-06-15,214.53
2022-06-16,199.17
2022-06-17,161.11
2022-06-18,119.91
2022-06-19,117.54
2022-06-20,199.44
2022-06-21,215.76
2022-06-22,228.06
2022-06-23,229.08
2022-06-24,180.66
2022-06-25,112.42
2022-06-26,117.04
2022-06-27,227.3
2022-06-28,215.65
2022-06-29,224.69
2022-06-30,261.43
2022-07-01,206.06
2022-07-02,139.49
2022-07-03,145.21
2022-07-04,194.15
2022-07-05,194.86
2022-07-06,172.31
2022-07-07,188.09
2022-07-08,156.61
2022-07-09,114.79
2022-07-10,123.59
2022-07-11,227.12
2022-07-12,232.59
2022-07-13,223.79
2022-07-14,205.85
2022-07-15,203.06
2022-07-16,154.8
2022-07-17,159.39
2022-07-18,251.6
2022-07-19,269.6
2022-07-20,241.35
2022-07-21,285.85
2022-07-22,272.98
2022-07-23,188.13
2022-07-24,145.13
2022-07-25,193.11
2022-07-26,237.23
2022-07-27,249.42
2022-07-28,247.25
2022-07-29,229.96
2022-07-30,166.72
2022-07-31,149.17
2022-08-01,202.68
2022-08-02,166.72
2022-08-03,201.47
2022-08-04,224.35
2022-08-05,193.17
2022-08-06,125.44
2022-08-07,124.73
2022-08-08,183.58
2022-08-09,177.24
2022-08-10,170.42
2022-08-11,175.66
2022-08-12,175.01
2022-08-13,140.76
2022-08-14,122.37
2022-08-15,161.9
2022-08-16,201.9
2022-08-17,231.28
2022-08-18,216.06
2022-08-19,194.96
2022-08-20,123.91
2022-08-21,131.06
2022-08-22,212.45
2022-08-23,213.28
2022-08-24,218.44
2022-08-25,216.48
2022-08-26,222.83
2022-08-27,175.01
2022-08-28,148.35
2022-08-29,226.94
2022-08-30,231.65
2022-08-31,243.92
2022-09-01,216.0
2022-09-02,197.79
2022-09-03,140.39
2022-09-04,132.0
2022-09-05,198.23
2022-09-06,203.14
2022-09-07,225.28
2022-09-08,194.09
2022-09-09,178.3
2022-09-10,151.05
2022-09-11,146.9
2022-09-12,202.74
2022-09-13,219.4
2022-09-14,224.31
2022-09-15,165.37
2022-09-16,119.39
2022-09-17,84.4
2022-09-18,88.45
2022-09-19,176.92
2022-09-20,224.7
2022-09-21,209.65
2022-09-22,193.48
2022-09-23,192.44
2022-09-24,140.07
2022-09-25,110.03
2022-09-26,138.73
2022-09-27,170.81
2022-09-28,207.67
2022-09-29,219.86
2022-09-30,152.56
2022-10-01,72.24
2022-10-02,103.5
2022-10-03,170.19
2022-10-04,160.02
2022-10-05,131.01
2022-10-06,145.66
2022-10-07,125.6
2022-10-08,119.91
2022-10-09,102.03
2022-10-10,177.66
2022-10-11,225.67
2022-10-12,237.6
2022-10-13,242.95
2022-10-14,224.92
2022-10-15,121.32
2022-10-16,119.25
2022-10-17,198.21
2022-10-18,242.36
2022-10-19,204.65
2022-10-20,214.11
2022-10-21,216.78
2022-10-22,169.04
2022-10-23,144.21
2022-10-24,180.71
2022-10-25,226.92
2022-10-26,207.14
2022-10-27,188.86
2022-10-28,188.21
2022-10-29,177.3
2022-10-30,156.69
2022-10-31,181.6
2022-11-01,103.75
2022-11-02,159.48
2022-11-03,200.3
2022-11-04,200.18
2022-11-05,127.69
2022-11-06,92.16
2022-11-07,146.46
2022-11-08,143.27
2022-11-09,158.84
2022-11-10,154.7
2022-11-11,151.72
2022-11-12,166.13
2022-11-13,144.56
2022-11-14,203.06
2022-11-15,178.83
2022-11-16,154.26
2022-11-17,146.87
2022-11-18,175.95
2022-11-19,159.41
2022-11-20,155.48
2022-11-21,209.91
2022-11-22,200.14
2022-11-23,159.18
2022-11-24,175.26
2022-11-25,198.54
2022-11-26,131.2
2022-11-27,138.44
2022-11-28,277.06
2022-11-29,302.76
2022-11-30,297.79
2022-12-01,305.37
2022-12-02,254.25
2022-12-03,194.62
2022-12-04,179.0
2022-12-05,266.29
2022-12-06,288.61
2022-12-07,285.86
2022-12-08,284.14
2022-12-09,283.4
2022-12-10,259.45
2022-12-11,256.53
2022-12-12,326.11
2022-12-13,314.86
2022-12-14,300.94
2022-12-15,301.94
2022-12-16,278.16
2022-12-17,191.99
2022-12-18,116.18
2022-12-19,145.97
2022-12-20,128.18
2022-12-21,152.41
2022-12-22,163.7
2022-12-23,127.71
2022-12-24,64.29
2022-12-25,60.06
2022-12-26,62.26
2022-12-27,80.12
2022-12-28,78.44
2022-12-29,72.36
2022-12-30,68.95
2022-12-31,84.88
2023-01-01,79.85
2023-01-02,120.97
2023-01-03,122.8
2023-01-04,81.29
2023-01-05,124.97
2023-01-06,95.65
2023-01-07,75.06
2023-01-08,68.91
2023-01-09,101.19
2023-01-10,97.87
2023-01-11,100.96
2023-01-12,101.08
2023-01-13,107.24
2023-01-14,72.27
2023-01-15,86.65
2023-01-16,167.66
2023-01-17,210.25
2023-01-18,223.08
2023-01-19,236.59
2023-01-20,252.56
2023-01-21,175.59
2023-01-22,187.08
2023-01-23,295.79
2023-01-24,300.05
2023-01-25,281.25
2023-01-26,264.65
2023-01-27,264.62
2023-01-28,219.16
2023-01-29,131.38
2023-01-30,187.2
2023-01-31,162.0
2023-02-01,151.33
2023-02-02,179.68
2023-02-03,156.58
2023-02-04,142.69
2023-02-05,117.91
2023-02-06,260.66
2023-02-07,274.69
2023-02-08,239.47
2023-02-09,246.58
2023-02-10,203.75
2023-02-11,181.33
2023-02-12,179.24
2023-02-13,272.01
2023-02-14,257.44
2023-02-15,227.89
2023-02-16,186.57
2023-02-17,142.44
2023-02-18,97.47
2023-02-19,110.45
2023-02-20,164.7
2023-02-21,234.46
2023-02-22,261.56
2023-02-23,250.65
2023-02-24,186.55
2023-02-25,128.37
2023-02-26,142.41
2023-02-27,274.57
2023-02-28,292.59
2023-03-01,299.66
2023-03-02,299.78
2023-03-03,284.52
2023-03-04,205.85
2023-03-05,211.77
2023-03-06,270.62
2023-03-07,249.9
2023-03-08,253.27
2023-03-09,209.52
2023-03-10,184.34
2023-03-11,135.21
2023-03-12,86.0
2023-03-13,107.51
2023-03-14,146.51
2023-03-15,186.61
2023-03-16,130.01
2023-03-17,153.62
2023-03-18,122.38
2023-03-19,137.8
2023-03-20,207.7
2023-03-21,168.82
2023-03-22,116.35
2023-03-23,109.98
2023-03-24,87.93
2023-03-25,76.89
2023-03-26,85.45
2023-03-27,159.8
2023-03-28,158.48
2023-03-29,159.2
2023-03-30,112.42
2023-03-31,116.56
2023-04-01,84.75
2023-04-02,109.39
2023-04-03,157.8
2023-04-04,196.3
2023-04-05,219.07
2023-04-06,183.09
2023-04-07,172.69
2023-04-08,143.73
2023-04-09,100.75
2023-04-10,71.6
2023-04-11,130.42
2023-04-12,136.99
2023-04-13,161.45
2023-04-14,192.15
2023-04-15,127.38
2023-04-16,143.06
2023-04-17,199.52
2023-04-18,154.5
2023-04-19,137.3
2023-04-20,161.04
2023-04-21,164.15
2023-04-22,122.43
2023-04-23,96.85
2023-04-24,128.15
2023-04-25,163.22
2023-04-26,206.55
2023-04-27,190.7
2023-04-28,178.92
2023-04-29,124.27
2023-04-30,97.66
2023-05-01,109.79
2023-05-02,179.18
2023-05-03,144.31
2023-05-04,126.73
2023-05-05,158.43
2023-05-06,122.15
2023-05-07,102.97
2023-05-08,154.46
2023-05-09,182.61
2023-05-10,188.73
2023-05-11,195.81
2023-05-12,140.23
2023-05-13,104.5
2023-05-14,108.93
2023-05-15,139.17
2023-05-16,135.23
2023-05-17,153.96
2023-05-18,142.59
2023-05-19,135.87
2023-05-20,81.17
2023-05-21,79.49
2023-05-22,131.63
2023-05-23,137.9
2023-05-24,171.5
2023-05-25,142.19
2023-05-26,117.74
2023-05-27,93.03
2023-05-28,74.55
2023-05-29,87.65
2023-05-30,135.62
2023-05-31,143.91
2023-06-01,139.1
2023-06-02,123.09
2023-06-03,93.08
2023-06-04,101.49
2023-06-05,179.81
2023-06-06,189.2
2023-06-07,187.05
2023-06-08,150.65
2023-06-09,126.59
2023-06-10,88.25
2023-06-11,106.62
2023-06-12,161.64
2023-06-13,161.85
2023-06-14,179.62
2023-06-15,191.33
2023-06-16,171.8
2023-06-17,130.71
2023-06-18,118.97
2023-06-19,191.27
2023-06-20,217.77
2023-06-21,218.94
2023-06-22,214.12
2023-06-23,162.22
2023-06-24,114.79
2023-06-25,104.59
2023-06-26,149.45
2023-06-27,185.49
2023-06-28,221.63
2023-06-29,219.78
2023-06-30,169.3
2023-07-01,76.7
2023-07-02,76.71
2023-07-03,112.66
2023-07-04,153.88
2023-07-05,137.7
2023-07-06,175.14
2023-07-07,144.75
2023-07-08,112.82
2023-07-09,129.63
2023-07-10,222.15
2023-07-11,214.82
2023-07-12,198.97
2023-07-13,213.53
2023-07-14,186.23
2023-07-15,99.31
2023-07-16,110.14
2023-07-17,188.43
2023-07-18,244.32
2023-07-19,250.58
2023-07-20,245.68
2023-07-21,222.61
2023-07-22,118.54
2023-07-23,104.94
2023-07-24,192.3
2023-07-25,191.96
2023-07-26,161.01
2023-07-27,158.56
2023-07-28,172.75
2023-07-29,107.07
2023-07-30,82.99
2023-07-31,128.51
2023-08-01,129.93
2023-08-02,115.43
2023-08-03,130.03
2023-08-04,165.91
2023-08-05,116.01
2023-08-06,71.42
2023-08-07,104.06
2023-08-08,120.83
2023-08-09,164.2
2023-08-10,158.73
2023-08-11,121.66
2023-08-12,89.1
2023-08-13,103.07
2023-08-14,148.34
2023-08-15,162.21
2023-08-16,193.26
2023-08-17,161.45
2023-08-18,155.19
2023-08-19,108.69
2023-08-20,128.81
2023-08-21,205.65
2023-08-22,239.99
2023-08-23,256.44
2023-08-24,263.28
2023-08-25,252.01
2023-08-26,165.01
2023-08-27,136.23
2023-08-28,201.53
2023-08-29,209.7
2023-08-30,188.11
2023-08-31,195.06
2023-09-01,208.2
2023-09-02,144.75
2023-09-03,103.0
2023-09-04,159.54
2023-09-05,185.33
2023-09-06,210.46
2023-09-07,204.8
2023-09-08,209.23
2023-09-09,154.94
2023-09-10,148.1
2023-09-11,230.69
