Date,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Island of Ireland,Total,Industrial,LDZ,Gas_to_Power
2018-06-07,61.5,32.44,134.31,71.8,140.58,13.23,137.88,4.0,1.19,8.94,605.88,229.25,172.47,154.11
2018-06-08,58.27,31.61,128.31,70.75,139.74,11.36,133.6,4.34,0.8,9.31,588.1,231.11,167.33,159.24
2018-06-09,45.51,28.74,92.91,59.89,116.59,9.25,112.02,3.25,1.17,8.0,477.34,235.17,156.78,140.31
2018-06-10,45.21,29.17,91.21,57.06,109.48,9.52,110.66,3.18,1.13,8.39,465.01,229.87,130.18,99.92
2018-06-11,58.39,30.42,137.54,70.41,125.81,13.44,135.9,3.8,1.34,8.28,585.33,203.18,128.13,93.3
2018-06-12,60.53,31.25,139.39,73.17,136.1,13.03,145.45,4.58,1.62,8.42,613.54,204.43,155.93,160.59
2018-06-13,60.94,31.62,135.39,71.74,118.32,12.0,153.65,4.77,1.56,4.99,594.98,229.43,160.49,183.08
2018-06-14,58.95,31.61,133.8,69.91,111.42,11.92,151.1,4.23,1.46,5.25,579.66,226.51,159.09,192.64
2018-06-15,57.21,30.29,123.39,69.86,127.04,10.8,145.31,4.05,1.49,7.34,576.77,228.15,157.99,185.62
2018-06-16,46.54,24.68,93.92,56.46,104.98,9.31,122.54,3.13,1.38,6.34,469.28,224.4,154.14,149.28
2018-06-17,46.3,24.77,91.24,56.08,107.19,9.52,122.64,3.46,1.18,0.0,462.39,217.16,129.93,110.31
2018-06-18,56.34,28.81,126.53,68.24,114.13,12.41,143.04,4.09,1.47,8.22,563.28,199.43,128.15,104.36
2018-06-19,60.16,32.31,133.56,75.06,130.07,13.15,142.63,3.6,0.8,6.47,597.8,195.95,159.15,169.73
2018-06-20,58.64,31.1,142.16,70.14,121.22,16.07,137.53,3.66,1.19,4.85,586.55,237.12,168.85,175.81
2018-06-21,57.28,30.95,145.48,67.18,114.27,15.77,145.63,4.05,1.11,7.28,589.0,225.03,168.72,184.8
2018-06-22,56.19,30.66,133.44,66.9,122.74,12.67,154.82,3.88,1.48,9.53,592.31,240.24,167.61,187.92
2018-06-23,48.71,27.2,94.83,57.91,109.64,10.14,141.66,3.36,0.94,9.16,503.54,238.09,157.8,190.57
2018-06-24,48.44,27.89,90.88,57.64,108.99,10.1,145.82,3.35,1.28,9.3,503.68,230.19,128.32,132.49
2018-06-25,60.93,32.43,132.07,73.7,129.63,12.19,161.16,4.04,1.46,9.7,617.3,204.83,124.03,116.59
2018-06-26,61.22,33.56,131.12,73.04,128.7,11.78,155.81,3.72,1.49,9.14,609.58,193.35,151.26,187.44
2018-06-27,59.72,31.68,131.92,69.1,128.95,12.7,145.67,3.96,1.44,9.49,594.63,215.28,154.49,186.88
2018-06-28,60.75,29.81,136.77,67.94,126.53,11.76,142.77,4.11,1.23,9.45,591.11,208.99,154.93,190.89
2018-06-29,55.97,27.67,132.39,67.9,117.96,11.35,132.87,3.93,1.38,8.99,560.43,212.13,152.63,189.05
2018-06-30,46.58,24.46,100.9,53.84,94.88,10.07,116.4,2.74,1.22,7.45,458.53,210.61,147.81,182.67
2018-07-01,44.41,22.89,92.34,51.9,94.55,11.35,119.77,2.98,1.06,4.26,445.52,209.66,126.4,133.25
2018-07-02,63.27,29.48,136.43,70.75,116.8,13.37,137.11,3.58,1.28,6.71,578.78,190.37,122.05,111.68
2018-07-03,68.26,30.47,149.28,74.33,125.75,13.24,138.59,3.35,1.32,8.29,612.88,187.12,144.86,179.14
2018-07-04,68.24,29.7,151.45,74.16,133.69,13.11,138.94,3.49,1.23,8.26,622.26,208.53,144.3,197.4
2018-07-05,68.38,30.2,145.66,73.09,131.87,13.54,136.59,3.76,1.38,9.55,614.03,205.99,141.84,196.16
2018-07-06,62.22,31.06,133.29,72.18,124.8,10.46,132.31,2.63,1.25,9.07,579.29,201.1,138.27,192.98
2018-07-07,47.0,26.3,100.16,60.85,107.07,8.83,114.54,4.92,1.15,8.2,479.04,207.98,130.49,179.74
2018-07-08,46.14,23.44,90.28,55.6,104.23,8.81,117.59,3.14,1.12,8.74,459.1,205.79,116.5,99.53
2018-07-09,62.9,31.21,138.25,71.91,126.05,11.14,140.01,3.88,1.01,10.13,596.49,191.86,118.06,95.4
2018-07-10,65.07,32.46,145.61,73.48,123.17,11.71,148.65,3.41,1.4,9.74,614.69,200.31,138.61,167.38
2018-07-11,65.92,33.0,144.78,69.59,129.7,11.89,151.08,3.25,1.48,9.93,620.61,245.08,140.69,183.94
2018-07-12,65.12,32.41,143.33,70.5,136.09,12.15,146.52,3.56,1.43,10.84,621.96,224.66,140.76,179.85
2018-07-13,60.92,30.87,142.88,67.21,136.32,11.49,138.62,3.44,1.42,9.84,603.0,243.47,136.54,189.36
2018-07-14,47.17,22.26,110.84,58.17,107.48,9.51,118.26,2.36,1.38,6.41,483.84,244.19,129.47,190.04
2018-07-15,46.18,23.18,100.35,53.19,102.49,9.12,116.84,2.3,1.16,7.9,462.72,236.22,110.69,138.47
2018-07-16,62.49,29.88,143.8,66.32,130.64,12.55,135.83,2.69,1.36,10.4,595.96,208.01,108.33,133.05
2018-07-17,62.94,28.7,147.44,65.15,133.22,11.73,134.47,3.57,1.31,11.28,599.82,203.59,126.31,194.92
2018-07-18,60.15,29.08,148.71,68.08,137.97,10.69,133.69,3.07,1.28,11.83,604.55,235.19,128.66,196.67
2018-07-19,62.53,31.46,152.84,68.41,126.9,11.24,136.06,3.1,1.39,11.6,605.52,258.9,131.17,176.66
2018-07-20,61.3,30.27,145.33,66.47,126.02,12.38,131.66,2.48,1.43,9.09,586.42,256.7,138.38,163.46
2018-07-21,47.69,25.29,108.74,56.04,109.35,8.74,116.89,4.12,1.26,9.25,487.38,249.67,141.67,133.13
2018-07-22,47.29,25.12,97.88,53.72,100.99,9.08,113.77,1.51,1.13,8.8,459.29,240.67,127.81,109.8
2018-07-23,64.54,31.39,141.44,64.03,118.97,10.55,135.06,2.5,1.3,9.93,579.72,212.03,123.99,115.04
2018-07-24,66.22,30.13,147.13,64.86,127.05,12.01,135.19,2.64,1.35,9.63,596.21,210.67,144.14,162.07
2018-07-25,64.52,29.93,150.59,67.56,122.68,11.47,132.73,2.63,1.26,7.48,590.85,246.5,141.79,144.14
2018-07-26,62.82,29.55,154.46,65.01,116.32,13.6,129.26,3.22,1.33,7.73,583.3,249.36,132.12,122.07
2018-07-27,58.33,27.09,147.69,62.2,111.58,15.09,121.24,2.22,1.29,8.17,554.91,247.91,140.7,136.55
2018-07-28,43.4,21.46,113.42,54.17,78.81,12.0,104.99,2.77,1.11,8.82,440.95,247.17,143.7,140.49
2018-07-29,42.58,22.84,101.68,50.87,85.94,9.92,106.19,2.5,1.03,6.42,429.97,236.95,127.64,113.34
2018-07-30,58.63,28.72,155.08,66.22,106.5,13.82,128.04,2.06,1.07,7.67,567.79,215.16,124.28,103.52
2018-07-31,58.92,28.25,163.41,68.91,103.18,13.92,128.23,2.39,1.13,3.68,572.02,208.78,147.19,169.94
2018-08-01,59.01,28.18,166.32,70.07,107.52,14.01,132.26,2.26,1.08,5.23,585.93,240.16,145.51,193.2
2018-08-02,57.95,28.46,159.93,70.81,118.06,12.56,131.56,2.23,1.12,9.81,592.49,242.66,145.06,171.72
2018-08-03,54.3,28.53,148.35,70.75,123.22,12.5,125.93,3.24,1.04,9.92,577.78,249.13,151.1,152.19
2018-08-04,44.32,24.08,118.76,60.99,99.67,8.19,108.12,2.19,0.93,9.67,476.93,246.49,159.88,128.29
2018-08-05,43.24,23.89,106.9,57.15,96.67,9.3,109.37,3.77,0.79,7.8,458.89,238.1,157.55,107.75
2018-08-06,52.96,29.64,134.81,69.29,118.98,12.06,132.13,2.8,1.08,9.55,563.3,215.22,171.57,76.37
2018-08-07,53.08,28.67,136.19,65.87,124.67,11.59,128.18,2.58,0.97,8.14,559.93,210.91,186.25,132.85
2018-08-08,53.16,28.02,130.25,68.73,112.13,13.09,129.75,2.94,0.98,8.26,547.3,237.64,184.53,163.5
2018-08-09,49.8,27.31,125.44,67.93,115.86,11.63,128.09,3.01,0.97,9.6,539.64,236.37,184.97,171.0
2018-08-10,47.67,23.95,114.25,62.48,111.17,13.07,126.31,2.86,1.1,9.43,512.31,234.09,188.64,188.08
2018-08-11,41.7,22.35,93.79,56.56,101.04,10.16,113.8,2.49,0.96,8.46,451.3,233.75,186.74,172.22
2018-08-12,40.24,22.48,86.58,54.31,107.71,9.12,115.62,2.74,0.84,9.59,449.24,233.5,163.11,117.83
2018-08-13,52.74,29.77,98.68,67.83,131.2,11.47,135.07,3.33,0.99,9.67,540.74,219.76,156.28,100.0
2018-08-14,52.15,28.81,90.95,66.89,118.6,13.48,136.39,3.85,1.04,5.62,517.78,217.65,183.25,186.56
2018-08-15,47.26,27.06,77.8,66.02,103.7,9.1,134.54,3.52,0.87,5.3,475.18,262.32,184.38,189.41
2018-08-16,52.99,30.2,87.67,70.24,109.99,14.95,134.37,4.29,1.06,6.05,511.81,267.34,182.55,188.79
2018-08-17,52.18,30.6,97.84,69.72,106.15,13.83,133.29,2.57,1.09,4.55,511.82,262.3,189.41,191.54
2018-08-18,43.64,26.25,92.5,60.19,95.84,11.58,115.7,2.77,1.13,3.7,453.28,259.77,193.98,152.74
2018-08-19,41.71,25.12,89.64,56.4,100.64,11.31,115.95,2.45,0.96,7.99,452.18,262.37,176.46,111.65
2018-08-20,56.29,33.74,118.52,77.66,135.97,15.25,140.48,4.16,1.25,10.45,593.78,238.44,165.16,94.62
2018-08-21,59.6,31.79,129.04,73.58,125.27,15.99,145.11,3.16,1.32,9.23,594.09,233.5,192.18,157.15
2018-08-22,58.98,32.19,131.84,74.24,121.43,15.41,143.11,3.61,1.25,9.67,591.73,267.91,189.44,146.29
2018-08-23,58.24,32.41,130.92,74.31,113.23,14.86,140.87,3.53,1.27,5.19,574.84,269.28,198.43,173.67
2018-08-24,57.71,31.74,125.15,70.76,105.16,15.85,136.27,3.88,1.19,6.34,554.05,263.56,207.71,185.39
2018-08-25,51.17,28.88,96.23,65.4,106.61,9.82,128.06,3.71,1.21,8.04,499.12,270.45,207.47,168.31
2018-08-26,46.27,26.73,83.47,61.12,103.45,10.61,132.27,3.64,1.14,3.38,472.08,259.78,183.68,120.95
2018-08-27,62.86,32.82,125.15,71.96,113.02,13.78,149.51,4.49,1.45,6.27,581.31,222.27,176.02,105.17
2018-08-28,66.45,32.41,140.91,78.14,131.29,11.95,158.83,3.14,1.48,8.42,633.03,229.22,191.37,176.44
2018-08-29,68.18,33.08,149.83,78.91,134.06,12.16,151.82,3.87,1.48,10.43,643.83,267.22,182.29,158.73
2018-08-30,69.04,33.58,145.49,78.8,143.63,14.12,157.13,4.23,1.45,10.57,658.04,263.7,184.59,156.95
2018-08-31,66.3,33.22,139.35,80.12,123.16,12.04,159.42,5.32,1.44,7.5,627.89,255.82,192.84,171.54
2018-09-01,52.72,28.25,105.01,67.83,106.03,11.1,134.56,4.61,0.65,8.55,519.3,254.91,206.13,135.46
2018-09-02,50.61,26.79,97.9,63.32,98.13,11.16,131.04,4.11,1.17,5.67,489.91,247.43,216.83,134.46
2018-09-03,70.05,33.1,149.38,79.43,132.18,14.3,153.17,4.55,1.32,7.97,645.46,219.91,243.93,102.39
2018-09-04,70.09,32.23,155.19,80.32,135.62,13.93,150.75,4.69,1.47,9.15,653.45,222.89,304.9,153.22
2018-09-05,70.21,32.45,158.79,79.41,131.1,14.78,148.92,4.32,1.31,9.88,651.18,261.24,322.9,136.36
2018-09-06,71.08,32.41,159.38,81.35,136.77,14.05,148.98,4.2,1.4,8.02,657.65,261.0,296.34,135.34
2018-09-07,65.53,29.85,151.03,75.63,120.42,14.78,145.12,5.43,1.38,8.45,617.62,262.15,263.37,146.54
2018-09-08,50.3,26.05,114.44,66.55,119.62,14.69,128.17,3.51,1.51,6.3,531.13,267.08,278.37,157.49
2018-09-09,48.75,24.8,108.44,61.65,100.14,12.75,126.25,2.88,1.19,3.63,490.47,264.35,281.04,115.01
2018-09-10,66.73,30.19,156.49,74.95,118.67,18.42,143.88,3.73,1.43,11.29,625.79,231.46,296.04,100.94
2018-09-11,67.53,29.04,156.91,72.54,112.55,19.09,141.36,4.05,1.42,13.78,618.26,233.02,362.54,158.39
2018-09-12,68.0,31.98,161.99,80.59,135.24,17.95,145.45,3.76,1.52,15.28,661.76,270.63,357.77,154.79
2018-09-13,69.63,32.74,166.43,81.08,133.7,17.12,158.91,4.04,1.34,14.94,679.94,274.21,327.43,164.01
2018-09-14,68.36,30.91,160.21,76.83,126.41,17.0,153.42,4.79,1.61,9.39,648.93,275.14,314.23,181.58
2018-09-15,53.55,26.15,126.1,65.14,116.31,13.3,134.81,3.77,1.4,6.15,546.69,278.0,288.82,179.69
2018-09-16,51.72,25.47,114.97,62.09,106.57,12.86,133.01,3.22,1.32,4.61,515.84,271.06,275.93,129.96
2018-09-17,70.02,29.23,167.77,71.2,117.7,17.74,150.93,2.74,1.47,4.59,633.4,264.63,301.08,114.02
2018-09-18,67.85,29.63,170.01,65.96,106.43,17.57,139.31,4.55,1.46,3.89,606.66,262.54,329.33,180.57
2018-09-19,66.67,29.64,168.93,64.19,108.22,19.07,138.51,3.93,1.41,4.38,604.96,292.75,302.03,195.06
2018-09-20,69.08,29.17,164.99,65.07,135.48,18.07,135.58,4.53,1.45,9.94,633.36,289.57,269.33,181.65
2018-09-21,66.05,28.97,160.07,64.01,122.75,16.89,135.04,5.27,1.46,6.32,606.84,283.9,252.74,178.44
2018-09-22,59.31,31.53,129.46,67.36,152.51,15.16,132.73,4.1,1.58,12.8,606.53,266.29,238.99,163.57
2018-09-23,54.9,31.75,111.03,74.68,146.02,12.28,148.1,3.42,1.35,8.33,591.84,282.33,190.82,119.81
2018-09-24,75.49,39.8,146.49,86.92,170.28,18.39,195.69,5.19,1.92,10.73,750.89,261.76,216.26,124.33
2018-09-25,79.34,41.29,150.82,87.24,154.01,18.84,217.28,7.31,1.94,6.46,764.53,255.54,271.92,205.71
2018-09-26,81.51,42.39,151.08,78.88,132.72,22.59,212.93,6.89,1.97,8.53,739.48,284.35,265.28,209.97
2018-09-27,78.47,40.98,153.09,77.38,128.17,22.96,193.83,6.31,1.8,8.33,711.34,281.48,276.0,221.15
2018-09-28,72.81,41.85,152.97,84.56,151.58,20.56,197.89,6.6,1.95,10.93,741.71,286.76,305.38,211.81
2018-09-29,67.71,40.22,113.22,80.97,143.49,17.26,191.65,5.03,1.9,8.2,669.65,287.44,334.33,210.26
2018-09-30,66.65,38.67,100.56,78.8,152.52,17.09,193.45,6.47,1.75,7.75,663.71,276.86,320.25,153.42
2018-10-01,91.56,47.47,149.4,92.3,179.1,24.74,230.02,7.24,2.13,8.99,832.95,251.33,320.84,121.87
2018-10-02,97.21,48.46,157.27,90.68,157.79,21.56,232.68,7.59,2.33,7.25,822.82,247.1,402.12,172.76
2018-10-03,96.38,45.74,154.4,91.33,166.15,20.36,205.31,8.55,2.11,10.92,801.25,279.34,420.13,159.72
2018-10-04,92.94,44.05,154.58,89.47,162.78,24.12,223.2,7.67,2.22,10.42,811.45,289.21,383.97,189.35
2018-10-05,86.36,41.5,150.06,81.64,170.46,22.22,199.79,7.04,2.01,11.04,772.12,300.52,395.62,195.95
2018-10-06,66.31,31.87,119.87,64.98,182.97,15.66,163.87,6.2,1.78,9.69,663.2,305.99,440.11,184.6
2018-10-07,72.99,36.18,112.72,72.76,177.98,18.27,173.91,5.22,1.62,6.0,677.64,302.91,510.9,142.87
2018-10-08,98.37,46.47,152.61,91.56,179.55,22.51,209.82,6.09,1.93,6.62,815.54,283.22,556.93,134.42
2018-10-09,94.57,44.58,158.21,91.34,161.93,19.52,213.19,5.63,1.89,6.52,797.38,283.13,648.08,203.6
2018-10-10,90.54,40.0,162.11,81.02,141.75,19.49,193.03,6.33,1.88,6.35,742.5,326.18,642.87,210.97
2018-10-11,87.1,38.11,165.99,73.34,143.71,18.94,179.73,6.46,1.65,8.39,723.42,339.44,590.43,203.42
2018-10-12,83.31,37.18,152.43,70.56,142.01,17.32,166.14,5.87,1.7,7.06,683.58,344.24,538.53,176.71
2018-10-13,65.24,31.17,116.42,59.54,121.37,15.79,139.11,6.11,1.44,11.05,567.24,335.86,563.64,189.01
2018-10-14,58.39,31.49,110.06,60.58,164.28,15.36,140.86,5.72,1.37,11.63,599.75,321.44,539.34,147.57
2018-10-15,86.29,38.13,158.71,76.53,202.32,19.23,177.43,6.28,1.59,11.56,778.08,286.02,502.47,151.48
2018-10-16,90.13,39.47,164.22,77.03,177.65,20.09,188.26,6.85,1.68,10.58,775.95,285.78,504.5,218.02
2018-10-17,92.11,40.3,164.0,80.92,192.62,21.3,191.35,8.15,1.77,12.89,805.41,328.48,464.17,192.0
2018-10-18,92.73,43.03,158.51,86.27,206.46,21.57,199.97,7.79,1.79,13.16,831.28,327.75,482.29,194.9
2018-10-19,95.61,43.76,153.24,92.18,210.82,20.39,213.84,8.05,1.6,11.93,851.4,323.26,506.48,202.93
2018-10-20,89.26,41.7,122.05,80.25,174.07,16.76,200.16,6.87,1.89,9.44,742.44,322.15,508.42,174.95
2018-10-21,81.13,41.28,121.4,72.94,153.74,19.43,207.26,7.26,1.71,7.25,713.39,311.5,453.65,129.73
2018-10-22,110.55,49.34,167.21,85.09,190.35,25.39,245.61,10.46,2.3,10.58,896.89,271.74,446.71,115.8
2018-10-23,117.91,54.81,168.66,85.12,184.78,26.66,245.8,9.0,2.46,8.74,903.93,262.89,485.93,188.97
2018-10-24,114.14,53.56,168.33,83.3,192.11,26.43,239.45,8.58,2.23,10.45,898.58,298.41,499.73,189.83
2018-10-25,116.36,55.14,169.32,89.43,208.15,24.05,233.96,8.02,2.12,11.43,917.96,326.58,520.78,191.02
2018-10-26,127.39,57.73,164.65,98.05,213.1,22.83,237.22,8.8,2.39,9.93,942.1,319.27,557.27,217.15
2018-10-27,139.08,58.2,125.87,97.65,246.04,24.52,254.04,12.94,2.6,9.09,970.03,303.26,611.59,199.55
2018-10-28,143.48,59.99,117.79,106.17,255.72,22.53,272.71,11.44,2.53,11.86,1004.22,294.24,635.06,125.19
2018-10-29,181.87,72.13,168.35,128.0,287.53,25.31,308.0,13.01,2.89,12.86,1199.95,273.55,698.54,124.6
2018-10-30,175.0,71.82,181.5,123.19,298.95,24.16,292.91,14.06,3.09,15.91,1200.59,280.96,815.69,204.75
2018-10-31,162.67,63.14,184.71,109.64,276.16,21.56,284.91,12.45,2.96,15.58,1133.79,330.54,868.38,225.04
2018-11-01,145.13,55.82,146.81,103.56,267.01,18.36,263.5,11.85,2.57,14.98,1029.58,341.86,862.34,250.11
2018-11-02,160.59,58.97,165.9,113.79,265.24,23.51,272.73,11.0,2.66,13.31,1087.7,342.88,850.28,267.54
2018-11-03,160.12,62.22,143.2,116.47,205.28,19.29,261.8,9.63,2.91,7.21,988.13,348.63,800.47,264.36
2018-11-04,149.72,58.85,132.65,108.12,211.63,19.71,250.32,9.23,2.36,11.67,954.25,344.75,725.9,202.88
2018-11-05,146.27,58.76,186.69,113.54,231.71,23.13,270.74,10.32,2.69,14.06,1057.91,315.4,723.06,169.13
2018-11-06,143.63,53.61,187.73,98.87,196.92,21.87,258.81,11.21,2.57,11.43,986.67,316.73,786.71,257.51
2018-11-07,153.93,58.18,187.72,102.87,206.66,22.67,255.94,10.78,2.46,12.58,1013.78,331.95,806.25,232.33
2018-11-08,160.33,58.45,192.33,104.41,220.55,24.91,262.18,10.69,2.48,13.26,1049.59,327.3,760.34,179.54
2018-11-09,145.93,56.87,185.88,107.25,210.19,23.84,255.36,10.31,2.53,10.53,1008.69,317.99,720.97,175.65
2018-11-10,119.53,47.52,151.63,93.02,206.9,24.49,216.63,9.39,2.22,11.62,882.95,305.41,720.4,196.46
2018-11-11,114.77,50.1,143.46,90.58,201.98,24.15,210.75,8.91,2.1,10.02,856.82,282.68,673.92,171.35
2018-11-12,139.32,58.37,195.97,104.16,223.13,27.03,233.13,10.21,2.25,10.89,1004.46,258.02,586.51,129.15
2018-11-13,147.42,58.92,207.02,107.58,213.18,28.8,245.32,11.1,2.5,9.88,1031.73,249.43,621.47,199.11
2018-11-14,152.55,60.35,207.03,113.71,200.25,28.41,281.01,11.73,2.77,8.4,1066.21,252.61,698.18,227.05
2018-11-15,159.32,62.84,215.51,121.18,213.7,30.45,308.75,11.9,2.95,10.75,1137.35,250.24,708.88,221.93
2018-11-16,165.13,67.69,222.43,131.59,216.0,31.32,313.16,12.65,2.86,9.04,1171.89,262.18,636.14,196.28
2018-11-17,157.9,58.77,195.06,121.86,198.26,30.39,312.65,13.53,2.93,7.21,1098.56,278.48,650.95,155.52
2018-11-18,171.57,62.53,195.66,126.37,218.67,32.45,332.3,14.45,2.77,7.94,1164.72,274.47,625.79,96.73
2018-11-19,214.3,75.11,281.38,142.21,267.68,40.92,366.9,16.11,3.41,12.12,1420.15,254.82,643.49,106.97
2018-11-20,225.36,80.14,294.51,153.88,295.09,39.77,385.75,17.37,3.48,13.15,1508.5,253.63,761.0,219.43
2018-11-21,222.29,78.94,289.32,151.51,317.05,36.04,400.64,16.16,3.51,16.24,1531.7,245.28,813.47,242.24
2018-11-22,211.19,78.89,274.34,153.42,333.48,34.87,405.74,15.17,3.29,15.14,1525.53,251.72,896.02,247.09
2018-11-23,199.67,71.89,271.21,147.23,303.88,32.36,394.16,15.17,3.31,16.41,1455.28,310.11,965.05,241.89
2018-11-24,174.24,68.4,216.95,141.73,266.06,29.01,348.01,13.21,3.02,14.45,1275.08,319.47,931.66,248.05
2018-11-25,178.85,70.14,194.63,136.71,262.51,30.27,337.08,13.26,2.64,13.38,1239.46,312.36,927.15,166.7
2018-11-26,204.73,75.55,259.0,144.85,305.86,35.85,384.28,15.05,3.11,14.81,1443.08,288.25,897.47,167.46
2018-11-27,200.23,73.55,257.75,148.36,289.7,37.49,397.57,15.66,3.11,13.35,1436.77,286.87,896.94,217.58
2018-11-28,183.98,70.03,264.69,137.35,223.28,43.66,386.28,15.68,3.19,12.16,1340.31,317.06,873.54,208.03
2018-11-29,170.93,63.75,282.2,121.72,219.58,46.84,361.0,14.14,2.97,12.69,1295.82,323.22,844.49,216.24
2018-11-30,174.44,62.2,296.12,117.87,232.62,43.73,345.23,14.43,2.88,17.22,1306.74,342.9,808.43,205.15
2018-12-01,155.59,57.39,255.45,111.04,239.08,37.89,298.36,12.12,2.76,14.21,1183.89,345.55,789.68,160.64
2018-12-02,126.6,49.08,235.47,95.42,204.88,38.03,267.84,11.76,2.37,8.86,1040.31,323.97,648.26,125.85
2018-12-03,145.17,56.73,278.66,108.69,261.53,41.82,269.77,11.01,2.38,14.82,1190.58,287.14,639.27,142.65
2018-12-04,161.19,65.37,268.87,132.8,314.48,39.37,309.87,12.51,2.89,16.49,1323.84,283.2,702.73,144.52
2018-12-05,163.88,65.03,274.97,132.24,279.26,39.08,335.66,12.32,2.93,18.08,1323.44,337.74,734.74,115.8
2018-12-06,153.75,55.95,277.75,109.66,232.56,39.56,307.22,12.31,2.63,11.14,1202.52,326.63,787.9,138.45
2018-12-07,153.52,56.51,265.4,113.81,232.32,34.77,279.85,12.07,2.69,9.39,1160.33,324.38,843.54,195.66
2018-12-08,142.81,50.47,202.19,108.47,230.33,28.56,263.48,12.02,2.75,7.64,1048.71,332.52,824.36,183.22
2018-12-09,146.1,53.52,203.36,113.94,243.21,29.15,269.36,11.83,2.54,9.21,1082.21,341.17,747.35,142.35
2018-12-10,188.43,73.74,273.42,141.53,301.14,40.08,333.07,14.53,3.18,15.15,1384.28,319.14,698.33,140.26
2018-12-11,209.55,74.58,301.66,146.53,292.31,39.4,372.82,16.49,3.43,13.42,1470.19,321.18,686.47,132.51
2018-12-12,228.14,80.65,320.17,158.09,295.8,42.79,401.48,17.92,3.56,12.88,1561.49,364.73,698.57,120.5
2018-12-13,238.8,84.31,327.42,165.43,320.79,42.53,419.83,18.11,3.78,14.57,1635.57,366.16,841.14,208.87
2018-12-14,181.11,83.0,326.93,167.61,336.88,40.65,430.26,17.78,3.72,12.6,1600.55,369.96,912.75,236.85
2018-12-15,168.99,76.52,278.84,166.11,315.21,38.99,406.42,16.51,3.58,8.98,1480.15,369.36,937.95,239.49
2018-12-16,192.0,70.59,271.61,157.99,288.09,39.66,402.16,14.3,3.17,13.61,1453.18,341.3,857.41,203.3
2018-12-17,207.52,70.71,324.71,147.1,287.17,43.18,409.99,16.79,3.17,14.48,1524.81,295.13,800.79,197.14
2018-12-18,203.45,67.58,332.49,141.74,268.78,43.92,396.1,16.6,3.22,12.48,1486.36,295.04,832.37,213.38
2018-12-19,193.3,63.47,340.2,129.19,275.28,41.95,377.19,15.65,2.88,13.66,1452.76,340.58,855.93,215.43
2018-12-20,185.26,62.16,325.98,131.49,274.88,44.41,342.47,14.3,3.01,14.37,1398.34,348.3,930.75,246.13
2018-12-21,215.99,53.6,297.26,117.24,256.22,38.24,295.69,13.56,2.49,12.58,1302.87,351.82,963.11,277.11
2018-12-22,132.82,50.7,241.11,107.77,236.28,27.98,266.19,10.3,2.37,11.42,1086.94,347.49,900.16,253.43
2018-12-23,126.3,48.38,227.07,109.77,257.71,26.55,262.76,10.12,2.27,11.7,1082.64,337.45,807.1,150.19
2018-12-24,140.46,53.95,217.08,117.75,282.38,28.42,287.69,11.83,2.47,9.79,1151.82,306.05,746.97,118.22
2018-12-25,162.55,57.05,206.5,118.5,248.75,27.45,306.59,14.57,2.83,7.32,1152.11,305.15,825.07,222.42
2018-12-26,195.5,67.91,233.39,129.73,232.01,29.86,327.77,15.65,3.08,8.45,1243.34,340.23,860.68,224.15
2018-12-27,213.22,72.54,268.02,145.56,265.28,31.16,350.96,15.58,3.35,10.76,1376.42,345.3,835.69,236.57
2018-12-28,206.49,71.43,266.68,141.8,244.82,32.44,351.09,15.42,3.23,9.75,1343.16,337.87,893.6,245.68
2018-12-29,179.2,62.18,241.08,118.28,220.5,30.55,324.05,15.25,3.11,8.23,1202.44,330.37,950.75,261.18
2018-12-30,166.1,56.62,229.55,113.74,220.76,29.08,304.71,13.93,2.73,7.36,1144.58,311.67,930.71,236.95
2018-12-31,154.81,53.39,237.57,109.86,220.54,30.24,288.54,13.42,2.65,9.11,1120.12,281.04,954.1,227.71
2019-01-01,158.03,54.18,222.82,107.37,240.19,26.5,288.0,12.85,2.72,10.15,1122.81,286.04,1054.55,281.69
2019-01-02,201.67,72.69,274.39,131.37,330.0,37.8,349.73,15.36,3.12,13.94,1430.08,344.52,1076.23,288.48
2019-01-03,218.54,75.17,300.41,135.57,349.96,42.13,388.61,16.92,3.32,14.26,1544.89,336.66,1098.65,306.72
2019-01-04,223.43,77.68,324.73,134.94,351.27,40.28,376.62,17.09,3.46,14.3,1563.81,327.65,1091.38,306.96
2019-01-05,209.41,64.41,295.72,121.5,321.72,34.57,336.42,16.03,3.22,12.57,1415.55,324.19,1007.94,244.48
2019-01-06,204.04,64.02,273.92,121.84,286.22,34.62,334.21,15.06,3.0,10.38,1347.3,308.67,859.7,159.96
2019-01-07,209.69,69.38,340.56,126.72,260.26,41.78,355.39,16.15,3.4,10.32,1433.66,277.25,875.13,129.58
2019-01-08,207.22,70.18,346.47,125.91,293.62,38.99,351.57,16.67,3.38,14.48,1468.51,269.06,960.75,237.69
2019-01-09,229.32,75.05,345.39,145.84,342.07,41.38,384.94,17.86,3.55,16.09,1601.5,310.43,990.44,266.09
2019-01-10,239.61,81.39,349.04,151.58,342.31,41.94,422.88,18.21,3.69,15.82,1666.47,308.03,1031.22,271.13
2019-01-11,221.27,72.53,353.57,130.74,300.22,42.74,401.46,18.39,3.75,13.35,1558.01,308.01,1062.34,251.19
