Date,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Island of Ireland,Total,Industrial,LDZ,Gas_to_Power
2021-09-12,46.42,25.07,114.34,51.43,123.39,11.23,130.12,3.13,1.1,11.77,518.02,249.29,272.3,103.46
2021-09-13,66.85,30.61,162.34,69.44,139.61,14.21,163.3,3.55,1.21,13.19,664.31,234.25,257.63,90.66
2021-09-14,66.32,31.92,173.43,70.68,148.28,14.49,160.7,4.0,1.37,14.33,685.53,228.86,293.14,162.39
2021-09-15,64.98,33.35,174.48,69.74,145.4,13.89,163.32,2.87,1.24,14.62,683.9,259.93,321.04,129.04
2021-09-16,65.68,30.35,165.71,66.42,130.71,14.99,171.34,5.2,1.33,11.76,663.49,254.33,338.3,154.83
2021-09-17,64.02,28.68,151.83,65.23,126.11,14.14,169.0,5.25,1.41,12.77,638.43,248.98,322.21,175.52
2021-09-18,48.53,24.4,118.49,53.21,115.39,13.21,147.4,3.46,1.36,11.59,537.03,251.65,310.44,171.4
2021-09-19,49.62,24.3,110.19,53.19,121.87,12.62,160.94,5.02,1.1,10.59,549.44,240.84,290.21,119.42
2021-09-20,71.21,30.59,156.52,75.24,132.64,17.33,202.41,6.36,1.31,12.62,706.24,225.59,323.18,106.18
2021-09-21,68.56,30.19,162.52,70.19,130.86,16.02,209.84,6.56,1.49,11.58,707.82,206.55,379.45,164.87
2021-09-22,68.47,30.3,156.69,62.74,114.63,17.69,205.89,6.73,1.57,9.55,674.26,233.5,406.46,183.91
2021-09-23,62.68,29.64,160.53,58.68,114.94,16.63,190.81,5.56,1.53,10.51,651.51,283.26,419.77,187.26
2021-09-24,61.35,27.13,160.32,56.76,106.61,15.03,176.65,5.43,1.42,10.34,621.05,284.64,411.55,150.26
2021-09-25,53.97,24.58,128.28,56.15,115.87,12.42,152.32,4.97,1.45,10.54,560.56,280.26,418.5,171.13
2021-09-26,49.95,25.61,120.89,51.73,88.77,11.97,142.63,3.89,1.06,9.49,506.0,275.36,398.39,135.77
2021-09-27,67.78,29.86,163.18,58.34,106.45,17.18,163.85,4.6,1.46,9.86,622.54,233.07,388.11,114.28
2021-09-28,73.62,30.94,164.43,65.57,142.68,13.59,185.54,5.63,1.64,12.26,695.91,235.67,410.1,175.47
2021-09-29,68.11,33.32,165.13,63.92,142.59,19.37,191.5,6.23,1.88,11.98,704.03,295.62,350.28,152.19
2021-09-30,73.76,35.97,152.47,66.13,148.58,16.82,192.46,7.13,1.91,10.2,705.44,284.93,345.88,140.84
2021-10-01,71.46,34.22,154.4,63.69,128.72,15.81,182.42,6.31,1.83,9.77,668.62,307.84,424.78,138.76
2021-10-02,59.76,29.44,120.18,56.07,149.53,13.3,153.48,4.78,1.58,10.67,598.79,298.94,448.03,177.18
2021-10-03,59.95,31.67,112.17,62.23,129.24,13.23,143.64,6.27,1.43,9.54,569.39,277.5,436.62,130.06
2021-10-04,85.18,35.95,154.54,63.68,161.8,19.38,180.04,4.76,1.81,13.77,720.9,257.64,437.23,85.64
2021-10-05,81.88,37.28,150.11,66.35,158.77,20.25,184.74,7.85,2.06,11.78,721.06,251.77,477.89,187.79
2021-10-06,89.78,43.11,155.08,76.41,169.09,21.56,205.3,8.93,2.12,13.11,784.49,307.9,456.42,175.74
2021-10-07,94.05,39.46,157.65,84.46,150.57,21.19,221.01,9.08,1.8,10.41,789.69,297.99,425.64,159.95
2021-10-08,89.05,37.32,152.92,76.84,151.94,20.49,213.37,7.83,1.82,8.73,760.31,285.95,425.76,158.82
2021-10-09,74.86,33.57,115.54,64.62,137.58,18.61,196.87,10.27,1.89,11.9,665.71,280.96,422.78,143.66
2021-10-10,77.2,34.39,118.01,66.06,135.07,21.05,215.08,8.45,1.75,10.66,687.72,270.62,417.35,115.93
2021-10-11,103.44,38.63,164.77,74.69,172.56,26.38,241.18,10.32,2.13,13.31,847.4,244.04,410.58,93.92
2021-10-12,107.15,42.76,177.4,82.35,185.78,27.93,252.7,10.32,2.23,14.31,902.93,246.08,474.14,125.29
2021-10-13,117.35,44.5,180.53,89.79,177.19,26.35,263.44,10.74,2.39,14.11,926.39,305.45,546.76,232.05
2021-10-14,120.31,41.41,179.21,73.3,154.56,25.25,244.67,11.89,2.17,12.32,865.1,315.75,598.76,224.91
2021-10-15,113.34,43.73,182.08,73.11,190.65,22.45,235.89,10.02,2.17,15.0,888.44,307.33,621.66,209.32
2021-10-16,96.45,38.2,151.31,68.39,176.0,20.15,226.81,9.92,2.14,12.24,801.62,298.79,607.44,204.84
2021-10-17,94.43,37.88,145.34,70.08,151.37,25.22,226.49,7.8,1.98,9.81,770.41,295.89,561.26,118.02
2021-10-18,113.09,41.83,197.53,81.75,161.24,30.18,244.64,10.32,2.28,9.87,892.74,282.35,548.08,121.18
2021-10-19,89.58,34.24,200.46,60.58,128.74,26.87,222.35,9.59,1.83,9.78,784.03,284.85,618.68,229.22
2021-10-20,84.72,34.95,194.91,59.28,147.03,25.1,194.76,9.63,1.98,13.72,766.08,318.05,596.87,229.59
2021-10-21,109.48,43.39,188.89,74.82,174.66,24.16,214.34,8.1,2.13,12.97,852.95,303.25,611.54,249.79
2021-10-22,128.7,47.05,186.48,88.73,191.62,26.09,235.41,9.61,2.41,13.42,929.52,290.79,596.05,244.39
2021-10-23,116.8,41.68,147.37,89.69,168.85,21.33,239.23,10.64,2.31,7.72,845.63,318.45,593.26,196.58
2021-10-24,110.08,39.68,135.45,75.68,142.67,22.89,249.99,10.6,2.17,7.84,797.06,302.26,528.11,183.98
2021-10-25,128.67,50.74,204.05,90.83,174.46,27.24,279.92,9.8,2.46,11.44,979.61,271.98,531.18,168.29
2021-10-26,123.93,46.03,211.12,80.66,165.5,30.71,261.83,9.67,2.28,8.38,940.12,275.95,624.76,257.1
2021-10-27,127.41,41.49,205.53,71.74,144.79,32.15,246.08,12.33,2.19,11.1,894.8,315.11,649.53,243.94
2021-10-28,120.78,41.12,208.42,71.34,150.91,32.08,245.73,10.77,2.37,14.83,898.35,308.35,633.98,208.2
2021-10-29,108.43,37.48,204.95,64.81,159.24,28.63,235.32,11.75,2.02,13.81,866.44,308.87,613.84,189.97
2021-10-30,98.61,36.08,175.35,70.7,160.45,20.97,220.09,12.55,2.09,11.45,808.35,315.41,572.76,195.21
2021-10-31,91.62,34.34,161.59,66.71,162.04,19.99,196.24,9.23,1.73,9.58,753.07,316.31,556.35,170.78
2021-11-01,113.57,40.45,174.53,78.12,201.94,23.99,224.96,9.59,2.06,14.76,883.96,277.06,615.13,156.18
2021-11-02,148.02,60.23,212.09,113.29,254.37,29.03,274.81,11.13,2.38,15.57,1120.93,266.41,733.6,250.19
2021-11-03,157.64,61.81,216.6,118.81,253.12,27.85,299.38,12.95,2.56,14.99,1165.71,299.99,741.79,267.58
2021-11-04,162.85,59.94,223.49,108.9,249.91,31.07,306.65,11.7,2.62,15.56,1172.68,301.94,756.73,274.8
2021-11-05,167.67,59.23,228.59,100.66,229.74,31.76,298.61,12.1,2.53,14.94,1145.84,296.68,804.42,256.11
2021-11-06,149.93,45.97,193.42,77.55,175.86,26.56,267.36,12.13,2.5,10.35,961.62,298.41,815.94,204.2
2021-11-07,141.73,49.01,185.43,79.05,187.8,24.91,264.12,11.74,2.38,12.64,958.8,293.45,806.95,180.81
2021-11-08,169.74,62.98,248.12,111.73,235.29,34.61,312.42,12.68,2.8,13.0,1203.36,262.28,841.34,189.71
2021-11-09,180.52,62.71,249.12,104.35,202.46,34.7,313.95,13.78,2.94,15.56,1180.1,262.49,932.02,249.89
2021-11-10,187.73,65.7,235.74,115.33,228.58,31.98,341.08,12.03,3.04,17.17,1238.37,324.72,824.88,202.77
2021-11-11,170.74,62.63,236.14,112.86,210.13,32.74,343.93,12.67,2.99,12.29,1197.11,325.29,800.93,192.81
2021-11-12,164.36,52.81,231.64,101.05,181.34,35.74,335.89,13.13,3.23,11.47,1130.66,309.38,883.4,248.06
2021-11-13,142.68,48.09,199.5,91.92,189.77,29.8,298.73,11.08,2.56,15.03,1029.15,269.08,863.74,228.27
2021-11-14,138.96,47.46,188.52,88.35,198.71,29.58,290.35,10.0,2.24,11.96,1006.14,232.57,788.9,171.35
2021-11-15,172.48,67.17,246.78,126.33,238.99,34.38,338.27,11.7,2.74,17.61,1256.45,229.98,810.27,188.6
2021-11-16,179.27,68.75,249.05,126.5,225.59,34.03,343.35,12.92,2.92,14.01,1256.39,234.11,911.56,249.16
2021-11-17,172.64,62.9,249.09,105.75,213.93,36.19,324.36,13.14,2.89,14.71,1195.59,251.92,908.35,225.22
2021-11-18,180.92,55.88,247.33,93.01,202.29,37.86,307.33,13.06,2.75,12.7,1153.13,239.27,892.52,201.07
2021-11-19,173.23,52.35,244.62,84.78,200.48,36.32,285.27,13.96,2.68,14.36,1108.05,230.3,896.51,245.02
2021-11-20,164.91,49.48,226.41,83.38,188.63,34.09,260.02,13.12,2.41,11.83,1034.27,210.33,909.46,235.92
2021-11-21,166.9,52.13,213.71,82.86,219.37,34.44,283.38,12.57,2.47,13.55,1081.37,190.78,836.76,197.14
2021-11-22,195.71,71.12,267.0,120.64,285.92,37.52,346.19,14.15,3.0,22.27,1363.54,189.84,737.63,145.2
2021-11-23,203.46,72.61,269.02,119.19,293.25,37.79,368.72,14.49,3.1,21.11,1402.75,204.17,775.87,247.22
2021-11-24,205.94,70.33,282.57,121.22,285.52,38.1,376.84,15.33,2.97,18.94,1417.77,240.54,762.44,236.49
2021-11-25,210.55,70.87,297.96,113.1,281.96,42.5,388.91,14.2,3.18,18.88,1442.1,256.66,740.24,247.49
2021-11-26,206.01,67.67,272.65,121.18,273.55,42.8,377.72,16.14,3.41,13.96,1395.09,272.6,745.89,270.13
2021-11-27,194.19,63.33,229.8,127.29,295.34,36.8,362.26,14.37,3.11,15.7,1342.17,276.92,763.88,262.2
2021-11-28,198.34,65.87,232.08,127.42,321.59,36.92,371.89,14.66,2.98,16.98,1388.72,279.05,741.44,212.74
2021-11-29,230.22,74.59,313.73,133.91,336.22,40.94,410.08,14.81,3.35,18.85,1576.7,252.61,770.22,210.48
2021-11-30,210.89,62.47,322.32,108.05,254.28,41.3,375.69,15.95,3.39,15.3,1409.64,266.86,874.25,287.59
2021-12-01,198.81,60.35,314.09,107.28,266.39,36.7,343.39,14.81,2.91,16.13,1360.86,314.74,953.25,299.54
2021-12-02,220.8,76.36,310.27,135.03,322.83,40.69,390.01,15.75,3.39,21.54,1536.67,320.4,998.04,272.73
2021-12-03,214.39,72.48,308.28,122.81,294.72,41.92,384.21,17.19,3.46,19.19,1478.66,315.43,889.69,205.12
2021-12-04,178.34,59.33,270.68,119.6,253.78,35.15,352.3,13.17,3.08,13.03,1298.46,314.41,756.27,140.47
2021-12-05,193.58,63.74,255.27,117.16,282.59,35.8,363.88,14.85,2.84,16.79,1346.51,314.04,765.3,93.48
2021-12-06,214.54,72.29,324.59,138.04,317.03,43.16,410.99,15.67,3.41,16.7,1556.42,273.56,594.86,112.26
2021-12-07,205.58,71.35,323.52,128.77,310.61,43.5,405.43,16.24,3.36,15.71,1524.07,262.1,746.23,136.46
2021-12-08,209.93,68.19,294.06,125.68,301.74,39.83,405.22,16.2,3.21,16.27,1480.34,305.18,689.74,119.0
2021-12-09,214.49,73.23,338.38,125.26,297.23,40.48,414.76,16.43,3.38,18.24,1541.9,308.66,644.47,94.21
2021-12-10,208.11,74.55,338.92,135.1,296.47,40.19,410.91,16.13,3.35,18.82,1542.54,292.93,557.71,78.33
2021-12-11,193.12,63.45,296.44,124.99,258.75,35.33,378.81,15.95,3.16,13.88,1383.87,303.43,528.28,81.23
2021-12-12,176.07,52.18,275.02,100.35,200.28,34.7,348.77,16.69,2.71,12.22,1218.99,297.38,500.42,69.26
2021-12-13,202.25,64.31,334.32,113.32,252.8,40.32,357.99,15.41,2.84,19.62,1403.18,275.13,550.97,76.05
2021-12-14,205.56,63.44,329.94,114.82,238.64,37.34,350.44,17.32,2.93,16.66,1377.08,274.09,635.58,116.83
2021-12-15,204.35,62.71,330.16,111.47,242.96,37.97,334.79,16.75,2.71,18.0,1361.86,319.12,727.02,148.91
2021-12-16,200.03,63.92,330.84,119.32,268.17,36.27,334.67,16.35,2.53,19.62,1391.73,319.26,822.53,158.25
2021-12-17,197.88,65.88,328.54,119.43,283.45,36.39,328.09,17.01,2.6,18.25,1397.52,304.07,873.28,165.78
2021-12-18,189.22,55.95,285.53,108.17,277.56,32.17,302.75,15.52,2.53,17.88,1287.28,302.04,897.89,153.74
2021-12-19,194.55,57.29,287.57,103.17,293.77,30.38,306.11,15.88,2.48,17.64,1308.84,292.98,846.58,116.05
2021-12-20,221.53,72.61,345.41,142.11,316.95,39.3,391.59,16.45,2.87,20.55,1569.36,244.18,846.15,152.27
2021-12-21,235.1,79.17,349.11,160.6,325.91,42.16,431.36,18.3,3.22,18.45,1663.39,252.29,925.22,262.9
2021-12-22,239.93,79.97,336.33,160.94,329.01,42.26,436.44,17.61,3.32,15.02,1660.83,296.51,914.23,273.67
2021-12-23,198.23,63.62,313.56,129.59,269.76,38.05,390.76,15.58,2.87,14.26,1436.27,283.54,941.15,279.25
2021-12-24,156.54,51.37,248.04,110.21,231.86,27.63,332.14,13.44,2.28,11.95,1185.47,295.9,944.48,267.15
2021-12-25,136.61,52.4,206.46,127.7,208.93,29.82,357.02,13.32,2.09,9.52,1143.87,283.41,920.38,270.95
2021-12-26,140.16,52.68,205.77,128.61,51.68,32.07,362.67,11.34,2.38,12.41,999.76,266.98,872.86,225.1
2021-12-27,139.16,49.44,243.34,112.07,227.4,32.75,360.96,12.32,2.3,15.87,1195.61,244.47,837.67,175.45
2021-12-28,131.57,47.09,229.97,94.89,218.9,31.66,326.28,10.95,2.15,14.1,1107.56,246.65,880.17,250.07
2021-12-29,122.31,44.71,221.73,90.54,189.35,28.4,299.96,12.93,2.16,9.78,1021.88,286.66,887.38,276.47
2021-12-30,116.26,38.23,214.5,75.89,160.7,23.73,241.5,9.99,1.9,11.97,894.67,272.83,884.86,243.38
2021-12-31,121.58,36.38,202.71,70.52,157.77,18.92,211.52,9.4,1.86,9.48,840.14,280.31,926.61,249.58
2022-01-01,121.21,34.44,187.84,65.72,140.62,20.58,210.71,11.62,1.83,7.87,802.43,276.31,940.34,253.36
2022-01-02,125.58,38.63,202.47,72.47,166.58,23.05,222.1,10.88,2.14,7.12,871.01,287.85,845.14,224.02
2022-01-03,143.34,47.8,246.81,88.57,206.22,26.25,259.46,10.48,2.41,10.1,1041.44,245.78,827.1,213.06
2022-01-04,164.14,55.5,238.62,107.1,270.09,27.64,294.73,9.62,2.79,17.78,1188.0,236.0,921.52,292.52
2022-01-05,195.9,62.43,233.69,116.89,313.74,28.99,331.4,15.66,3.21,20.41,1322.31,268.54,963.7,298.98
2022-01-06,207.09,64.93,235.87,122.88,313.57,32.12,370.53,16.45,3.1,15.1,1381.64,269.47,936.27,252.88
2022-01-07,198.9,64.12,261.39,120.59,304.87,36.11,378.32,16.71,3.34,18.89,1403.23,263.46,889.83,229.06
2022-01-08,170.06,59.72,257.46,113.45,255.1,35.25,358.43,14.6,3.16,12.48,1279.72,265.2,854.72,206.14
2022-01-09,180.23,62.36,261.94,115.5,279.05,35.17,363.02,14.52,3.04,16.71,1331.53,263.42,743.68,130.96
2022-01-10,216.19,84.88,338.39,145.93,301.48,41.63,416.98,16.93,3.52,18.06,1583.99,232.55,756.94,137.58
2022-01-11,224.69,83.54,334.12,148.01,293.9,45.3,427.56,18.12,3.67,20.61,1599.52,230.06,858.47,197.15
2022-01-12,229.81,81.72,342.32,140.39,315.13,44.56,427.87,17.76,3.55,21.28,1624.4,275.09,806.82,179.38
2022-01-13,235.66,80.38,346.09,135.55,316.52,43.14,411.37,18.43,3.4,23.52,1614.06,273.47,735.27,211.56
2022-01-14,232.04,77.57,332.69,135.37,326.29,39.42,402.19,17.19,3.4,23.68,1589.85,270.08,739.96,212.28
2022-01-15,221.19,69.16,278.82,129.64,305.86,37.49,375.0,16.6,3.38,20.02,1457.18,268.94,766.53,177.07
2022-01-16,216.64,65.01,259.63,110.71,266.66,34.8,356.75,16.8,3.17,18.87,1349.04,280.26,733.63,124.83
2022-01-17,224.46,74.59,321.29,121.44,318.49,39.0,377.52,16.75,3.39,22.37,1519.3,251.59,734.66,98.46
2022-01-18,220.55,75.7,330.71,133.56,326.74,41.67,390.1,16.82,3.26,19.38,1558.48,250.47,787.55,170.03
2022-01-19,217.38,72.06,333.2,125.62,293.89,43.33,377.93,16.0,3.54,19.26,1502.2,284.95,737.03,174.09
2022-01-20,219.43,73.07,330.27,125.54,338.93,41.74,394.39,16.5,3.37,23.93,1567.17,302.52,717.83,195.85
2022-01-21,222.49,73.63,330.49,125.0,334.25,42.23,398.32,17.03,3.31,23.41,1570.16,287.87,752.67,215.56
2022-01-22,206.61,65.86,294.08,121.44,288.19,39.46,363.78,16.2,3.14,19.77,1418.53,279.22,793.09,216.37
2022-01-23,208.89,66.96,281.51,119.61,285.62,38.74,355.46,15.82,2.96,18.04,1393.61,281.29,773.86,136.27
2022-01-24,230.61,79.67,354.85,138.4,337.66,42.16,397.4,17.38,3.43,24.08,1625.63,248.68,733.3,114.21
2022-01-25,239.27,84.7,355.03,145.82,345.47,42.27,409.57,17.39,3.67,23.58,1666.76,257.75,763.08,175.67
2022-01-26,237.29,77.31,354.06,134.21,286.61,42.09,405.03,18.11,3.64,15.37,1573.73,286.74,764.64,171.94
2022-01-27,230.57,67.64,352.21,117.83,276.1,40.78,384.21,18.03,3.52,19.17,1510.05,272.01,682.38,143.48
2022-01-28,212.47,68.06,316.24,114.68,268.04,40.2,373.61,16.45,3.46,13.82,1427.02,264.01,690.06,146.34
2022-01-29,184.53,51.03,269.84,92.39,208.01,34.05,316.23,14.38,2.97,12.67,1186.1,250.58,722.23,137.95
2022-01-30,177.38,54.17,246.02,101.56,242.23,31.21,321.76,13.07,2.82,12.4,1202.63,243.54,706.89,116.16
2022-01-31,200.82,67.14,312.22,131.18,265.69,43.25,374.78,15.21,3.23,14.15,1427.67,220.48,652.84,84.81
2022-02-01,204.18,62.85,299.91,113.83,222.07,42.41,366.85,16.21,3.22,13.36,1344.89,223.06,743.13,142.41
2022-02-02,182.96,63.14,296.96,113.49,235.91,41.93,358.18,13.92,2.89,16.83,1326.2,262.75,711.78,135.88
2022-02-03,185.8,62.55,300.71,118.85,227.96,40.44,348.52,14.14,2.82,12.9,1314.71,263.15,697.17,142.49
2022-02-04,184.03,57.73,287.3,109.4,241.35,38.07,328.48,13.69,2.98,15.46,1278.49,240.61,738.49,129.29
2022-02-05,166.88,51.61,247.22,97.8,225.72,31.61,315.41,13.43,2.9,11.04,1163.63,258.34,747.71,152.15
2022-02-06,161.47,54.51,230.46,102.37,219.66,32.83,315.24,14.19,2.67,11.56,1144.98,243.72,717.43,105.25
2022-02-07,186.07,59.22,278.21,109.85,257.74,38.66,356.16,14.79,3.0,14.53,1318.21,212.08,721.69,85.69
2022-02-08,187.41,54.77,287.16,97.94,218.65,35.24,334.98,15.66,2.89,16.72,1251.42,221.48,774.5,187.31
2022-02-09,182.69,56.6,290.99,109.09,230.43,33.83,324.4,14.92,2.58,19.41,1264.93,256.92,784.22,223.34
2022-02-10,183.25,63.94,287.63,114.71,259.86,35.61,339.0,13.61,2.93,20.89,1321.43,256.25,762.43,219.84
2022-02-11,192.14,66.87,282.8,125.99,280.37,36.12,358.48,13.33,3.14,16.37,1375.6,252.39,728.5,209.52
2022-02-12,182.61,56.06,242.04,107.63,230.29,32.24,346.4,15.47,2.97,12.18,1227.88,248.41,740.1,204.58
2022-02-13,151.4,52.57,229.7,97.95,224.01,29.84,331.5,14.24,2.51,16.02,1149.74,230.69,738.58,130.22
2022-02-14,171.82,55.46,300.93,101.89,244.7,35.68,334.41,13.85,2.7,15.89,1277.32,200.55,771.42,139.84
2022-02-15,171.46,54.39,300.04,103.35,249.57,38.04,331.57,14.63,2.68,16.18,1281.92,212.75,845.73,194.08
2022-02-16,145.04,50.3,296.47,95.6,207.04,32.91,301.63,13.6,2.57,12.6,1157.74,246.16,805.53,165.24
2022-02-17,162.38,50.68,279.09,96.2,223.36,27.23,293.23,10.08,2.5,17.55,1162.31,252.79,722.14,165.26
2022-02-18,156.73,51.73,266.49,111.12,250.7,26.93,291.35,10.79,2.68,15.92,1184.44,248.65,643.86,159.25
2022-02-19,154.08,51.04,210.89,98.59,257.78,24.89,285.12,11.22,2.64,14.44,1110.7,257.37,643.02,152.44
2022-02-20,135.01,49.94,187.99,98.13,219.48,24.29,278.83,10.74,2.39,12.26,1019.07,263.18,584.62,116.71
2022-02-21,162.93,62.23,242.3,117.59,252.46,29.56,324.9,13.69,2.9,15.93,1224.49,243.28,574.18,123.46
2022-02-22,161.26,57.47,240.4,111.49,223.18,31.16,329.31,12.75,2.83,13.36,1183.22,239.8,601.03,225.43
2022-02-23,159.41,53.04,237.41,96.69,229.93,31.97,330.99,11.99,2.61,13.41,1167.45,259.9,588.43,245.48
2022-02-24,159.36,55.89,250.18,107.92,242.32,27.41,322.34,11.74,2.8,16.75,1196.7,257.36,572.97,224.48
2022-02-25,173.89,60.89,237.93,115.77,253.88,28.27,340.4,14.13,3.18,15.05,1243.39,238.9,584.5,201.78
2022-02-26,164.57,52.73,205.54,106.68,213.68,29.96,332.53,14.6,2.86,10.46,1133.6,238.95,554.49,170.32
2022-02-27,158.87,50.38,209.5,97.67,203.03,30.85,338.81,13.72,2.49,10.3,1115.62,248.47,520.74,98.65
2022-02-28,183.94,55.27,275.43,110.46,248.58,38.17,371.34,14.05,2.92,18.62,1318.79,227.71,563.4,132.99
2022-03-01,176.64,64.45,290.13,127.25,261.24,38.28,386.02,14.59,2.9,19.5,1381.0,233.66,569.1,207.05
2022-03-02,168.11,62.88,290.17,108.93,259.61,37.63,382.21,13.41,3.06,16.37,1342.37,247.41,507.69,211.9
2022-03-03,158.35,54.05,275.58,107.9,252.01,35.51,371.91,12.63,2.82,17.43,1288.19,235.5,473.88,228.01
2022-03-04,159.59,51.67,271.9,111.38,257.36,39.41,374.88,13.49,2.83,19.54,1302.05,235.17,450.76,225.6
2022-03-05,151.26,47.58,223.16,102.6,242.93,34.55,351.75,14.27,2.76,16.85,1187.72,219.2,429.97,199.21
2022-03-06,167.46,52.25,227.0,107.21,250.9,33.61,363.57,15.23,2.62,14.64,1234.48,202.73,371.34,138.34
2022-03-07,196.57,60.78,287.75,116.7,266.93,37.93,397.29,13.46,3.16,13.11,1393.69,189.14,382.53,149.35
2022-03-08,182.61,54.95,291.6,105.34,234.05,36.57,374.55,14.76,2.95,12.28,1309.67,178.41,412.87,225.15
2022-03-09,160.96,48.45,281.76,95.62,216.84,35.14,352.57,13.49,2.93,17.93,1225.68,190.6,458.5,241.42
2022-03-10,147.32,43.93,267.84,81.38,191.31,34.38,323.43,12.34,2.53,13.58,1118.05,227.76,544.37,227.32
2022-03-11,139.84,37.69,278.78,74.34,190.94,35.58,311.4,11.52,2.3,15.23,1097.62,227.88,661.77,182.82
2022-03-12,126.93,33.68,236.4,68.97,172.1,30.01,280.84,10.09,2.07,12.76,973.87,222.25,721.63,196.77
2022-03-13,137.58,36.31,221.64,66.95,184.76,29.15,269.61,9.83,1.92,11.08,968.83,209.22,692.16,177.32
2022-03-14,151.45,49.17,269.76,94.19,224.85,32.71,303.11,9.6,2.16,16.57,1153.56,184.29,683.13,160.81
2022-03-15,146.59,52.6,265.18,102.02,222.6,32.78,309.41,9.91,2.46,16.84,1160.39,190.89,696.46,182.06
2022-03-16,141.73,46.06,248.17,81.26,243.66,31.19,279.46,9.47,2.39,19.04,1102.45,227.59,582.81,180.66
2022-03-17,152.37,49.83,238.42,92.49,218.79,34.11,292.21,9.46,2.36,13.69,1103.74,237.43,544.82,153.6
2022-03-18,142.17,40.84,228.21,80.01,191.42,32.66,284.87,10.69,2.48,12.21,1025.56,231.53,538.22,129.74
2022-03-19,117.38,36.01,190.36,67.09,155.63,28.9,262.88,11.12,2.12,9.79,881.3,223.22,549.65,163.87
2022-03-20,129.23,44.27,189.74,93.46,197.09,26.16,262.81,9.18,2.17,12.45,966.56,212.33,531.5,131.32
2022-03-21,133.27,42.81,245.43,88.33,234.07,29.62,286.63,9.93,2.07,14.62,1086.78,188.61,517.68,118.5
2022-03-22,131.71,42.27,240.02,86.34,196.24,28.61,279.44,10.75,2.11,14.41,1031.91,188.36,495.14,142.76
2022-03-23,130.92,44.7,233.17,87.65,195.6,28.66,266.25,8.53,2.12,17.97,1015.56,230.81,418.26,175.54
2022-03-24,125.85,41.94,217.24,86.06,196.34,27.26,260.9,11.66,1.87,18.67,987.79,240.13,362.05,189.65
2022-03-25,117.63,36.89,201.72,77.81,187.36,24.16,243.04,8.07,1.79,17.26,915.73,239.16,322.67,185.06
2022-03-26,93.11,30.91,158.78,64.79,155.78,20.0,208.42,7.61,1.62,12.85,753.86,235.7,304.93,133.17
2022-03-27,95.66,36.91,150.91,69.33,179.8,20.57,216.06,6.89,1.46,15.36,792.94,220.22,285.09,83.92
2022-03-28,111.13,42.93,208.4,87.24,208.53,24.59,237.74,6.58,1.71,18.7,947.55,187.72,295.99,67.11
2022-03-29,115.01,44.39,211.95,93.59,227.66,22.43,255.12,7.12,1.77,18.14,997.18,194.66,313.93,115.19
2022-03-30,128.2,47.44,221.15,94.02,241.89,25.1,284.39,8.24,1.99,17.32,1069.74,224.31,354.72,192.58
2022-03-31,158.28,50.92,217.45,115.54,255.82,24.12,301.71,10.07,2.41,17.15,1153.46,216.77,350.64,185.81
2022-04-01,190.0,60.87,210.11,116.09,274.44,26.52,327.51,13.2,2.83,19.01,1240.57,206.69,344.83,164.13
2022-04-02,179.39,53.77,191.95,104.21,254.58,27.32,329.75,13.26,2.81,16.23,1173.28,214.01,334.59,136.65
2022-04-03,173.9,49.9,203.13,98.0,225.29,27.65,334.78,13.24,2.45,15.32,1143.67,203.17,297.66,79.7
2022-04-04,178.41,54.41,253.99,106.22,206.47,30.38,340.38,13.01,2.64,11.94,1197.84,184.8,305.77,89.79
2022-04-05,153.82,47.41,242.24,92.24,184.95,26.75,305.89,11.07,2.52,12.1,1079.01,180.0,369.0,185.16
2022-04-06,139.72,45.17,227.63,85.67,179.35,21.62,264.74,8.47,2.43,12.81,987.61,221.3,372.62,219.7
2022-04-07,127.82,43.51,191.14,88.4,200.43,22.18,258.99,9.35,2.29,16.41,960.52,224.41,377.59,214.99
2022-04-08,150.02,50.88,169.27,96.11,224.12,19.62,273.89,8.74,2.68,19.73,1015.04,215.21,363.12,188.12
2022-04-09,140.49,42.29,145.73,91.96,207.13,18.91,264.88,12.2,2.45,18.72,944.75,220.15,348.57,193.71
2022-04-10,121.01,40.37,147.48,85.39,194.58,21.23,279.77,9.35,2.06,12.07,913.31,207.59,318.62,153.92
2022-04-11,112.99,39.7,193.42,82.47,169.9,24.8,285.68,7.47,2.09,13.47,931.99,180.68,297.93,140.66
2022-04-12,104.79,32.91,190.75,70.22,192.65,23.74,238.86,7.89,1.68,22.24,885.74,186.5,307.24,184.91
2022-04-13,104.87,37.35,174.96,74.35,189.43,21.1,210.54,6.21,1.57,19.03,839.4,216.75,310.45,198.04
2022-04-14,91.38,35.8,161.5,69.56,184.95,17.01,189.03,5.08,1.52,16.97,772.81,223.85,298.58,196.89
2022-04-15,77.05,31.74,140.47,69.23,145.39,16.1,181.36,6.12,1.56,17.9,686.92,204.36,283.64,191.53
2022-04-16,63.81,28.66,101.11,58.2,112.58,18.53,192.84,5.89,1.55,13.68,596.85,188.44,270.57,177.82
2022-04-17,63.42,27.27,95.81,54.55,102.51,18.5,196.99,7.27,1.4,14.03,581.76,195.39,223.7,132.96
