,Demand,,,,,,,,,,Demand (Net),,,,
,,,,,,,,,,,,,,,
,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Island of Ireland,Island of Ireland,Total,Industrial,LDZ,Gas-to-Power
,,,,,,,,,,,,,,,
45527,40.95261818,21.18018182,113.4042818,44.92590909,66.13,11.39727273,105.5801818,3.006981818,0.783636364,0,11.89,419.2510636,150.0817242,161.6706818,107.4987485
45528,34.96994545,19.77972727,98.004,38.29290909,66.87,8.424545455,86.59598182,2.300581818,0.765636364,0,11.22,367.2233273,132.4888061,145.6754091,89.05920303
45529,35.77699091,18.88990909,91.665,37.20472727,70.87,8.586363636,97.53969091,2.259490909,0.723363636,0,10.94,374.4555364,138.9565939,149.4568727,86.04197879
45530,45.70127273,23.22745455,134.4593455,51.89854545,75.44,10.71909091,126.4357818,3.101309091,0.900818182,0,12.98,484.8636182,161.3153697,177.7952273,145.7530212
45531,46.00072727,23.34154545,145.7332909,53.78009091,84.99,9.722727273,124.8274182,3.015527273,0.908545455,0,13.16,505.4798727,156.5858394,183.4550455,165.4390788
45532,48.57078182,23.487,147.0575364,55.74072727,92.7,11.37454545,120.5663182,3.039118182,0.917818182,0,13.35,516.8038455,159.8644636,179.4444364,177.4948545
45533,49.47137273,26.92236364,148.7935909,61.09154545,97.5,11.43272727,128.2333636,2.8789,0.902909091,0,16.21,543.4367727,163.9008182,178.7094818,200.8264727
45534,47.24040909,23.61772727,140.9239455,53.88063636,86.92,11.8,116.0110909,2.384454545,0.854181818,0,17.32,500.9524455,147.9351424,164.3013273,188.7158848
45535,35.27292727,19.70736364,109.6153455,36.50590909,69.24,7.859090909,92.80523636,1.688909091,0.826181818,0,11.37,384.8909636,137.6603212,142.4087909,104.8218515
45536,36.4274,20.23018182,108.2466,37.95254545,74.55,8.73,97.93991818,1.485072727,0.709,0,13.23,399.5007182,140.695503,141.5591545,117.2460606
45537,50.75226364,27.15945455,158.6874,54.785,105.87,11.33,123.7973273,1.349354545,0.883454545,0,15.44,550.0542545,162.919603,175.8314727,211.3031788
45538,53.30921818,30.05272727,161.8601636,62.49690909,110.94,11.94727273,134.4313091,1.622490909,0.940545455,0,16.34,583.9406364,165.4460909,180.6221091,237.8724364
45539,54.81873636,29.32154545,163.9890909,62.234,110.9,13.04090909,133.9957545,1.531054545,0.947454545,0,14.9,585.6785455,162.6640758,188.8605273,234.1540333
45540,51.36384545,24.22827273,160.3578091,42.73818182,81.75,12.02090909,117.7189091,2.913445455,0.920454545,0,12.15,506.1618273,166.5784424,188.4219545,151.1614303
45541,50.43506364,26.06172727,150.5675909,48.26136364,89.1,11.00818182,114.6889636,2.082163636,1.187909091,0,13.41,506.8029636,160.7186545,176.3313273,169.7530727
45542,37.27003636,21.84818182,113.1776182,43.09463636,91.15,8.342727273,95.32563636,0.859872727,0.953272727,0,14.69,426.7119818,143.5504576,149.0710273,134.090497
45543,36.07256364,21.15572727,102.717,43.61481818,76.21,7.785454545,98.53242727,1.739454545,0.715727273,0,10.44,398.9831727,147.1268,145.8574273,105.9989455
45544,46.542,25.45809091,130.1364273,47.44154545,87.69,11.68363636,124.7758909,2.633636364,1.064181818,0,11.24,488.6654091,165.454497,191.5455364,131.6653758
45545,49.23322727,25.80136364,123.8351091,42.89763636,92.09,13.50727273,125.0305727,2.702236364,1.062090909,0,10.27,486.4295091,175.6955848,207.3367545,103.3971697
45546,51.99943636,27.13372727,141.2239182,53.60209091,105.15,10.46727273,144.2258,4.043963636,1.176363636,0,12.5,551.5225727,183.9775394,238.5913182,128.9537152
45547,56.39237273,29.85836364,131.741,67.09154545,125.19,12.18,169.1797182,4.470863636,1.184090909,0,15.09,612.3779545,185.5018697,272.1647909,154.7112939
45548,56.14613636,29.631,113.8322091,58.61736364,117.66,12.95363636,158.6952727,4.987645455,1.207727273,0,13.31,567.0409909,180.4438333,275.6768273,110.9202394
45549,48.36087273,26.38563636,93.07748182,49.30454545,89.9,14.45909091,143.9493909,4.107309091,1.211090909,0,9.77,480.5254182,164.3803121,238.8718273,77.27327879
45550,47.41776364,24.683,90.63042727,51.19554545,96.46,14.60636364,142.4661091,4.134681818,1.124545455,0,15.21,487.9284364,165.2616303,233.0435636,89.62324242
45551,54.83065455,25.92109091,146.5853455,57.71245455,111.42,16.65454545,163.3843909,4.444636364,1.117090909,0,14.95,597.0202091,188.0221909,253.1800909,155.8179273
45552,54.7583,25.48990909,155.9787273,53.18927273,103.35,14.18454545,145.5202545,3.639509091,1.229363636,0,14.79,572.1298818,184.8578424,236.0792182,151.1929121
45553,56.26804545,25.84690909,153.1231636,52.76318182,98.9,12.42454545,136.2395545,4.560209091,1.061454545,0,15.04,556.2270636,182.9925727,223.9725182,149.2619727
45554,53.94232727,25.12927273,145.1649,50.315,101.71,12.43545455,134.7550182,3.3004,1.034090909,0,14.68,542.4664636,185.8355848,215.9073818,140.7235879
45555,51.53023636,23.77836364,138.9193545,48.047,95.37,11.69090909,125.8725545,3.100045455,1.062363636,0,16.08,515.4508273,178.2891909,210.9469273,126.2148
45556,43.66750909,20.86327273,107.0792909,47.37263636,91.16,9.050909091,114.9609545,3.775981818,1.084727273,0,13.22,452.2352818,160.8038485,185.7494364,105.681997
45557,43.64467273,20.71872727,104.8110091,49.80054545,110.07,9.343636364,118.4561091,2.133154545,0.868818182,0,13.83,473.6766727,161.2668848,187.4108636,124.9989242
45558,54.37534545,25.50890909,152.2444182,58.492,126.37,11.89636364,145.6550091,2.958009091,1.089454545,0,16.36,594.9495091,183.7960576,224.4578545,186.6955061
45559,57.53426364,25.89872727,140.7312727,53.53054545,118.45,11.36272727,143.3220273,3.499781818,1.274727273,0,16.84,572.4440727,186.9285364,241.8074818,143.7080545
45560,56.1168,25.87454545,142.5234909,54.36927273,140.47,12.22818182,144.3635091,3.4754,1.239454545,0,14.66,595.3206545,188.4550758,253.2125818,153.6529061
45561,58.73622727,25.55318182,133.3415636,46.23272727,115.69,13,139.3900273,3.664690909,1.297,0,12.73,549.6354182,188.5219879,252.4148091,108.6987121
45562,60.76434545,27.38772727,124.8461,48.48490909,122.2,12.73181818,139.9558727,4.021518182,1.352090909,0,13.95,555.6943818,186.4287697,281.6268545,87.63875758
45563,57.27946364,27.31809091,88.30135455,53.71781818,139.27,11.86272727,144.4469273,4.319490909,1.372909091,0,15.36,543.2487818,174.0784273,282.6702091,86.50014545
45564,59.4169,28.93890909,83.2766,52.23536364,126.86,11.87363636,158.0800091,3.9875,1.29,0,11.29,537.2489182,175.5825818,300.6821909,60.98423636
45565,64.07467273,31.28918182,124.3340364,55.94072727,135.56,16.77636364,179.4286727,3.373654545,1.547545455,0,17.09,629.4148545,194.4412667,324.4667091,110.5068788
45566,65.83056364,34.98709091,143.8345,68.558,135.91,15.21363636,178.0599364,4.652709091,1.455272727,0,17.21,665.7117091,200.9807606,333.8048455,130.9261939
45567,71.04035455,35.59245455,140.7876273,69.95509091,141.11,16.64454545,182.4704091,4.87,1.494181818,0,15.73,679.6946636,196.4262515,335.2297636,148.0386485
45568,75.54899091,34.11927273,140.2190636,63.30609091,148.87,17.6,172.4331182,4.971572727,1.620181818,0,13.26,671.9482909,192.4431667,342.7559727,136.7490606
45569,80.6045,35.02681818,132.6680636,69.02163636,139.88,17.91545455,188.0083727,6.032390909,1.680090909,0,11.72,682.5573273,194.6941909,356.7421273,131.1210091
45570,65.37790909,31.26490909,107.8282091,57.36518182,105.21,15.83454545,179.3626909,5.1226,1.436,0,9.34,578.1420455,178.5464909,319.8303545,79.76529091
45571,61.68019091,29.09118182,105.4391091,50.63681818,116.02,14.74181818,177.7465182,4.417381818,1.327727273,0,11.62,572.7207455,176.9265424,314.5560909,81.23811212
45572,67.19719091,28.43772727,147.6133818,54.30127273,129.49,17.54727273,179.6382182,3.771281818,1.352545455,0,16.14,645.4888909,195.8849697,308.4134,141.1904303
45573,66.66879091,27.28990909,140.1207727,50.68327273,125.7,13.86909091,164.7706091,4.601218182,1.456,0,14.65,609.8096636,192.0127636,295.3546636,122.4421455
45574,69.34973636,30.29945455,130.1909182,54.639,129.37,14.05181818,162.2935091,4.711218182,1.476727273,0,14.17,610.5523818,194.0061273,310.7290455,105.8172091
45575,75.30038182,33.30836364,126.4060091,58.35063636,158.53,15.31636364,174.3318636,4.538772727,1.537272727,0,18.71,666.3296636,198.0849364,354.7840364,113.4606909
45576,80.82748182,36.31490909,125.8249182,70.433,176.75,15.66636364,195.1186455,4.854518182,1.715454545,0,19.29,726.7952909,199.4881909,397.2571727,130.0498364
45577,68.25068182,33.71690909,116.9689182,63.13672727,140.11,14.77090909,174.8803636,4.862081818,1.578454545,0,15.69,633.9650455,177.4485212,385.2875273,71.22899697
45578,64.65825455,33.94045455,114.6386545,64.69845455,189.31,15.34181818,184.1111636,3.835209091,1.402636364,0,16.72,688.6566455,181.6117576,401.6838182,105.3611606
45579,75.01576364,46.399,145.9409545,89.19427273,205.65,21.48181818,230.6385727,3.718490909,1.681181818,0,18.55,838.2700545,207.7251182,432.9200727,197.6248636
45580,69.24301818,37.58127273,145.6087364,71.50045455,157.67,18.95454545,214.8887455,4.341345455,1.695272727,0,14.81,736.2933909,203.365097,391.6628636,141.2654303
45581,62.3185,30.33790909,156.7033364,51.66018182,138.07,16.88,198.5811545,4.001763636,1.523818182,0,16.91,676.9866636,197.6405848,337.7927273,141.5534424
45582,64.82834545,28.96918182,152.7855636,63.22872727,135.89,16.36454545,185.4011364,4.783836364,1.357090909,0,14.25,667.8584273,193.7135606,313.1345636,161.010303
45583,67.96297273,29.49027273,140.6217091,63.62490909,141.31,16.79454545,180.2669364,5.195954545,1.370272727,0,13.68,660.3175727,190.5264333,321.1132455,148.677803
45584,60.6702,25.98863636,109.1664,47.74709091,125.37,14.08454545,154.8492909,4.388872727,1.411909091,0,12.44,556.1169455,170.6000758,285.9393545,99.57760606
45585,56.80774545,26.01327273,106.0792091,40.25372727,120.82,14.64727273,151.5714182,3.5101,1.257727273,0,11.98,532.9404727,168.9561848,284.7201364,79.26424242
45586,67.1389,32.86636364,145.3517,62.65827273,148.01,18.70090909,178.6162636,4.534736364,1.331727273,0,14,673.2088727,191.4603667,331.7631364,149.9852788
45587,75.10822727,34.34881818,155.4603545,65.074,157.52,18.78454545,187.6548818,4.659709091,1.497727273,0,17.61,717.7182636,197.4708758,345.2977455,174.9495515
45588,80.81180909,33.91781818,161.0316727,74.62790909,158.61,20.65818182,210.3527909,4.014663636,1.722818182,0,13.98,759.7276636,205.0670303,365.2970182,189.3636152
45589,76.65346364,34.42209091,159.3468818,66.01127273,140.95,18.35818182,204.6527909,3.932572727,1.778909091,0,14.21,720.3161636,202.7959,363.1179182,154.4023455
45590,69.05482727,30.86854545,148.9240364,68.57790909,160.22,18.25818182,200.6064364,5.9036,1.492545455,0,15.8,719.7060818,194.3165727,345.9569727,179.4325364
45591,63.04227273,26.06063636,114.2508364,53.73054545,135.54,14.65545455,175.2334636,3.895390909,1.483181818,0,14.1,601.9917818,179.9721606,319.9267818,102.0928394
45592,60.15844545,26.69963636,108.8880091,53.76872727,134.52,13.45090909,174.0418091,4.075181818,1.280727273,0,13.12,590.0034455,176.3798545,323.1483909,90.47510909
45593,74.25098182,32.80027273,144.0529818,66.12572727,154.34,17.57818182,198.8104364,5.082345455,1.433909091,0,17.38,711.8548364,195.3359182,356.6509545,159.8679636
45594,79.87535455,38.05281818,155.2291727,79.23,168.39,23.10181818,211.8247182,5.372563636,1.390909091,0,21.38,783.8473545,197.4233424,366.1527364,220.2711848
45595,79.97588182,38.14618182,152.6279364,77.40036364,174.65,21.54363636,210.2255727,5.630636364,1.519272727,0,21.07,782.7894818,193.5606788,379.9570818,209.2717212
45596,86.84414545,34.78427273,142.3299,57.94145455,157.31,17.71909091,205.1809636,5.9627,1.577454545,0,19.58,729.2299818,186.7548273,382.7306727,159.7444818
45597,82.86310909,34.25318182,113.0487455,62.48490909,176.21,14.14181818,192.0402455,5.198236364,1.520272727,0,21.65,703.4105182,175.2243485,386.6560909,141.5300788
45598,85.13048182,36.25972727,107.4233636,74.51054545,162.31,18.17727273,211.3331818,5.814918182,1.513,0,18.78,721.2524909,187.3036758,388.1544545,145.7944515
45599,88.69091818,40.23681818,112.6067091,79.595,176.86,19.07363636,228.9232545,5.018081818,1.577545455,0,18.83,771.4119636,191.2589576,424.3876,155.7654061
45600,117.2265,53.65509091,173.7152909,101.0955455,213.16,29.17363636,280.1794727,6.518145455,2.097363636,0,20.74,997.5610455,221.3664909,508.9555636,267.2390818
45601,119.9140273,57.13627273,191.4075455,108.9076364,219.23,30.05727273,293.7232909,6.872154545,2.242818182,0,19.55,1049.041018,226.0738,528.5786727,294.3885455
45602,118.8728455,57.09936364,205.2089727,110.766,207.2,31.59363636,303.009,6.117618182,2.070272727,0,16.68,1058.617709,224.3448121,528.5443636,305.7286242
45603,121.6027182,58.53190909,204.7288455,118.8736364,195.98,31.11181818,304.4538,6.668390909,2.211272727,0,14.78,1058.942391,223.8982242,544.9135364,290.1305394
45604,123.4936727,60.82118182,196.8944727,119.7167273,215.36,28.68272727,293.4201909,6.985154545,2.291454545,0,17.18,1064.845582,213.6274242,577.3482545,273.869903
45605,106.3631455,52.18663636,161.1677909,103.7903636,207.78,25.48909091,270.5923818,5.805190909,2.071636364,0,15.97,951.2162364,199.4506909,528.4565364,223.3089182
45606,100.9194727,47.19127273,151.9372636,93.25990909,185.01,26.20363636,271.0873909,6.208045455,1.839,0,18.59,902.2459909,196.0663939,511.9473091,194.2322879
45607,106.5711273,45.81127273,212.3054727,83.89136364,198.14,31.92272727,302.6506182,7.781181818,2.130181818,0,22.21,1013.413945,223.5524182,565.6338909,224.2276364
45608,133.2464545,55.88827273,232.4449182,105.8213636,230.8,34.90090909,319.7701364,7.953336364,2.141363636,0,11.64,1134.606755,228.8416606,619.7613636,286.0037303
45609,146.2291818,56.38890909,244.5079455,101.4094545,227.05,35.68545455,321.0195545,9.044254545,2.224454545,0,24.62,1168.179209,224.1786333,644.1830182,299.8176485
45610,143.7911818,55.74972727,240.9217818,98.40509091,214.62,34.90818182,307.4536091,9.291327273,2.206909091,0,23.09,1130.437809,223.9976515,622.4305273,284.0096303
45611,141.6596636,52.27863636,229.8593182,89.10654545,210.52,33.72818182,297.3174909,9.751572727,2.235727273,0,19.47,1085.927136,219.0139727,629.5993,237.3139545
45612,122.6297727,42.48236364,201.6630455,71.48009091,169.87,29.27454545,267.2632182,7.525609091,2.208909091,0,16.42,930.8175545,200.2260576,597.4035455,133.1879515
45613,117.3154818,41.93327273,183.4682182,73.41663636,186.76,26.19727273,269.5161909,7.838372727,2.166909091,0,16.83,925.4423545,204.8894242,611.9998909,108.5531303
45614,137.6793545,51.32681818,244.3781,98.47018182,254.96,31.54454545,312.7678455,7.904045455,2.382818182,0,22.85,1164.263709,237.2197848,695.5047,231.5392242
45615,129.4588818,54.82045455,232.3018636,109.7995455,269.55,29.21363636,319.4265182,6.935663636,2.374909091,0,24.46,1178.341473,234.3191273,727.8001182,216.2223182
45616,157.2221636,59.69336364,222.1458455,115.5549091,286.25,31.60727273,338.3121727,8.183418182,2.594727273,0,25.97,1247.533873,248.7654061,803.0443818,195.7240848
45617,179.5291364,69.80845455,254.2588545,124.9868182,308.56,32.61363636,372.7260909,10.31517273,2.963727273,0,24.16,1379.921891,252.0643152,872.3920273,255.4654576
45618,178.8666,61.87172727,236.9895636,111.8632727,287.73,33.45272727,362.4961182,10.26749091,3.016727273,0,23.42,1309.974227,247.5474636,863.6975545,198.7292091
45619,139.4741455,52.05963636,212.9722364,88.88136364,207.24,27.97363636,320.2839545,9.484718182,2.527,0,12.31,1073.206691,212.9720061,744.8082364,115.4265394
45620,99.80571818,37.68818182,205.4357545,58.81227273,149.85,27.28818182,250.8775273,8.398081818,1.892454545,0,11.98,852.0281727,193.3744364,560.8244182,97.82931818
45621,116.0580182,43.54618182,270.6171636,72.91763636,192.11,31.29545455,259.3272636,8.266736364,1.889363636,0,20.41,1016.437818,219.9885667,630.1403091,166.3090333
45622,132.8573818,51.80963636,263.6283,93.03290909,259.76,31.23636364,280.6366636,7.271245455,2.225727273,0,26.24,1148.698227,228.8944818,668.1544182,251.6493273
45623,121.8625818,49.144,254.3888182,88.46,279.02,32.80454545,277.6000364,7.964509091,2.278,0,26.04,1139.562491,225.3346455,687.5011909,226.7266545
45624,142.5220909,57.15245455,246.2216545,98.89972727,295.67,34.41727273,303.7213636,8.716581818,2.516909091,0,17.9,1207.738055,238.5132394,723.9891455,245.2357606
45625,149.8514545,58.62754545,227.9242818,108.4297273,235.19,33.13272727,333.3581364,10.0347,2.748272727,0,14.89,1174.186845,230.1953879,730.0790455,213.9123212
45626,141.3506182,51.989,193.6377727,90.66918182,174.86,26.93545455,318.6141273,9.758481818,2.680090909,0,11.95,1022.444727,218.9416364,678.8754909,124.6275091
45627,126.2245727,48.68527273,188.8463455,77.32036364,157.8,28.58272727,329.0171091,8.682790909,2.624272727,0,13.78,981.5634545,221.7313182,656.0486,103.7834455
45628,139.1025182,52.00954545,273.3410636,87.279,219.92,35.59,337.9327364,10.0795,2.476,0,23.9,1181.630364,238.3952697,719.5387727,223.6963212
45629,159.3039545,62.92709091,290.8140545,112.6178182,281.08,38.16181818,351.6917636,7.581372727,2.681181818,0,25.23,1332.089055,242.2990818,781.5269091,308.2630636
45630,168.6918909,64.15954545,291.6691273,118.3911818,266.56,36.38090909,366.4130455,9.076690909,2.820454545,0,19.32,1343.482845,241.5031788,802.2457636,299.7339939
45631,152.1560364,52.43254545,270.9504455,93.82072727,191.51,36.83545455,342.8927727,9.436181818,2.759,0,15.88,1168.673164,241.4037121,755.6101273,171.6593242
45632,146.2275545,50.27718182,281.9904909,92.14309091,222.45,33.87818182,311.3223909,7.937354545,2.565090909,0,18.12,1166.911336,235.9113667,746.7770636,184.2229061
45633,141.0124727,44.39409091,229.7375455,76.385,212.21,27.08545455,283.0111455,8.333936364,2.396181818,0,14.89,1039.455827,212.2579818,715.7834455,111.4144
45634,133.5943818,46.65845455,206.5801909,83.24554545,212.78,27.15909091,299.0304909,8.847072727,2.328727273,0,16.9,1037.123955,214.5703667,725.4083727,97.14521515
45635,160.1521545,56.22618182,284.6036455,101.7219091,254.08,35.00818182,340.1789091,10.032,2.690181818,0,25.47,1270.163164,249.4823848,821.8825182,198.7981697
45636,181.1909,67.78618182,297.2926727,127.8816364,301.89,36.11363636,371.4049091,9.4936,2.721545455,0,27.66,1423.435082,255.9781394,849.6077909,317.8491515
45637,190.6771818,72.98609091,306.5000636,135.7858182,322.66,37.18090909,393.0375455,9.284463636,2.907090909,0,29.56,1500.579164,253.9072394,870.3704545,376.3014697
45638,196.9806273,75.22936364,315.4444727,133.5435455,316.31,38.57090909,403.1947182,10.27221818,3.124909091,0,29.18,1521.850764,258.1929909,882.8426,380.8152636
45639,195.7536727,73.95709091,307.8901182,134.2385455,296.47,36.19272727,397.4149182,10.36082727,3.017181818,0,26.49,1481.785082,247.3484788,896.2687182,338.1678848
45640,161.4037091,60.01590909,224.5222545,97.19336364,220.84,29.74181818,345.2103182,9.352845455,2.880363636,0,18.27,1169.430582,228.7693455,785.0320091,155.6291364
45641,140.1393545,49.146,220.5125182,78.01118182,176.9,26.12454545,309.7228,8.793436364,2.354636364,0,13.04,1024.744473,217.9767909,708.9214636,97.84612727
45642,148.7977182,53.17381818,286.6505455,78.69745455,189.97,26.75636364,297.9618091,8.949645455,2.427,0,18.36,1111.744355,231.7050788,725.3974727,154.641803
45643,157.2894455,53.23954545,286.4212636,89.75563636,212.57,30.57363636,295.0845818,9.333709091,2.462272727,0,15.33,1152.060091,226.0886242,719.6997364,206.2716394
45644,128.7276818,44.32509091,281.9890909,72.31954545,176.03,30.38727273,264.9596545,8.541254545,2.218,0,20.59,1030.087591,213.0063667,659.1218455,157.9593788
45645,139.2439182,48.73845455,255.5125909,85.24563636,210.95,28.45090909,265.7706636,8.078209091,2.274181818,0,20.29,1064.554564,216.6505152,714.6055364,133.2985121
45646,146.9501727,51.33209091,227.7585091,88.71318182,218.56,26.40909091,290.6948273,9.286154545,2.419909091,0,17.96,1080.083936,214.3328455,746.0948455,119.6562455
45647,123.4,44.37163636,212.0850091,75.40845455,191.31,23.82090909,260.1089909,9.032,1.983181818,0,13.61,955.1301818,191.1727758,682.5390364,81.4183697
45648,131.3709727,48.16272727,202.3239,85.22727273,211.2,23.28636364,274.2217545,8.181927273,2.133545455,0,14.83,1000.938464,195.2409848,733.8340727,71.86340606
45649,142.4659636,50.47181818,215.8482455,93.592,228.53,27.04909091,299.9554545,9.0498,2.185272727,0,17.85,1086.997645,200.985203,766.1818364,119.8306061
45650,125.1965818,45.88663636,208.0436273,98.00354545,172.58,25,296.6954091,9.952836364,2.114363636,0,14.22,997.693,182.0541333,695.5232364,120.1156303
45651,115.4964273,40.51109091,182.9037545,78.13927273,159.07,24.92545455,283.5032545,10.47892727,1.947363636,0,12.99,909.9655455,177.7678545,640.5055182,91.69217273
45652,139.8237818,47.76463636,193.4131455,95.09990909,198.81,27.20090909,290.9793,10.05442727,2.019909091,0,18.6,1023.766018,186.0662697,683.3566,154.3431485
45653,165.5724273,58.663,218.2046273,118.7946364,241.75,30.65090909,326.7982909,10.56896364,2.258636364,0,20.29,1193.551491,195.1347697,769.2716727,229.1449576
45654,166.3157364,57.627,205.8102909,119.9646364,229.45,27.01727273,339.2651636,10.38940909,2.323909091,0,17.13,1175.293418,190.2656424,781.3109818,203.7167939
45655,153.2149364,52.10745455,204.1866273,98.90081818,191.36,27.79818182,344.2729,10.18012727,2.552363636,0,13.6,1098.173409,193.6669182,767.4429364,137.0635545
45656,167.7202273,50.99218182,230.6786727,89.06845455,184.98,29.98454545,348.9069545,11.64594545,2.627181818,0,14,1130.604164,199.9211788,779.0375818,151.645403
45657,158.6286364,51.38154545,222.0533727,95.04927273,178.24,29.20636364,333.8786364,10.14847273,2.685181818,0,13.54,1094.811482,185.4489758,773.8210818,135.5414242
45658,137.8306364,46.41827273,199.9946727,84.52854545,180.94,28.14,291.5584091,10.2121,2.323181818,0,17.67,999.6158182,181.5646848,720.2181909,97.83294242
45659,158.6058091,55.27136364,223.9834091,108.0024545,264.95,29.63818182,344.0154545,9.098018182,2.436545455,0,24.54,1220.541236,216.0558788,834.8712818,169.6141667
45660,170.4804545,60.84845455,216.8810364,114.9643636,298.18,33.09090909,357.4565818,11.19795455,2.807,0,27.35,1293.256755,221.5830848,889.7232455,181.9504242
45661,172.5222364,61.31045455,224.4680091,112.7609091,294.17,30.60363636,357.6507091,10.64552727,2.709090909,0,22.68,1289.520573,219.3188,876.7669455,193.4349182
45662,122.3867909,50.03772727,209.2412455,89.38818182,241.37,29.60272727,323.0183455,9.554045455,2.342818182,0,19.36,1096.301882,201.1528788,778.7854364,116.3636576
45663,138.1699545,52.11063636,207.1418,85.45772727,258.95,29.15363636,293.9307909,9.541472727,2.347818182,0,21.23,1098.033836,212.4695515,777.9468818,107.6174939
45664,150.8162182,59.01790909,248.1497727,100.8419091,288.39,33.41363636,333.3863636,8.766290909,2.740181818,0,26.11,1251.632282,244.0581667,857.1116455,150.4624697
45665,145.0836636,64.66818182,252.3773909,114.0735455,357.95,31.78545455,358.9503545,8.119190909,2.825090909,0,30.79,1366.622873,246.7632364,897.2269727,222.6326636
45666,155.1610455,65.73609091,247.3928182,120.7113636,341.96,29.98090909,367.3439545,8.282227273,2.838,0,40,1379.406409,246.9958364,907.6816273,224.7289455
45667,174.5403727,67.97290909,232.5156364,126.2595455,369.89,29.94909091,380.7410818,9.801,3.074090909,0,27,1421.743727,253.5573212,924.8527364,243.3335788
45668,165.8319455,63.14109091,218.3865364,115.6133636,342.87,28.96818182,378.4827727,10.85545455,2.957454545,0,24.28,1351.3868,231.9913576,913.1341455,206.261297
45669,176.6870818,61.25127273,219.4656182,113.6323636,306.08,33.35,386.4731091,11.19624545,2.810272727,0,15.32,1326.265964,235.6959061,907.8162636,182.7537939
45670,212.8379455,76.34218182,298.7799909,126.019,290.94,37.67818182,441.8017091,12.21418182,3.131181818,0,18.74,1518.484373,264.6754636,989.2725182,264.5363909
45671,220.8730455,78.28736364,312.6861727,119.6244545,276.85,39.63545455,435.0685455,11.9022,3.220909091,0,21.32,1519.468145,261.0458515,967.5231273,290.8991667
45672,204.1222091,71.52809091,336.1855545,131.1752727,271.74,39.67363636,416.4834182,11.26240909,2.933636364,0,19.31,1504.414227,248.5676606,904.9638182,350.8826576
45673,200.6804091,73.44481818,317.0922727,138.5761818,282.39,37.32636364,404.554,11.3982,2.935181818,0,17.61,1486.007427,250.4501667,902.1670545,333.390297
45674,207.8884545,77.54990909,300.2819364,149.6208182,287.56,38.44818182,409.5857727,10.86367273,3.123727273,0,17.51,1502.432473,253.4750788,924.9812909,323.976103
45675,196.6287364,74.21909091,240.3202091,147.7947273,295.1,35.79636364,385.8263727,9.834336364,3.016181818,0,15.92,1404.456018,227.5926606,896.9386818,279.9247667
45676,193.4652909,73.68890909,229.9059818,148.4951818,318.19,35.11545455,382.7095909,9.646918182,2.978272727,0,20.03,1414.2256,233.0330394,901.5438636,279.648697
45677,215.9112273,82.64918182,311.4239,157.4637273,334.23,41.37363636,433.0477455,10.48722727,3.207909091,0,24.77,1614.564555,267.2723212,977.0352273,370.2568242
45678,203.7314,78.85718182,296.4562909,157.2076364,320.75,40.66272727,433.9062455,11.32055455,3.281636364,0,25.17,1571.343673,260.236703,947.7406909,363.3662788
45679,172.4924182,69.77954545,294.8981909,134.4281818,321.13,39.45,403.9741818,10.70722727,3.071909091,0,25.63,1475.561655,243.8652212,909.0489182,322.6475152
45680,154.8728091,57.78436364,269.8405455,97.24781818,268.17,37.76818182,372.8049636,9.838072727,2.880181818,0,17.99,1289.196936,244.3198333,847.3050727,197.5719394
45681,137.2905364,52.57563636,255.8258182,88.4,228.77,33.62090909,329.7060818,9.212881818,2.600090909,0,18.75,1156.751955,225.5962515,780.3699364,150.7857667
45682,120.9756091,48.35,213.8247455,89.74063636,226.37,28.55454545,286.9537364,7.408463636,2.285,0,19,1043.462736,206.3040636,716.5480091,120.6107545
45683,131.1710818,50.52654545,193.9497364,88.063,229.16,26.77272727,291.2702,7.221163636,2.360090909,0,16.24,1036.734545,207.1537788,734.7848,94.79596667
45684,133.0029182,46.26145455,246.3965091,78.47045455,229.61,29.93363636,290.3423545,7.398927273,2.423818182,0,22.66,1086.500073,225.4731242,727.8214273,133.2055212
45685,138.4745273,48.82472727,230.2662455,86.10854545,230.88,28.06818182,298.2081636,6.632545455,2.534,0,21.33,1091.326936,225.9235667,721.0547727,144.3485061
45686,142.3161727,49.46790909,245.1355273,93.36754545,246.31,27.50636364,303.7962818,8.284827273,2.529,0,21.39,1140.103627,230.8681515,738.5022091,170.7331758
45687,152.0730091,57.50609091,252.5141909,113.7901818,277.87,31.76727273,326.5421636,8.8393,2.577090909,0,22.45,1245.9293,228.6614879,785.8787727,231.3891303
45688,168.9751818,62.95527273,264.6749636,123.0035455,289.89,31.96181818,343.7079455,7.887818182,2.884636364,0,21.91,1317.851182,234.7170576,822.7136364,260.4204879
45689,158.6645364,58.50154545,217.3602182,115.7837273,244.36,28.51727273,340.8527455,9.324727273,2.736909091,0,14.89,1190.991682,219.5723667,793.6894273,177.7298879
45690,168.1224,61.10672727,203.8393909,125.0350909,244.87,29.26545455,360.7857182,9.246772727,2.719272727,0,17.82,1222.810827,227.2310636,807.6502,187.9294727
45691,194.0564636,70.70245455,264.0729909,136.1906364,256.86,35.20545455,409.4327273,9.711127273,3.034636364,0,14.7,1393.966491,250.6722182,863.4234455,279.8708273
