,Demand,,,,,,,,,,Demand (Net),,,,
,,,,,,,,,,,,,,,
,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Island of Ireland,Island of Ireland,Total,Industrial,LDZ,Gas-to-Power
,,,,,,,,,,,,,,,
43554,102.2854364,36.94609091,168.7367818,80.36445455,184.93,15.67454545,208.4573636,6.294372727,2.026,0,12.66,818.3750455,214.7539182,454.3006273,145.7268636
43555,97.75146364,39.87736364,156.1234455,86.90936364,195.9,14.5,228.2231818,8.402327273,1.885454545,0,12.72,842.2926,231.2468909,482.1770364,124.9185818
43556,106.4124818,45.815,202.7200727,104.6594545,230.63,21.46454545,257.7030909,7.671954545,2.074818182,0,15.03,994.1814182,252.3486303,530.0943909,205.5685788
43557,117.0381636,48.41518182,206.1224091,104.6849091,261.74,21.00636364,244.4268182,7.449209091,2.225090909,0,15.3,1028.408145,250.0332606,555.5102636,217.3704394
43558,158.1580182,57.80445455,216.8622455,119.0878182,276.06,20.54272727,261.4049091,9.750436364,2.639,0,13.67,1135.979609,254.7990515,629.3150364,245.9783394
43559,162.3579455,58.56836364,223.2160273,92.96981818,273.3,20.41545455,280.1695455,12.95424545,2.798727273,0,17.87,1144.620127,242.9276364,661.3421727,234.1203182
43560,147.9118909,52.40318182,219.8614818,112.0360909,241.08,21.76090909,273.6568182,12.36682727,2.670181818,0,16.66,1100.407382,247.6001636,620.4093364,226.6485182
43561,118.0390636,41.24481818,177.3828,86.93136364,228.07,18.78454545,213.4591818,9.986890909,2.278545455,0,14.54,910.7172091,215.4775909,525.1880455,166.8253909
43562,109.8332727,35.46118182,177.1370818,68.43336364,217.12,17.79363636,202.5410909,9.626090909,1.970454545,0,13.66,853.5761727,216.7005576,490.8652909,142.7860515
43563,131.7814727,45.61718182,216.4517091,83.75145455,227.3,21.23727273,222.8949091,10.02144545,2.339090909,0,12.79,974.1845364,244.6672152,513.4713,212.1123848
43564,125.7788727,46.30454545,212.1493545,90.22036364,232.86,22.54,238.6931818,8.8775,2.377636364,0,14.33,994.1314545,247.5801727,535.3313273,207.0536818
43565,129.7511727,46.408,206.7038273,104.6617273,247.82,22.83181818,264.5707273,9.902027273,2.344,0,16.38,1051.3733,254.6914061,576.9406455,215.486703
43566,135.7675545,52.29609091,219.4838,105.4677273,252.92,25.18272727,296.3501818,10.61975455,2.415636364,0,16.88,1117.383473,263.9695303,618.3094182,230.8018879
43567,147.0784455,59.58727273,215.9296545,122.4971818,251.5,25.41272727,320.8226364,10.04860909,2.718545455,0,13.44,1169.035073,267.0727909,661.8735636,235.7337182
43568,130.3941182,53.61954545,182.7153,112.5640909,223.49,23.73363636,309.5184545,10.45010909,2.727363636,0,9.61,1058.822618,238.932103,655.6012182,160.2534788
43569,136.8598273,53.03963636,181.7160727,102.7375455,228.17,23.49545455,306.845,11.00262727,2.637090909,0,8.93,1055.433255,244.0899576,669.7034455,137.7060333
43570,137.2264364,50.66681818,204.6512182,96.16118182,212.22,26.37181818,294.6617273,11.34449091,2.559363636,0,12.94,1048.803055,261.9223,610.4336818,172.6968909
43571,132.85,47.66072727,202.2905,91.96054545,225.87,25.59272727,267.1173636,9.506609091,2.452,0,16.84,1022.140473,251.5515,545.6122818,220.8061455
43572,115.2632182,45.28672727,190.7210727,88.64990909,191.94,23.66545455,239.1154545,7.029154545,2.203909091,0,13.67,917.5449,241.4019697,462.0879364,210.2445394
43573,93.13150909,36.48327273,175.6342727,74.85354545,167.53,22.51818182,200.2074545,6.272336364,1.938272727,0,15.42,793.9888455,227.4889485,394.5769273,167.7247879
43574,75.45176364,32.04318182,155.9645636,69.19072727,151.04,20.68818182,161.3419091,5.418709091,1.684727273,0,13.22,686.0437636,205.2650727,329.4250545,148.0683636
43575,62.54446364,28.727,118.5998,61.25236364,138.06,16.27181818,150.9366364,4.851827273,1.639454545,0,13.3,596.1833636,184.9654424,273.4279,134.5200212
43576,59.99397273,26.83063636,101.4120636,58.17227273,115.79,12.71545455,141.4116364,5.417245455,1.268545455,0,9.43,532.4418273,174.1182061,247.4950909,108.0038939
43577,60.99314545,26.87227273,112.0367091,59.02090909,115.54,12.87363636,141.3374545,4.690490909,1.309272727,0,6.64,541.3138909,182.9724758,249.2162,106.3044879
43578,70.99196364,31.02281818,165.9130273,70.96827273,134.49,18.59363636,164.8213636,4.883154545,1.661363636,0,9.58,672.9256,216.2617485,297.8748273,155.5969333
43579,79.82289091,31.64981818,157.4367636,69.44027273,156.74,16.76,161.3197273,3.744881818,1.764727273,0,9.95,688.6290818,217.5779788,307.0634273,161.1620394
43580,91.96087273,37.05418182,125.7453727,75.65554545,172.59,14.67272727,165.8638182,5.882345455,2.078363636,0,12.41,703.9132273,215.7868394,330.1745455,155.484297
43581,96.31135455,38.09272727,139.9169455,76.44109091,163.59,15.68272727,181.0717273,9.044463636,2.090636364,0,11.66,733.9016727,219.3854364,359.1704545,152.9902364
43582,91.00830909,38.30818182,115.6972545,70.08045455,181.28,14.05090909,179.6436364,8.389690909,2.143181818,0,9.83,710.4316182,209.6297303,399.4045818,98.91676061
43583,100.5633727,42.52709091,122.8711364,80.38909091,194.91,16.52090909,208.3562727,9.362454545,2.122272727,0,14.7,792.3226,217.3029485,434.4927,137.1362242
43584,116.7572818,44.09927273,174.0236,93.39136364,199.78,22.28818182,239.9994545,10.40136364,2.256181818,0,13.23,916.2267,242.0503,461.2526182,208.0603273
43585,104.6966909,44.08590909,162.5548182,100.0432727,193.63,22.02363636,222.7171818,8.972854545,2.020454545,0,13.64,874.3848182,230.8919091,428.0308727,210.3028545
43586,77.46948182,38.20436364,119.9633182,90.26109091,190.83,15.82545455,188.8503636,7.870609091,1.465272727,0,13.74,744.4799545,209.5189152,375.2870182,155.8349303
43587,102.0710091,43.22818182,159.6808727,103.4384545,189.82,16.72909091,213.1999091,7.838545455,1.909,0,13.65,851.5650636,241.3203818,410.4986818,193.9618182
43588,106.4879091,44.74790909,163.1792,104.6684545,201.58,17.66454545,232.9227273,9.012218182,2.037454545,0,13.45,895.7504182,234.4993061,455.8816273,199.9816667
43589,109.4415727,42.93163636,136.2477,93.85427273,175.77,17.25363636,241.3700909,10.54360909,2.445727273,0,13.37,843.2282455,228.4111818,488.5802273,122.4484727
43590,116.0512091,44.54736364,139.5772,93.25418182,190.09,21.01636364,251.0031818,11.48345455,2.143727273,0,15.22,884.3866818,229.9338152,526.7762818,123.260403
43591,132.2148636,53.24709091,175.5360909,116.356,215.5,23.10272727,284.8723636,10.21678182,2.598636364,0,16.34,1029.984555,256.8578515,568.9051727,198.7265303
43592,112.3733818,45.66709091,180.8355727,108.9681818,213.71,21.76090909,276.2704545,9.186245455,2.291181818,0,14.36,985.4230182,245.7527727,513.4061273,220.3280273
43593,98.0084,44.26809091,189.6680636,105.0943636,208.5,18.47818182,250.3211818,9.363927273,2.17,0,12.47,938.3422091,243.4501667,502.7289091,186.4835879
43594,115.0941182,43.99418182,176.2912545,96.27645455,235.56,20.93090909,228.889,7.993209091,2.170636364,0,17.33,944.5297636,245.464703,474.8148636,218.7826515
43595,103.0780909,42.94090909,161.2196273,96.97827273,216.45,16.41636364,219.3981818,7.741872727,2.085818182,0,17.78,884.0891364,234.6103242,428.2342818,216.0408939
43596,85.3842,36.11736364,124.9602455,77.69581818,173.57,14.92818182,200.9036364,7.670363636,1.901636364,0,13.98,737.1114455,214.5261152,384.5450727,134.7279848
43597,88.26567273,37.487,128.9231727,77.64872727,159.17,18.17181818,209.6173636,8.310754545,1.959181818,0,9.86,739.4136909,220.0721879,390.5159364,125.523203
43598,102.8676,40.75481818,175.4571727,89.14945455,164.96,21.15090909,240.1836364,8.864818182,2.173909091,0,8.77,854.3323182,250.5518455,414.1657091,185.4106727
43599,99.78506364,39.81918182,173.9489091,93.59381818,156.26,21.55454545,245.6500909,9.296054545,2.209909091,0,8.59,850.7075727,251.2639939,401.4346,192.0146152
43600,96.98112727,39.60336364,187.5855727,88.45563636,145.66,23.65727273,242.6024545,9.633918182,2.072272727,0,11.3,847.5516182,244.8624545,399.5747273,197.4128909
43601,93.87849091,38.87654545,176.5717727,90.77018182,134.87,20.86636364,241.4735455,8.525845455,2.039181818,0,12.33,820.2019273,245.7419303,383.3302818,185.5772606
43602,92.40404545,41.616,165.6311909,93.798,162.41,18.16363636,209.0879091,7.646327273,1.962,0,13.49,806.2091091,229.8362879,374.0038818,196.5496667
43603,72.70727273,33.92809091,140.3316455,70.66290909,154.61,14.01454545,166.0921818,6.184445455,1.709545455,0,14.06,674.3006364,200.8178273,316.2779091,153.7613545
43604,73.20521818,34.04763636,131.3468909,65.91218182,147.54,13.50636364,152.7989091,6.419954545,1.532272727,0,12.99,639.2994273,201.1210333,298.0111,136.3463848
43605,94.14744545,42.03981818,165.4181909,89.43827273,161.41,16.01,175.9132727,6.992209091,1.732727273,0,15.19,768.2919364,230.490297,329.2031909,203.2189939
43606,89.33933636,39.79827273,155.9009545,97.21945455,155.67,16.70181818,180.1975455,7.220163636,1.829636364,0,13.06,756.9371818,235.7855394,322.2258091,192.9115606
43607,85.37818182,37.56281818,151.6615545,86.56472727,144.5,16.96181818,188.7405455,6.979136364,1.914,0,13.08,733.3427818,236.4397636,305.0230455,186.2064273
43608,80.38270909,35.25363636,147.7603091,87.96581818,131.37,16.41,186.0645455,6.206236364,1.751090909,0,12.71,705.8743455,233.814403,287.7092727,178.6137606
43609,58.60666364,34.20345455,137.6187182,82.31581818,130.96,14.04545455,173.3384545,5.491118182,1.674636364,0,11.71,649.9643182,219.2227333,245.8443091,179.0324576
43610,61.56837273,29.45390909,108.6048091,67.83381818,113,11.54272727,158.2922727,4.357354545,1.581272727,0,8.27,564.5045364,192.9204545,231.5137182,135.1544545
43611,55.68986364,27.86854545,105.3593364,57.94490909,91.35,11.44363636,144.3546364,4.234245455,1.434454545,0,11.8,511.4796273,195.3530727,227.2023182,84.59805455
43612,71.40439091,35.24381818,143.3842909,82.53690909,128.27,13.63454545,170.5784545,5.607872727,1.600454545,0,11.8,664.0607364,233.9123697,270.7184455,154.6147394
43613,80.28808182,38.38718182,139.9609455,90.00663636,157.06,14.35727273,186.5761818,5.949436364,1.820636364,0,14.36,728.7663727,229.4653697,306.0680364,187.883603
43614,76.6394,36.49681818,143.4049,82.19909091,157.08,15.56181818,190.6051818,6.454972727,1.746909091,0,10.75,720.9390909,224.0953485,314.8614909,176.6882515
43615,57.07730909,29.91218182,144.5053727,64.47081818,121.78,13.81636364,152.2221818,4.693854545,1.447363636,0,10.75,600.6754455,209.1922879,268.1239636,120.0957394
43616,59.77325455,31.34318182,130.5482091,71.738,81.4,13.12909091,150.5380909,4.282463636,1.532545455,0,9.76,554.0448364,206.0404515,238.1275091,104.3513303
43617,49.23796364,28.25790909,98.99963636,62.75727273,109.11,11.16454545,126.7110909,3.802063636,1.321545455,0,10.21,501.5720273,187.3126485,194.7726,114.3644152
43618,47.74031818,25.52581818,96.20216364,55.90618182,93.27,10.96,116.3287273,4.103309091,1.317909091,0,5.11,456.4644273,181.2945182,178.5576909,91.60785455
43619,70.42988182,32.29790909,133.6884,75.917,126.98,12.90727273,143.8620909,3.858172727,1.343545455,0,9.38,610.6642727,216.9970667,217.1266,171.1718788
43620,70.35888182,32.06381818,139.3808545,73.84936364,158.25,13.41454545,140.4832727,2.951463636,1.426727273,0,12.07,644.2489273,209.9183485,229.5707,199.6424242
43621,72.68490909,34.75009091,138.4539091,74.17636364,154.64,12.33818182,136.8990909,2.583518182,1.343727273,0,12.69,640.5597909,209.8599061,235.2931182,190.8388576
43622,70.01957273,35.99745455,138.1533545,78.63154545,142.64,12.60454545,152.2221818,3.734845455,1.705363636,0,12.7,648.4088636,225.2298606,237.2365636,181.0914394
43623,64.91506364,32.6,133.9603455,70.82136364,146.81,12.60363636,140.9405455,3.493545455,1.676181818,0,11.75,619.5706818,208.1954152,243.9403727,164.0292576
43624,54.27193636,29.57036364,104.4007273,63.59909091,131.53,10.47,122.8011818,3.000481818,1.670272727,0,9.44,530.7540545,193.3114515,229.0282545,105.0520758
43625,51.43071818,30.61045455,104.5278455,60.86581818,140.61,9.817272727,119.8076364,3.502127273,1.289727273,0,12.76,535.2216,184.3243788,211.7277364,135.455303
43626,59.68794545,31.90263636,148.7512182,64.14145455,166.81,10.46272727,126.6640909,3.911018182,1.289636364,0,11.5,625.1207273,199.0761606,244.8069636,177.598603
43627,83.07355455,38.14245455,155.0568909,76.53063636,172.08,12.78454545,155.747,5.453536364,1.720545455,0,11.52,712.1091636,220.3160364,282.9223273,205.0901636
43628,82.48067273,38.93236364,155.8087545,79.72581818,174.58,14.36545455,158.2383636,5.024445455,1.767545455,0,11.74,722.6634182,217.4683364,288.9118182,212.4839
43629,76.622,37.34709091,154.4898455,75.05,177.15,14.24363636,156.8363636,4.040072727,1.675181818,0,13.97,711.4241909,219.5826939,283.5531727,204.850597
43630,74.08447273,35.56036364,138.4982,70.95727273,161.36,12.78727273,148.1673636,3.458618182,1.454,0,15.14,661.4675636,205.5574091,248.6540455,204.1600182
43631,62.18888182,29.391,114.2413455,62.84281818,136.13,9.99,123.4168182,2.8604,1.374727273,0,15,557.4359909,187.7379061,222.1300818,143.9336394
43632,49.83085455,29.12436364,103.7779364,59.84981818,123.83,10.66909091,127.9373636,3.068654545,1.279909091,0,10.39,519.7579909,190.2607455,198.4952455,127.3295455
43633,65.52887273,34.93118182,154.1372909,66.33272727,138.66,12.20909091,148.4968182,4.223718182,1.519181818,0,11.54,637.5788818,208.4936848,221.3556364,203.3685606
43634,42.45100909,34.94163636,160.3691,68.17763636,155.26,14.46272727,144.8980909,3.234718182,1.501363636,0,12.69,637.9862818,200.7610061,196.5132364,236.1020394
43635,66.72899091,36.33809091,162.8635545,69.95963636,159.62,14.24272727,142.4676364,3.814354545,1.516454545,0,12.66,670.2114455,199.298897,221.2272909,245.1005303
43636,68.52139091,35.52845455,160.2383636,71.576,142.23,10.80090909,136.6763636,3.436754545,1.495363636,0,12.64,643.1436,195.4153212,218.7911909,224.4408152
43637,68.31780909,34.91845455,159.2339455,72.64209091,144.7,12.60181818,140.5922727,3.065927273,1.496272727,0,14.21,651.7785909,195.5799697,215.8902273,235.1973939
43638,48.23823636,27.14272727,122.6136636,63.638,117.53,10.22,122.1222727,2.883572727,1.414,0,10.48,526.2824727,183.6969121,180.0670273,159.7222606
43639,45.30004545,25.90581818,108.1573727,56.49427273,111.06,10.39,115.9257273,2.954772727,1.102090909,0,8.85,486.1401,184.2554758,171.0197636,128.6449515
43640,64.77089091,32.354,147.4736727,67.04536364,151.48,14.46454545,138.5001818,3.5847,1.351636364,0,13.18,634.2049909,207.5274818,204.8642273,218.0842818
43641,68.01264545,32.90736364,158.0293636,70.186,149.49,14.49181818,141.4955455,2.823627273,1.306818182,0,11.81,650.5531818,208.798897,203.4480455,234.8661485
43642,63.58056364,32.87854545,160.0115545,69.04618182,147.95,15.42636364,137.5429091,2.966145455,1.301090909,0,10.35,641.0533545,203.7467545,202.8191182,231.1426636
43643,63.22576364,32.61236364,166.6766909,71.52654545,128.21,13.57090909,141.881,2.937136364,1.292636364,0,8.97,630.9030455,205.585503,196.2246273,225.3699152
43644,61.9531,32.44345455,159.9780818,73.60572727,120.63,12.73454545,141.3124545,3.177663636,1.326181818,0,10.71,617.8712091,198.6442152,187.4608909,227.3317394
43645,46.88771818,27.90863636,115.3609364,66.21263636,103.06,11.07,113.862,2.502736364,1.133272727,0,9.72,497.7179364,169.3877697,155.1768636,168.5333939
43646,45.98142727,26.42972727,112.9132727,58.69745455,81.24,9.687272727,108.4750909,2.484436364,1.064636364,0,6.07,453.0433182,179.0684545,147.2088636,122.9592727
43647,61.23351818,32.90909091,160.7176909,69.50654545,112.09,14.05636364,139.152,2.264645455,1.171454545,0,10.94,604.0413091,202.1110576,187.0952727,209.080797
43648,66.39889091,33.27718182,163.4359455,72.80718182,138.29,13.31090909,147.9878182,3.146336364,1.364181818,0,11.33,651.3484455,210.5351758,200.9638364,234.3288879
43649,62.95039091,31.74781818,167.4264091,72.23772727,143.16,14.00363636,150.7196364,3.4522,1.425363636,0,13.06,660.1831818,210.3901545,207.3063091,237.1863545
43650,64.34055455,31.61190909,169.4174727,73.52790909,127.76,13.92181818,147.475,3.264090909,1.448363636,0,12.84,645.6071182,208.4311576,207.1605182,224.5753515
43651,62.40593636,32.15209091,165.0438909,70.04645455,122.75,10.97272727,144.5924545,3.288563636,1.411727273,0,10.47,623.1338455,199.4949121,190.3354091,228.9699788
43652,44.04082727,25.41445455,122.9095,65.01290909,114.01,10.21090909,116.7444545,2.7212,1.319,0,4.3,506.6832545,183.7778667,157.4136818,161.4024333
43653,44.26863636,25.91509091,110.8259273,62.29581818,117.92,9.186363636,124.7179091,2.096081818,1.144818182,0,4.35,502.7206455,190.1078939,160.4425273,148.5857697
43654,65.1164,31.58418182,166.7652,76.76481818,142.8,14.12454545,161.5797273,2.398690909,1.346545455,0,11.05,673.5301091,213.5208455,212.7081273,241.8436818
43655,67.64302727,32.17381818,173.2990727,78.33063636,144.13,13.69272727,167.5046364,2.897536364,1.476727273,0,9.51,690.6581818,215.3640879,216.2483636,253.6768212
43656,69.06220909,31.66836364,162.1655909,81.97936364,140.17,13.25272727,166.1437273,3.863518182,1.472272727,0,10.78,680.5577727,213.2718455,216.4311091,245.9144545
43657,67.71418182,32.72609091,162.3579818,77.54718182,141.71,14.69818182,166.0300909,3.3187,1.280636364,0,10.94,678.3230455,208.640197,210.6386545,253.8663758
43658,65.14246364,31.78981818,161.2013818,78.48518182,119.88,12.60090909,153.1687273,4.103563636,1.454,0,10.11,637.9360455,199.1600576,197.9245455,236.1048061
43659,49.03910909,25.56754545,118.0014727,70.89354545,111.2,9.290909091,126.9176364,2.550172727,1.341545455,0,9.91,524.7119364,186.9311394,170.5646273,162.3116242
43660,47.16713636,25.97009091,104.6481091,67.89809091,114.68,9.472727273,129.0626364,2.302027273,1.151181818,0,9.04,511.392,191.0324606,170.7457091,144.3228303
43661,67.71836364,33.34081818,158.1837545,77.53245455,137.52,14.35181818,158.8068182,3.023572727,1.310090909,0,11.05,662.8376909,210.9694424,213.2464455,234.1601667
43662,71.0083,33.52518182,153.3434273,79.68890909,134.56,13.59727273,160.1240909,2.909754545,1.399272727,0,11.28,661.4362091,213.2008152,209.5754,233.4257212
43663,72.46865455,33.75372727,165.1244636,77.22272727,125.6,13.67,160.8862727,2.771109091,1.323545455,0,11.11,663.9305,214.0984,203.0135364,241.6268364
43664,73.01597273,33.15709091,169.1205727,75.37518182,126.04,15.14454545,157.2121818,3.061954545,1.343727273,0,11.45,664.9212273,210.7297939,201.2277727,247.630297
43665,68.72500909,32.12718182,159.2649182,74.93627273,125.65,14.66818182,147.9908182,3.066354545,1.447727273,0,10.71,638.5864636,197.8880939,194.3720455,240.8481424
43666,52.94867273,25.34372727,122.5100909,68.15690909,88.79,11.04,117.6166364,2.091436364,1.319909091,0,9.44,499.2573818,177.3866121,156.4402545,161.1417879
43667,53.30239091,25.84054545,114.7516091,64.87527273,87.07,13.38818182,119.6772727,2.053218182,1.082454545,0,6.01,488.0509455,185.7766485,153.6078636,144.2846152
43668,69.32546364,30.43545455,164.4611091,71.69454545,104.2,14.84272727,144.6913636,2.5348,1.145363636,0,7.08,610.4108273,200.7631788,180.2763273,223.9376848
43669,66.99041818,31.26445455,170.7178364,70.77027273,123.16,14.05,143.1870909,2.452127273,1.311363636,0,9.94,633.8435636,196.3831091,176.5901091,255.2883455
43670,68.61445455,30.53881818,172.8488,66.83663636,136.71,14.59545455,143.2006364,2.341836364,1.365818182,0,8.97,646.0224545,196.1172121,172.482,272.1122424
43671,67.38284545,29.42509091,178.1260818,67.17509091,125.49,13.75636364,137.6097273,2.459736364,1.189181818,0,7.35,629.9641182,189.5978848,164.1039636,271.0954515
43672,64.95101818,28.88690909,168.9087909,65.71390909,132.23,14.71909091,128.5186364,2.736127273,1.287363636,0,9.62,617.5718455,189.8124273,163.8670364,258.8239273
43673,56.46594545,26.75781818,126.7456636,67.33590909,107.56,12.42,107.8856364,2.646527273,1.267636364,0,8.33,517.4151364,173.5867182,146.3532636,193.1579727
43674,50.11972727,27.00990909,102.6663,69.09236364,105.77,9.090909091,111.5293636,1.409145455,1.062545455,0,8.29,486.0402636,181.5802424,144.9884545,155.0766576
43675,64.00992727,30.53345455,155.6924364,72.571,123.99,10.02727273,140.7139091,2.638054545,1.262454545,0,10.96,612.3985091,197.2875242,173.8352455,236.797103
43676,60.08607273,27.67418182,160.5477636,71.00154545,116.5,11.07,141.6881818,2.924154545,1.339909091,0,9.65,602.4818091,196.1170606,175.5582909,225.5359121
43677,64.89614545,31.38418182,163.8315182,70.00663636,116.28,13.46545455,144.2582727,2.906418182,1.450545455,0,9.38,617.8591727,196.6150424,184.3750727,231.6112394
43678,64.49097273,33.83572727,161.4766182,73.097,130.91,12.60636364,146.0653636,3.119181818,1.321,0,10.84,637.7622273,195.9413091,183.7757091,252.8681182
43679,58.68446364,31.90163636,147.5021273,70.63809091,131.1,12.02,140.7166364,2.672590909,1.195818182,0,10.12,606.5513636,186.2399727,177.9572909,237.2788273
43680,47.47789091,27.45463636,112.0725909,68.90154545,112.45,8.829090909,122.472,1.961445455,1.134545455,0,8.68,511.4337455,168.9619667,151.6724909,186.2297424
43681,43.46117273,24.84672727,104.1100455,65.20772727,101.44,9.124545455,118.4925455,2.596,0.936909091,0,8.71,478.9256727,167.165197,146.0786636,161.3219939
43682,54.46136364,30.01181818,141.0593727,72.353,102.13,13.22454545,142.3494545,2.4935,1.065909091,0,7.91,567.0589636,181.0987485,169.5147545,210.9250061
43683,55.34051818,30.97154545,143.1544364,73.98518182,100.09,13.33363636,140.806,2.867727273,1.198545455,0,7.91,569.6575909,179.4270424,172.2921182,212.9779758
43684,56.42401818,31.52454545,137.1108636,73.22409091,101.22,12.74181818,143.9515455,3.641618182,1.251727273,0,9.16,570.2502273,181.0972727,176.8653,206.5211091
43685,54.46048182,28.88363636,140.4292364,72.442,116.11,14.58818182,139.1847273,3.596172727,1.231545455,0,9.04,579.9659818,182.8426636,178.1866455,213.3220364
43686,40.13830909,28.15163636,132.3782273,69.74545455,89.9,12.66545455,134.1470909,1.912472727,1.065272727,0,7.1,517.2039182,161.718803,163.1742909,187.1185515
43687,38.67116364,21.67609091,114.0603273,53.38172727,83.38,10.71636364,105.6468182,2.859018182,1.068454545,0,6.46,437.9199636,166.4382485,149.9003455,117.0278242
43688,39.69480909,23.51254545,103.4246636,58.06609091,88.34,11.32272727,108.3988182,2.188327273,0.888363636,0,9.81,445.6463455,170.4368455,149.0254273,121.6968
43689,51.04880909,31.24054545,118.3080909,75.31563636,134.99,15.46818182,147.8693636,3.293345455,0.988090909,0,10.67,589.1920636,191.6855212,186.7013636,205.7028152
43690,53.11934545,31.45963636,111.2260545,76.538,132.13,15.21636364,155.1249091,4.380827273,1.089636364,0,11.32,591.6047727,188.6929242,196.8833182,200.7006212
43691,47.65227273,29.81681818,95.97540909,76.521,129.94,14.29090909,156.0335455,3.906536364,0.949454545,0,9.25,564.3359455,186.9153515,197.8057727,174.2233667
43692,42.9844,23.80690909,81.19512727,72.89436364,99.54,9.817272727,145.216,2.106427273,0.952454545,0,7.18,485.6929545,179.5976818,172.3137364,128.8472636
43693,46.20476364,26.37318182,95.91176364,69.04818182,101.06,13.64636364,141.7027273,3.394027273,1.209,0,4.33,502.8800091,170.7616515,181.8556727,145.960503
43694,41.19244545,23.55027273,96.47405455,60.26209091,83.14,11.03545455,117.3269091,3.396436364,1.217181818,0,3.21,440.8048455,165.567903,159.2049091,113.1743061
43695,41.31598182,24.51854545,93.5832,63.23318182,81.22,11.48090909,115.3374545,1.833436364,1.021909091,0,3.69,437.2346182,165.6027667,156.1083,112.4249152
43696,56.86892727,30.38227273,122.4934273,77.64754545,102.75,18.13545455,145.9294545,3.810272727,1.143454545,0,8.16,567.3208091,192.6210242,193.0565818,177.8757485
43697,62.32002727,34.75927273,131.6322364,80.37345455,122.06,16.95090909,157.1888182,3.662745455,1.223818182,0,10.18,620.3512818,194.2115333,202.8403091,219.8953485
43698,62.60427273,35.22063636,131.8465273,80.53536364,106.53,16.59727273,158.266,3.796272727,1.307545455,0,8.09,604.7938909,196.6412152,199.9382364,203.6776212
43699,58.30214545,31.32554545,133.9276909,78.79281818,97.94,18.35545455,151.6434545,4.384690909,1.221636364,0,9.24,585.1334364,196.0114273,199.4863545,186.2636545
43700,55.15155455,30.53109091,132.2632,75.83209091,103.75,16.17818182,142.29,3.612518182,1.245545455,0,6.8,567.6541818,188.9952061,182.7616364,192.6907939
43701,44.44539091,24.67254545,115.8783818,68.08163636,101.97,15.24272727,113.6098182,3.010281818,1.129727273,0,7.13,495.1705091,167.6891182,156.2650545,166.9590636
43702,45.51944545,25.55490909,114.0237636,66.12863636,103.37,14.28454545,113.4778182,2.586718182,1.032181818,0,7.37,493.3480182,172.959803,146.8662455,169.4382424
43703,63.76052727,32.71236364,155.7348818,74.88209091,115.71,20.35363636,142.8824545,2.811736364,1.141272727,0,7.75,617.7389636,199.5122667,174.6993364,238.9801788
43704,65.898,32.44954545,164.7695909,73.97981818,132.21,21.37,144.5832727,3.777545455,1.167636364,0,8.22,648.4254091,197.7347121,186.6164273,259.4018152
43705,67.79789091,32.37054545,170.2692091,76.34872727,127.26,21.61545455,143.2345455,2.528990909,1.122727273,0,8.22,650.7680909,201.3312242,189.1069818,255.471703
43706,66.4064,33.42863636,171.5713364,79.75536364,102.84,19.88727273,145.1631818,3.009563636,1.068545455,0,6.35,629.4803,202.6525879,191.4285636,230.034603
43707,64.45465455,31.72181818,166.0579636,79.45027273,96.22,18.63454545,138.8556364,2.996354545,1.161272727,0,7.36,606.9125182,192.222403,188.5921091,220.0172788
43708,51.61031818,26.48990909,136.3840727,71.20572727,86.03,14.28090909,110.4523636,2.368009091,1.060909091,0,5.91,505.7922182,171.2309636,160.4955364,168.9557182
43709,51.42723636,27.713,128.0856636,70.28654545,99.31,14.89,117.3344545,2.387281818,0.962636364,0,7.05,519.4468182,180.4135333,172.2168364,161.8582667
43710,66.41403636,33.43736364,171.9320818,81.55045455,109.65,17.62545455,153.1887273,4.159381818,1.116363636,0,7.56,646.6338636,210.4173424,215.8177182,214.7963485
43711,69.34501818,35.87563636,164.0099545,83.73072727,113.1,15.97545455,159.4065455,4.762181818,1.358727273,0,8.63,656.1942455,213.5303788,220.0968091,217.2428758
43712,70.42878182,35.01318182,167.1004273,83.75072727,102.53,18.85545455,156.6657273,3.758572727,1.404,0,7.22,646.7268727,207.7473515,227.4403455,206.0551758
43713,73.0599,37.21081818,170.5449909,85.33945455,111.58,19.47454545,165.282,4.811381818,1.476909091,0,7.98,676.76,216.4819879,244.5215545,210.8919121
43714,74.40934545,37.86072727,160.6721091,86.95872727,112.02,18.55,167.0773636,5.932909091,1.476909091,0,8.38,673.3380909,211.6111727,251.3151909,205.1897273
43715,65.00045455,32.53945455,123.3090273,82.73436364,118.41,18.86272727,153.2084545,5.375727273,1.474090909,0,10.79,611.7043,192.9829424,229.8311545,183.4240212
43716,63.82387273,32.864,110.2525,82.66663636,125.97,16.13,160.613,5.154490909,1.292363636,0,8.82,607.5868636,192.6686545,234.6969818,174.5674091
43717,78.38611818,40.38163636,158.4797545,88.92818182,160.04,19.52636364,193.0552727,5.679481818,1.536545455,0,14.11,760.1233545,225.6465636,287.6427,241.5413636
43718,76.40388182,38.67145455,167.5395636,89.02936364,86.7,19.53454545,187.7663636,5.829781818,1.735727273,0,15.35,688.5606818,224.4886667,281.2526273,176.6565697
43719,74.42259091,39.75781818,168.4583545,89.10763636,80.81,18.60727273,178.2578182,5.555618182,1.650454545,0,14.26,670.8875636,221.2566636,271.5328091,171.5909091
