Date,France_Industrial,Belgium_Industrial,Italy_Industrial,GB_Industrial,Germany_Industrial,Total_Industrial
2016-11-25,44.50995390407741,11.445533601187169,40.38804908194393,12.08,157.7918283498976,324.046668681534
2016-11-26,42.213047191917894,10.56789814645797,34.91202748035863,12.0,140.8079467795957,295.6776806373414
2016-11-27,43.08689174148217,10.59371630153805,32.86652050784156,11.6,146.69505659190196,294.745042552688
2016-11-28,48.775813122581695,11.550260765455665,42.653701281017064,12.29,183.95505712813514,357.49395377001764
2016-11-29,49.611639529700575,12.098260197930038,45.16910776689127,12.54,184.25491017960942,363.5397647660669
2016-11-30,49.85511200482547,11.570897107720373,45.18833501970619,12.02,181.1376639556009,354.0646791333649
2016-12-01,50.01047548028976,11.446079055167734,43.69091838866025,12.35,169.07691042762437,339.15323799031864
2016-12-02,48.20092280886545,11.65862428959459,42.10352003262043,12.34,170.22807735448518,342.2989028412577
2016-12-03,46.17272490933165,11.095897599644958,35.640408544205876,11.48,159.67622099323756,320.48037543930747
2016-12-04,45.906925184602294,11.04653401440382,33.76061958188415,11.18,164.04354810858146,321.10211521392023
2016-12-05,48.41803167492971,11.72935148907453,42.782237511537225,12.13,189.93965252405962,366.65248207685164
2016-12-06,48.89676754277199,11.478624476008116,43.38340052531734,11.96,190.21263077285138,365.4315435149155
2016-12-07,48.82531307131797,11.804624138392509,42.82619201147109,10.51,181.4056219987702,348.47560531482213
2016-12-08,47.87565950935483,11.934896730750799,34.82403666239381,11.05,172.75698297273928,331.3600665257137
2016-12-09,46.978669529215246,11.943169449456036,39.456513683035226,10.72,162.7855925843529,322.1823477008901
2016-12-10,44.22959964896664,11.24344290138781,35.92881733642965,11.26,137.37238074994087,285.4235572664701
2016-12-11,43.18742800099999,10.886806907095016,34.19394640584439,11.17,138.58853107144685,281.74121256780626
2016-12-12,46.24198847396374,11.032624937899412,44.162599718353896,12.0,163.83713511125188,337.4139223226514
2016-12-13,45.80501619923338,11.569533472768963,44.917871663443,11.53,169.35406239380873,345.34296480221633
2016-12-14,46.45256098316088,11.1972611310333,45.14421688357815,11.48,161.83328369313665,336.3494421204377
2016-12-15,46.220979404812304,11.484624469794333,44.4882539265506,11.5,165.4406616761796,339.49363878569676
2016-12-16,44.26426324943155,11.43253361465037,43.54256399684623,11.91,168.15904976421038,344.40116139483564
2016-12-17,42.35789249645695,11.057443094015122,37.20597055922374,11.4,146.24821453869902,306.4894603939753
2016-12-18,43.3327460323222,10.764988851435483,34.77573671241477,11.47,143.35167595337333,307.2542635438874
2016-12-19,46.211297596657275,11.042079473562538,42.63534675457105,11.79,163.66799535231664,341.02456024995746
2016-12-20,45.1626714099206,11.245897444300354,41.443957079321144,11.08,170.7307593050599,346.7816702741243
2016-12-21,43.838090963516386,10.70671618451178,40.09758574639335,11.1,169.30339038492735,336.7339012113556
2016-12-22,42.675746712731566,10.264625733263792,38.51910556293577,10.09,160.11031235647204,322.4014547321327
2016-12-23,40.14229479100034,9.88371703683585,33.27371099523306,9.63,138.78559415829181,286.52980566828023
2016-12-24,34.23554636276216,8.325809559345245,23.113130608762056,8.25,113.93861872677503,228.52124496896488
2016-12-25,33.07190211332366,8.061718923754992,19.802361310227216,8.24,108.49483642167412,213.71769052860327
2016-12-26,36.03186268425807,8.549627509370447,21.653595756666363,8.36,117.07592538556086,229.73369918965403
2016-12-27,39.32819563410729,8.746081851370633,27.743534904277322,10.23,134.90655695290488,275.0366769696675
2016-12-28,40.13730388707816,8.996263410456478,28.27785253273919,11.87,138.29888302574304,288.10269472255925
2016-12-29,41.225693668998034,9.281263115301728,28.33272520318404,11.25,144.2828409690652,292.7407352358464
2016-12-30,41.14877556683868,9.50853560720384,27.65651681257784,10.97,147.1575676190276,292.6679737392534
2016-12-31,39.38554102926403,8.975354341201484,23.037021596673878,10.88,139.14404657517932,269.25491400499527
2017-01-01,39.635804406446965,9.580262805648147,22.156804326436667,10.35,141.04364797412975,268.61565384802293
2017-01-02,44.28549050017521,10.378171070218086,30.70500456455797,11.77,168.1976776427105,321.0599224321894
2017-01-03,46.90791505703628,10.906897795379162,33.91281942426115,11.92,169.11398897211998,326.3401112157553
2017-01-04,46.484251859431716,11.017715862430633,35.25287258191407,12.06,175.8628702827059,334.1352915877492
2017-01-05,47.12782392020077,11.267715603522955,35.824181081157924,12.17,188.37646720388534,361.33711886579545
2017-01-06,47.95307761099637,11.191806591227651,31.87195790147856,12.74,189.91660318680852,355.82156274612765
2017-01-07,42.99065547751114,10.351080189183355,32.8916659363456,11.73,175.20922734867034,330.30302433111217
2017-01-08,42.35332886481955,10.169807649642228,33.40721994787604,11.7,167.94696606196086,320.5389928769737
2017-01-09,44.104227051533755,11.345351886756717,42.71488303583711,11.81,186.44793938093815,354.99170433519816
2017-01-10,43.26350974038914,10.782443378813566,44.30667229642049,11.72,183.388776035443,353.1880668689609
2017-01-11,42.605828603322806,10.712716178297995,44.89878077412322,11.04,178.09764405065778,337.1205544312172
2017-01-12,42.302492553830895,11.292533759638667,45.148735060717165,11.84,174.08857059309074,340.040910989454
2017-01-13,43.408391408526896,11.139443009093403,43.61054574462399,11.79,174.91140482815354,337.6966393617816
2017-01-14,40.861821318563074,10.613625371828675,37.89737893408835,11.74,157.9709423984997,306.9393548258498
2017-01-15,40.41841268686205,10.418534664779903,36.767516467846185,11.61,168.18515746312778,322.9464728474405
2017-01-16,44.12359066784382,11.333624626174569,45.614461851122975,11.65,198.99579081296736,378.7116713040557
2017-01-17,46.379451967965814,11.7178060464859,46.18083399184272,12.09,201.66608049851845,386.04555661551694
2017-01-18,46.049679582215845,11.91662402240187,45.86396159273311,11.66,202.30556182649732,386.7982101082422
2017-01-19,45.78966166968048,11.812533221110701,46.17645217819884,11.72,201.6366842589993,384.49344338796993
2017-01-20,45.03353518002182,11.824987753666937,45.22673497993797,11.14,192.3774882007614,371.472586988397
2017-01-21,41.72782042170689,10.84107968172431,38.64545088663399,12.03,169.7551766067222,333.4475559039794
2017-01-22,41.2338027515091,10.903079617515207,36.67574383561611,11.9,178.52362570477837,333.27974139480926
2017-01-23,43.919145425028354,11.639442491278052,45.65971634971053,12.1,206.76863994457943,387.21551105375585
2017-01-24,45.184580478139964,11.57053347173333,45.96379785297588,11.43,203.10517947340202,385.67947495820414
2017-01-25,46.75449703410268,12.026169363498688,45.72037083234936,11.56,202.00363830152156,388.49832986086903
2017-01-26,45.475934721858806,11.939623998582363,46.167424914820494,12.3,194.61228194980507,375.6043799741808
2017-01-27,41.35471171720102,11.487897193677725,45.43118022275343,11.98,187.92979043240845,358.7178805111587
2017-01-28,37.51326115007475,10.689079839140177,38.78834164774268,12.06,162.67448026194796,309.8156585494056
2017-01-29,37.8183699250035,10.67753439655155,36.880779986910525,11.87,160.4670989858825,306.7619143167269
2017-01-30,38.830296149747824,11.414988178275525,45.911643361534175,10.52,178.8200351014603,346.61944494517854
2017-01-31,38.177287735114994,11.563988023966552,45.934406974323096,11.48,180.89855646745303,352.7059904272679
2017-02-01,38.12420597190633,11.514806256718934,45.20338045867011,10.49,178.90094023106062,342.1029093504202
2017-02-02,36.94949809756205,11.170897521972655,44.42318126666918,8.2,169.20743701100722,326.9531366821833
2017-02-03,37.90301529188753,10.868443289749324,43.03574633990452,9.34,162.4256049177926,318.5095711268965
2017-02-04,36.494389477977904,10.178625822328032,36.92409812386707,9.5,143.522635535134,282.52033778683506
2017-02-05,37.24448870115131,10.337625657662748,35.710444835310426,11.29,145.74210289258508,286.5148869779177
2017-02-06,40.670739698271454,11.122533935695886,44.09302706313282,10.88,174.77021954684702,337.90191641560637
2017-02-07,40.105367556516086,11.437533609472215,44.46646304002702,11.44,175.48243762034554,341.24246871070864
2017-02-08,41.28918451233581,11.359260963261129,44.84243537793085,11.49,186.66158569086156,356.44622175590655
2017-02-09,42.78702841566652,11.67998790383339,44.85438082010523,11.7,185.9986431280188,358.1833405613303
2017-02-10,42.698328507526966,12.295896356888116,43.73778197649047,11.99,180.7801850323528,354.43449033493397
2017-02-11,36.52619853594452,11.003715876929462,36.49608947621733,11.71,157.50684430884942,303.87952302971854
2017-02-12,38.85284158094451,10.316352952420711,34.43025525202453,10.9,160.5074688963797,300.21569004394746
2017-02-13,40.80154865371063,10.989261346444486,43.619254826513675,10.58,181.04319588482377,339.490115476416
2017-02-14,39.21139575506896,11.355533694393934,44.41189946017116,11.86,180.1114252188299,343.4839228531275
2017-02-15,38.55736006877273,11.370715496852993,43.903609077481924,11.63,169.35753879388238,334.3338890744385
2017-02-16,39.188013961102065,11.196261132068932,43.44383682636395,11.36,159.80918082264998,317.65205639305674
2017-02-17,39.47441366449743,11.314442827858032,42.082710963261874,11.09,159.60527376190944,323.5015064200103
2017-02-18,37.45515211934522,10.637534437976777,36.59575300936624,9.73,144.75138791286574,288.1937767087944
2017-02-19,36.79753461857662,10.527534551896155,34.93922745218948,10.07,141.7599375925865,275.75073652899675
2017-02-20,38.05703331419975,11.372988221772015,43.66348205343783,10.95,154.76781667052396,306.6727252385963
2017-02-21,37.61889740431085,11.597987988755106,43.58344577268958,11.19,150.659621118173,302.82026603358463
2017-02-22,38.04842423220649,12.093987475082278,43.48987314232364,10.39,147.9678812266812,295.7471207602009
2017-02-23,39.34610470646918,12.382805357791483,42.549174116541444,11.5,148.43027040596868,300.3094886611533
2017-02-24,40.353921844559906,11.768896902665496,41.42642073384598,11.7,158.56688393756187,315.09543394851346
2017-02-25,37.296061375013736,11.056624913044274,35.92848097314164,11.08,134.25030778695083,271.09715935698483
2017-02-26,36.483198580476646,10.874170556545259,33.81443770796657,8.67,126.84783643498648,255.94823898616215
2017-02-27,39.60447716616318,11.664624283380807,42.17534723096117,11.57,142.7236707329061,291.06125636477583
2017-02-28,40.45923082640767,11.81235140311718,42.831337460687756,11.7,152.64465594537555,307.68798022174684
2017-03-01,39.81264058694616,11.936260365702212,42.44455604306906,11.35,154.13710420422257,308.78132853144336
2017-03-02,40.10832209891081,11.786987793020904,42.44098331949636,10.0,155.77577165813184,308.47310569442027
2017-03-03,37.03910709566921,11.678260632894933,41.427475278208405,10.41,146.68030037281477,297.5317276544828
2017-03-04,35.579399516479675,10.80771607991308,35.350890662221616,10.8,121.83817180447281,257.9641329220161
2017-03-05,36.80937096995488,11.009806779712438,33.25710192152486,11.01,130.21874011398853,263.4261590170041
2017-03-06,38.8596870284006,11.70180606305599,42.004347408054024,15.77,156.86062427653184,321.72886077475135
2017-03-07,39.523495431848616,11.375897309668362,42.6623558175087,10.83,157.82784554605743,322.9447130344022
2017-03-08,38.02316971290633,11.086897608965636,42.545019575389475,11.47,155.7637871851325,316.0867239373922
2017-03-09,38.50654193958342,11.597897079758347,41.85864755894542,11.05,147.92433313123692,306.4574531203042
2017-03-10,37.44281576848477,11.74553329049796,40.68548513754606,11.87,149.67210724530554,304.63097723974323
2017-03-11,33.449310813376314,10.852625124312938,35.12604544053301,11.68,128.95137354705855,262.4136746981651
2017-03-12,33.3683472608611,10.817806978553534,33.482756233284626,11.29,132.09274166906624,264.24151650387864
2017-03-13,36.728961962319914,11.679715176843107,42.44475604286194,11.23,154.755987080235,314.35854251181104
2017-03-14,36.88048907812089,11.550897128432988,42.3790470200032,11.53,145.17899265525864,304.4547305541687
2017-03-15,35.97743546789736,11.435624520540237,42.314074360018225,10.71,148.73109314326757,304.84053347207794
2017-03-16,34.3738189468354,11.25198834708333,41.94142020049617,10.51,143.69286167917213,292.46903666814603
2017-03-17,34.149810087917,11.486079013742506,40.647066995514926,9.63,142.3999237159956,282.588470323598
2017-03-18,32.019094112735985,10.651534423477948,34.57791873546317,10.45,125.12509427069686,253.005236292674
2017-03-19,31.356785707734524,10.672170765742658,32.44057549441829,9.17,120.97755354320631,243.2977727248803
2017-03-20,33.82442860671058,10.842897861659525,40.35821274920702,10.42,139.6143995246906,281.1855273367789
2017-03-21,35.75329024548382,10.468261886008083,40.970630296786126,10.7,145.73255013444088,294.2716801111307
2017-03-22,36.730089233879745,10.683261663347484,41.32988447018564,11.14,146.07784160036033,301.6225647775132
2017-03-23,36.07800809101388,10.67889803150296,40.580176155698304,11.14,142.2664049694668,294.60097692569974
2017-03-24,35.75201751952916,10.977352267868817,40.170349307400734,10.97,137.11754797357133,284.92921534690146
2017-03-25,32.10963038261011,10.305625690802934,33.931101223509756,8.88,111.8740612133257,234.97147019887493
2017-03-26,32.2302484395124,10.623988997459413,32.46273910782859,9.25,119.05151349024476,245.42835582632873
2017-03-27,34.952818347205216,10.62607990438491,41.082739271591606,13.69,136.80803340836616,291.68143264889716
2017-03-28,35.55560863202736,10.887625088065864,41.35905716724619,10.11,129.35443793113532,280.04240143503847
2017-03-29,34.484337014197564,11.3669882279858,40.36159456388653,9.68,132.09927959955667,280.1291454109486
2017-03-30,33.442147184431555,11.322624637566507,39.96327679457888,10.16,126.34034885816091,269.8552562061269
2017-03-31,32.198566654141246,11.316533734783532,38.881268824231626,10.15,115.77497087749653,256.86510799900253
2017-04-01,28.10177089691311,10.87335237557441,33.62252881580442,9.37,102.32488643229007,227.33085758509486
2017-04-02,27.697207679528002,10.631898080177605,32.422175513473896,9.43,105.67925011653827,225.9539444131598
2017-04-03,29.53597850251123,11.64262430616468,39.5617408467859,9.53,131.18058824660818,273.5549688505646
2017-04-04,29.32830599031076,11.489988100603222,39.27934113924801,9.36,131.92180902436004,275.1230249595985
2017-04-05,30.67981368155554,11.557260758206247,40.11084936902076,8.87,131.57092117360796,275.19315434718624
2017-04-06,31.392749306853116,11.489897191606461,40.09177666150033,8.99,137.41599530403687,283.74190762005674
2017-04-07,30.394068522936852,11.322624637566506,39.483131837286805,8.77,130.33469736080988,276.60064587472755
2017-04-08,27.90495291892588,10.10335317301005,34.00760114428401,8.73,107.08618461776152,235.207770062951
2017-04-09,27.345262589468064,10.253080290675163,31.895994240222123,8.44,105.7627131681405,225.0666438084766
2017-04-10,30.05197796812579,11.342988252840936,39.45547732047215,9.01,125.48282921403276,266.2033109922909
2017-04-11,31.176785894148054,11.538533504873515,39.774076990520214,9.03,133.09641421411746,275.87630297120995
2017-04-12,30.588741048600525,11.82180593878031,39.576986285542695,8.8,131.80991442600453,272.60803227001395
2017-04-13,30.206295990127327,11.470806302286684,39.128195841233435,9.51,128.7586622038819,271.8768147441246
2017-04-14,29.64921474887654,11.25844288585335,36.07593536588773,9.14,109.02247289854103,248.42273799687138
2017-04-15,28.27149799386561,10.517625471249223,28.34337973760441,8.29,105.70461123010517,223.80434296220318
2017-04-16,27.91357109181881,10.399989229440688,24.357420229227095,8.1,107.81301296968572,219.94522341244107
2017-04-17,28.867133740642664,10.553443615972997,27.345926225144417,9.35,119.18825043315813,236.01925730423034
2017-04-18,32.53501176025346,11.565897112898528,39.726722494107484,9.75,149.76977979901991,296.1502655728746
2017-04-19,33.36035636004582,11.945260356381537,41.562538774695994,9.85,157.40995756444335,311.3007811184623
2017-04-20,33.362629084964844,11.189261139318347,41.68833864441365,9.87,149.09079756760042,298.42378949893083
2017-04-21,31.491740113425998,10.859716026060283,40.859594048142434,10.65,134.28867126559092,276.9961254117861
2017-04-22,28.765052028179916,10.352262006141245,34.264137242243436,9.52,120.51567511776277,247.0672630070407
2017-04-23,29.1209698413983,10.106716805890203,30.68474094917998,9.53,123.3353656514846,244.65611351379755
2017-04-24,30.34085948713273,10.578807226069273,34.41190981647819,9.63,137.35238241354375,272.43372521941956
2017-04-25,31.932439657023547,10.90871597531438,32.34373923106864,9.87,144.59752494846657,285.4130893370792
2017-04-26,33.43731082580387,10.952988656736911,39.501568181829896,9.83,148.6692614282444,299.78906964948396
2017-04-27,33.91242851557508,11.596442535810173,39.39595010939315,9.23,148.35182693702168,296.44586494319327
2017-04-28,33.47406533319429,11.315170099832118,39.30856838170663,9.38,138.49078448642788,286.58889537099896
2017-04-29,30.011223464877904,10.36562562866509,33.54858343783915,8.63,119.26354684369454,246.46429677533098
2017-04-30,28.61405218456015,9.874898864150047,29.197542489369958,8.63,104.03804886918702,218.77295716539064
2017-05-01,29.01404267940819,10.629170810274779,28.815170158094165,8.9,110.6322093573045,240.1648116990756
2017-05-02,32.15278488337248,10.94762502592802,39.4844227450408,9.01,137.2944056430925,283.7328178633165
2017-05-03,33.00890217856839,10.750079775966704,39.92195865555107,8.79,132.82213202703556,277.70183654275866
2017-05-04,32.66896616698057,10.327262032032014,39.55807721421644,8.87,135.5416898176819,276.3314895609818
2017-05-05,31.224867662534866,10.82826151318103,38.35426937000901,8.97,131.8030295253787,274.3075548691447
2017-05-06,29.17400615010858,10.25153483773023,32.77332060436234,9.66,108.25263217466137,227.5091823093552
2017-05-07,29.05786081584692,10.29053479734063,31.07012236824855,8.37,107.02383317819424,223.0366762453001
2017-05-08,30.54907745331377,10.698352556809782,38.92790513956994,8.13,135.33002481527814,270.47222055013964
2017-05-09,32.40918461783677,10.916261422045528,39.25629570856914,8.31,135.40230097160114,278.5559885959208
2017-05-10,31.331385734039547,10.854534213244916,39.14210491773784,8.2,132.1962564377915,273.8949545459341
2017-05-11,30.596977403707054,10.66771622490138,39.00379597006589,8.7,122.37510416849142,261.3292692731392
2017-05-12,29.859759985374655,10.754261589817702,37.94302434136197,8.46,119.24366443068722,255.27929594567308
2017-05-13,27.15499915014729,10.221807595789432,32.18830302840695,8.39,97.95259282896855,219.10611241112093
2017-05-14,26.7257177765429,10.00826236239821,30.12523243771568,8.22,96.82266206053086,211.01928867140523
2017-05-15,27.650135001005232,10.648170790597796,37.841133537792416,8.64,115.94208636603318,246.45893287377098
2017-05-16,27.283499017068745,10.518898197203875,38.60927819682285,7.88,112.42113203415833,244.04121297590768
2017-05-17,27.470580641502888,10.111625891715288,38.68534175441265,9.43,107.71641686324774,237.2693742782779
2017-05-18,29.110342579676956,10.64735260962695,38.53983281419724,7.81,109.05593034565635,241.10795622212103
2017-05-19,29.700732877340915,11.030806757964195,38.28259671696275,7.75,110.63368357311376,244.73658908166624
2017-05-20,28.203816245777162,10.180807638250291,33.342638196577134,7.71,94.86865008288622,214.7729611636199
2017-05-21,27.5633259999983,9.868989779360593,31.21044949564859,7.81,93.6773534051124,208.09298845547474
2017-05-22,28.98965179557726,10.398716503486035,38.93905058257282,8.94,111.57726794748194,249.08981661184689
2017-05-23,29.05825172453299,10.50662548264116,39.30280475131199,9.04,107.78118993416243,245.36118408678732
2017-05-24,28.167116283784807,10.69607983189076,39.012059597871456,9.18,110.19496847132407,246.31062792181262
2017-05-25,26.235327375315872,10.131807688996195,39.52435906731784,12.99,94.33355673176237,220.77755741701236
2017-05-26,26.598545180974156,10.319716585300862,38.749859869413825,8.63,100.11723941288516,225.87377265838012
2017-05-27,25.837509605490418,9.66344453768432,33.06806575366035,8.19,88.83278744562529,203.44649541166982
2017-05-28,24.93327417830899,9.775717148683967,30.643922809634358,7.5,88.57419941572286,199.57825585999674
2017-05-29,27.36725347578451,10.312716592550279,37.83475172621981,7.78,105.46584304285794,239.1233308619499
2017-05-30,28.184670811059323,10.343716560445726,37.90685165155083,9.13,102.93269365354814,239.2605164688956
2017-05-31,28.36613425949365,10.223898502714931,37.97016976779476,9.54,108.30111453660766,244.96999196881168
2017-06-01,27.9700983060047,10.46244371021539,36.75921647644192,9.23,109.72525890240632,244.71496502529496
2017-06-02,28.01908916435912,10.559352700762453,30.813940815376494,9.17,101.9466233311426,228.4155018526968
2017-06-03,26.92625393249765,10.198443983621896,31.026258777311444,9.28,81.37703753558174,194.95868406293687
2017-06-04,26.415054461912064,10.204262159414588,29.923941737087816,9.23,80.54880819724313,189.3297596445691
2017-06-05,27.16321732345447,10.412716488987206,38.51464193119481,10.12,85.74326096090675,204.7693481743023
2017-06-06,29.361769592018426,11.538169868886472,39.17805033505708,9.33,107.09396555457451,233.30537178120352
2017-06-07,29.297506022208182,11.55198803639412,39.75091337814554,9.45,109.09087181586027,237.55342128995505
2017-06-08,29.18447886653542,10.775261568069459,39.95368589542061,9.61,111.0071918937359,239.96966828851885
2017-06-09,28.333197929967195,11.130170291423797,38.91811424061879,9.53,109.05968141147866,242.14402618194595
2017-06-10,26.364036332929878,10.233625765368343,33.45199262878075,8.7,89.98841500132531,203.93194237142058
2017-06-11,26.636763323212413,10.210989425174892,31.43036744971275,8.68,86.91537360573746,198.44991254085414
2017-06-12,28.969860906982426,10.890352357968688,38.447478364387905,9.88,107.49733139754461,241.27570308445394
2017-06-13,28.847806487931308,10.85280694230646,38.68128721315712,10.47,108.819373191569,251.06812762639447
2017-06-14,27.81661664677337,10.587079944774509,39.725749767842146,9.21,105.9527101253681,244.46510348842816
2017-06-15,28.081834553923457,10.57980722503364,39.80663150226027,8.98,94.68393065283446,228.10115632714405
2017-06-16,28.539597716213017,10.694079833962022,38.245333119190484,9.69,100.54628408835457,229.43643336816507
2017-06-17,27.040608359523112,9.86880796136707,33.220438323131205,9.07,90.34639689569548,202.32194486889466
2017-06-18,26.22577283975631,9.691444508686663,31.643085411233454,8.96,89.77568148101122,204.61449001137095
2017-06-19,27.941071063338963,9.858535244733094,39.466495490879566,9.15,105.24105257259683,243.8353730613999
2017-06-20,27.556598734237998,10.040716874241829,39.40175919428617,9.24,104.71967026823572,244.21059901259875
2017-06-21,27.00672657643035,10.155989482134581,39.33273199304566,8.59,106.76480522045682,244.7806530011181
2017-06-22,27.911616548388448,10.554352705940603,39.508840901570764,9.28,103.97516339103505,241.6816485703044
2017-06-23,26.66215420600772,10.510352751508355,39.066523177830874,9.42,101.33279526349901,235.47977518318444
2017-06-24,26.44147261637077,10.315352953456342,34.057428365408626,8.93,87.49404976676777,205.77017288808452
2017-06-25,25.947873127558083,10.178353095337748,32.090330402597786,8.96,88.21020659041965,204.98117675613503
2017-06-26,27.66193498878479,10.795625183343887,39.277777504503725,9.45,112.79249266158416,255.2954094132103
2017-06-27,28.34524337203801,10.908715975314378,39.82684057224021,9.63,107.61814467575587,251.11497876628152
2017-06-28,28.75077931568846,10.919352327935396,40.15848568332345,9.66,110.4266757946983,254.4340548421018
2017-06-29,29.693805611787738,11.049443102300167,39.92629501469657,9.78,109.30247528924608,252.04532849778124
2017-06-30,28.670015762966123,11.019715860359371,38.755859863200044,9.45,104.57746305105462,241.5536400718026
2017-07-01,27.36455347858071,10.704898004576565,33.83891040989459,9.48,90.79893860561027,210.99316940098032
